SOA Code,SOA Name,2015 Default Urban/Rural,Urban,mixed urban/rural,Rural,20 minutes   (Yes / No),30 minutes  (Yes / No),BELFAST,DERRY,ANTRIM,ARMAGH,BALLYMENA,BALLYMONEY,BANBRIDGE,BANGOR,CARRICKFERGUS,COLERAINE,COOKSTOWN,CRAIGAVON,DOWNPATRICK,DUNGANNON,ENNISKILLEN,HOLYWOOD,LARNE,LIMAVADY,LISBURN,LURGAN,NEWRY,NEWTOWNARDS,OMAGH,PORTADOWN,STRABANE
95BB01S1,Ballygowan_1,Rural,-,-,4,N,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB01S2,Ballygowan_2,Rural,-,-,5,N,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB02W1,Ballyrainey,Mixed urban/rural,6,2,1,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB03S1,Ballywalter_1,Rural,-,-,5,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB03S2,Ballywalter_2,Rural,-,-,6,N,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB04S1,Bradshaw's Brae_1,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB04S2,Bradshaw's Brae_2,Mixed urban/rural,3,-,2,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB05S1,Carrowdore_1,Rural,-,-,3,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB05S2,Carrowdore_2,Rural,-,-,4,N,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB06W1,Central_Ards,Urban,6,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB07S1,Comber East_1,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB07S2,Comber East_2,Urban,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB08S1,Comber North_1,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB08S2,Comber North_2,Urban,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB09S1,Comber West_1,Mixed urban/rural,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB09S2,Comber West_2,Urban,4,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB10S1,Donaghadee North_1,Urban,5,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB10S2,Donaghadee North_2,Mixed urban/rural,2,1,1,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB11S1,Donaghadee South_1,Urban,5,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB11S2,Donaghadee South_2,Urban,6,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB12S1,Glen_1,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB12S2,Glen_2,Urban,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB13S1,Gregstown_1,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB13S2,Gregstown_2,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB13S3,Gregstown_3,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB14S1,Killinchy_1,Rural,-,-,4,N,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB14S2,Killinchy_2,Rural,-,-,3,N,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB15S1,Kircubbin_1,Rural,-,-,4,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB15S2,Kircubbin_2,Rural,-,-,4,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB16S1,Lisbane_1,Mixed urban/rural,-,2,2,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB16S2,Lisbane_2,Mixed urban/rural,-,1,3,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB17S1,Loughries_1,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB17S2,Loughries_2,Mixed urban/rural,3,1,1,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB18S1,Millisle_1,Rural,-,-,5,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB18S2,Millisle_2,Mixed urban/rural,1,2,2,N,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min
95BB19S1,Movilla_1,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB19S2,Movilla_2,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB19S3,Movilla_3,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB20S1,Portaferry_1,Rural,-,-,4,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB20S2,Portaferry_2,Rural,-,-,4,N,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB21S1,Portavogie_1,Rural,-,-,5,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB21S2,Portavogie_2,Rural,-,-,4,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95BB22S1,Scrabo_1,Urban,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB22S2,Scrabo_2,Urban,4,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB23S1,Whitespots_1,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95BB23S2,Whitespots_2,Urban,3,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95CC01W1,Abbey Park,Urban,5,1,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC02W1,Ballymartrim,Rural,-,-,6,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95CC03W1,Callan Bridge,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC04W1,Carrigatuke,Rural,-,-,6,Y,Y,>60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95CC05W1,Charlemont,Rural,-,-,6,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min
95CC06S1,Demesne_1,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC06S2,Demesne_2,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC07W1,Derrynoose,Rural,-,-,6,N,Y,>60min,>60min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95CC08W1,Downs,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC09S1,Hamiltonsbawn_1,Rural,-,-,2,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min
95CC09S2,Hamiltonsbawn_2,Rural,-,-,2,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,0-20min,>30min
95CC10W1,Hockley,Rural,-,-,6,Y,Y,30-45min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC11W1,Keady,Rural,-,-,6,Y,Y,>60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95CC12W1,Killeen,Rural,-,1,4,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95CC13W1,Killylea,Rural,-,-,6,Y,Y,>60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95CC14W1,Laurelvale,Rural,-,-,6,Y,Y,30-45min,>60min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC15W1,Loughgall,Rural,-,-,7,Y,Y,30-45min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC16W1,Markethill,Rural,-,-,7,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min
95CC17W1,Milford,Rural,-,1,5,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95CC18W1,Observatory,Urban,5,1,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC19W1,Poyntz Pass,Rural,-,-,6,N,Y,30-45min,>60min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min
95CC20S1,Rich Hill_1,Rural,-,-,4,Y,Y,30-45min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC20S2,Rich Hill_2,Rural,-,-,4,Y,Y,30-45min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min
95CC21W1,Tandragee,Rural,-,-,7,Y,Y,30-45min,>60min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,0-20min,>30min
95CC22W1,The Mall,Urban,7,-,-,Y,Y,45-60min,>60min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min
95DD01W1,Academy,Urban,5,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD02S1,Ahoghill_1,Rural,-,-,5,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD02S2,Ahoghill_2,Rural,-,-,6,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD03W1,Ardeevin,Urban,6,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD04W1,Ballee,Urban,6,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD05W1,Ballykeel,Urban,6,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD06W1,Ballyloughan,Urban,7,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD07S1,Broughshane_1,Rural,-,1,3,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD07S2,Broughshane_2,Rural,-,-,4,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD08W1,Castle Demesne,Urban,8,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD09W1,Craigywarren,Rural,-,1,5,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD10W1,Cullybackey,Rural,-,-,9,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD11W1,Dunclug,Urban,8,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD12W1,Dunminning,Rural,-,-,6,Y,Y,30-45min,>60min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD13W1,Fair Green,Urban,4,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD14S1,Galgorm_1,Mixed urban/rural,3,1,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD14S2,Galgorm_2,Mixed urban/rural,3,1,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD15W1,Glenravel,Rural,-,-,7,N,Y,45-60min,>60min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD16W1,Glenwhirry,Rural,-,-,7,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD17W1,Grange,Rural,-,-,7,N,Y,30-45min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD18W1,Harryville,Urban,7,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD19S1,Kells_1,Rural,-,-,5,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD19S2,Kells_2,Rural,-,-,4,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD20W1,Moat,Urban,6,-,-,Y,Y,20-30min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD21W1,Park,Urban,5,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD22S1,Portglenone_1,Rural,-,-,4,N,Y,45-60min,>60min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD22S2,Portglenone_2,Rural,-,-,4,N,Y,45-60min,>60min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD23W1,Slemish,Rural,-,-,6,N,Y,30-45min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95DD24W1,Summerfield,Urban,6,-,-,Y,Y,30-45min,>60min,0-20min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95EE01W1,Ballyhoe and Corkey,Rural,-,-,4,N,Y,45-60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95EE02W1,Benvardin,Rural,-,-,4,Y,Y,>60min,>60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
