MSOA11CD,Proportion,Extent,Score
E02000496,0,0,0
E02000497,0,0,0
E02000498,0,0,0
E02000499,0,0,0
E02000500,0,0,0
E02000501,0,0,0
E02000502,0,0,0
E02000503,0,0,0
E02000504,0,0,0
E02000506,0,0,0
E02000507,0,0,0
E02000508,0,0,0
E02000509,0,0,0
E02000510,0,0,0
E02000511,0,0,0
E02000512,0,0,0
E02000513,0.2,0,0
E02000514,0,0,0
E02000515,0,0,0
E02000516,0.2,0.10679890067019522,0
E02000517,0,0,0
E02000518,0.2,0,0
E02000519,0.4,0,0
E02000520,0,0,0
E02000521,0.2,0,0
E02000522,0.2,0,0
E02000523,0,0,0
E02000524,0,0,0
E02000525,0,0,0
E02000526,0,0,0
E02000528,0.3333333333333333,0,0
E02000529,0,0,0
E02000530,0.25,0,0
E02000531,0.2,0.028767903202649638,0
E02000532,0,0.04202276944033443,0
E02000533,0,0,0
E02000534,0,0,0
E02000535,0,0,0
E02000536,0,0,0
E02000537,0,0,0
E02000538,0,0,0
E02000539,0.2,0.07410222911342731,0
E02000540,0,0,0
E02000541,0.2,0.027743086529884012,0
E02000542,0,0,0
E02000543,0,0,0
E02000544,0,0,0
E02000545,0.2,0.15920059696462746,0
E02000546,0,0,0
E02000547,0,0,0
E02000548,0.2,0,0
E02000549,0,0,0
E02000550,0.16666666666666666,0,0
E02000551,0.6,0,0
E02000552,0,0,0
E02000553,0,0,0
E02000554,0.6666666666666666,0,0
E02000555,0.16666666666666666,0.04440699769826545,0
E02000556,0.3333333333333333,0,0
E02000557,0.2,0.0637400498990139,0
E02000558,1,0,0
E02000559,0.16666666666666666,0.08843354618649107,0
E02000560,0,0,0
E02000561,0,0,0
E02000562,0.2,0,0
E02000563,0.6,0,0
E02000564,0.2857142857142857,0.12973156698317395,0
E02000565,0.4,0.020767202680650642,0
E02000566,0,0,0
E02000567,0.16666666666666666,0,0
E02000568,0.2,0,0
E02000569,0.5,0.22293648394074,0
E02000570,0,0,0
E02000571,0.4,0,0
E02000572,0.6,0,0
E02000573,0,0,0
E02000574,0,0,0
E02000575,0,0,0
E02000576,0,0,0
E02000577,1,0.03346499159290631,0
E02000578,0.75,0.0460811158482799,0
E02000579,0.4,0.02903721127772875,0
E02000580,0.8,0,0
E02000581,1,0,0
E02000582,0,0,0
E02000583,0,0,0
E02000584,0,0,0
E02000585,0,0,0
E02000586,0,0,0
E02000587,0,0,0
E02000588,0,0,0
E02000589,0,0,0
E02000590,0,0,0
E02000591,0.25,0,0
E02000592,0,0,0
E02000593,0,0.00799634591961022,0
E02000594,0,0,0
E02000595,0,0,0
E02000596,0,0,0
E02000597,0.6,0.18495094668825454,0
E02000598,0,0,0
E02000599,0,0,0
E02000600,0,0,0
E02000601,0,0,0
E02000602,0.2,0.09889118615853225,0
E02000603,0,0,0
E02000604,0,0,0
E02000605,0,0,0
E02000606,0,0,0
E02000607,0,0,0
E02000608,0,0,0
E02000609,0,0,0
E02000610,0,0.042296036546133044,0
E02000611,0,0,0
E02000612,0,0,0
E02000613,0,0,0
E02000614,0,0,0
E02000615,0,0,0
E02000616,0,0,0
E02000617,0,0,0
E02000619,0.2,0,0
E02000620,0,0,0
E02000621,0.16666666666666666,0,0
E02000622,0,0,0
E02000623,0,0,0
E02000624,0.6,0,0
E02000625,0.4,0,0
E02000626,0.8,0,0
E02000627,0.2,0,0
E02000628,1,0,0
E02000629,0,0,0
E02000630,0.2,0.09188585575436849,0
E02000631,0,0,0
E02000632,0,0,0
E02000633,0.6,0,0
E02000634,0.5,0,0
E02000635,0.4,0.057836672727993685,0
E02000636,0,0,0
E02000637,0,0,0
E02000638,0.2,0,0
E02000639,0.2,0,0
E02000640,0,0,0
E02000641,0.4,0,0
E02000642,0.2,0.09365169388989714,0
E02000643,0,0.03024239808572706,0
E02000644,0,0,0
E02000645,0.2,0.06394212772329115,0
E02000646,0,0,0
E02000647,0,0,0
E02000648,0.4,0,0
E02000649,0,0,0
E02000650,0.4,0.0636020032126996,0
E02000651,0,0,0
E02000652,0,0,0
E02000653,0.2,0,0
E02000654,0.6,0,0
E02000655,0.2,0,0
E02000657,0.2,0,0
E02000658,0.2,0,0
E02000659,0.2,0.03146571684121717,0
E02000660,0,0,0
E02000661,0,0,0
E02000662,0.4,0,0
E02000663,0,0,0
E02000664,0.5,0,0
E02000665,0,0,0
E02000666,0,0,0
E02000667,0,0,0
E02000668,0,0,0
E02000669,0,0,0
E02000670,0.75,0,0
E02000671,0,0,0
E02000672,0.4,0.06357707297337437,0
E02000673,0,0,0
E02000674,0,0,0
E02000675,0,0,0
E02000676,0,0,0
E02000677,0,0,0
E02000678,0.5,0,0
E02000679,0.2,0,0
E02000680,0,0,0
E02000681,0.6,0.11546274512163567,0
E02000682,0.4,0.06813786586744423,0
E02000683,0.5,0,0
E02000685,0.2,0,0
E02000686,1,0,0
E02000687,0.2,0,0
E02000689,0,0,0
E02000690,0,0,0
E02000691,0,0,0
E02000692,0,0,0
E02000693,0,0,0
E02000694,0,0,0
E02000695,0,0,0
E02000696,0,0,0
E02000697,0,0,0
E02000698,0,0,0
E02000699,0,0,0
E02000700,0,0,0
E02000701,0,0,0
E02000702,0.2,0.036595394736842105,0
E02000703,0,0,0
E02000704,0,0,0
E02000705,0,0,0
E02000706,0.2,0,0
E02000707,0.2,0.09103406652360513,0
E02000708,0,0,0
E02000709,0,0,0
E02000710,0,0,0
E02000711,0,0,0
E02000712,0,0,0
E02000713,0,0,0
E02000714,0.25,0,0
E02000715,0.25,0,0
E02000716,0.25,0,0
E02000717,0.25,0,0
E02000718,0.25,0,0
E02000719,0.25,0,0
E02000720,0,0,0
E02000721,0.4,0,0
E02000722,0.5,0,0
E02000723,0,0,0
E02000724,0,0,0
E02000725,0.25,0,0
E02000726,0.2,0,0
E02000727,0,0,0
E02000728,0,0,0
E02000729,0,0,0
E02000730,0,0,0
E02000731,0,0,0
E02000732,0.5,0,0
E02000733,0.2,0,0
E02000734,0.25,0,0
E02000735,0.25,0,0
E02000736,0.4,0.00970627208480564,0
E02000737,0,0,0
E02000738,0,0,0
E02000739,0,0,0
E02000740,0.25,0,0
E02000741,0.25,0,0
E02000742,0.25,0,0
E02000743,1,0,0
E02000744,1,0,0
E02000745,0.4,0,0
E02000746,0.5,0.07686895366004072,0
E02000747,0.5714285714285714,0.17191071455248966,0
E02000748,0,0,0
E02000749,1,0,0
E02000750,0.16666666666666666,0.061682741946861776,0
E02000751,0,0,0
E02000752,0,0,0
E02000753,0,0,0
E02000754,0,0,0
E02000755,0,0,0
E02000756,0,0,0
E02000757,0,0,0
E02000758,0,0,0
E02000759,0.14285714285714285,0.10986688957130379,0
E02000760,0.25,0.07292639740011801,0
E02000762,0,0,0
E02000763,0,0,0
E02000764,0,0,0
E02000765,0,0,0
E02000767,0,0,0
E02000768,0,0,0
E02000769,0,0,0
E02000770,0,0,0
E02000772,0,0,0
E02000773,0,0,0
E02000774,0,0,0
E02000776,0,0,0
E02000777,0,0,0
E02000779,0.25,0,0
E02000780,0,0,0
E02000781,0,0,0
E02000782,0.2,0,0
E02000783,0.25,0,0
E02000784,0,0,0
E02000785,0,0,0
E02000786,0,0,0
E02000787,0,0,0
E02000788,0,0,0
E02000789,0,0,0
E02000790,0,0,0
E02000791,0,0,0
E02000792,0,0,0
E02000793,0,0,0
E02000794,0,0,0
E02000795,0,0,0
E02000796,0,0,0
E02000797,0,0,0
E02000798,0,0,0
E02000799,0,0,0
E02000800,0,0,0
E02000801,0,0,0
E02000802,0,0,0
E02000803,0.16666666666666666,0.0938406602567665,0
E02000804,0,0,0
E02000805,0,0,0
E02000806,0,0,0
E02000807,0.2,0.09473269091331758,0
E02000808,0,0,0
