LAD19CD,Proportion,Extent,Score
E06000001,0.3620689655172414,0.4973461161606908,35.036692631192025
E06000002,0.4883720930232558,0.5720562433648546,40.460345718182474
E06000003,0.23863636363636365,0.3636843310946516,29.791705558511424
E06000004,0.20833333333333334,0.3026869142404651,25.789575649216818
E06000005,0.18461538461538463,0.2890710202079284,25.657303090624353
E06000006,0.31645569620253167,0.46830087375257556,32.32484262028583
E06000007,0.07874015748031496,0.1837475215748534,18.942242761520056
E06000008,0.3626373626373626,0.5518703475358671,36.01257638513148
E06000009,0.4148936170212766,0.5770745355562248,45.038551297784
E06000010,0.45180722891566266,0.5510288978245146,40.563967640425055
E06000011,0.06190476190476191,0.08955811008946478,15.604539114815433
E06000012,0.3018867924528302,0.3857788368878701,31.33506928755837
E06000013,0.10891089108910891,0.20432926135809013,22.095774391644046
E06000014,0.008333333333333333,0.05468491134593443,11.72704673819513
E06000015,0.15894039735099338,0.3426994739433517,26.32281416445101
E06000016,0.203125,0.3722638549764056,30.876747428870505
E06000017,0,0,8.380933105494622
E06000018,0.3076923076923077,0.5244448921520328,34.891123760915555
E06000019,0.008620689655172414,0.06914267719138181,18.88951891025981
E06000020,0.16666666666666666,0.2605195711775755,24.98797070079277
E06000021,0.32075471698113206,0.5085866100626906,34.50353590523782
E06000022,0.017391304347826087,0.04023506812743167,11.745261553989158
E06000023,0.155893536121673,0.28913731161779455,26.36302594482036
E06000024,0.05925925925925926,0.11553062903136445,15.82501851948881
E06000025,0,0.012606645763672753,11.659639708360812
E06000026,0.17391304347826086,0.3065790983852475,26.6189827726045
E06000027,0.15730337078651685,0.29286127341584217,28.103792923290804
E06000030,0.09090909090909091,0.1566029429408509,18.62200292760497
E06000031,0.14285714285714285,0.3680398411309529,27.82085171822107
E06000032,0.03305785123966942,0.2722883762329539,25.907532879797362
E06000033,0.08411214953271028,0.22155638351041246,22.374771488668443
E06000034,0.04081632653061224,0.12143784313228265,20.92765245723922
E06000035,0.08588957055214724,0.23920972166303595,23.936348386062225
E06000036,0,0.003129902269200117,10.241226030787299
E06000037,0,0.007662915226590545,9.952337654007367
E06000038,0.05154639175257732,0.12468212122504205,19.61862879017446
E06000039,0,0.11271599461135205,22.9652581862255
E06000040,0,4.973799038286444e-4,8.375492315058978
E06000041,0,0,5.845993461538462
E06000042,0.05263157894736842,0.1186165877544089,17.97972419985694
E06000043,0.09090909090909091,0.16848475012075284,20.761177788807807
E06000044,0.12,0.2479998860063266,26.899213329660206
E06000045,0.12837837837837837,0.2838339722602612,26.876126427532167
E06000046,0.033707865168539325,0.16636331869047463,23.29406841938321
E06000047,0.12037037037037036,0.3046961082740696,26.793214845236555
E06000049,0.017094017094017096,0.08533400629100002,14.475167470575858
E06000050,0.07547169811320754,0.15777823622926349,18.082550748767027
E06000051,0.010362694300518135,0.042649735048962176,17.153275112576107
E06000052,0.05214723926380368,0.13252830577032276,23.07167844545443
E06000053,0,0,12.005
E06000054,0.0035087719298245615,0.028837174439741656,13.446568566539963
E06000055,0.038834951456310676,0.13318386523458464,18.93225773518388
E06000056,0,0.030006700155853966,12.151985507725175
E06000057,0.116751269035533,0.2052310199644162,22.079397312634615
E06000058,0.03862660944206009,0.11260507256670388,18.173310446188047
E06000059,0.0273972602739726,0.050046201923629755,15.734857118581434
E07000004,0,0.014718455490696104,11.1832519917663
E07000005,0,0,6.952311265344067
E07000006,0,0,9.480828213600358
E07000007,0,0.006387810081620745,10.742257016695932
E07000008,0,0.04639696339285526,14.85525914232045
E07000009,0,0,11.506953897679505
E07000010,0.07272727272727272,0.21463802747419145,25.426080200475777
E07000011,0,0.017483434604077214,12.550419673919285
E07000012,0,0.0013367585695635697,8.495506485940655
E07000026,0.11666666666666667,0.19995063545630787,22.938103166728677
E07000027,0.24489795918367346,0.379869992005251,31.116931186831373
E07000028,0.058823529411764705,0.18956348149601449,21.996888575419252
E07000029,0.061224489795918366,0.2299382784185329,25.011872994981122
E07000030,0,0.004592900102508247,16.327965782866706
E07000031,0,0,12.501561459296946
E07000032,0.038461538461538464,0.10986269967604292,17.969648798595678
E07000033,0.041666666666666664,0.21742187874681762,25.046826546196595
E07000034,0.08695652173913043,0.28143820249627544,24.925672218871753
E07000035,0.023255813953488372,0.023238751005319375,11.89506290124589
E07000036,0.0547945205479452,0.1629930022817848,18.81849783753619
E07000037,0.05084745762711865,0.06670313530622443,15.642041432208297
E07000038,0.047619047619047616,0.10679400536238902,17.39950295501751
E07000039,0,0.0530303649439805,14.494147838186658
E07000040,0,0.0077446923422155615,12.76445906200318
E07000041,0,0.08554436499903988,16.2149470342696
E07000042,0,0.01957990368094345,16.927565844035083
E07000043,0.05172413793103448,0.1134518450285566,20.55942097661477
E07000044,0,0.0012434013667866621,13.72366664703249
E07000045,0,0.0400619327786257,15.892973082319926
E07000046,0,0.10250665117371784,23.269302871275187
E07000047,0,0,18.05185322087311
E07000061,0.06557377049180328,0.1823121816223075,22.10972695784901
E07000062,0.3018867924528302,0.4376234469485111,34.28096148449482
E07000063,0,0.05693494665244482,15.758048875320698
E07000064,0.034482758620689655,0.11099874170360229,19.767791323289554
E07000065,0,0.024752400965421396,12.311432049237835
E07000066,0.10909090909090909,0.26269681050624094,23.24338964886151
E07000067,0,0.027305468047984834,14.723522473925463
E07000068,0,0,10.007034579793986
E07000069,0.017543859649122806,0.07343030021906218,16.841585867420164
E07000070,0,0.023292937894492664,12.220971938065414
E07000071,0.009523809523809525,0.08451437694042585,16.777951859222565
E07000072,0,0.021061160993825434,15.068371528690998
E07000073,0,0.08118224459020638,21.413385140915214
E07000074,0,0.008085495318584244,14.168959060231758
E07000075,0,0.016306108554793877,10.449120621654615
E07000076,0.1797752808988764,0.31390737228146887,30.48435388250229
E07000077,0,0,9.257571703538524
E07000078,0.02666666666666667,0.0974457035961662,14.260484055509812
E07000079,0,0,11.060759269649788
E07000080,0.02,0.04234525285261963,18.013265595440785
E07000081,0.11538461538461539,0.23702489145194686,21.806558091987828
E07000082,0,0.007370129255521009,10.796690376282392
E07000083,0,0.021204404504838556,12.14215585716259
E07000084,0,0.025101676699492217,12.823105477801995
E07000085,0,0.0024520150444353583,10.283877154700322
E07000086,0,0.013814825409507934,10.192133171030495
E07000087,0,0.008771587117504653,9.019535387473738
E07000088,0.018867924528301886,0.17020404462789285,20.541237844661797
E07000089,0,0,5.544381111287674
