MSOA11CD,Proportion,Extent,Score,Income_Proportion,Income_Extent,Income_Score,Employment_Proportion,Employment_Extent,Employment_Score,Education_Proportion,Education_Extent,Education_Score,Health_Proportion,Health_Extent,Health_Score,Crime_Proportion,Crime_Extent,Crime_Score,Housing_and_Access_Proportion,Housing_and_Access_Extent,Housing_and_Access_Score,Environment_Proportion,Environment_Extent,Environment_Score
E02000030,0,0,13.585904122930419,0,0.03558967758103188,0.07885553511524727,0,0.009263066767665824,0.06068271832052808,0,0,5.8148415755870575,0,0,-1.2403217184287414,0,0.18878852254540687,0.3324805756952711,0.3333333333333333,0.6533828077389664,32.69495011362407,0,0,15.683030840818095
E02000031,0,0,9.095751272912423,0,0,0.06649719959266803,0,0,0.04797479633401222,0,0,2.9444686863543788,0,0,-1.4482608197556008,0,0,-0.11568800916496945,0,0.08725278700825381,25.73258337576375,0,0,18.119670061099796
E02000032,0,0,8.445185690387337,0,0,0.06853094839788959,0,0,0.04823098700295972,0,0,3.5272910822287993,0,0,-1.5376605327499677,0,0.0848007775196581,-0.27760468408184275,0,0.09845613583566432,21.88316278471239,0,0,19.198645991506886
E02000033,0,0.10940694148039987,17.110076154105357,0,0.18503165698138413,0.12359260923284286,0,0.1944968283901937,0.09361035605975514,0,0,11.58877445804785,0,0,-0.9146356284398518,0,0.028921357082473655,-0.06380512186903291,0.2,0.43669815615079477,28.72637043693137,0,0,16.843072896776366
E02000034,0,0,12.775617999144934,0,0,0.10316769987174007,0,0,0.0650370884993587,0,0,4.1702442283026935,0,0,-1.2258326207781105,0,0.04454698364123218,-0.13445553655408296,0,0.161248621768187,26.652321611799913,0,0.01980462860871717,22.671774690038475
E02000035,0,0,13.779417538834418,0,0,0.11064999449157209,0,0,0.07301465241819985,0,0,3.6179461275751903,0,0,-1.0950439572545996,0,0,-0.5687749256362234,0,0.46309933145080384,30.802220998127137,0,0.060642282692519534,19.74919367632478
E02000036,0,0.008565908115070835,16.19309094031773,0,0.041026191498497205,0.11129351653069987,0,0,0.07449360240446544,0,0,9.473287848862173,0,0,-1.1171234006011164,0,0,-0.018997166165736372,0.5,0.5664504756954645,34.88647342206956,0,0,19.16937947617003
E02000037,0,0,12.041352918877937,0,0,0.0859517626990144,0,0,0.05697971948445792,0,0,8.773325625473843,0,0,-1.3570681387414707,0,0.02115089182394955,-0.3803420204700531,0.16666666666666666,0.25120605722038225,26.515714272175888,0.16666666666666666,0.2118081880212282,24.207161580742987
E02000038,0,0,15.455383657112991,0,0,0.10344908093039464,0,0,0.07047713215436885,0,0,6.585378952870459,0,0,-0.7518926735778378,0,0.17494073846520647,0.48337180939106195,0,0.20415059995139861,27.41046711386009,0,0.03715778469608116,23.548052617823853
E02000039,0,0,10.677262853204686,0,0,0.07079379738111648,0,0,0.0466407994486561,0,0,3.5375007580978632,0,0,-1.4869660923501034,0,0,0.0804275671950379,0,0.3508241140411331,28.20886368022054,0,0.03650839711269902,23.529069331495517
E02000040,0,0,15.027209772834832,0,0.032964791889804945,0.11001526265972551,0,0.011387837198296245,0.06755407004259346,0,0,8.286925461429247,0,0,-1.2740805726455275,0,0,-0.26730111216280167,0.25,0.835238311704486,35.186816848083296,0,0,18.765491954566965
E02000041,0,0.07686340127776085,18.214233306757027,0,0.11930331609370244,0.12047129758820012,0,0.017447520535442646,0.07692505481363364,0,0,9.386867251345425,0,0,-0.9800380705600956,0,0.25344171920732667,0.2580869045246163,0.2,0.5076660407246939,31.65028532987841,0,0.16196405904136457,28.092879609328286
E02000042,0,0,15.188071364415775,0,0,0.11440303747856619,0,0,0.06641095778558014,0,0,4.003843635175961,0,0,-0.7844653384502327,0,0.14593885505795184,0.19411170082469176,0,0.1310522877783173,26.985205764677065,0,0.27907736803427685,28.174923818077897
E02000043,0,0,7.436165244942726,0,0,0.049334755057275165,0,0,0.036326955885937116,0,0,1.6311246648793565,0,0,-1.5540693395076772,0,0,-0.7842851572020473,0,0.3895644393704221,29.164674262734586,0,0,18.35052815013405
E02000044,0,0.13306669671022983,23.634414488508337,0,0.22958510234576976,0.1566667417755746,0,0.11705130333720735,0.10512246507435782,0,0,17.445400518251464,0,0,-0.5447943893645787,0,0.17035411873532408,0.29273095989184317,0.4,0.6905217499584925,35.05274729607932,0,0.1302649367899243,26.951340018026137
E02000045,0,0.10565747397273446,19.719869164001828,0,0.2350063715707725,0.14314033805390589,0,0.17264840951167318,0.09102302421196894,0,0,10.5644534490635,0,0,-0.7362022841480128,0,0.23365776249669398,0.27448533576975787,0.16666666666666666,0.6082279820153399,31.721015349474644,0,0.05838450626337426,22.75965189584285
E02000046,0,0,12.41804919323101,0,0,0.08183654729109276,0,0,0.052629410993047354,0,0,2.2209677292404564,0,0,-1.374400236127509,0,0.033549783549783524,0.2669704840613932,0,0.10874500300337614,26.938841925751017,0,0.34518182508613127,31.425087498360224
E02000047,0,0.08994674135023596,26.280142247625182,0,0.2996743892414985,0.1752884398647561,0,0.024310857646450683,0.09615585251972306,0,0,20.733966752535824,0,0,-0.513071486073096,0.16666666666666666,0.5196004118329958,0.6624224762518113,0.8333333333333334,0.9771511071189485,40.373827483497024,0,0,23.660328047013362
E02000048,0,0,12.86604221537312,0,0,0.08573036331372,0,0,0.055840478191837115,0,0,4.3599330344634355,0,0,-1.6434101989352758,0,0,0.031286915102269545,0.2,0.5471858056460849,33.08155711216961,0,0,22.541801251517697
E02000049,0,0.631722801093066,35.739242718446604,0.4,0.8488799960009774,0.26286101730688055,0,0.5957665903890159,0.1597823976361334,0,0.1000835906778343,22.672803503588014,0,0,-0.17451582946390884,0,0.27516995845459996,0.3039137821865766,1,1,46.109909138877164,0,0,20.34713866610384
E02000050,0,0.12034203355800943,18.464924704813804,0,0.2090255270328409,0.13294305177111718,0,0.10543453319948369,0.08221653042688465,0,0,8.198031244323342,0,0,-0.9400233424159856,0,0.14148979396720684,0.22618864668483196,0.3333333333333333,0.48871623882594767,32.31907838328792,0,0.14617883264018353,25.706290826521343
E02000051,0,0,10.4815851904376,0,0,0.07855348460291735,0,0,0.0535486223662885,0,0,3.1751910453808754,0,0,-1.5657881888168559,0,0,-0.3729202795786062,0.2,0.2791115755352725,27.130814525931928,0,0.06478183911967926,24.33048642625608
E02000052,0,0,11.824613492886083,0,0.11631613661497567,0.093407047960049,0,0.027658234439391603,0.053513615377367374,0,0,3.8775334966550457,0,0,-1.2269109582587392,0,0,-0.13493649298030716,0,0.16660252818043408,25.425864694242907,0,0.1846848700947695,26.221407801752566
E02000053,0,0.018656688169329524,21.01240335630806,0,0.10662681576581547,0.13681306562780943,0,0,0.07034863649985017,0,0,11.20506628708421,0,0,-1.0865624213365297,0,0,-0.006905663769853156,0.6,0.8864634165575761,39.00608031165717,0.4,0.6235264892828415,40.08134629907102
E02000054,0,0,16.553009152719667,0,0,0.10479942468619247,0,0,0.0608125,0,0,4.354245815899581,0,0,-1.3290108525104602,0,0,-0.04384126569037657,0.5,0.9528301172649196,42.58135760983264,0,0.011538964435146428,26.348281380753136
E02000055,0,0,15.43691895947974,0,0.026922452454297304,0.0936293980323495,0,0.009300483575120881,0.06365957978989495,0,0,5.197140570285143,0,0,-1.0858450058362514,0,0.06876398725678626,0.33870368517592125,0.16666666666666666,0.46476374151988264,31.270250458562618,0.16666666666666666,0.31915190051165926,31.33166066366517
E02000056,0,0,8.120158809449475,0,0,0.04299833489436987,0,0,0.027157456551149966,0,0,1.625190550525549,0,0,-1.978290769070663,0,0,-0.12311957539806431,0.16666666666666666,0.330095962666579,27.933682485170152,0,0.04176210898773626,25.40400926215007
E02000057,0,0,13.976375260257194,0,0,0.08282265768524188,0,0,0.06280453153704837,0,0,6.339344396815676,0,0,-1.270502265768524,0,0.04390305218035903,0.012516717697489292,0.25,0.409558771392658,31.2759018983466,0,0.13918780417056106,29.224640416411514
E02000058,0,0,10.38681335037896,0,0,0.07171180714090038,0,0,0.056026298968130765,0,0,2.9725994886311753,0,0,-1.3814977627613916,0,0,-0.18624344808693272,0,0.09942999677991433,25.74709862113049,0,0.016457761607928133,25.123746689800022
E02000059,0,0.09843452858542377,22.30536755664112,0,0.1088353938835128,0.13613501221258317,0,0,0.08247056346332014,0,0,14.221114629832392,0,0,-0.73867253432157,0.16666666666666666,0.1951683829298674,0.27538431735871305,0.6666666666666666,0.9132292640976651,41.2219963783374,0,0.29484544765434173,30.556716583845702
E02000060,0,0,15.278175261070185,0,0,0.09658819719906096,0,0,0.07412677082490084,0,0,8.313805877114872,0,0,-0.82524423217032306,0,0,-0.04177730106047114,0,0.4331270477659379,30.079983647696917,0,0.12694125015444785,27.059581882943416
E02000061,0,0,14.015214822888284,0,0,0.07432054495912806,0,0,0.05719356948228883,0,0,3.821697983651226,0,0,-1.5110259400544959,0,0.20203556575362108,0.4529682833787466,0,0.5287388498494191,31.382909318801087,0,0.24336784741144404,30.322874441416896
E02000062,0.25,0.4003493279559816,32.37508930351802,0.25,0.35977518572103234,0.19151502634952286,0,0.2626537680192505,0.11614442387124342,0,0,17.711193419740777,0,0,-0.4249876086027631,0.5,0.8844316674038035,1.1270742059535679,0.5,0.9442776932360811,42.341511892892754,0.25,0.4491195586173809,37.43364634667426
E02000063,0,0.05272850573952162,22.114410559396607,0,0.08059578550398622,0.15100477686989314,0,0.0975483806940355,0.10433086109365179,0,0,10.729395223130107,0,0,-0.6072934003771213,0.25,0.3388841840616626,0.25289792583280957,0.25,0.6968454133448013,33.14516329352608,0,0.11873664362036448,29.282585417976115
E02000064,0,0.1293853950597585,21.849771473942543,0,0.35984743148473175,0.1643311678937491,0,0.21770797717550694,0.10198498628554929,0,0,9.527580049083298,0,0,-0.5879096289880179,0,0.2112899181691778,0.3827983253933882,0,0.49693381352905863,30.617673451710697,0,0.08192161868508427,25.86888075646023
E02000065,0,0,20.692485867500835,0,0.08941900052331697,0.15996503184001787,0,0,0.08759468215841805,0,0,11.425287342196404,0,0,-0.42899888280639037,0,0,-0.04917282985141325,0.25,0.8838562583422023,40.248640598815776,0,0,11.344782147246116
E02000066,0,0.23742621137404496,27.945168139854644,0.16666666666666666,0.5110365040473901,0.20493832252995484,0,0.2613569870462839,0.12225044195639363,0,0,21.014183461009626,0,0,-0.19410891769789823,0.3333333333333333,0.3879997208696461,0.4550055981143194,0.5,0.9090660505122559,37.719433804753486,0,0,14.220141622471026
E02000067,0,0.1881309596930915,26.12687354122824,0,0.19813040588845363,0.16767342643964034,0,0.09398316433900895,0.10411947579873734,0,0.22654234591644595,26.988314807729097,0,0,-0.3031597474650851,0,0.14792524644306382,0.3597390472546394,0.4,0.49552425160855074,34.757181844270136,0,0.14945802664303762,28.004782858236084
E02000068,0,0.19107226496082944,28.28161843228087,0,0.4472352861918296,0.19637791052054127,0,0.07159030393245086,0.11729318541996832,0,0,22.312131049615992,0,0,0.012154577593563321,0.25,0.3209336122214594,0.6518990613190296,0.5,0.708076634350719,33.447961355601606,0,0.08694765073111886,22.158348531025233
E02000069,0,0,19.538883374330776,0,0.011677036608305583,0.1285544783678194,0,0,0.08403299088409782,0,0,19.620896397048185,0,0,-0.4480316886123571,0,0.10976399180558832,0.29521444074663583,0,0.38275898834047933,27.22385385617132,0,0,24.85471104037042
E02000070,0,0,13.605581012501547,0,0,0.08342814704790197,0,0,0.06723554895407848,0,0,19.089938482485458,0,0,-0.6721793538804308,0,0,-0.3046703799975245,0,0.235731689044371,25.716453397697737,0,0,17.54423047406857
E02000071,0,0.05362005589437889,17.967679309442847,0,0.1477552762366287,0.12039249280669631,0,0.07483238569874855,0.08494716191472665,0,0.10171262579677019,24.977379937222075,0,0,-0.5005439445461679,0,0.02688024009802165,0.11669735809573634,0,0,20.771355872351556,0,0.018083070611396388,21.218886084227048
E02000072,0,0.42636886910119837,30.897956284991178,0,0.4558361353187401,0.19760978602653578,0,0.40475698410840355,0.1385221259299026,0.14285714285714285,0.28296648515990486,30.493726436076383,0,0.10965726302872754,0.17203067719917173,0,0.20398359577139022,0.30600429480788405,0.42857142857142855,0.8167368340323159,37.52126972927371,0,0,16.47270335148401
E02000073,0,0,8.724305921355556,0,0,0.05643503084998618,0,0,0.05380357307302699,0,0,13.838158762316972,0,0,-0.8994994014181785,0,0,-0.6083156828437241,0,0,17.924271848236486,0,0,16.520599134358598
E02000074,0,0.3030661849833613,29.8346384890015,0,0.45599477502924646,0.19550005758378441,0,0.4287291561854077,0.14127156512726016,0,0.43570103711426433,34.94362063802833,0,0,-0.061416906599101706,0,0.06407256769125393,-0.041472762869975824,0.6,0.7469035077616879,36.87828296671657,0,0,17.14828054819763
E02000075,0,0,8.853320155698821,0,0,0.060254226979686167,0,0.01763551623249828,0.054746624498236224,0,0,14.827381218829826,0,0,-0.9075398370027977,0,0,-0.7380853910716457,0,0,16.03562814742732,0,0,17.08569273810972
E02000077,0,0,12.835733260287315,0,0,0.08199196493791087,0,0,0.06407523739956174,0,0,19.63342305819333,0,0,-0.674353786218651,0,0,-0.32228621865108353,0,0,19.43150292184076,0,0,21.43735110786462
E02000078,0,0,10.394029411764706,0,0,0.06407422368088866,0,0,0.05396528654380207,0,0,15.436476142388285,0,0,-0.9308921989396617,0,0,-0.42065349659176976,0,0.12270060723634381,22.312636202979046,0,0,18.980955566776068
E02000079,0,0,13.148632299270073,0,0,0.08812317518248175,0,0,0.06113469434306569,0,0,9.512544936131388,0,0,-0.534521897810219,0,0.09695723684210523,0.16929117244525546,0,0,21.909172673357663,0,0.08364447272378024,22.618263914233577
E02000080,0,0,12.219541594118786,0,0,0.0794179725285355,0,0,0.05532636873669955,0,0,16.977402785838656,0,0,-0.8350798994002709,0,0.01860153139668672,-0.21127007158057648,0,0.11854120210567043,20.301132230605536,0,0.08719466251234582,22.993308183401044
E02000081,0,0.030859054636343496,16.42422372000989,0,0,0.0918206777145684,0,0.07125636252392048,0.0796923076923077,0,0.08135568949581472,19.38109967845659,0,0,-0.4836246599060104,0,0.0971464649752008,0.1835699975265892,0,0.19244828618665136,25.016186247835762,0,0.06621385891143886,20.977511377689837
E02000082,0,0,8.765380797572604,0,0,0.04633192457737321,0,0,0.037675552665799736,0,0,15.631685955786736,0,0,-0.7609161248374513,0,0,-0.5667540095361943,0,0.07000775671297878,22.588984070221066,0,0,20.95716569137408
E02000083,0,0.12796644099876245,21.46351452282158,0,0.11453556089393607,0.1245063969571231,0.16666666666666666,0.1417704011065007,0.09746619986168742,0,0.13468188105117565,25.266832987551865,0,0.06081204047463054,-0.2639659405255878,0,0.08061280665356335,0.22571818810511757,0.16666666666666666,0.2636904436922181,26.719583852005535,0,0.05982542585717402,26.934345435684644
E02000084,0,0,9.108367475859579,0,0,0.05537992960924104,0,0,0.046246548145474235,0,0,11.538665734139519,0,0,-0.9493228048010107,0,0,-0.3233191047739374,0,0.02818907660813435,22.25867340492735,0,0.029437301402590484,19.80056267484884
E02000085,0,0,11.598155768274491,0,0,0.072659746394828445,0,0,0.05162779711586276,0,0,20.015827697662854,0,0,-0.7670594231725509,0,0,-0.29138078070611634,0,0,20.007294380905023,0,0,23.419018150174043
E02000086,0,0,7.653638648537289,0,0,0.04591704436203818,0,0,0.04294506249141601,0,0,14.142557753055897,0,0,-0.9736853454195853,0,0,-0.5245592638373849,0,0,18.79460472462574,0,0,17.3051756626837
E02000087,0,0,8.022583219220715,0,0,0.047376696128470064,0,0,0.042110419519482134,0,0,6.755833312585585,0,0,-0.9051857338478775,0,0,-0.15146570397111914,0,0.0894867880519174,21.304346196937633,0,0,18.361723639985062
E02000088,0,0,8.628613362400616,0,0,0.049317773788150804,0,0,0.04599756347781483,0,0,13.117569633239293,0,0,-0.9651209284431905,0,0,-0.47782982816106695,0,0.04794852931250926,22.795680046165685,0,0,15.61385945114132
E02000089,0,0,8.009138390568939,0,0,0.05271245515120451,0,0,0.050829190158892874,0,0,12.762094951307022,0,0,-0.7374639928241927,0,0,-0.8089624551512044,0,0,17.756938108662222,0,0,14.318382752434651
E02000090,0,0,11.489252451755773,0,0,0.07823062322049984,0,0,0.05239924074659918,0,0,11.313525888431931,0,0,-0.794831066118317,0,0,-0.3659039333544237,0,0.045073733051388336,23.503504059896656,0,0.12527958618469612,25.268082463355476
E02000091,0,0,12.93816908890448,0,0,0.08935060639470783,0,0,0.061686077979352515,0,0,10.718960509171094,0,0,-0.5535887541345094,0,0,-0.29104791019344495,0,0.3226966760391004,27.795564698807254,0,0,15.595315826400723
E02000092,0,0.3706732000279336,30.82785758513932,0,0.4056251309388021,0.18348297213622292,0,0.36478619148490415,0.13643387881468377,0,0.2871656695919364,30.402924369747897,0,0.23404292464908394,0.28748651039363116,0,0.2084033613445378,0.3393365767359576,0.5,0.8934169789799576,37.17235072976559,0,0,20.46539540026537
E02000093,0,0,18.51639008951985,0,0,0.12241369020707117,0,0,0.06833927118184284,0,0,11.896399041504656,0,0,-0.6416698616511438,0,0.059964972563427726,0.10852039063206438,0.6666666666666666,0.9270470348037559,39.156409711547155,0,0.008124604394610713,21.67613247129035
E02000094,0,0,20.037696238007975,0,0.09078479317837547,0.1231114584456182,0,0,0.07221019726204592,0,0,14.470425353023607,0,0,-0.592940821386224,0,0.09078479317837547,0.32119489058963024,0.6,0.9489546870301766,38.64632661420718,0,0.11555459739139803,26.681410693112
E02000095,0,0.019298511591288706,19.059182737012332,0,0.04746390688668304,0.11280331514048919,0,0,0.0645126339195472,0,0,10.48730412371134,0,0,-0.8115665049524964,0,0.3961709914568105,0.40608510208206994,0.6,0.937267136914451,40.786184050939966,0,0.02131594906003638,24.385997877501516
E02000096,0,0,11.020234907432252,0,0,0.07503823450496379,0,0,0.045274483498792595,0,0,2.7806631338878454,0,0,-1.0724549235309901,0,0,-0.22422108934800108,0.2,0.6816760340615423,33.55651744030051,0,0,21.49800120740542
E02000097,0,0,19.18520039880359,0,0,0.12008253018721614,0,0,0.06962335216572504,0,0,14.564642516893763,0,0,-0.596604187437687,0,0.11727099403543753,0.07920759942395038,0.6,0.9577154501408056,39.36117336878254,0,0.06379137441476739,24.4754806691038
E02000098,0,0.1880477070236391,21.877512160057506,0,0.2624173198060444,0.14475859590271953,0,0.14905449799171464,0.08667149874206302,0,0,11.109560440876962,0,0.047732560705705786,-0.5717457769258416,0,0,0.2032242721936025,0.8,0.88150674998266,42.18872864502216,0,0,21.707590870971607
E02000099,0,0.13089020454653313,18.95483059062218,0,0.18295702624460158,0.12280646979260595,0,0.0658066774239476,0.06749278629395852,0,0,9.899130635707845,0,0,-0.8980847610459873,0,0,-0.16586327772768258,0.6,0.9328713041621185,44.131107078449055,0,0.24799902709885624,27.415370040577095
E02000100,0,0,12.246499828080228,0,0,0.06365902578796562,0,0,0.03533467048710602,0,0,4.328384527220631,0,0,-0.8244089398280802,0,0,-0.0733810888252149,0.4,0.6807392550143266,44.78950085959885,0,0,20.675033467048713
