dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01001687,5972,5048,5487,4308,6236,5616,5419,5116,10,8,9,7,10,9,9,8
S01001688,5960,4739,4898,6391,6324,4647,4637,5880,10,8,8,10,10,8,8,10
S01001689,6040,5956,5436,5890,5924,5541,3045,3736,10,10,9,10,10,5,9,6
S01001690,4170,3463,4000,3316,5230,3372,2888,4113,7,6,7,6,9,5,6,7
S01001691,6478,6473,5965,6035,6445,6469,4664,4677,10,10,10,10,10,8,10,8
S01001692,3248,2810,3145,2561,4250,2682,4448,1727,5,5,5,4,7,7,5,3
S01001693,6057,6175,6189,6333,6245,6289,1145,5844,10,10,10,10,10,2,10,9
S01001694,5153,4473,5315,5242,5747,3823,1570,5102,8,7,9,9,9,3,6,8
S01001695,6279,5473,5957,5989,6298,6338,3360,5926,10,9,10,10,10,6,10,10
S01001696,5986,5379,4785,5609,6151,2665,6019,4438,10,9,8,9,10,10,5,7
S01001697,4108,3599,3159,4145,5648,4265,2968,3672,7,6,5,7,9,5,7,6
S01001698,3872,3462,3175,4639,5598,3003,1276,5735,6,6,5,8,9,2,5,9
S01001699,6472,6432,6437,6380,6372,6422,2872,6340,10,10,10,10,10,5,10,10
S01001700,6470,6312,6032,5491,6288,6490,5281,5295,10,10,10,9,10,9,10,9
S01001701,4051,3246,3319,3419,5419,3695,4290,3938,7,5,6,6,9,7,6,7
S01001702,5190,3720,5324,3701,6437,6183,4755,3509,8,6,9,6,10,8,10,6
S01001703,6090,4975,5857,5897,6106,5498,3602,5570,10,8,10,10,10,6,9,9
S01001704,6401,5653,6109,5587,6428,6440,5313,4290,10,9,10,9,10,9,10,7
S01001705,6223,5866,5855,6416,6159,5470,2405,5656,10,10,9,10,10,4,9,9
S01001706,6391,6210,6325,5992,6305,5958,2677,5912,10,10,10,10,10,5,10,10
S01001707,2121,1621,1604,2476,3602,2000,5113,2015,4,3,3,4,6,8,4,4
S01001708,5823,4456,5572,4878,6191,6282,4804,4780,9,7,9,8,10,8,10,8
S01001709,6205,5629,5530,6339,5722,4592,3866,5485,10,9,9,10,9,6,8,9
S01001710,5285,4542,4635,4717,6301,5180,3680,3344,9,7,8,8,10,6,8,6
S01001711,5790,5642,5876,5972,6063,5094,1232,6054,9,9,10,10,10,2,8,10
S01001712,5395,5144,4359,5190,4247,4454,4557,5675,9,8,7,8,7,8,7,9
S01001713,5733,4627,4773,5463,5842,3356,5556,5771,9,8,8,9,9,9,6,9
S01001714,6471,6308,6199,5964,6240,6435,4276,5496,10,10,10,10,10,7,10,9
S01001715,6151,4656,5588,6291,6067,5114,5147,5873,10,8,9,10,10,8,8,10
S01001716,2361,2087,2061,2722,3410,1940,5407,702,4,4,4,5,6,9,3,2
S01001717,6300,6396,6265,6320,6424,5377,1837,5418,10,10,10,10,10,3,9,9
S01001718,6444,6266,5470,6288,6439,5058,5938,3805,10,10,9,10,10,10,8,6
S01001719,6376,6374,6064,5158,6348,5730,3470,5519,10,10,10,8,10,6,9,9
S01001720,5082,4850,5253,5981,6207,4610,1323,1779,8,8,9,10,10,3,8,3
S01001721,5575,5021,4583,5101,6182,6016,3203,5720,9,8,8,8,10,5,10,9
S01001722,6295,5829,5673,5129,6453,5684,6075,3162,10,9,9,8,10,10,9,5
S01001723,6303,6141,5845,6352,6332,6220,2800,4700,10,10,9,10,10,5,10,8
S01001724,617,573,357,602,1516,1269,6287,885,1,1,1,1,3,10,2,2
S01001725,2540,1976,2262,1666,3998,2249,6170,3011,4,4,4,3,7,10,4,5
S01001726,6152,6459,6186,5375,6365,6010,1607,5346,10,10,10,9,10,3,10,9
S01001727,6437,6297,5832,5638,6399,5816,5459,3694,10,10,9,9,10,9,9,6
S01001728,6434,6236,6470,6407,6165,5300,2723,5994,10,10,10,10,10,5,9,10
S01001729,5496,5485,4758,4350,5979,4006,3363,3917,9,9,8,7,10,6,7,7
S01001730,6333,5995,5232,6135,6388,5952,4393,5579,10,10,9,10,10,7,10,9
S01001731,6311,6321,6094,4916,6456,6136,3776,3698,10,10,10,8,10,6,10,6
S01001732,5344,5058,4477,5844,5222,5828,2583,4557,9,8,7,9,9,4,9,8
S01001733,4888,4278,4142,4687,4623,2203,5091,3464,8,7,7,8,8,8,4,6
S01001734,6076,5826,5628,5676,6265,6360,2349,5767,10,9,9,9,10,4,10,9
S01001735,6485,6260,5975,6015,6422,5837,6074,4500,10,10,10,10,10,10,9,7
S01001736,6404,6393,6414,5944,6459,6496,2822,4220,10,10,10,10,10,5,10,7
S01001737,6104,5736,5892,6410,6144,3815,2074,6078,10,9,10,10,10,4,6,10
S01001738,6327,6391,5766,6149,6493,6118,2443,5861,10,10,9,10,10,4,10,10
S01001739,4763,5237,4596,4891,5219,1998,1076,3839,8,9,8,8,9,2,4,6
S01001740,4033,4306,3293,3781,4991,1833,1765,4645,7,7,6,6,8,3,3,8
S01001741,1620,1178,1758,1985,2312,967,2206,2812,3,2,3,4,4,4,2,5
S01001742,893,1016,917,441,1633,585,3333,1087,2,2,2,1,3,6,1,2
S01001743,817,1070,467,1141,1575,980,2192,1485,2,2,1,2,3,4,2,3
S01001744,5752,5730,5443,4759,5973,5891,2589,3857,9,9,9,8,10,4,10,6
S01001745,5542,5482,5203,4903,6193,1836,2651,3768,9,9,8,8,10,5,3,6
S01001746,6336,6052,6129,4283,6367,6392,4678,5263,10,10,10,7,10,8,10,9
S01001747,2146,1609,1938,2356,3166,946,4885,2264,4,3,3,4,5,8,2,4
S01001748,5943,5861,6065,5543,6304,6268,1639,4265,10,10,10,9,10,3,10,7
S01001749,2559,2761,1907,1171,4318,3620,4789,3707,4,5,3,2,7,8,6,6
S01001750,3929,4044,2652,3976,3697,4489,4682,3482,7,7,5,7,6,8,7,6
S01001751,2391,2411,2180,1503,3522,1716,3441,3181,4,4,4,3,6,6,3,5
S01001752,6400,6088,5801,6238,6423,6091,3898,4917,10,10,9,10,10,6,10,8
S01001753,737,722,620,684,988,847,3969,2555,2,2,1,2,2,7,2,4
S01001754,6504,6434,6442,5889,6492,6169,5969,4252,10,10,10,10,10,10,10,7
S01001755,4768,4144,4271,3508,6133,4659,3281,3590,8,7,7,6,10,6,8,6
S01001756,6119,5159,5485,5647,6311,5332,4202,5699,10,8,9,9,10,7,9,9
S01001757,3157,3795,2513,2158,5405,4509,1298,3773,5,6,4,4,9,2,7,6
S01001758,5737,5009,5805,4403,6404,5296,4556,2082,9,8,9,7,10,8,9,4
S01001759,1050,1007,879,966,1596,1996,5909,537,2,2,2,2,3,10,4,1
S01001760,2771,2434,2468,1608,4614,3826,4485,2580,5,4,4,3,8,7,6,4
S01001761,1108,955,871,1100,2422,1732,5912,306,2,2,2,2,4,10,3,1
S01001762,4329,3154,3973,2661,6477,4367,6442,2762,7,5,7,5,10,10,7,5
S01001763,6499,6479,6471,6155,6490,6226,4305,5521,10,10,10,10,10,7,10,9
S01001764,6177,5734,6084,6139,6279,4536,2166,5981,10,9,10,10,10,4,7,10
S01001765,2598,2094,2546,1631,4654,4479,5237,1134,4,4,4,3,8,9,7,2
S01001766,5186,4316,4084,4980,5994,4671,4741,4027,8,7,7,8,10,8,8,7
S01001767,6322,5403,5774,6041,6469,5430,4510,5479,10,9,9,10,10,7,9,9
S01001768,5598,4513,5054,4734,5948,2690,5367,4772,9,7,8,8,10,9,5,8
S01001769,5667,5899,4296,5322,5541,3922,3336,6305,9,10,7,9,9,6,7,10
S01001770,525,620,259,366,1910,1390,5916,766,1,1,1,1,3,10,3,2
S01001771,4660,3726,4326,3759,5043,2516,4954,3540,8,6,7,6,8,8,4,6
S01001772,3625,3158,3115,1440,5849,4501,6202,4534,6,5,5,3,9,10,7,7
S01001773,2397,2129,1770,2114,3629,1562,6433,2559,4,4,3,4,6,10,3,4
S01001774,6067,4755,5298,5776,6278,5056,5612,5399,10,8,9,9,10,9,8,9
S01001775,6491,5977,6230,5983,6457,5511,5653,5997,10,10,10,10,10,9,9,10
S01001776,2820,2503,2210,2089,4950,1889,3450,4219,5,4,4,4,8,6,3,7
S01001777,6190,5735,4876,5882,6375,5649,5353,4365,10,9,8,10,10,9,9,7
S01001778,843,956,504,771,2128,1168,4360,909,2,2,1,2,4,7,2,2
S01001779,6069,5080,5219,4956,6227,5861,5636,6022,10,8,9,8,10,9,10,10
S01001780,2786,2681,2653,1662,4566,2135,6183,676,5,5,5,3,8,10,4,2
S01001781,6329,5268,5806,5774,6378,5401,5184,5810,10,9,9,9,10,8,9,9
S01001782,5732,5468,5073,4490,6114,4401,3981,4002,9,9,8,7,10,7,7,7
S01001783,66,72,71,164,252,1083,3843,288,1,1,1,1,1,6,2,1
S01001784,4979,4158,4505,2756,5806,4684,6020,4740,8,7,7,5,9,10,8,8
S01001785,5628,6082,4663,4722,6072,5568,2066,6282,9,10,8,8,10,4,9,10
S01001786,5635,5373,5593,4632,6162,6085,1764,6004,9,9,9,8,10,3,10,10
S01001787,5677,6187,5085,4913,5907,5759,1862,4953,9,10,8,8,10,3,9,8
S01001788,5144,5086,4417,4455,6082,4623,1802,6448,8,8,7,7,10,3,8,10
S01001789,1887,1895,1669,1734,2617,2092,3016,1698,3,3,3,3,5,5,4,3
S01001790,5976,6348,6004,5765,5746,5824,1296,5975,10,10,10,9,9,2,9,10
S01001791,5686,5535,5797,6334,5988,5704,991,6487,9,9,9,10,10,2,9,10
S01001792,5579,4882,4552,4806,5803,5457,4933,4748,9,8,7,8,9,8,9,8
S01001793,5210,5077,4404,3741,5695,4274,4336,3575,9,8,7,6,9,7,7,6
S01001794,5201,4276,4883,3573,5554,4328,4695,5362,8,7,8,6,9,8,7,9
S01001795,5900,6278,6192,6421,5959,4056,1052,4456,10,10,10,10,10,2,7,7
S01001796,6232,6488,6327,5751,6258,6491,1617,5254,10,10,10,9,10,3,10,9
S01001797,3715,3354,3489,3670,2773,2192,3787,4758,6,6,6,6,5,6,4,8
S01001798,6287,6493,6314,6301,6478,6447,1626,4971,10,10,10,10,10,3,10,8
S01001799,371,330,485,1019,157,785,3099,975,1,1,1,2,1,5,2,2
S01001800,5121,5180,5278,5179,5329,5237,892,5754,8,8,9,8,9,2,9,9
S01001801,5975,6371,6377,6313,6387,5663,814,5325,10,10,10,10,10,2,9,9
S01001802,4348,3751,4234,4604,3984,4491,2182,4610,7,6,7,8,7,4,7,8
S01001803,5442,5325,5620,5915,4622,4941,1560,4747,9,9,9,10,8,3,8,8
S01001804,4718,4232,3959,4052,4746,4214,4533,3245,8,7,7,7,8,7,7,5
S01001805,4640,4789,4194,3242,4092,3134,4224,3168,8,8,7,5,7,7,5,5
S01001806,5596,4944,5207,5688,5739,5190,3649,2447,9,8,9,9,9,6,8,4
S01001807,5891,5750,5229,4449,5820,6042,4612,3483,10,9,9,7,9,8,10,6
S01001808,2652,2954,2851,3669,1215,2293,4526,853,5,5,5,6,2,7,4,2
S01001809,565,557,668,541,390,709,5536,1269,1,1,2,1,1,9,2,2
S01001810,5263,4716,4691,5847,5086,4183,2909,3933,9,8,8,9,8,5,7,7
S01001811,6258,6331,6248,6255,6486,6478,1493,6148,10,10,10,10,10,3,10,10
S01001812,6431,6469,6398,6447,6485,6505,2070,6372,10,10,10,10,10,4,10,10
S01001813,6294,6180,5684,6156,6234,6108,2701,6177,10,10,9,10,10,5,10,10
S01001814,6091,6368,6085,5477,4995,5060,2561,4624,10,10,10,9,8,4,8,8
S01001815,5221,5623,4597,4950,6092,6021,1491,3730,9,9,8,8,10,3,10,6
S01001816,6198,6223,5961,6292,6501,6284,1716,5239,10,10,10,10,10,3,10,9
S01001817,1365,1657,1754,1768,532,1094,3339,850,3,3,3,3,1,6,2,2
S01001818,6423,6121,6425,6266,6414,5538,2666,6211,10,10,10,10,10,5,9,10
S01001819,6121,6386,6322,6445,6475,6327,1039,5427,10,10,10,10,10,2,10,9
S01001820,789,614,1147,1060,520,651,5315,671,2,1,2,2,1,9,1,2
S01001821,4261,4547,5065,4347,1492,6059,3032,3681,7,7,8,7,3,5,10,6
S01001822,4877,4355,5220,4860,3772,3577,2816,3096,8,7,9,8,6,5,6,5
S01001823,859,1164,1334,484,403,569,5106,593,2,2,3,1,1,8,1,1
S01001824,3701,2687,3215,3594,3695,2883,5810,4818,6,5,5,6,6,9,5,8
S01001825,5556,5663,5637,6133,5664,5379,1142,4136,9,9,9,10,9,2,9,7
S01001826,941,902,747,1298,1033,871,4676,1400,2,2,2,2,2,8,2,3
S01001827,1649,1376,2062,2127,816,875,5755,1821,3,3,4,4,2,9,2,3
S01001828,6099,6367,6415,6402,6213,5790,977,6232,10,10,10,10,10,2,9,10
S01001829,5033,4885,4936,4736,6139,3503,1463,3849,8,8,8,8,10,3,6,6
S01001830,6282,6035,6027,6119,6120,5673,2840,4670,10,10,10,10,10,5,9,8
S01001831,3482,2653,3202,3552,4187,1297,4532,3528,6,5,5,6,7,7,2,6
S01001832,1576,1716,1958,2004,960,902,3653,540,3,3,4,4,2,6,2,1
S01001833,6328,6219,6302,6422,6471,5955,1891,5945,10,10,10,10,10,3,10,10
S01001834,2383,2037,2073,2266,2464,1294,5485,4210,4,4,4,4,4,9,2,7
S01001835,6259,6005,6173,6458,5964,4985,2412,4928,10,10,10,10,10,4,8,8
S01001836,5655,5971,5813,5635,6143,5166,1199,3526,9,10,9,9,10,2,8,6
S01001837,6292,5742,6022,6330,6220,6065,3465,4034,10,9,10,10,10,6,10,7
S01001838,2390,2136,2637,3908,1319,1245,3147,2980,4,4,5,7,3,5,2,5
S01001839,1106,1019,1433,601,1606,833,5125,401,2,2,3,1,3,8,2,1
S01001840,6137,6209,6330,6107,6295,6439,1771,3329,10,10,10,10,10,3,10,6
S01001841,4420,3254,4060,5023,4177,2428,3829,5658,7,6,7,8,7,6,4,9
S01001842,6082,5813,5948,5993,4998,5870,3225,4120,10,9,10,10,8,5,10,7
S01001843,775,698,432,1493,1270,860,5904,1141,2,2,1,3,2,10,2,2
S01001844,6227,6369,6416,6347,5699,5754,1629,5452,10,10,10,10,9,3,9,9
S01001845,6260,6451,6361,6222,6356,5416,1438,6225,10,10,10,10,10,3,9,10
S01001846,6407,5999,6339,5937,5980,5504,3551,5878,10,10,10,10,10,6,9,10
S01001847,1302,1413,1425,1082,822,1278,5798,1240,3,3,3,2,2,9,2,2
S01001848,1439,1365,1538,1041,1437,1231,4806,1799,3,3,3,2,3,8,2,3
S01001849,6202,5664,6102,6382,6487,6301,2083,5439,10,9,10,10,10,4,10,9
S01001850,4633,3283,4917,4464,3741,2031,6126,3375,8,6,8,7,6,10,4,6
S01001851,5569,5072,5570,5052,5080,5563,4739,1591,9,8,9,8,8,8,9,3
S01001852,6157,6333,5978,6357,5570,5556,2436,3316,10,10,10,10,9,4,9,6
S01001853,6487,6484,6426,5932,6464,6198,4069,5117,10,10,10,10,10,7,10,8
S01001854,4684,4248,5792,3112,3001,3737,3239,4729,8,7,9,5,5,5,6,8
S01001855,6169,5907,6221,5797,5093,5918,3315,3856,10,10,10,9,8,6,10,6
S01001856,1324,882,1158,2091,1770,1416,4995,1833,3,2,2,4,3,8,3,3
S01001857,2684,2722,3064,1465,2758,2532,4938,1271,5,5,5,3,5,8,4,2
S01001858,5545,4331,5532,4011,5945,6107,5325,3525,9,7,9,7,10,9,10,6
S01001859,1467,1687,1670,1696,850,1167,4091,768,3,3,3,3,2,7,2,2
S01001860,6494,6474,6402,6423,6458,6165,3824,6150,10,10,10,10,10,6,10,10
S01001861,1320,1356,1500,2529,1731,628,2469,63,3,3,3,4,3,4,1,1
S01001862,6131,6156,6151,6319,5445,5362,2826,2556,10,10,10,10,9,5,9,4
S01001863,5736,6111,5743,5333,4542,5015,2705,2896,9,10,9,9,7,5,8,5
S01001864,698,556,987,519,930,1733,3542,800,2,1,2,1,2,6,3,2
S01001865,307,427,139,720,662,1537,4684,283,1,1,1,2,2,8,3,1
S01001866,6128,6269,6218,6225,6432,5454,1346,5134,10,10,10,10,10,3,9,8
S01001867,1744,1922,1952,1871,861,1385,3502,2933,3,3,3,3,2,6,3,5
S01001868,4091,4212,3773,2554,5294,5113,2841,2365,7,7,6,4,9,5,8,4
S01001869,5595,4877,5314,5478,4660,4582,5202,2609,9,8,9,9,8,8,8,5
S01001870,433,467,410,748,478,663,4076,534,1,1,1,2,1,7,2,1
S01001871,4506,4241,4211,3859,4309,821,4585,2974,7,7,7,6,7,8,2,5
S01001872,2495,2517,2350,2017,2118,1968,5107,2659,4,4,4,4,4,8,4,5
S01001873,6464,6323,6367,5901,6455,6252,3754,5071,10,10,10,10,10,6,10,8
S01001874,415,221,804,740,297,1613,4468,432,1,1,2,2,1,7,3,1
S01001875,6371,6357,6229,6369,6480,6211,2123,5647,10,10,10,10,10,4,10,9
S01001876,1613,1552,1621,1555,1447,800,4274,2207,3,3,3,3,3,7,2,4
S01001877,583,454,413,798,936,2320,4707,2102,1,1,1,2,2,8,4,4
S01001878,6474,6461,6400,6373,6481,6249,3513,4420,10,10,10,10,10,6,10,7
S01001879,44,92,16,389,52,778,3483,236,1,1,1,1,1,6,2,1
S01001880,206,191,127,744,595,1075,6361,152,1,1,1,2,1,10,2,1
S01001881,5411,5762,4872,5532,5836,5977,1377,4352,9,9,8,9,9,3,10,7
S01001882,3736,3973,4011,3222,3224,2926,3461,873,6,7,7,5,5,6,5,2
S01001883,6138,6080,6341,6472,6343,6121,1236,5900,10,10,10,10,10,2,10,10
S01001884,1447,1482,1664,1074,1160,1343,3857,1992,3,3,3,2,2,6,3,4
S01001885,6373,6324,6139,6008,6333,6461,2554,5703,10,10,10,10,10,4,10,9
S01001886,244,266,57,634,753,3102,5085,1894,1,1,1,1,2,8,5,3
S01001887,3154,3133,3889,4157,2014,1414,1149,4669,5,5,6,7,4,2,3,8
S01001888,6442,6457,6321,5306,6392,6320,3788,4791,10,10,10,9,10,6,10,8
S01001889,5055,4298,4727,4622,4117,3962,5299,3384,8,7,8,8,7,9,7,6
S01001890,2486,2355,2642,2033,2104,2262,5343,1652,4,4,5,4,4,9,4,3
S01001891,2380,2499,3000,1761,1200,723,5523,3034,4,4,5,3,2,9,2,5
S01001892,409,336,245,1329,446,1226,5878,991,1,1,1,3,1,10,2,2
S01001893,748,834,654,1424,555,1463,4670,397,2,2,2,3,1,8,3,1
S01001894,128,65,151,444,233,1678,4738,457,1,1,1,1,1,8,3,1
S01001895,2101,1543,2626,3026,1306,1517,4040,2256,4,3,5,5,3,7,3,4
S01001896,6315,5837,6121,6440,6488,5129,2769,4964,10,9,10,10,10,5,8,8
S01001897,243,222,317,520,331,1222,4639,136,1,1,1,1,1,8,2,1
S01001898,1386,1259,1189,1274,1425,1036,5984,2768,3,2,2,2,3,10,2,5
S01001899,3176,2169,4073,3983,2665,2043,4103,1519,5,4,7,7,5,7,4,3
S01001900,3162,3706,3118,3403,3251,1497,1308,2401,5,6,5,6,5,3,3,4
S01001901,5751,5227,5438,5607,6408,5660,2026,5251,9,9,9,9,10,4,9,9
S01001902,6502,6446,6335,6260,6347,4646,5044,6174,10,10,10,10,10,8,8,10
S01001903,1507,973,2408,2217,865,887,4971,1168,3,2,4,4,2,8,2,2
S01001904,826,1168,1004,190,1840,2590,1255,1872,2,2,2,1,3,2,4,3
S01001905,6450,5797,6070,6386,6444,4587,4452,5707,10,9,10,10,10,7,8,9
S01001906,125,303,234,64,115,1350,3381,20,1,1,1,1,1,6,3,1
S01001907,1358,1462,1595,890,1090,896,5154,1312,3,3,3,2,2,8,2,3
S01001908,5854,4654,5751,5845,6199,3813,4821,2497,9,8,9,9,10,8,6,4
S01001909,476,736,365,1621,250,2204,3740,88,1,2,1,3,1,6,4,1
S01001910,3844,3201,4005,4686,2160,1413,4917,3609,6,5,7,8,4,8,3,6
S01001911,6435,6322,6290,6477,6482,4713,2690,5917,10,10,10,10,10,5,8,10
S01001912,3673,3005,4493,3680,3342,791,4589,1103,6,5,7,6,6,8,2,2
S01001913,4934,5063,5452,5838,2635,4546,1670,5033,8,8,9,9,5,3,7,8
S01001914,6314,6256,5798,6328,6497,6141,2303,6094,10,10,9,10,10,4,10,10
S01001915,6194,5988,5870,6123,5754,5205,3010,4286,10,10,10,10,9,5,9,7
S01001916,6268,5963,5910,5549,5713,1243,5835,4193,10,10,10,9,9,9,2,7
S01001917,6496,6485,6486,6299,6504,5909,4051,5494,10,10,10,10,10,7,10,9
S01001918,4496,4105,4399,5458,3362,349,3295,4904,7,7,7,9,6,6,1,8
S01001919,3829,3323,4647,3266,2899,1105,3712,2663,6,6,8,6,5,6,2,5
S01001920,3627,3216,3881,3208,4290,1249,2179,3475,6,5,6,5,7,4,2,6
S01001921,1749,1863,1788,2024,1460,1487,2925,1543,3,3,3,4,3,5,3,3
S01001922,5601,5574,5609,5690,5910,5595,1448,3811,9,9,9,9,10,3,9,6
S01001923,2698,3172,4558,2499,635,852,4327,1549,5,5,8,4,1,7,2,3
S01001924,6243,5877,5632,5921,5767,4519,3846,5293,10,10,9,10,9,6,7,9
S01001925,6403,6065,5994,6351,6479,6375,4209,3364,10,10,10,10,10,7,10,6
S01001926,1637,2407,3224,693,593,1197,4239,362,3,4,5,2,1,7,2,1
S01001927,6307,5840,6313,5363,6420,5695,3142,5348,10,9,10,9,10,5,9,9
S01001928,3664,4998,2560,2063,4863,877,5625,1677,6,8,4,4,8,9,2,3
S01001929,6505,6448,6458,6449,6334,6045,4903,5913,10,10,10,10,10,8,10,10
S01001930,5200,4364,4078,4909,6164,534,6214,5358,8,7,7,8,10,10,1,9
S01001931,570,509,827,743,304,911,3287,1348,1,1,2,2,1,6,2,3
S01001932,2182,2786,3584,1428,1472,1614,4268,89,4,5,6,3,3,7,3,1
S01001933,6361,6184,6089,5789,6146,5736,3221,5313,10,10,10,9,10,5,9,9
S01001934,3777,3677,3907,2913,3383,1602,4369,1851,6,6,7,5,6,7,3,3
S01001935,40,97,25,93,71,1432,2280,805,1,1,1,1,1,4,3,2
S01001936,5845,5124,5779,5345,5773,5057,2901,4804,9,8,9,9,9,5,8,8
S01001937,2499,2249,2968,2398,3283,2844,3179,480,4,4,5,4,6,5,5,1
S01001938,6123,5122,5879,4958,6358,2639,5161,5225,10,8,10,8,10,8,5,9
S01001939,6274,5902,6119,5378,5751,582,6480,4367,10,10,10,9,9,10,1,7
S01001940,5445,5322,4889,3939,6078,3791,2939,5539,9,9,8,7,10,5,6,9
S01001941,6427,6271,6283,6219,5969,4166,3724,4797,10,10,10,10,10,6,7,8
S01001942,6004,4709,5186,6228,6402,1612,6116,5103,10,8,8,10,10,10,3,8
S01001943,1788,1268,2503,2461,1108,1299,4330,1720,3,2,4,4,2,7,2,3
S01001944,5476,4604,5652,3615,5855,5072,4242,4138,9,8,9,6,9,7,8,7
S01001945,6463,5855,6440,6064,6435,5964,4191,5709,10,9,10,10,10,7,10,9
S01001946,554,667,716,417,348,1111,4350,798,1,2,2,1,1,7,2,2
S01001947,5850,5329,5007,4777,6177,5222,3940,5698,9,9,8,8,10,7,9,9
S01001948,143,115,222,498,180,650,3492,191,1,1,1,1,1,6,1,1
S01001949,1496,1157,2003,1495,894,1262,4603,3226,3,2,4,3,2,8,2,5
S01001950,3615,3219,3995,3254,2400,612,5717,3093,6,5,7,6,4,9,1,5
S01001951,2006,1551,1885,1057,4071,2171,4569,3734,4,3,3,2,7,8,4,6
S01001952,6266,5849,5985,6087,6310,3294,3028,5622,10,9,10,10,10,5,6,9
S01001953,6452,6355,6365,6242,6194,1617,6091,2699,10,10,10,10,10,10,3,5
S01001954,2705,2990,2972,3559,2418,2527,3644,165,5,5,5,6,4,6,4,1
S01001955,1203,938,1488,1170,1397,1096,3025,1595,2,2,3,2,3,5,2,3
S01001956,908,1348,1134,708,260,1089,3705,2109,2,3,2,2,1,6,2,4
S01001957,451,277,738,658,291,748,5905,1138,1,1,2,2,1,10,2,2
S01001958,1811,1558,1804,1549,2038,1737,3351,4293,3,3,3,3,4,6,3,7
S01001959,2856,3987,3431,2851,3039,1666,713,872,5,7,6,5,5,2,3,2
S01001960,6217,6150,5967,5784,5938,2850,4238,2666,10,10,10,9,10,7,5,5
S01001961,5839,5133,5364,6374,5985,1811,3305,4629,9,8,9,10,10,6,3,8
S01001962,1851,2437,2407,1092,1287,1074,3190,1190,3,4,4,2,2,5,2,2
S01001963,3826,3897,3962,3259,1982,1564,5771,2997,6,6,7,6,4,9,3,5
S01001964,5155,5498,5746,5878,4179,743,1382,4341,8,9,9,10,7,3,2,7
S01001965,1228,845,1687,1759,1546,1729,2738,442,2,2,3,3,3,5,3,1
S01001966,403,339,656,849,205,675,4710,214,1,1,2,2,1,8,2,1
S01001967,3667,3008,4536,5056,2250,848,2535,3606,6,5,7,8,4,4,2,6
S01001968,5688,5011,5643,4796,5128,1741,4292,5477,9,8,9,8,8,7,3,9
S01001969,2572,2452,2387,2839,1999,1959,3952,3047,4,4,4,5,4,7,4,5
S01001970,6298,5610,6011,6398,6505,6060,3392,4244,10,9,10,10,10,6,10,7
S01001971,973,1057,1028,1190,409,1232,3821,3209,2,2,2,2,1,6,2,5
S01001972,6343,5732,6095,6233,5694,2221,4595,5692,10,9,10,10,9,8,4,9
S01001973,4643,4528,4510,4630,4504,695,3320,2247,8,7,7,8,7,6,2,4
S01001974,6482,6283,6389,6244,6394,2340,5746,4030,10,10,10,10,10,9,4,7
S01001975,6291,5590,6217,5663,6461,3008,5149,3101,10,9,10,9,10,8,5,5
S01001976,4931,4063,4418,5343,4070,1216,4851,5335,8,7,7,9,7,8,2,9
S01001977,1767,1953,1780,1397,1901,1406,3571,1351,3,4,3,3,3,6,3,3
S01001978,390,421,565,226,495,1506,3615,491,1,1,1,1,1,6,3,1
S01001979,6432,5566,6342,6063,6255,2130,6309,4461,10,9,10,10,10,10,4,7
S01001980,5978,4973,5760,6280,5783,1100,5396,3552,10,8,9,10,9,9,2,6
S01001981,6195,5744,5480,6214,5875,1307,5332,4455,10,9,9,10,10,9,3,7
S01001982,204,179,75,3372,91,395,4943,2292,1,1,1,6,1,8,1,4
S01001983,6251,5648,6024,6480,5886,751,5101,4212,10,9,10,10,10,8,2,7
S01001984,2417,1930,2583,3004,1649,905,4939,4200,4,3,4,5,3,8,2,7
S01001985,3559,2592,4141,4650,2862,1325,4620,1695,6,4,7,8,5,8,3,3
S01001986,6317,6304,6326,6249,4424,817,5874,4598,10,10,10,10,7,10,2,8
S01001987,6479,6349,6473,6428,6379,804,5714,4564,10,10,10,10,10,9,2,8
S01001988,3672,2707,3869,3035,4406,1919,4122,3190,6,5,6,5,7,7,3,5
S01001989,5957,5423,5623,5859,5512,4695,2685,6291,10,9,9,10,9,5,8,10
S01001990,6484,6417,6476,6454,6046,1756,5206,5119,10,10,10,10,10,9,3,8
S01001991,3585,2721,4034,3303,3943,1233,3887,2444,6,5,7,6,7,6,2,4
S01001992,5890,5454,4937,6169,5597,2160,5023,3726,10,9,8,10,9,8,4,6
S01001993,6483,6352,6263,6210,6463,4901,5077,4098,10,10,10,10,10,8,8,7
S01001994,6170,5240,5830,6020,6102,1366,5424,4383,10,9,9,10,10,9,3,7
S01001995,5669,5585,6134,6289,4890,1610,1514,5974,9,9,10,10,8,3,3,10
S01001996,6451,6161,6298,6485,5731,834,6504,4322,10,10,10,10,9,10,2,7
S01001997,3088,2840,2957,3351,2914,1324,4752,1407,5,5,5,6,5,8,3,3
S01001998,3966,2922,4343,5174,4224,2839,2018,2918,7,5,7,8,7,4,5,5
S01001999,6466,6143,6420,6496,5499,1101,6127,5741,10,10,10,10,9,10,2,9
S01002000,2790,2945,2774,2581,1918,1593,4638,2119,5,5,5,4,3,8,3,4
