ltla22_code,Score,Proportion,Extent,Income_Score,Income_Proportion,Income_Extent,Employment_Score,Employment_Proportion,Employment_Extent,Education_Score,Education_Proportion,Education_Extent,Health_Score,Health_Proportion,Health_Extent,Crime_Score,Crime_Proportion,Crime_Extent,Housing_and_Access_Score,Housing_and_Access_Proportion,Housing_and_Access_Extent,Environment_Score,Environment_Proportion,Environment_Extent
E06000011,15.604539114815433,0.06190476190476191,0.08955811008946478,0.0958832394013774,0.047619047619047616,0.09916125201775498,0.08536931642160951,0.05714285714285714,0.12177484519570499,17.434110257846196,0.05714285714285714,0.11379333861785507,-0.39035891142196694,0.03333333333333333,0.0615111903092574,-0.5419133939422826,0.04285714285714286,0.08089849202994617,19.841576379786954,0.11904761904761904,0.17989133127303877,17.540866927412242,0.05714285714285714,0.10566815126609029
E06000012,31.33506928755837,0.3018867924528302,0.3857788368878701,0.1895663964093492,0.2830188679245283,0.3947371711122641,0.1416005213444937,0.24528301886792453,0.3810925269678813,35.86087126416663,0.29245283018867924,0.40011465893982756,0.3804684286526933,0.1509433962264151,0.3003178865643082,0.4835904445180689,0.36792452830188677,0.4516131377759587,13.38566307018147,0.018867924528301886,0.036727758879981205,26.349639647186052,0.1792452830188679,0.28122287954165376
E06000013,22.095774391644046,0.10891089108910891,0.20432926135809013,0.13293210200008243,0.07920792079207921,0.20929445057153404,0.10815688606536625,0.0594059405940594,0.21679772681705733,28.41867641881031,0.1782178217821782,0.29372212789706403,0.23309150215198743,0.10891089108910891,0.21154992366014802,0.11064475427306396,0.12871287128712872,0.2288796433362452,14.960322580265304,0.04950495049504951,0.07598419840986272,15.330620019665218,0,0.03459955432524836
E06000014,11.72704673819513,0.008333333333333333,0.05468491134593443,0.07194986849717305,0,0.056297755969952,0.059098858040146036,0.008333333333333333,0.05932829548335956,15.697898380643561,0.06666666666666667,0.12542419544551683,-0.31626114370998404,0.008333333333333333,0.08706682042565517,-0.8164151357080005,0,0.021347658983578714,15.870877554096033,0.008333333333333333,0.03597219596032117,18.291554927345295,0.041666666666666664,0.11496455858726637
E06000015,26.32281416445101,0.15894039735099338,0.3426994739433517,0.15830167996061054,0.17880794701986755,0.3217228329316645,0.1133816642048252,0.09271523178807947,0.28482198553992066,33.41705932840965,0.271523178807947,0.42744793594029384,0.5255819911373707,0.18543046357615894,0.3778620850501438,-0.10544354505169867,0.033112582781456956,0.14931468553214644,19.8645181211226,0,0.03120594988209074,21.077913827671097,0.0728476821192053,0.1933979735157687
E06000016,30.876747428870505,0.203125,0.3722638549764056,0.19599843856766933,0.2552083333333333,0.4222534790955843,0.12353156448541064,0.15104166666666666,0.28575657081729955,37.27715465158542,0.296875,0.4853853882193963,0.5943015221784452,0.20833333333333334,0.38187240268211925,0.4842483869560793,0.22395833333333334,0.37774531956718194,16.432942052542053,0,0.02218913486119963,25.981496230173153,0.08333333333333333,0.2200196345945334
E06000017,8.380933105494622,0,0,0.05591922322895141,0,0,0.048591930270757165,0,0,7.825997907063001,0,0,-1.047513537858316,0,0,-1.205457187516558,0,0,23.583456790123456,0.2608695652173913,0.2374020112274009,15.668826816086472,0,0.05820574923240384
E06000018,34.891123760915555,0.3076923076923077,0.5244448921520328,0.19875245305761152,0.3021978021978022,0.48921123009229384,0.14436318122178904,0.3076923076923077,0.46660644090970216,37.51050088203351,0.3131868131868132,0.5121340238272951,0.8607181416401428,0.3021978021978022,0.6051048329621159,0.4378178271214318,0.15384615384615385,0.3715655045763645,23.586145764669695,0.054945054945054944,0.15141582155664127,29.790548097507077,0.10989010989010989,0.29523024560478356
E06000019,18.88951891025981,0.008620689655172414,0.06914267719138181,0.09828764812594816,0.017241379310344827,0.06577148053082174,0.07903127486447205,0.017241379310344827,0.07588491696348157,20.464586143792236,0.0603448275862069,0.15156459472271558,-0.3122353889731702,0,0.049688449037638485,-0.6115583327144842,0,0.030516388147355685,26.817299360286864,0.25862068965517243,0.39809976107772427,34.7096572813783,0.3793103448275862,0.4569706927964292
E06000020,24.98797070079277,0.16666666666666666,0.2605195711775755,0.1555236286747788,0.17592592592592593,0.27377829786229524,0.12094225201978134,0.18518518518518517,0.29732163797191974,27.925779073492667,0.19444444444444445,0.3157529914653068,0.4463803363292695,0.16666666666666666,0.3175650847383842,0.19008998293306614,0.12962962962962962,0.25048892304796366,19.796607233351004,0.027777777777777776,0.10303616368927816,9.423701194685368,0.009259259259259259,0.01847574530260774
E06000021,34.50353590523782,0.32075471698113206,0.5085866100626906,0.1901952086626997,0.2830188679245283,0.4549874518468281,0.1528709055953223,0.3081761006289308,0.4881281864301821,38.93488468932972,0.32075471698113206,0.5135473432494825,1.0374745696058727,0.4276729559748428,0.6621279719282634,0.5042847989640352,0.22012578616352202,0.43335642817928005,15.554729088049065,0,0.011913250490155698,23.446305724817872,0.0880503144654088,0.21230337846793781
E06000022,11.745261553989158,0.017391304347826087,0.04023506812743167,0.07854601789599917,0.008695652173913044,0.048161691731975265,0.06392143775741099,0.008695652173913044,0.046865715461552666,14.042855399458453,0.06086956521739131,0.0939804275539326,-0.6680446694557945,0.008695652173913044,0.04037553838363673,-0.2789597258623777,0.008695652173913044,0.05582356810158525,16.762648417956775,0.02608695652173913,0.07123355646927147,13.985723556192244,0.008695652173913044,0.08397366750317653
E06000023,26.36302594482036,0.155893536121673,0.28913731161779455,0.1406044963326052,0.12927756653992395,0.24151484974757742,0.10688082076828814,0.12547528517110265,0.24844818653939443,27.13678017608823,0.19011406844106463,0.2919533644503394,0.3219195637309748,0.12927756653992395,0.28948758824975485,0.7558949930736854,0.30798479087452474,0.5418410513603524,23.623621357024884,0.034220532319391636,0.17450505709769654,22.596097863054325,0.030418250950570342,0.14984041901866926
E06000024,15.82501851948881,0.05925925925925926,0.11553062903136445,0.10052619545491352,0.05925925925925926,0.11807831222757069,0.08848080174906282,0.0962962962962963,0.14411394780338033,16.94491278025731,0.05185185185185185,0.09334558656705305,-0.26338019253028233,0.05185185185185185,0.11574893597925631,-0.16451695476348116,0.06666666666666667,0.12771160769730042,18.51964312830748,0.037037037037037035,0.12559168879276608,9.682228240315137,0.007407407407407408,0.027632262096694327
E06000025,11.659639708360812,0,0.012606645763672753,0.07354992672382209,0,0.016060026687955323,0.062447164211914714,0,0.023999924795501608,18.3852631384187,0.03636363636363636,0.11576377881392863,-0.8132777020590606,0,4.84451952038813e-4,-0.22161935956620502,0.012121212121212121,0.06759548078814313,19.87080106616839,0.04242424242424243,0.14219277998249083,9.496071444273467,0.024242424242424242,0.042837918879414405
E06000026,26.6189827726045,0.17391304347826086,0.3065790983852475,0.14834568033483048,0.12422360248447205,0.25984732400197,0.1267671642704659,0.19254658385093168,0.31895385006324584,25.622824562141815,0.12422360248447205,0.2722762303139499,0.6662327056537075,0.22981366459627328,0.4424484942011552,-0.05075305869480385,0.09937888198757763,0.21503173165558337,18.13889193376845,0,0.045967448021015093,25.78629089545729,0.16770186335403728,0.3016866364606166
E06000027,28.103792923290804,0.15730337078651685,0.29286127341584217,0.17356597230007997,0.11235955056179775,0.31123091042627754,0.14532866934248195,0.16853932584269662,0.39787022492662355,25.498257678020195,0.07865168539325842,0.19481072009800043,0.5044416963771854,0.12359550561797752,0.33294557221809823,0.027765544767585262,0.11235955056179775,0.1974631878707914,20.512017646926925,0.011235955056179775,0.08071135301760915,21.19875487887825,0.10112359550561797,0.20278952364430144
E06000030,18.62200292760497,0.09090909090909091,0.1566029429408509,0.10948861589087433,0.06060606060606061,0.14612157047151297,0.08303665710714023,0.06060606060606061,0.1504186404960117,24.621509798514598,0.12121212121212122,0.2304565859138249,0.00664492333995147,0.06060606060606061,0.15552940715455082,0.20905869916905656,0.15151515151515152,0.2768179306914982,19.022280158467535,0.007575757575757576,0.0642981198307925,14.22057243639238,0.022727272727272728,0.06659836878485646
E06000031,27.82085171822107,0.14285714285714285,0.3680398411309529,0.1555007957367174,0.10714285714285714,0.30040294317542193,0.1118669745934485,0.125,0.2522790974574895,34.570869773927825,0.2767857142857143,0.42942456489585573,0.4129891862749672,0.08035714285714286,0.2936278036657093,0.5228495565128588,0.2767857142857143,0.45736474590310866,26.74948771662442,0.13392857142857142,0.2804457353395775,17.39711637455094,0.026785714285714284,0.0972261761228782
E06000032,25.907532879797362,0.03305785123966942,0.2722883762329539,0.15515700834812085,0.0743801652892562,0.2741297582403718,0.10030076645394487,0.024793388429752067,0.16188450874917662,27.432030606655086,0.01652892561983471,0.2709435394780582,0.29378412405597876,0.049586776859504134,0.21535601308908067,0.39161885186416395,0.049586776859504134,0.2758345964639571,30.233139305462565,0.1322314049586777,0.4511531678231776,22.09340503134642,0.01652892561983471,0.14711095679464883
E06000033,22.374771488668443,0.08411214953271028,0.22155638351041246,0.14434133032795116,0.12149532710280374,0.245370885340716,0.10881001930437306,0.12149532710280374,0.23165232982698888,25.052121182364953,0.08411214953271028,0.2375700422206078,0.06162299563698852,0.102803738317757,0.17227302972943925,0.20267145742437262,0.07476635514018691,0.24609961514585754,17.644501975071694,0,0.015007153248062071,17.070173226062018,0,0.08937848375807456
E06000034,20.92765245723922,0.04081632653061224,0.12143784313228265,0.12980890146952542,0.05102040816326531,0.16663911042361382,0.08909909058058299,0.02040816326530612,0.11409712624732149,30.001903035413157,0.08163265306122448,0.30166221836209406,-0.23356323175138521,0,0.02242593731377347,0.2836423271500843,0.11224489795918367,0.2388389291102968,24.219882154902432,0.07142857142857142,0.20732307687431056,16.4805171826066,0.030612244897959183,0.08075395592691677
E06000035,23.936348386062225,0.08588957055214724,0.23920972166303595,0.13413345918780137,0.08588957055214724,0.2021109139493412,0.1037947746099544,0.07975460122699386,0.19674370745242717,28.026118575317703,0.11042944785276074,0.27460681827641653,0.07492556242733908,0.04294478527607362,0.12487003275579275,0.5545423392166653,0.22699386503067484,0.4234002419520818,19.25246668804735,0.024539877300613498,0.07852063392442862,25.31301317098593,0.147239263803681,0.2624376010491367
E06000036,10.241226030787299,0,0.003129902269200117,0.06752040602323728,0,0,0.05238472379514283,0,0.013360354453517713,17.048389924919256,0,0.09173484863536718,-0.9064781426953568,0,0,-0.8564221131663939,0,0,25.88155476699803,0.08,0.29422904814571976,4.594682110649721,0,0
E06000037,9.952337654007367,0,0.007662915226590545,0.06440441381938271,0,0.013282771898627551,0.05219228375460434,0,0.010491386283567421,13.476289730725265,0.010309278350515464,0.06085843021118145,-0.8882596786485457,0,0,-0.66481058046488,0,4.959989838689184e-4,21.00131970024133,0.09278350515463918,0.18878091010582468,15.224478940683348,0.041237113402061855,0.11163311317159912
E06000038,19.61862879017446,0.05154639175257732,0.12468212122504205,0.11433626260814714,0.030927835051546393,0.13283339067329922,0.07634316423522428,0.010309278350515464,0.07981238276363879,20.99331498877558,0.09278350515463918,0.19936015758780254,-0.03372073765777577,0.010309278350515464,0.08551027741585426,0.09184753959468403,0.061855670103092786,0.16050737244407237,27.44140287320425,0.09278350515463918,0.3511716719520336,22.10822918225614,0.061855670103092786,0.19489109041085903
E06000039,22.9652581862255,0,0.11271599461135205,0.12603081389775264,0,0.07885011543498771,0.08024299839767732,0,0.03580974958932822,19.96303604541284,0,0.08432264565603328,0.14674997603363507,0.0125,0.11465002620082297,0.41248808529286896,0.0875,0.2934741570506883,36.279968323313106,0.5125,0.7409593105183149,22.387259603664802,0,0.10196807103558482
E06000040,8.375492315058978,0,4.973799038286444e-4,0.057858811548655555,0,0.003046360953876155,0.04516080039385744,0,0.0037135333122963647,9.132699582538088,0,0.026632320092231355,-1.0333876393506747,0,0.010517779135281298,-0.4776388448646789,0,0.029261804808425763,18.834513680476405,0.02247191011235955,0.10735394601072032,14.078734449712362,0.011235955056179775,0.05421845599789583
E06000041,5.845993461538462,0,0,0.044347034739454096,0,0.003801962256758521,0.038517028535980144,0,0.008857369074049886,6.223246774193548,0,0.01547432088285229,-1.5452233995037221,0,0,-0.9813162096774194,0,0.002220174350267728,22.58078344292804,0.030303030303030304,0.22172197009272557,6.521679013647642,0,0
E06000042,17.97972419985694,0.05263157894736842,0.1186165877544089,0.11118803552132954,0.05263157894736842,0.12393575586355053,0.07956387066826975,0.05263157894736842,0.1024900415160445,19.204709566712832,0.05921052631578947,0.15178829180260375,-0.15756665575966033,0.02631578947368421,0.07955427924446085,-0.13654200846180772,0.019736842105263157,0.09719069825933789,30.624645954768898,0.18421052631578946,0.4896408838119466,10.264578324988205,0.006578947368421052,0.019614228396718125
E06000043,20.761177788807807,0.09090909090909091,0.16848475012075284,0.12279520756988521,0.09090909090909091,0.15252244280426805,0.09548524146962224,0.09090909090909091,0.15825565222579,18.63939677477268,0.09090909090909091,0.15857902166363091,0.09705703815568534,0.10303030303030303,0.1967337806238463,-0.06596398108936787,0.06666666666666667,0.11008224905866486,23.286914212191938,0.03636363636363636,0.12052443154437507,24.84936107268202,0.08484848484848485,0.2633816882132039
E06000044,26.899213329660206,0.12,0.2479998860063266,0.1341509798706172,0.096,0.17771491182239385,0.09198513332510047,0.08,0.13633439594102525,27.705694107477036,0.168,0.26835455632212407,0.26973572466728096,0.104,0.2042246905296756,0.6521256352772422,0.264,0.47107678023869676,21.274725579230353,0.016,0.07971963806008767,43.313244720668,0.496,0.7007203725193252
E06000045,26.876126427532167,0.12837837837837837,0.2838339722602612,0.13521782210409097,0.08783783783783784,0.20102755578257744,0.09681847480634333,0.08108108108108109,0.18283626657905216,26.939397286774447,0.16216216216216217,0.2907558909832801,0.5408165849772815,0.1554054054054054,0.3875579408542327,0.8812897453404537,0.39864864864864863,0.6034786330600087,19.66680014549652,0.006756756756756757,0.04970260058446733,32.66561648662489,0.13513513513513514,0.3735772271640842
E06000046,23.29406841938321,0.033707865168539325,0.16636331869047463,0.13794638763534653,0.033707865168539325,0.1704116871714747,0.12149800314306722,0.06741573033707865,0.2796980204443547,26.089767672544298,0.056179775280898875,0.21329947314544234,0.08359486151761127,0,0.08377416204476934,-0.19954508427168788,0.011235955056179775,0.07804813779716668,18.730559062270217,0.0449438202247191,0.10617561110348066,28.692634250782163,0.19101123595505617,0.3184133694940359
E06000047,26.793214845236555,0.12037037037037036,0.3046961082740696,0.16505597099259942,0.12654320987654322,0.332358455681065,0.1451969358325236,0.24691358024691357,0.44847033605309056,24.985732863785376,0.09259259259259259,0.2568289407851653,0.7096198438746593,0.25308641975308643,0.4889184081962194,0.25978113668984143,0.14506172839506173,0.28632302952989247,14.093892043248381,0.009259259259259259,0.05468556489773483,5.680593880937525,0.012345679012345678,0.014363037220355241
E06000049,14.475167470575858,0.017094017094017096,0.08533400629100002,0.08265612040792954,0.008547008547008548,0.07956119580867273,0.07329651065235167,0.021367521367521368,0.09879558707612882,14.427589787911797,0.038461538461538464,0.13248190310671218,-0.18581319032539012,0.038461538461538464,0.12257786055253646,-0.3819785408182561,0.038461538461538464,0.09450956119020147,19.36731347131629,0.07264957264957266,0.16766230010500885,17.688537608834032,0.0811965811965812,0.14918556095077395
E06000050,18.082550748767027,0.07547169811320754,0.15777823622926349,0.10828445061970539,0.08018867924528301,0.1632941746068695,0.0938773914579771,0.09905660377358491,0.19130624420905112,18.227248897286714,0.10849056603773585,0.188277811408644,0.08942680169726516,0.10377358490566038,0.22592725709299133,-0.28372618274047834,0.02830188679245283,0.0993256297723368,16.28822177039009,0.03773584905660377,0.11284090652984988,18.849048636168995,0.0330188679245283,0.1334153765363794
E06000051,17.153275112576107,0.010362694300518135,0.042649735048962176,0.09595791595387188,0.015544041450777202,0.05860862401311671,0.07763048076336711,0.010362694300518135,0.06433313405767417,17.851005867116864,0.05699481865284974,0.11689805504366467,-0.34751756123081073,0,0.029998819211479892,-0.5757472421662114,0,0.018000352378376668,25.497939370986014,0.24352331606217617,0.3272253091461446,28.49053360593388,0.23834196891191708,0.34482877975219656
E06000052,23.07167844545443,0.05214723926380368,0.13252830577032276,0.1299107241183173,0.049079754601226995,0.1378225242380069,0.10748660234824627,0.06748466257668712,0.178378512797769,19.030571222443722,0.03374233128834356,0.10149607230805736,0.05369796631914851,0.03374233128834356,0.1059551989373506,-0.7129178568118586,0.006134969325153374,0.023261772387547574,24.725536969159506,0.15337423312883436,0.2766417461560688,39.93141403968503,0.4815950920245399,0.5880552561614947
E06000053,12.005,0,0,0.029,0,0,0.019,0,0,9.671,0,0,-2.625,0,0,-0.778,0,0,20.576,0,0,66.667,1,1
E06000054,13.446568566539963,0.0035087719298245615,0.028837174439741656,0.0780206571519318,0.0035087719298245615,0.03149773761268123,0.06540394250176736,0.007017543859649123,0.043648237732123195,16.990077251723818,0.0456140350877193,0.1150479412571982,-0.5869035767343217,0,0.016896854443106523,-0.5320877964816655,0.007017543859649123,0.02873326801322435,24.622169091114003,0.14035087719298245,0.2754251514055058,17.6602639099208,0.05964912280701754,0.13181388406417618
E06000055,18.93225773518388,0.038834951456310676,0.13318386523458464,0.11394513328640786,0.038834951456310676,0.1525462613343871,0.08915605128112573,0.038834951456310676,0.1577243074296458,19.049967663532286,0.019417475728155338,0.16254240153961164,-0.11877920960648773,0.06796116504854369,0.11343824439181951,-0.11611345136896059,0.038834951456310676,0.12172959968640353,24.83707671112555,0.13592233009708737,0.2667471397464187,19.760656391190043,0.019417475728155338,0.14615003677728983
E06000056,12.151985507725175,0,0.030006700155853966,0.07669282837960363,0,0.04039688763463826,0.05915865516975563,0.006369426751592357,0.03085702875908592,17.13085743756906,0.03821656050955414,0.09853190659426324,-0.712023794054056,0,0.006370441725355818,-0.23530578773295743,0.050955414012738856,0.1248781925962505,20.63603056665969,0.07006369426751592,0.14750542842067782,14.340958406290264,0.006369426751592357,0.03506308637231189
E06000057,22.079397312634615,0.116751269035533,0.2052310199644162,0.12642434806330152,0.1065989847715736,0.20537921338700896,0.1161030251892924,0.16243654822335024,0.2768352052077805,22.59644734546539,0.1319796954314721,0.24226286422918134,0.188496832702623,0.08629441624365482,0.24042027564494145,-0.1390201584124497,0.1319796954314721,0.21139570941100436,21.846507865111516,0.14213197969543148,0.2210243251577221,10.010052497517867,0.07106598984771574,0.11256346823862604
E06000058,18.173310446188047,0.03862660944206009,0.11260507256670388,0.1117206751788871,0.034334763948497854,0.1102267422532524,0.08862314365459248,0.03862660944206009,0.11669246929839146,19.38413812872708,0.055793991416309016,0.15028156465471215,-0.03864117434872816,0.034334763948497854,0.1181290259948611,-0.10780278800375553,0.05150214592274678,0.13656554270151533,21.138057072468143,0.02145922746781116,0.09790575895081803,17.887942474717885,0.030042918454935622,0.10916977911753382
E06000059,15.734857118581434,0.0273972602739726,0.050046201923629755,0.08833981404808208,0.0136986301369863,0.04147856660892077,0.07814634205550505,0.0319634703196347,0.0702078085722775,18.455578670824107,0.0319634703196347,0.10834020316921486,-0.3462279327077394,0.0410958904109589,0.06718382914217742,-0.7192599793386758,0.0091324200913242,0.023152458965891777,25.21922168036446,0.1872146118721461,0.31602337225349114,18.651420466039635,0.1415525114155251,0.19837895770334205
E06000060,10.051630271467765,0,0.007365870092426556,0.06629523069440117,0,0.015158858521807055,0.05171932687850069,0,0.010916559701668651,12.300348427964524,0.025078369905956112,0.07649078174380479,-1.0959111725857076,0,0.004531294311808735,-0.5727343195446151,0,0.025267695823945144,24.397041301555696,0.11598746081504702,0.22899517767522826,10.68517994429287,0.009404388714733543,0.03446269238199884
E06000061,19.656726934588846,0.05670103092783505,0.16101045974956438,0.11282060989320689,0.05670103092783505,0.13540669568019148,0.09101270183836052,0.05670103092783505,0.14973361611816421,27.980784222472064,0.14948453608247422,0.28660907588279966,0.03709478754412034,0.07216494845360824,0.17153187349815507,-0.0403736733752709,0.05670103092783505,0.16522821379941957,21.262878163026013,0.061855670103092786,0.15383927366031902,13.400084611605271,0.010309278350515464,0.057028471656288555
E06000062,17.70790629577284,0.05701754385964912,0.1429532178770194,0.09589505075163819,0.039473684210526314,0.1060742644224592,0.0754068148528845,0.03508771929824561,0.10728686678793861,20.98916068097135,0.07456140350877193,0.17847485410171968,-0.1548907105229346,0.05263157894736842,0.1628880150395261,0.059702024926121026,0.12719298245614036,0.264898260040439,23.27163192342284,0.07017543859649122,0.21568174902114595,16.823913801875882,0.03508771929824561,0.12909421343413782
E07000008,14.85525914232045,0,0.04639696339285526,0.07731294512609407,0,0.03353543023859957,0.058259917669157904,0,0.03702083933706213,10.254356468566405,0.014492753623188406,0.04239472527287604,-0.5052166500139883,0.014492753623188406,0.051212307977088714,0.15139131929179492,0.057971014492753624,0.2081912246344649,23.483751848447305,0.08695652173913043,0.18575838401006312,28.653136757124017,0.08695652173913043,0.26237400583509846
E07000009,11.506953897679505,0,0,0.06956516637617761,0,0,0.0550739664855382,0,0,16.407076541015915,0.02,0.06542457867096912,-0.9570175432600845,0,0,-0.7429034209357165,0,0,27.87172109633984,0.2,0.30986853347099336,14.670561680507616,0,0.02988583690523941
E07000010,25.426080200475777,0.07272727272727272,0.21463802747419145,0.14054648964072952,0.03636363636363636,0.1233753211689533,0.11172059451436472,0.05454545454545454,0.18282683789970217,37.9126575239412,0.2,0.4539746296591569,0.5005847243966411,0.09090909090909091,0.2693000202252169,-0.03217994022324787,0.03636363636363636,0.08970119114756167,23.668988207307404,0.09090909090909091,0.18973893953516244,15.45847003029502,0.03636363636363636,0.07891250935014986
E07000011,12.550419673919285,0,0.017483434604077214,0.07367220850795109,0,0.02136543278513178,0.061163258510821515,0,0.013965542767878992,18.129474114472703,0.06666666666666667,0.11518802819667573,-0.6079432631035077,0,0.006577617906641565,-0.40380758367300074,0,0.01469655034883264,23.837043573109824,0.10476190476190476,0.22390727306238498,14.752302210230207,0.009523809523809525,0.05058589984922694
E07000012,8.495506485940655,0,0.0013367585695635697,0.05578129692921133,0,0.0026491412039497527,0.045989688519496655,0,0.0029848170799844096,6.605018706954586,0,0,-1.1466849787685773,0,0,-0.5404543718605975,0,0.022208231468838317,24.74530278079851,0.22916666666666666,0.31773508553892105,13.176569319299881,0,0.05962781302720837
E07000026,22.938103166728677,0.11666666666666667,0.19995063545630787,0.12117493488775889,0.1,0.17768273856537659,0.1114328827152838,0.13333333333333333,0.23391210880978955,27.87298410434495,0.18333333333333332,0.27679278967603804,0.18895280912811607,0.11666666666666667,0.21154700592483314,-0.5857826491380379,0,0.0888449186341769,19.59146681342759,0.13333333333333333,0.23115044137069699,26.23062934598371,0.21666666666666667,0.32411655145553325
E07000027,31.116931186831373,0.24489795918367346,0.379869992005251,0.15889754122584077,0.1836734693877551,0.30359246533794143,0.14854085643359535,0.2857142857142857,0.4165338874700197,26.498361383651517,0.16326530612244897,0.2852861233555548,1.2510105502689284,0.5306122448979592,0.7265900451376683,-0.43125840770731133,0.08163265306122448,0.16171238501715604,7.4835181452804544,0,0,34.95989941781429,0.3673469387755102,0.45492913603827523
E07000028,21.996888575419252,0.058823529411764705,0.18956348149601449,0.11600533720596805,0.058823529411764705,0.1356067292707993,0.10529643230443349,0.08823529411764706,0.21604318935421413,28.79864102896151,0.17647058823529413,0.34430465159188756,0.3351592836859096,0.16176470588235295,0.2928748081249382,-0.32293903375297156,0.029411764705882353,0.10494065200277886,17.950277821457973,0.10294117647058823,0.15965718809135612,19.267530927119854,0.08823529411764706,0.1826125533148562
