lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01000135,10,9,8,10,10,10,9,9,10,1856,1710,1513,1785,1764,1836,1579,1697,1795,2.897398321,2.510646557,5.284382346,1.805316728,1.536758981,1.40996818,0.897312197,4.317370986,2.683728229
W01000136,9,7,8,10,5,8,8,10,8,1610,1282,1422,1772,894,1422,1527,1822,1477,7.433544776,9.030198152,6.688087825,17.13819589,1.702638921,5.829497466,6.688087825,5.075833898,1.071083755
W01000137,7,9,9,10,9,2,1,7,9,1178,1560,1610,1786,1624,353,28,1198,1666,14.23878882,4.591610525,3.876830602,3.680609546,1.524048402,3.101794962,37.60651017,83.16332597,10.55922232
W01000138,4,3,2,4,6,7,3,10,4,616,469,335,758,1136,1304,495,1855,668,25.05265663,31.4366726,38.73168466,11.75678959,20.82600578,23.63812544,8.645987445,30.25463241,0.663559884
W01000139,9,7,8,7,8,8,10,10,2,1550,1160,1491,1259,1440,1393,1816,1800,372,8.537217164,11.28578993,5.615970391,6.403551304,9.438855743,36.47567036,7.154043266,1.145961075,1.346833926
W01000140,4,3,4,7,4,3,3,10,3,647,444,634,1280,654,516,441,1796,497,24.27994878,32.63357215,24.79686099,24.1082036,9.06544676,30.16617354,29.34235962,32.78147746,1.397327457
W01000141,9,7,7,8,8,10,6,10,8,1598,1300,1275,1390,1456,1828,1084,1768,1438,7.633494173,8.715368243,9.153805347,6.153551612,7.202788748,6.4349932,0.99644941,12.811633,1.753920527
W01000142,10,10,9,8,9,10,5,10,9,1739,1760,1619,1460,1579,1798,784,1863,1607,5.079431439,1.856828037,3.750496479,4.317370986,6.091473985,3.919096654,1.372066835,20.0737529,0.565844174
W01000143,3,3,3,4,4,1,6,9,3,477,479,463,759,591,53,1090,1635,391,29.00573689,30.97482482,31.7182994,26.35122239,20.79661341,35.39783463,74.13674844,12.6874221,3.527601721
W01000144,1,1,1,1,2,1,5,10,1,20,20,2,39,273,125,955,1745,12,69.16436143,87.0042587,99.09850036,43.09204228,78.75109204,91.61779085,58.95586193,15.65853356,2.051029491
W01000145,5,4,4,5,5,7,5,8,3,792,574,704,893,819,1163,789,1474,433,20.86307734,26.99592987,22.47170512,19.09845949,17.16326357,33.18060567,11.22758741,19.93186758,5.87551232
W01000146,4,4,3,6,7,1,5,7,1,623,751,481,1062,1284,69,847,1163,141,24.78408958,21.0328108,30.88355781,8.995003481,13.27289958,56.61012518,69.79532281,18.34694836,11.22758741
W01000147,6,5,6,7,7,6,3,6,5,1107,895,1041,1319,1235,1076,396,1074,894,15.352763940000001,17.11315551,13.72200048,9.873166772,8.387657671,17.13819589,12.97829793,35.12239299,13.02015356
W01000148,7,5,7,6,5,6,6,8,7,1267,942,1206,1113,859,979,1132,1503,1242,13.15938865,15.96598799,10.40914222,18.03224006,12.21739923,9.74564334,15.10150238,11.83623587,5.434511829
W01000149,2,2,2,2,1,5,7,3,2,296,377,333,259,132,792,1201,487,307,37.24693052,36.18709621,38.86017076,57.90005176,44.20254034,40.59928857,19.84715463,10.50282746,30.61190983
W01000150,5,4,5,5,4,10,3,2,5,781,705,932,793,688,1799,422,286,946,21.06058747,22.4401341,16.20532012,22.98282568,19.81898618,15.87094814,1.35944692,33.74096752,42.10677159
W01000151,3,3,4,3,3,8,4,3,3,540,524,607,426,498,1515,762,425,430,27.08027657,29.00412837,25.76051518,30.12207136,33.53561649,33.33208269,5.254473686,20.70866102,33.58678262
W01000152,4,4,3,3,3,9,8,3,5,681,601,571,441,541,1718,1526,573,865,23.48258552,25.98025636,27.11160172,28.30148875,32.78147746,17.87648613,2.404778549,5.090667667,27.03442255
W01000153,7,7,6,6,6,7,4,10,5,1277,1297,987,1137,1095,1173,603,1847,935,12.94120598,8.767541535,14.91878343,12.58442299,11.73697083,16.13325862,11.03463589,25.90677579,0.761692513
W01000154,10,9,9,8,9,9,7,10,8,1742,1603,1533,1515,1608,1625,1243,1890,1348,4.94282752,3.975572482,4.98703163,3.904999338,5.254473686,7.896300505,3.666657606,9.727483289,0.239085365
W01000155,9,7,6,8,9,8,10,9,6,1596,1243,1140,1338,1702,1410,1801,1709,1086,7.664894212,9.727483289,11.67761679,2.617004126,8.064550894,12.77015479,6.87975343,1.334227845,2.523914388
W01000156,8,6,6,8,10,9,7,7,6,1482,1059,1083,1425,1778,1571,1175,1286,957,9.619323963,13.33652245,12.83240019,1.625930262,6.640419952,15.61159555,4.432441973,10.99623908,8.959862582
W01000157,4,3,3,5,5,6,5,6,4,610,405,430,812,814,1068,792,1126,664,25.23049746,34.63476096,33.33208269,19.23528055,19.29023769,23.771456,13.14617939,19.84715463,11.95592222
W01000158,8,7,6,8,8,9,7,9,6,1506,1220,1104,1367,1403,1595,1169,1719,1133,9.184486313,10.14883568,12.40017901,6.992300432,7.579976416,11.81634856,4.088941875,11.11162236,2.391579246
W01000159,6,8,9,8,7,1,1,9,10,968,1432,1579,1486,1265,57,40,1630,1813,17.73252163,6.529577608,4.317370986,9.331547422,5.692002698,1.183491346,72.97218312,78.38897285,3.597024574
W01000162,6,8,8,9,7,2,1,10,9,1001,1394,1519,1547,1187,207,25,1754,1689,17.04800606,7.137817702,5.194772792,10.76719464,4.78115005,2.790891063,48.87191327,84.5296231,1.93431196
W01000163,2,1,2,4,2,1,2,10,3,193,79,321,683,194,84,378,1870,465,43.92400443,67.44673598,39.6465356,50.20403733,23.1449086,31.62404012,66.35665307,36.12981332,0.480682156
W01000164,7,6,8,8,4,3,7,10,8,1328,1100,1435,1382,668,397,1337,1867,1528,12.12322736,12.48188307,6.482236783,23.63812544,7.333284043,5.061009689,35.067698300000004,8.081443825,0.517141559
W01000165,10,10,9,10,9,9,8,10,7,1830,1732,1698,1765,1567,1650,1409,1813,1214,3.467721772,2.22067408,2.670367914,4.49019408,1.792456906,10.26003508,3.320581648,6.895797894,1.183491346
W01000166,6,6,7,5,4,6,4,7,5,1084,1000,1212,860,728,1074,709,1311,897,15.64765349,14.62492665,10.29722134,21.72571022,18.00620772,17.06315637,13.02015356,22.3142816,8.525072388
W01000167,4,3,4,4,2,3,7,8,4,615,546,657,732,277,549,1220,1462,703,25.09512028,28.09885009,24.00666062,42.78436216,21.60369666,22.50331953,27.97811835,10.14883568,6.06049789
W01000168,4,3,3,5,3,3,5,6,4,590,492,528,825,519,419,943,1123,632,25.77094985,30.38796191,28.83685987,29.21493931,18.93534138,24.86687452,33.89619301,15.94219119,12.01599977
W01000169,3,4,3,4,6,2,4,4,2,521,659,412,698,1034,211,687,589,222,27.53346813,23.93921351,34.26251253,13.87367086,22.66204675,47.4249943,48.47708142,23.01515102,26.42613903
W01000170,8,7,7,8,7,5,5,10,6,1408,1171,1253,1477,1173,840,815,1893,1027,10.88515499,11.07309692,9.546667066,11.03463589,5.829497466,14.02634806,18.53253665,19.20785115,0.203063738
W01000171,6,4,3,7,7,7,7,3,6,969,732,510,1168,1285,1335,1267,560,1060,17.73160497,21.60369666,29.59933773,8.97742632,11.13090931,13.31529527,8.115266954,9.295888951,27.54077956
W01000172,3,3,3,3,4,3,4,9,2,516,397,568,521,740,407,741,1602,345,27.71977516,35.067698300000004,27.22785825,21.36159436,29.13038293,38.0998051,34.52778808,21.33150997,3.989713134
W01000173,9,9,10,9,9,6,2,10,7,1599,1709,1838,1665,1607,1086,249,1858,1307,7.621167323,2.523914388,0.872594518,3.919096654,3.115408326,8.59408885,12.77015479,45.02991914,0.626867826
W01000174,10,10,9,10,8,8,10,10,10,1859,1736,1674,1723,1518,1479,1773,1902,1859,2.826122613,2.168342347,2.993177151,5.209683494,2.338857653,0.614650136,5.798871962,1.689836365,0.095336118
W01000175,10,10,10,10,8,9,8,10,10,1861,1755,1764,1780,1479,1697,1524,1781,1768,2.738754915,1.921379832,1.805316728,5.798871962,1.600417456,1.753920527,2.683728229,5.120363936,1.587671658
W01000176,4,4,5,4,3,3,9,7,3,759,669,851,736,415,527,1575,1336,523,21.51945419,23.60491322,18.24156641,34.104803510000004,21.48232696,29.04613627,28.87856309,4.374834516,8.098349172
W01000177,7,5,7,7,6,5,3,10,6,1197,931,1291,1212,1029,930,455,1868,1055,14.06850946,16.22939088,8.872244518,13.98262249,10.29722134,13.42162765,16.25348685,32.09924763,0.504982001
W01000178,2,2,2,2,3,4,6,6,2,313,192,245,375,544,745,1008,994,281,36.25470201,50.41600447,45.36938827,28.17969145,36.30209176,42.48074373,21.2115644,14.44594026,14.76008648
W01000179,9,8,7,7,7,8,7,8,7,1584,1481,1295,1317,1219,1505,1293,1485,1328,7.851367086,5.768287183,8.802389596,10.16733162,8.421934459,8.234041149,5.404407434,8.837290537,5.707239367
W01000180,10,10,8,9,10,10,7,10,7,1769,1772,1391,1660,1731,1720,1290,1896,1296,4.248949064,1.702638921,7.186528772,2.233775639,3.183596272,8.784958966,2.378387514,8.889741449,0.167098439
W01000181,10,9,9,9,9,10,10,10,9,1841,1590,1564,1645,1695,1883,1777,1901,1538,3.238017495,4.160082568,4.533603524,2.710472165,3.389381506,4.913290755,0.323355873,1.638697285,0.107280967
W01000182,2,2,1,3,4,4,8,10,1,202,196,16,570,738,730,1459,1864,130,42.75805114,49.99400585,89.19554059,21.42188144,27.15028864,58.19679884,21.66462253,6.106977691,0.553658848
W01000183,7,6,6,7,8,3,10,10,4,1310,969,971,1149,1512,533,1836,1900,717,12.40584848,15.33196147,15.28568454,5.299351273,11.50046819,22.06462388,28.62947051,0.897312197,0.11923202199999999
W01000184,3,3,3,2,3,8,5,2,2,439,481,474,295,430,1411,837,326,285,30.95971846,30.88355781,31.20458947,33.33208269,41.44857321,42.18108115,6.863720151,18.61253522,39.31561017
W01000185,7,6,7,8,6,5,1,8,9,1195,1144,1318,1369,1114,914,175,1492,1664,14.07200669,11.59871558,8.40478968,12.19717974,7.54693082,3.129029752,16.64249576,52.30124852,5.600794044
W01000186,2,3,3,2,2,5,4,4,1,364,393,437,330,356,882,718,750,68,34.09590557,35.28726183,32.9801758,37.42421853,39.05425583,70.04393004,17.44082642,22.03360636,21.06250676
W01000187,1,1,1,1,2,6,3,7,1,78,59,74,96,231,956,394,1157,77,55.71414134,72.41129127,68.59106491,46.5986119,63.93370851,67.89765871,15.63505258,35.23217413,11.3441401
W01000188,8,7,7,8,7,9,5,8,6,1457,1202,1179,1438,1290,1631,822,1452,1036,10.07342193,10.48405986,10.91963722,8.889741449,6.4349932,13.83023431,3.58312323,19.01675583,6.215797242
W01000189,5,8,8,10,8,1,1,8,9,914,1373,1528,1721,1454,49,15,1459,1615,18.72874865,7.480981725,5.061009689,6.18465337,2.365203343,3.806559326,75.3634391,89.7776098,6.106977691
W01000190,7,8,9,9,9,2,1,9,9,1168,1519,1565,1616,1585,266,47,1542,1563,14.42353089,5.194772792,4.519124604,4.231443988,3.792530797,4.548091565,43.64058975,76.00222435,4.854467807
W01000191,6,6,6,5,5,5,5,9,2,1002,998,1020,873,795,875,857,1687,288,17.04495377,14.66989173,14.18004552,19.76275255,17.67044148,41.95886887,17.61921745,18.08439332,2.817759968
W01000192,5,7,6,8,8,1,1,6,6,953,1213,1124,1483,1425,97,155,992,1144,17.94664671,10.27862069,11.99595648,6.640419952,5.73774302,11.59871558,63.74286188,54.73717535,14.80531684
W01000193,4,5,6,5,3,3,2,2,6,700,894,1146,811,494,472,230,344,987,22.96673501,17.13819589,11.55936625,30.29898976,19.31776559,14.91878343,31.29714189,46.68897951,38.16221757
W01000194,4,4,2,3,6,2,10,10,2,602,643,345,542,1022,278,1845,1764,242,25.42652062,24.48441105,38.0998051,14.13602705,28.26081794,45.62731917,42.70808098,0.786291231,1.805316728
W01000195,10,10,10,9,9,10,10,8,10,1870,1747,1724,1629,1659,1777,1895,1469,1822,2.430209967,2.025041027,2.325696116,3.197258154,3.610934325,1.071083755,1.638697285,0.179080624,5.952408911
W01000196,10,9,9,7,8,6,10,10,8,1730,1618,1639,1254,1414,1089,1857,1780,1478,5.299777123,3.764499385,3.472213918,6.815687264,9.528663381,5.814179617,12.70807739,0.639092009,1.600417456
W01000197,9,8,8,7,8,8,5,8,9,1581,1437,1459,1263,1466,1511,791,1515,1534,7.878474593,6.450730281,6.106977691,5.998670573,9.367261263,4.972264529,5.314329949,19.87535763,5.254473686
W01000198,1,1,1,1,1,5,4,8,3,170,172,153,94,187,876,702,1484,422,45.9220653,52.65059348,54.99558135,50.95462962,64.32021926,33.74096752,17.59364815,22.53497747,5.722486137
W01000199,3,4,4,6,3,2,2,8,2,519,624,669,983,444,271,226,1488,310,27.58146472,25.14907959,23.60491322,32.63357215,15.00996146,40.39177854,43.24743971,47.05404291,5.661559607
W01000200,8,7,7,7,6,3,10,10,8,1471,1275,1301,1282,1094,423,1843,1885,1464,9.80241987,9.153805347,8.698003413,12.60498594,9.030198152,6.029563456,33.68945763,0.810916286,0.299247062
W01000201,5,3,4,4,5,6,7,7,6,779,541,698,584,785,1035,1277,1169,1059,21.11438172,28.30148875,22.66204675,20.04530573,26.61450524,13.33652245,13.85194233,9.118421168,11.11162236
W01000202,7,9,10,10,9,1,1,9,9,1334,1645,1762,1776,1630,189,103,1717,1643,12.0061733,3.389381506,1.831057962,3.597024574,1.651471399,3.416959178,50.73766357,62.62988789,2.417985431
W01000203,8,9,9,10,10,4,1,9,9,1508,1672,1708,1798,1727,676,160,1713,1566,9.143828898,3.020283553,2.537189876,2.286256634,1.372066835,4.504654793,23.37376091,54.1035834,2.470888926
W01000204,9,10,10,10,10,4,2,9,10,1607,1794,1782,1885,1885,647,210,1676,1903,7.460515633,1.422615853,1.574932919,0.299247062,0.299247062,0.08339747,24.3468953,48.57515577,2.966102658
W01000205,7,8,9,8,5,4,1,5,8,1192,1458,1618,1510,837,637,140,952,1450,14.08254561,6.122491855,3.764499385,18.61253522,5.329318386,6.246983343,24.69223868,56.74992938,15.72912067
W01000206,7,9,7,8,9,1,2,9,10,1253,1566,1297,1498,1549,150,206,1704,1829,13.36473864,4.504654793,8.767541535,4.751888263,5.509945658,0.984033865,55.38871678,48.97168944,2.59036859
W01000207,7,9,9,9,8,1,1,7,10,1155,1648,1691,1685,1432,56,98,1327,1854,14.61525934,3.3480769,2.764053509,6.529577608,2.8446603,0.67580359,73.2578432,63.55358581,8.251059072
W01000208,4,7,5,6,7,1,1,6,2,625,1206,844,1042,1195,39,106,1006,212,24.75043805,10.40914222,18.4263029,10.6157558,13.7004147,48.3794235,78.75109204,62.09296668,14.49055644
W01000209,6,5,7,7,5,5,2,9,6,1058,909,1326,1286,793,926,261,1692,963,16.08567658,16.76542283,8.268089597,19.81898618,8.959862582,15.47135354,16.35012399,44.04057714,2.750646466
W01000210,7,7,8,8,7,6,2,9,5,1318,1290,1349,1528,1329,1067,232,1532,880,12.29601953,8.889741449,7.879542962,8.217035808,5.061009689,17.49165426,13.167251,46.50859797,5.001808219
W01000211,6,9,10,9,9,1,1,9,10,1123,1616,1728,1574,1681,58,53,1631,1771,15.16553087,3.792530797,2.273125154,2.898555533,4.389222859,1.715448607,72.69002746,74.13674844,3.58312323
W01000212,9,7,7,7,7,9,9,10,8,1591,1324,1241,1247,1273,1537,1689,1897,1365,7.721723575,8.302188524,9.763817742,9.189244045,9.654986131,7.613069558,4.928020028,2.790891063,0.155122492
W01000213,3,2,2,3,2,3,6,9,3,400,290,349,471,346,522,1128,1535,413,32.73895423,41.81191117,37.85183516,38.03756153,31.34355814,34.20982261,29.08822102,11.91595753,4.957506903
W01000214,3,3,4,1,3,2,5,4,1,389,425,683,165,568,313,833,740,119,33.06404559,33.58678262,23.1449086,27.22785825,53.48697841,59.90109484,40.18612398,18.71963466,21.36159436
W01000215,10,9,8,9,9,8,8,10,9,1764,1641,1515,1654,1530,1490,1514,1791,1539,4.347119488,3.444569955,5.254473686,5.031389906,3.265689555,4.898570908,5.631156758,5.269423155,1.460600657
W01000216,3,3,3,3,5,5,7,6,2,572,430,566,404,820,919,1305,1030,244,26.20361702,33.33208269,27.30569035,19.07119267,34.68843455,45.45504425,16.52022221,8.628674898,13.96079083
W01000217,5,3,5,5,3,4,9,10,7,845,514,878,774,558,599,1708,1808,1207,19.91357508,29.42770037,17.54259467,27.61967966,20.36017669,10.39045088,26.05397245,2.537189876,1.246178208
W01000218,4,3,3,3,3,6,6,4,3,592,555,531,559,543,966,1026,685,476,25.69957333,27.73853964,28.71220199,28.22021893,27.58019578,31.11240799,15.4015519,14.04824205,23.07993831
W01000219,5,4,5,4,5,5,6,4,6,836,603,857,701,768,916,1138,682,1047,20.10956036,25.90677579,18.08439332,20.53375885,22.56667903,13.59278863,16.59350831,11.71716912,23.17746271
W01000220,5,5,3,4,4,8,6,4,6,780,849,551,617,666,1419,969,649,1139,21.09426607,18.29419703,27.89798118,23.7046941,25.39888178,11.69738445,6.735854697,15.33196147,24.27844453
W01000221,4,3,4,4,3,7,6,5,7,646,483,600,632,451,1236,996,938,1155,24.28263432,30.79265153,26.01708487,32.29211428,24.86687452,11.38312263,9.854905793,14.7149449,16.0614222
W01000222,6,5,5,5,5,8,5,7,8,1025,775,915,835,862,1357,816,1335,1424,16.64119359,20.33137326,16.61798899,17.95423125,18.6660226,6.656298268,7.745920349,19.18045442,8.115266954
W01000223,8,8,7,6,8,10,6,5,2,1369,1378,1148,1011,1438,1792,978,949,362,11.47692414,7.398810391,11.52008412,6.4349932,14.37917784,37.06391319,1.447932084,15.12444465,15.79992508
W01000224,7,5,7,6,5,6,9,10,8,1329,946,1230,956,950,1029,1548,1751,1481,12.08028713,15.87094814,9.96468978,15.77629939,15.63505258,5.768287183,13.98262249,4.766514503,1.973152029
W01000225,7,5,5,5,6,7,9,7,6,1210,864,954,855,1127,1293,1671,1278,994,13.89513746,17.90237198,15.68203853,11.9359312,18.1366651,14.76008648,8.837290537,3.033848743,9.100749472
W01000226,2,2,3,1,2,6,6,4,5,351,308,460,157,306,1005,972,663,828,34.46687779,40.52991033,31.8604166,40.66887672,54.48164032,18.8542141,14.51289703,15.26258095,23.80490975
W01000227,6,4,5,5,6,5,8,6,7,973,679,804,854,986,795,1352,999,1240,17.61713436,23.27540239,19.51138891,14.94154407,18.16284561,9.782006515,19.76275255,7.829343465,14.6473982
W01000228,1,2,1,1,3,4,6,10,2,133,205,33,83,398,581,1059,1744,226,49.17530281,49.07190035,81.05238497,35.01313336,66.57057565,47.05404291,26.72826993,13.33652245,2.064034743
W01000229,4,3,2,4,4,8,4,8,8,587,477,350,645,602,1498,697,1376,1360,25.85436905,31.06645543,37.79025816,25.94348673,24.4155504,7.696011334,5.509945658,22.69392407,7.431643705
W01000230,7,6,6,6,6,7,8,8,8,1327,1061,1114,988,975,1205,1390,1403,1353,12.16003793,13.29408765,12.19717974,15.1934091,14.89604529,7.812634617,10.42784876,7.202788748,6.992300432
W01000231,5,4,4,3,4,5,7,10,5,782,667,760,487,633,870,1226,1874,835,21.04579664,23.67138569,20.76725856,24.83184112,30.61190983,18.6660226,17.74749208,10.03817131,0.432159348
W01000232,7,4,6,3,7,9,9,10,7,1152,744,1079,517,1167,1593,1716,1721,1189,14.65663196,21.2414922,12.91565697,11.15021245,29.2998077,10.72924135,4.117371752,2.431199901,2.365203343
W01000233,5,4,5,3,5,5,9,10,5,917,644,792,554,898,944,1587,1871,948,18.6466387,24.44995495,19.84715463,17.03819751,27.77829652,15.82357508,15.91841898,4.202872846,0.468541854
W01000234,2,1,2,1,2,7,3,9,4,192,113,236,119,276,1159,433,1562,732,43.95198158,60.88684517,46.15202422,42.86089718,59.90109484,21.60369666,11.30522354,33.18060567,4.562588738
W01000235,8,7,6,6,7,10,10,4,8,1453,1192,1066,1128,1183,1824,1798,758,1444,10.12360298,10.67242858,13.18834193,10.84328963,11.91595753,6.340796165,1.046178721,1.372066835,20.82600578
W01000236,1,1,1,1,2,2,4,2,1,57,46,86,32,201,300,668,264,167,60.53599181,76.32839549,65.93468603,49.47716806,81.45935775,53.24489169,41.09088586,23.63812544,43.79975096
W01000237,1,1,1,1,1,2,2,1,1,19,16,94,11,97,340,245,151,153,69.27579567,89.19554059,64.32021926,63.74286188,92.26542343,54.99558135,38.41357499,45.36938827,55.25692358
W01000238,4,3,4,4,4,2,8,7,3,651,542,643,604,702,268,1486,1256,521,24.18349662,28.26081794,24.48441105,22.53497747,25.87012335,29.13038293,43.48252239,5.692002698,9.492698234
W01000239,1,1,1,1,1,1,2,5,1,2,3,3,4,60,174,380,787,29,80.33638351,98.23100687,98.23100687,72.13589267,97.39504697,82.72535356,52.41710826,36.01567379,19.98851672
W01000240,1,1,1,1,1,1,2,5,1,1,1,1,2,8,52,362,867,7,86.63135728,100,100,94.32549874,99.09850036,95.05534084,74.43734222,37.06391319,17.82480166
W01000241,1,1,1,1,1,2,5,5,1,11,6,21,68,18,233,819,778,125,72.06141551,95.80910361,86.48757241,88.07381322,70.04393004,58.95586193,46.41893494,19.09845949,20.24517879
W01000242,6,5,5,5,6,5,6,6,6,1041,823,853,925,1107,798,1125,1064,978,16.35577643,18.98958564,18.18905595,12.33909088,16.37434686,15.12444465,19.67865907,11.97593064,13.23058189
W01000243,8,6,7,7,8,5,9,8,5,1447,1098,1262,1265,1433,862,1560,1340,779,10.25974182,12.52284419,9.385139,6.513786504,9.331547422,20.21651893,17.95423125,4.591610525,8.030802209
W01000244,10,10,10,9,10,10,9,10,10,1887,1796,1765,1705,1781,1750,1598,1761,1807,2.00938394,1.397327457,1.792456906,1.587671658,2.57706238,1.25873611,1.986113308,4.04636284,1.84393939
W01000245,9,7,7,8,8,7,9,9,6,1556,1214,1208,1409,1356,1298,1696,1644,968,8.480263443,10.26003508,10.37177471,7.762580783,6.895797894,15.35513489,8.750137285,2.69709631,3.403166209
W01000246,6,5,5,4,3,7,10,6,7,1020,919,849,725,571,1177,1770,1138,1255,16.72871566,16.52022221,18.29419703,27.11160172,21.81764705,9.510673778,10.95790626,1.728265431,11.71716912
W01000247,6,7,6,6,7,5,2,6,8,1114,1289,986,1050,1307,799,268,1029,1394,15.25899857,8.9072517,14.94154407,8.59408885,13.5284539,7.137817702,19.65069609,43.48252239,13.98262249
W01000248,7,9,10,9,9,1,1,10,8,1243,1597,1780,1536,1631,138,83,1873,1474,13.4537584,4.060547095,1.600417456,3.58312323,4.94275874,5.87551232,57.03211327,66.57057565,0.444280457
W01000249,10,10,10,9,10,10,10,8,8,1862,1750,1751,1532,1741,1796,1858,1493,1414,2.696308315,1.986113308,1.973152029,2.10309468,5.001808219,6.815687264,1.397327457,0.626867826,5.585627705
W01000250,10,9,9,8,6,8,9,10,9,1738,1690,1684,1480,1080,1345,1658,1799,1571,5.079592662,2.777468371,2.858122273,12.89481451,5.783574489,4.432441973,7.946646515,3.210928156,1.35944692
W01000251,7,5,6,6,6,7,10,7,6,1272,790,1071,1087,1030,1319,1736,1264,1002,13.12443847,19.90359525,13.08308016,13.96079083,12.7494437,14.5800493,8.387657671,2.168342347,9.34939741
W01000252,8,9,8,7,5,8,5,6,8,1498,1633,1372,1195,955,1398,934,1108,1404,9.291758525,3.555345722,7.49745128,15.65853356,10.6157558,6.976188531,7.073029671,16.15725404,12.31876418
W01000253,5,5,7,5,3,5,4,7,6,940,816,1175,907,495,810,701,1211,1082,18.16602975,19.18045442,10.99623908,30.25463241,16.8147782,12.85318615,19.34532646,22.56667903,10.31583704
W01000254,3,3,5,4,3,4,5,3,3,568,519,786,575,402,580,865,561,483,26.322085649999998,29.21493931,20.01689369,34.79615897,26.9575015,30.79265153,26.76631689,17.87648613,27.50143078
W01000255,8,7,9,8,6,6,8,3,4,1478,1296,1578,1457,1126,983,1515,479,729,9.689844925,8.784958966,4.331723415,11.95592222,6.138016491,21.69514609,15.00996146,5.254473686,30.97482482
W01000256,8,6,8,7,5,9,9,7,8,1455,1069,1414,1202,830,1547,1552,1322,1494,10.09245593,13.12512707,6.815687264,18.80028779,10.48405986,5.57047136,4.78115005,4.708065268,8.336338079
W01000257,10,10,10,9,9,9,9,4,10,1831,1842,1822,1632,1566,1579,1590,759,1793,3.412605576,0.823238708,1.071083755,4.504654793,3.569230282,1.435270485,4.317370986,4.160082568,20.79661341
W01000258,8,7,8,7,6,6,2,10,7,1372,1337,1400,1289,1081,1119,373,1832,1277,11.4570923,8.081443825,7.040703964,12.87399091,8.9072517,9.118421168,12.09634805,36.41766515,0.94682739
W01000259,5,4,6,4,5,7,6,8,3,921,651,991,748,800,1196,958,1460,508,18.5933398,24.21019688,14.82796542,19.62276707,21.12201394,29.68563913,10.59689586,15.58816242,6.091473985
W01000260,9,8,8,7,7,8,9,9,8,1629,1428,1423,1298,1191,1386,1607,1648,1472,7.090999668,6.592850666,6.672187555,10.69135058,8.750137285,5.906240112,7.267943847,3.919096654,3.3480769
