Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank,Decile,Quintile,Vigintile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003164,260,Glasgow City,Glasgow City - Battlefield,Glasgow,"1,029",711,20.09,"2,728",13,135,"2,837",14,100,"2,432",0.29,"2,438",-0.09,"3,413",39.76,619,10.58,"4,215",566,"1,552",5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003165,260,Glasgow City,Glasgow City - Govanhill East and Aikenhead,Glasgow,"1,013",680,27.31,"1,845",18,185,"1,800",17,115,"1,975",0.58,"1,675",0.67,"1,581",60.81,169,2.83,"5,862",477,"1,928",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003166,260,Glasgow City,Glasgow City - Shawlands West,Glasgow,700,607,13.99,"3,841",10,70,"3,578",9,55,"3,844",-0.48,"4,520",-0.06,"3,338",66.82,114,1.52,"6,177",654,"1,188",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003167,260,Glasgow City,Glasgow City - Pollok South and West,Glasgow,948,602,51.45,452,32,300,387,25,150,776,1.11,653,1.47,282,76.00,47,9.70,"4,381",823,748,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003168,260,Glasgow City,Glasgow City - Shawlands West,Glasgow,970,803,10.38,"4,652",9,85,"3,960",7,55,"4,580",-0.47,"4,495",-0.13,"3,514",53.33,271,1.39,"6,200",179,"4,395",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003169,260,Glasgow City,Glasgow City - Pollok South and West,Glasgow,"2,108","1,409",15.50,"3,499",9,180,"4,000",12,175,"2,891",0.43,"2,053",-0.16,"3,608",15.75,"3,282",10.72,"4,190",230,"3,814",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003170,260,Glasgow City,Glasgow City - Maxwell Park,Glasgow,963,612,12.53,"4,136",10,100,"3,482",8,50,"3,986",-0.29,"4,015",-0.49,"4,515",16.11,"3,186",19.40,"2,757",265,"3,447",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003171,260,Glasgow City,Glasgow City - Maxwell Park,Glasgow,764,524,9.97,"4,744",6,45,"4,769",5,25,"5,547",-0.54,"4,679",-0.76,"5,203",5.22,"5,855",41.59,939,464,"1,991",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003172,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,852,640,24.16,"2,187",16,140,"2,162",10,65,"3,558",-0.71,"5,093",1.30,454,66.85,113,3.70,"5,658",929,563,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003173,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,562,447,17.86,"3,098",11,65,"3,255",12,55,"2,901",-0.24,"3,853",0.08,"3,008",53.87,263,4.02,"5,587",910,592,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003174,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,"1,034",659,23.80,"2,226",17,180,"1,993",14,90,"2,589",0.00,"3,211",0.86,"1,165",64.19,140,0.43,"6,428",484,"1,889",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003175,260,Glasgow City,Glasgow City - Govanhill East and Aikenhead,Glasgow,853,550,44.59,695,31,260,458,28,155,521,0.83,"1,112",0.84,"1,223",41.28,568,0.72,"6,362",460,"2,018",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003176,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,742,593,25.20,"2,070",14,105,"2,712",15,90,"2,364",0.81,"1,153",0.00,"3,188",64.42,138,3.18,"5,786",1565,145,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003177,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,"1,031",672,11.58,"4,355",9,95,"3,820",8,50,"4,298",0.23,"2,594",-0.97,"5,619",21.88,"1,963",9.52,"4,411",322,"2,972",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003178,260,Glasgow City,Glasgow City - Mosspark,Glasgow,"1,115",710,34.26,"1,273",19,215,"1,682",20,145,"1,440",0.75,"1,284",1.15,634,47.48,399,25.38,"2,040",230,"3,810",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003179,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,942,662,20.77,"2,641",12,115,"3,069",8,55,"4,057",0.18,"2,708",0.99,912,90.92,11,1.20,"6,243",733,937,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003180,260,Glasgow City,Glasgow City - Shettleston South,Glasgow,715,541,10.93,"4,507",6,40,"4,963",8,45,"4,053",-0.23,"3,806",-0.07,"3,350",25.27,"1,556",18.75,"2,830",,"6,012",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003181,260,Glasgow City,Glasgow City - Pollok North and East,Glasgow,875,552,51.77,439,29,250,614,26,140,675,1.75,126,1.22,547,70.77,75,20.16,"2,656",429,"2,194",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003182,260,Glasgow City,Glasgow City - Pollok North and East,Glasgow,825,474,57.01,293,34,285,252,27,125,599,1.54,245,1.59,204,66.54,116,10.09,"4,299",380,"2,513",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003183,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,789,610,23.21,"2,283",12,95,"3,079",10,65,"3,376",-0.47,"4,498",1.50,258,80.21,35,0.92,"6,307",600,"1,382",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003184,260,Glasgow City,Glasgow City - Pollok North and East,Glasgow,866,516,69.88,105,40,345,98,33,170,241,1.76,122,1.79,89,65.49,125,15.85,"3,275",544,"1,631",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003185,260,Glasgow City,Glasgow City - Govanhill East and Aikenhead,Glasgow,634,379,51.98,427,30,195,476,24,90,837,1.65,170,1.50,256,70.75,76,3.25,"5,760",508,"1,788",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003186,260,Glasgow City,Glasgow City - Maxwell Park,Glasgow,872,607,9.88,"4,770",8,70,"4,220",5,30,"5,296",-0.66,"4,985",-0.08,"3,378",16.46,"3,105",15.16,"3,384",438,"2,139",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003187,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,964,723,16.92,"3,234",13,125,"2,897",13,90,"2,840",-0.36,"4,203",-0.28,"3,951",40.39,598,4.89,"5,397",751,896,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003188,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,"1,207",808,35.81,"1,170",22,265,"1,301",19,155,"1,645",0.70,"1,409",1.34,414,74.64,52,0.22,"6,474",778,839,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003189,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,"1,022",692,26.19,"1,960",18,190,"1,814",14,100,"2,405",-0.06,"3,388",0.92,"1,049",89.89,15,0.63,"6,384",756,886,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003190,260,Glasgow City,Glasgow City - Govanhill East and Aikenhead,Glasgow,774,580,54.73,361,30,230,534,33,195,242,1.64,175,1.12,685,53.30,272,1.66,"6,140",465,"1,983",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003191,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,562,400,36.06,"1,159",27,150,809,23,90,972,0.44,"2,005",0.43,"2,163",47.64,396,0.14,"6,486",1077,390,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003192,260,Glasgow City,Glasgow City - Strathbungo,Glasgow,878,699,31.37,"1,482",16,145,"2,192",20,135,"1,481",0.56,"1,721",1.12,683,107.54,3,0.68,"6,371",731,939,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003193,260,Glasgow City,Glasgow City - Baillieston East,Glasgow,"1,354",943,14.68,"3,692",9,120,"3,879",8,75,"4,064",-0.13,"3,567",-0.28,"3,959",18.22,"2,674",38.15,"1,104",358,"2,679",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003194,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,683,427,65.16,153,36,245,194,34,145,187,1.41,318,1.66,153,47.66,394,13.87,"3,616",727,953,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003195,260,Glasgow City,Glasgow City - Carmyle and Mount Vernon South,Glasgow,747,418,17.79,"3,107",14,105,"2,661",12,55,"2,871",0.29,"2,416",-0.76,"5,205",21.40,"2,038",22.22,"2,404",233,"3,778",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003196,260,Glasgow City,Glasgow City - Maxwell Park,Glasgow,889,561,11.64,"4,345",6,55,"4,720",7,40,"4,542",-0.39,"4,286",-0.44,"4,391",9.77,"4,942",41.80,927,278,"3,334",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003197,260,Glasgow City,Glasgow City - Mount Vernon North and Sandyhills,Glasgow,746,505,13.64,"3,912",11,80,"3,414",9,45,"3,837",-0.11,"3,521",-0.21,"3,730",16.89,"2,985",18.24,"2,908",206,"4,060",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003198,260,Glasgow City,Glasgow City - Govanhill East and Aikenhead,Glasgow,"1,060",735,46.47,639,27,285,780,23,175,954,1.54,239,1.18,601,66.16,120,4.01,"5,588",897,613,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003199,260,Glasgow City,Glasgow City - Shettleston South,Glasgow,935,655,30.86,"1,521",19,175,"1,772",17,115,"1,875",1.37,353,0.25,"2,577",31.61,"1,001",11.33,"4,065",508,"1,786",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003200,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,733,475,31.44,"1,475",22,160,"1,326",20,100,"1,413",0.58,"1,681",0.43,"2,144",80.46,34,1.18,"6,246",791,808,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003201,260,Glasgow City,Glasgow City - Dalmarnock,Glasgow,481,296,33.29,"1,334",14,70,"2,615",21,65,"1,239",0.23,"2,576",1.76,102,58.13,200,10.33,"4,251",191,"4,250",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003202,260,Glasgow City,Glasgow City - Toryglen and Oatlands,Glasgow,953,629,60.61,218,33,315,298,28,170,556,2.37,11,1.28,483,49.24,361,26.85,"1,889",681,"1,095",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003203,260,Glasgow City,Glasgow City - Mosspark,Glasgow,941,597,31.75,"1,452",20,185,"1,595",18,105,"1,748",0.84,"1,093",0.67,"1,574",33.76,865,33.04,"1,409",274,"3,368",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003204,260,Glasgow City,Glasgow City - Pollok North and East,Glasgow,924,584,42.16,801,25,230,962,23,135,"1,049",0.93,949,1.19,587,55.14,243,21.46,"2,496",801,789,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003205,260,Glasgow City,Glasgow City - Dalmarnock,Glasgow,805,504,71.20,87,42,335,63,39,200,69,1.70,151,1.31,438,39.15,634,4.32,"5,513",770,855,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003206,260,Glasgow City,Glasgow City - Govanhill West,Glasgow,827,605,50.15,488,31,255,440,29,180,436,1.30,437,0.77,"1,352",53.29,273,1.39,"6,201",1058,408,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003207,260,Glasgow City,Glasgow City - Pollokshields East,Glasgow,770,523,24.12,"2,193",18,135,"1,947",13,70,"2,662",0.10,"2,927",0.67,"1,572",79.12,37,8.33,"4,656",493,"1,850",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003208,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,"1,052",654,78.59,38,45,470,37,39,250,82,1.99,63,1.72,120,50.22,333,16.32,"3,196",1076,391,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003209,260,Glasgow City,Glasgow City - Mosspark,Glasgow,604,408,21.09,"2,584",14,85,"2,635",13,50,"2,862",0.50,"1,892",-0.19,"3,679",31.88,985,36.85,"1,174",120,"5,172",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003210,260,Glasgow City,Glasgow City - Maxwell Park,Glasgow,895,485,11.38,"4,395",11,95,"3,390",5,25,"5,573",0.21,"2,632",-0.91,"5,535",14.51,"3,604",19.89,"2,689",309,"3,079",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003211,260,Glasgow City,Glasgow City - Pollokshields East,Glasgow,892,545,21.53,"2,508",17,150,"2,075",10,60,"3,447",0.21,"2,640",0.49,"2,022",61.08,166,3.29,"5,750",704,"1,018",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003212,260,Glasgow City,Glasgow City - Mount Vernon North and Sandyhills,Glasgow,750,516,12.58,"4,126",9,70,"3,746",9,50,"3,775",-0.57,"4,767",-0.37,"4,186",12.97,"4,070",24.56,"2,126",290,"3,243",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003213,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,512,342,40.46,897,28,140,688,27,95,616,0.70,"1,398",0.57,"1,836",41.05,580,7.61,"4,822",614,"1,324",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003214,260,Glasgow City,Glasgow City - Baillieston West,Glasgow,714,429,38.14,"1,019",24,170,"1,086",22,95,"1,152",1.01,803,0.88,"1,116",42.80,522,24.83,"2,098",330,"2,906",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003215,260,Glasgow City,Glasgow City - Pollok North and East,Glasgow,952,636,40.79,881,26,245,883,21,130,"1,303",1.07,707,1.15,637,36.60,722,18.00,"2,945",648,"1,212",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003216,260,Glasgow City,Glasgow City - Cardonald West and Central,Glasgow,707,416,28.99,"1,689",21,150,"1,363",18,70,"1,764",0.86,"1,054",0.42,"2,182",21.59,"2,006",11.04,"4,116",192,"4,248",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003217,260,Glasgow City,Glasgow City - Dalmarnock,Glasgow,630,350,78.71,37,44,275,41,46,160,27,2.37,10,1.50,255,41.37,566,3.29,"5,748",813,767,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003218,260,Glasgow City,Glasgow City - Cardonald South and East,Glasgow,636,412,28.68,"1,712",20,125,"1,587",17,70,"1,950",0.93,944,0.52,"1,949",36.42,728,9.10,"4,508",291,"3,229",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003219,260,Glasgow City,Glasgow City - Mosspark,Glasgow,851,576,20.21,"2,715",13,110,"2,882",13,75,"2,863",0.50,"1,875",0.36,"2,309",29.08,"1,186",17.00,"3,090",180,"4,385",5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003220,260,Glasgow City,Glasgow City - Pollokshields East,Glasgow,804,501,27.73,"1,796",23,190,"1,134",16,80,"2,096",0.45,"1,999",0.26,"2,552",55.26,241,1.04,"6,284",572,"1,522",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003221,260,Glasgow City,Glasgow City - Cardonald South and East,Glasgow,830,520,54.72,362,32,270,346,32,170,288,1.10,676,0.91,"1,060",49.41,355,14.36,"3,527",1372,215,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003222,260,Glasgow City,Glasgow City - Pollokshields East,Glasgow,655,454,24.08,"2,195",18,115,"1,905",13,60,"2,754",0.32,"2,364",0.37,"2,281",81.81,29,1.07,"6,279",869,659,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003223,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,958,578,59.79,242,32,300,400,35,205,163,0.97,883,1.64,174,47.81,385,4.80,"5,416",1418,194,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003224,260,Glasgow City,Glasgow City - Mount Vernon North and Sandyhills,Glasgow,679,396,8.13,"5,151",5,30,"5,328",7,30,"4,393",-0.50,"4,596",-0.52,"4,603",14.42,"3,630",18.36,"2,890",121,"5,147",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003225,260,Glasgow City,Glasgow City - Gorbals and Hutchesontown,Glasgow,875,544,65.15,155,38,330,137,35,190,176,1.76,123,1.28,477,46.10,434,10.49,"4,235",475,"1,936",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003226,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,768,490,60.38,227,34,265,261,32,160,293,1.23,502,1.52,248,40.15,606,18.15,"2,918",1021,451,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003227,260,Glasgow City,Glasgow City - Pollokshields East,Glasgow,"1,489","1,091",23.37,"2,274",19,275,"1,783",13,145,"2,725",0.00,"3,225",0.44,"2,133",78.70,39,0.92,"6,311",732,938,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003228,260,Glasgow City,Glasgow City - Braidfauld,Glasgow,974,587,41.80,813,27,265,746,26,155,636,0.98,865,0.82,"1,261",42.38,531,4.31,"5,514",496,"1,835",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003229,260,Glasgow City,Glasgow City - Pollokshields West,Glasgow,957,603,5.89,"5,695",4,35,"5,705",3,15,"6,259",-1.12,"5,871",-0.86,"5,403",6.67,"5,587",34.80,"1,295",225,"3,860",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003230,260,Glasgow City,Glasgow City - Mosspark,Glasgow,923,577,23.73,"2,234",17,155,"2,115",12,70,"2,936",0.56,"1,730",0.48,"2,059",30.63,"1,060",20.64,"2,598",424,"2,231",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003231,260,Glasgow City,Glasgow City - Baillieston West,Glasgow,832,498,41.01,865,24,200,"1,076",23,115,991,1.31,421,0.95,982,64.02,145,16.57,"3,158",359,"2,668",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003232,260,Glasgow City,Glasgow City - Laurieston and Tradeston,Glasgow,882,630,71.43,84,34,305,256,41,260,55,2.32,13,1.21,553,57.00,212,5.02,"5,365",2674,38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003233,260,Glasgow City,Glasgow City - Mount Vernon North and Sandyhills,Glasgow,924,603,7.25,"5,366",4,35,"5,645",7,40,"4,474",-0.59,"4,828",-0.87,"5,424",9.72,"4,958",22.00,"2,433",146,"4,819",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003234,260,Glasgow City,Glasgow City - Pollokshields West,Glasgow,833,518,9.90,"4,765",9,75,"3,927",8,40,"4,323",-0.21,"3,769",-0.73,"5,127",10.16,"4,835",9.93,"4,333",247,"3,623",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003235,260,Glasgow City,Glasgow City - Shettleston South,Glasgow,776,510,22.12,"2,418",16,130,"2,154",15,75,"2,354",0.81,"1,172",-0.22,"3,785",30.45,"1,076",2.94,"5,840",257,"3,523",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003236,260,Glasgow City,Glasgow City - Pollokshields West,Glasgow,840,555,23.63,"2,246",18,155,"1,802",16,85,"2,158",-0.16,"3,647",0.52,"1,947",72.72,59,0.40,"6,435",430,"2,186",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003237,260,Glasgow City,Glasgow City - Baillieston West,Glasgow,920,593,47.32,606,30,275,542,26,155,701,1.41,326,1.03,831,55.61,226,12.79,"3,804",248,"3,615",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01003238,260,Glasgow City,Glasgow City - Cardonald West and Central,Glasgow,706,494,27.98,"1,773",19,135,"1,714",18,90,"1,694",1.06,717,0.01,"3,167",43.12,514,3.97,"5,598",263,"3,468",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
