lsoa01_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_and_Access_rank,Crime_rank,Environment_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_and_Access_decile,Crime_decile,Environment_decile
E01000309,21477,19135,21890,27299,30134,9905,15314,9647,7,6,7,9,10,4,5,3
E01000310,15033,13996,16265,28502,26658,7063,3955,10279,5,5,6,9,9,3,2,4
E01000311,21940,25623,29170,29608,30501,13703,2550,9922,7,8,9,10,10,5,1,4
E01000312,12994,8962,12545,24663,23133,4573,15223,9639,5,3,4,8,8,2,5,3
E01000313,9580,8269,10064,20891,15970,8437,9670,2149,3,3,4,7,5,3,3,1
E01000314,18880,22152,26752,28890,29895,14850,1236,8745,6,7,9,9,10,5,1,3
E01000315,7543,4164,7796,14809,12038,6687,7302,10360,3,2,3,5,4,3,3,4
E01000316,13761,10002,12904,28757,28503,8521,5028,10906,5,4,4,9,9,3,2,4
E01000317,17402,11736,16441,24693,30330,12066,14527,9806,6,4,6,8,10,4,5,4
E01000318,20513,13798,21411,28735,30197,14920,9744,14466,7,5,7,9,10,5,3,5
E01000319,24406,21393,25217,30739,30687,11208,17307,10263,8,7,8,10,10,4,6,4
E01000320,24441,18677,26784,30649,31759,8764,20619,12799,8,6,9,10,10,3,7,4
E01000321,16879,13308,12869,25438,30050,13628,16925,7122,6,5,4,8,10,5,6,3
E01000322,17051,11345,18723,27644,31131,12614,18733,3669,6,4,6,9,10,4,6,2
E01000323,13233,11445,11697,22107,29942,12345,7784,4283,5,4,4,7,10,4,3,2
E01000324,18582,14816,17191,26335,29975,14290,13091,8013,6,5,6,9,10,5,5,3
E01000325,28291,29388,27539,30351,20410,18139,20763,16144,9,10,9,10,7,6,7,5
E01000326,19956,21307,26576,27992,11965,12143,9935,11460,7,7,9,9,4,4,4,4
E01000327,26359,25435,27854,30333,18765,20842,17674,12122,9,8,9,10,6,7,6,4
E01000328,27249,25450,26505,26058,18196,23914,20350,19249,9,8,9,9,6,8,7,6
E01000329,16106,13991,15698,19285,11617,13803,21662,12042,5,5,5,6,4,5,7,4
E01000330,17554,13718,18889,19914,19191,18385,18003,7307,6,5,6,7,6,6,6,3
E01000331,10815,10496,10765,18814,5371,11081,13409,10788,4,4,4,6,2,4,5,4
E01000332,14207,16475,17160,21283,9123,24558,2806,10686,5,6,6,7,3,8,1,4
E01000333,9691,8717,9453,13469,9897,20047,6314,6526,3,3,3,5,4,7,2,3
E01000334,17077,17458,18033,21498,9168,16373,15095,12316,6,6,6,7,3,6,5,4
E01000335,8139,7561,12285,20348,6729,3454,5739,5801,3,3,4,7,3,2,2,2
E01000336,5485,5268,8951,6706,8295,11250,1387,4131,2,2,3,3,3,4,1,2
E01000337,12805,11230,14835,24062,9565,16444,5639,9382,4,4,5,8,3,6,2,3
E01000338,12008,16351,16695,19964,11863,16736,1126,6047,4,6,6,7,4,6,1,2
E01000339,20816,18134,20528,23796,11661,21125,19587,17578,7,6,7,8,4,7,7,6
E01000340,23231,24017,23249,28934,12768,11113,25548,16654,8,8,8,9,4,4,8,6
E01000341,25388,25958,24226,24424,14150,22757,22627,16563,8,8,8,8,5,8,7,6
E01000342,25414,24095,25898,30384,15100,17830,21187,15363,8,8,8,10,5,6,7,5
E01000343,26918,26549,26552,26973,17181,24919,22266,13706,9,9,9,9,6,8,7,5
E01000344,25910,25037,23862,25703,19759,26670,19801,12775,8,8,8,8,7,9,7,4
E01000345,28939,25649,26749,31172,20485,24315,26805,17520,9,8,9,10,7,8,9,6
E01000346,25945,24995,26502,28384,16081,20317,20530,14882,8,8,9,9,5,7,7,5
E01000347,22150,19063,25420,24535,17134,18323,20674,9564,7,6,8,8,6,6,7,3
E01000348,31208,31282,29415,30804,22164,22819,22514,28936,10,10,10,10,7,8,7,9
E01000349,29611,28427,29616,29123,21714,21266,26543,16625,10,9,10,9,7,7,9,6
E01000350,27640,26778,26205,29819,18537,20331,24659,15763,9,9,9,10,6,7,8,5
E01000351,27583,28337,26860,29948,15524,14146,27616,20871,9,9,9,10,5,5,9,7
E01000352,17438,14399,16176,23077,16639,22511,16701,7806,6,5,5,8,6,7,6,3
E01000353,30808,29923,28985,30546,19941,29906,22643,24060,10,10,9,10,7,10,7,8
E01000354,15503,11821,14075,21810,10577,12802,23929,15704,5,4,5,7,4,4,8,5
E01000355,22161,21792,16122,20790,18810,26004,19539,17432,7,7,5,7,6,9,7,6
E01000356,27071,27306,27545,27310,19519,24710,18462,12378,9,9,9,9,7,8,6,4
E01000357,30342,27345,31269,29391,20483,28350,24747,19514,10,9,10,10,7,9,8,7
E01000358,26028,22894,27728,28717,19100,24124,22243,10089,9,8,9,9,6,8,7,4
E01000359,29534,29352,27163,29106,21078,22433,26469,18338,10,10,9,9,7,7,9,6
E01000360,15366,16687,15984,16202,22118,13429,9447,5820,5,6,5,5,7,5,3,2
E01000361,22539,21355,25689,27257,18772,10325,14915,15383,7,7,8,9,6,4,5,5
E01000362,22526,22738,24214,26488,17922,20677,10861,11602,7,7,8,9,6,7,4,4
E01000363,26191,28942,23636,28154,22895,11094,22172,15458,9,9,8,9,8,4,7,5
E01000364,21889,19038,20333,26193,22256,8080,26963,15847,7,6,7,9,7,3,9,5
E01000365,18073,17214,23314,18298,20450,22742,7427,6618,6,6,8,6,7,8,3,3
E01000366,22842,23259,20996,21597,20536,19122,17992,12657,8,8,7,7,7,6,6,4
E01000367,5320,6792,7021,13888,3068,5745,767,13627,2,3,3,5,1,2,1,5
E01000368,7030,5897,8804,16016,5037,3790,5763,13000,3,2,3,5,2,2,2,5
E01000369,19947,18777,20707,23414,13358,23490,12868,12662,7,6,7,8,5,8,4,4
E01000370,23511,23559,21314,24266,19611,18803,18276,13638,8,8,7,8,7,6,6,5
E01000371,21773,25214,27723,27371,13285,11764,11200,11882,7,8,9,9,5,4,4,4
E01000372,8660,8531,7131,10418,6946,14345,8807,11843,3,3,3,4,3,5,3,4
E01000373,4420,1808,5852,10969,6466,3643,8208,9588,2,1,2,4,2,2,3,3
E01000374,5359,4553,7908,16754,1293,4579,12909,6250,2,2,3,6,1,2,4,2
E01000375,13106,12751,12981,19174,8016,13757,14579,9803,5,4,4,6,3,5,5,4
E01000376,18869,18647,20094,25481,15380,20006,8888,10717,6,6,7,8,5,7,3,4
E01000377,21212,20692,19292,28015,17217,21505,12451,12097,7,7,6,9,6,7,4,4
E01000378,10758,11719,14919,10876,11529,6942,8310,6797,4,4,5,4,4,3,3,3
E01000379,14408,12202,16361,20833,8816,15497,14124,10225,5,4,6,7,3,5,5,4
E01000380,10746,11373,17056,19452,5077,1281,24634,11060,4,4,6,6,2,1,8,4
E01000381,10003,10152,10566,18510,9786,2473,17730,8020,4,4,4,6,4,1,6,3
E01000382,25562,29359,25791,26551,24367,5804,23804,16573,8,10,8,9,8,2,8,6
E01000383,15045,18474,20276,20154,12407,3227,10695,12575,5,6,7,7,4,1,4,4
E01000384,22359,17150,24587,22452,24446,20511,16597,11009,7,6,8,7,8,7,6,4
E01000385,5266,3570,5599,11873,6149,4048,12637,5284,2,2,2,4,2,2,4,2
E01000386,4250,3326,4432,5202,5611,11990,9229,3704,2,2,2,2,2,4,3,2
E01000387,18937,18572,18863,24119,19169,4665,19813,19239,6,6,6,8,6,2,7,6
E01000388,25062,23176,24586,27813,19840,27357,14683,12066,8,8,8,9,7,9,5,4
E01000389,23643,22518,21158,25573,23837,16009,18992,12763,8,7,7,8,8,5,6,4
E01000390,21243,24071,23484,25323,16988,5644,21948,13186,7,8,8,8,6,2,7,5
E01000391,18451,16645,21381,24795,10273,9581,24519,13707,6,6,7,8,4,3,8,5
E01000392,11661,9610,12117,16897,10771,15821,18380,4195,4,3,4,6,4,5,6,2
E01000393,23571,24118,24936,28068,15079,19188,22098,8543,8,8,8,9,5,6,7,3
E01000394,25566,25382,25123,20944,24122,20445,19129,13073,8,8,8,7,8,7,6,5
E01000395,28097,25381,27360,28994,20287,21604,24509,16610,9,8,9,9,7,7,8,6
E01000396,25652,25682,28760,27952,13360,15635,19699,18473,8,8,9,9,5,5,7,6
E01000397,8675,8643,8463,12084,7341,14281,8125,6231,3,3,3,4,3,5,3,2
E01000398,13460,10898,12498,18963,7210,11690,21989,18196,5,4,4,6,3,4,7,6
E01000399,24543,25555,26921,27869,17433,18946,17222,9396,8,8,9,9,6,6,6,3
E01000400,18511,16637,23261,25036,11878,18856,12009,9600,6,6,8,8,4,6,4,3
E01000401,10431,8100,10531,13287,6578,17423,15714,10330,4,3,4,5,3,6,5,4
E01000402,12499,9799,13640,22674,12386,10585,9166,9258,4,4,5,7,4,4,3,3
E01000403,6460,5669,6393,14678,14090,11263,372,10992,2,2,2,5,5,4,1,4
E01000404,6917,6113,10479,16361,5257,5296,2498,9752,3,2,4,6,2,2,1,4
E01000405,9574,9845,11637,14225,9781,6684,5082,9154,3,4,4,5,4,3,2,3
E01000406,11406,11700,15406,20395,11622,4551,4776,10727,4,4,5,7,4,2,2,4
E01000407,17738,18581,13141,18606,15282,18761,15963,15960,6,6,5,6,5,6,5,5
E01000408,12957,12384,14829,13883,9214,18723,9197,10569,4,4,5,5,3,6,3,4
E01000409,26689,27380,24700,29080,11975,20533,24121,23365,9,9,8,9,4,7,8,8
E01000410,27367,24440,26889,26669,17472,24546,22743,19262,9,8,9,9,6,8,8,6
E01000411,26508,26115,27667,27609,13188,19852,20975,20705,9,9,9,9,5,7,7,7
E01000412,22460,23620,26310,23915,15042,7689,19782,18433,7,8,9,8,5,3,7,6
E01000413,22247,21669,26679,27945,10801,18312,18475,11733,7,7,9,9,4,6,6,4
E01000414,15549,15040,20150,22118,12914,24652,6996,4754,5,5,7,7,4,8,3,2
E01000415,28754,29347,27000,31057,20240,23465,20538,15743,9,10,9,10,7,8,7,5
E01000416,7577,7110,11503,12168,11551,4986,932,13934,3,3,4,4,4,2,1,5
E01000417,14905,17360,15877,17384,14943,7926,10903,9731,5,6,5,6,5,3,4,3
E01000418,11995,9453,16629,19424,11979,8357,4892,13190,4,3,6,6,4,3,2,5
E01000419,25450,26131,23839,24639,18499,16998,21809,16202,8,9,8,8,6,6,7,5
E01000420,22075,21118,22328,24588,11907,17736,18548,19274,7,7,7,8,4,6,6,6
E01000421,27449,25366,24067,28246,18796,27326,22951,17538,9,8,8,9,6,9,8,6
E01000422,4805,2494,6138,12097,10482,5849,3109,5734,2,1,2,4,4,2,1,2
E01000423,31346,30896,29379,31507,22580,25915,25630,23615,10,10,10,10,7,8,8,8
E01000424,24466,25209,27419,23825,28129,19366,17391,5365,8,8,9,8,9,6,6,2
E01000425,28292,25949,22848,23870,23999,18129,29314,27311,9,8,8,8,8,6,10,9
E01000426,21637,21815,25008,22006,24551,8536,25884,6829,7,7,8,7,8,3,8,3
E01000427,20239,17695,18999,23549,24211,12427,18918,10876,7,6,6,8,8,4,6,4
E01000428,12986,11854,15506,16617,19059,7797,13037,4762,4,4,5,6,6,3,5,2
E01000429,5694,5895,7187,13140,3044,6007,2149,14470,2,2,3,5,1,2,1,5
E01000430,16669,15027,18113,21165,9451,13411,16834,15012,6,5,6,7,3,5,6,5
E01000431,4239,3496,5374,10055,5796,3689,1790,11760,2,2,2,4,2,2,1,4
E01000432,10890,8828,12607,19498,4701,21212,5902,15779,4,3,4,7,2,7,2,5
E01000433,4123,4646,6288,15568,2876,6727,863,4655,2,2,2,5,1,3,1,2
E01000434,4650,2622,5589,9876,1492,16222,9470,11753,2,1,2,4,1,5,3,4
E01000435,8005,7916,12400,21280,7361,3475,3499,5723,3,3,4,7,3,2,2,2
E01000436,29864,29081,24196,30462,21763,25039,27763,22125,10,9,8,10,7,8,9,7
E01000437,21567,21091,21437,24482,11885,20100,14411,20074,7,7,7,8,4,7,5,7
E01000438,19057,18316,20887,24430,14205,20104,10454,11182,6,6,7,8,5,7,4,4
E01000439,8908,10947,13048,16767,7087,21407,821,4984,3,4,5,6,3,7,1,2
E01000440,28634,29697,26174,28850,15410,27135,24547,18814,9,10,9,9,5,9,8,6
E01000441,10554,7758,10273,17095,8294,19319,7450,12755,4,3,4,6,3,6,3,4
E01000442,20921,22499,22333,21687,13537,14278,18265,12998,7,7,7,7,5,5,6,5
E01000443,14232,12446,13145,14911,15027,14030,14390,12214,5,4,5,5,5,5,5,4
E01000444,29656,30190,28707,30183,28074,8731,27283,24233,10,10,9,10,9,3,9,8
E01000445,29783,30795,27489,29307,25338,18683,22962,18677,10,10,9,10,8,6,8,6
E01000446,26017,25331,26190,25623,17920,14563,26446,16380,9,8,9,8,6,5,9,6
E01000447,23058,21322,23263,21186,23434,18390,16864,12449,8,7,8,7,8,6,6,4
E01000448,31871,32230,30447,30931,27118,27943,26193,19488,10,10,10,10,9,9,9,6
E01000449,31154,31339,30765,28958,28925,27900,19155,17823,10,10,10,9,9,9,6,6
E01000450,14473,11541,13269,18332,12250,17223,19499,9900,5,4,5,6,4,6,7,4
E01000451,25644,23450,24950,30403,13230,22519,26958,14765,8,8,8,10,5,7,9,5
E01000452,28573,25925,26760,28291,16816,26709,29989,18325,9,8,9,9,6,9,10,6
E01000453,26647,27340,26388,30318,12329,27064,18717,17309,9,9,9,10,4,9,6,6
E01000454,13384,15965,12994,14163,11595,17843,10993,6324,5,5,5,5,4,6,4,2
E01000455,23502,26094,22759,30586,15322,20474,15803,9722,8,9,8,10,5,7,5,3
E01000456,27727,25598,25903,29473,16968,25246,24471,17533,9,8,8,10,6,8,8,6
E01000457,20199,21697,24535,15929,23877,18894,14932,5155,7,7,8,5,8,6,5,2
E01000458,29949,27587,28200,26925,30129,14657,29009,21865,10,9,9,9,10,5,9,7
E01000459,19689,16240,19678,21133,26911,14986,16934,9126,7,5,7,7,9,5,6,3
E01000460,31210,31882,30816,31723,27636,16065,25571,21447,10,10,10,10,9,5,8,7
E01000461,28105,27220,30216,28094,25166,7160,24877,24724,9,9,10,9,8,3,8,8
E01000462,22258,19885,24610,22494,23707,20063,22895,5628,7,7,8,7,8,7,8,2
E01000463,29733,28084,28694,30072,23448,21567,23142,19156,10,9,9,10,8,7,8,6
E01000464,6767,5877,6645,13048,4681,10691,4723,12132,3,2,3,5,2,4,2,4
E01000465,8759,6933,6920,12039,11881,13115,5901,13880,3,3,3,4,4,5,2,5
E01000466,8821,5617,8210,17887,10076,11157,5751,13899,3,2,3,6,4,4,2,5
E01000467,10394,6369,13142,15306,11823,10990,5197,17165,4,2,5,5,4,4,2,6
E01000468,13981,11342,19963,21931,20648,2021,7342,20269,5,4,7,7,7,1,3,7
E01000469,12777,12950,12312,16495,18610,6373,5734,17087,4,4,4,6,6,2,2,6
E01000470,4598,3086,5127,10937,8239,6027,2595,7482,2,1,2,4,3,2,1,3
E01000471,11775,13236,18097,20186,16628,46,16825,14176,4,5,6,7,6,1,6,5
E01000472,10429,7741,19434,17185,20516,1755,13967,3250,4,3,6,6,7,1,5,2
E01000473,11856,13170,17674,24251,13045,1943,7043,7916,4,5,6,8,5,1,3,3
E01000474,10915,9276,12819,19220,13251,1878,10122,19240,4,3,4,6,5,1,4,6
E01000475,12928,12171,19457,18375,19202,1334,13432,10337,4,4,6,6,6,1,5,4
E01000476,13385,11951,17477,25271,16336,2505,7293,16172,5,4,6,8,6,1,3,5
E01000477,9267,7470,15105,20025,19968,191,13280,7312,3,3,5,7,7,1,5,3
E01000478,11204,11514,16812,17400,16759,508,11890,13233,4,4,6,6,6,1,4,5
E01000479,16867,14198,20334,24833,29700,2854,10074,15900,6,5,7,8,10,1,4,5
E01000480,15273,13481,21267,20019,30229,3013,6159,13832,5,5,7,7,10,1,2,5
E01000481,8879,5516,12600,15516,19346,1449,11331,8785,3,2,4,5,6,1,4,3
E01000482,716,166,800,1293,18608,2441,5019,5815,1,1,1,1,6,1,2,2
E01000483,3561,1688,5761,7698,14573,1787,6873,2856,2,1,2,3,5,1,3,1
E01000484,5974,4249,6225,10520,12885,201,17155,17665,2,2,2,4,4,1,6,6
E01000485,8296,5879,11896,7532,18757,1017,14628,14565,3,2,4,3,6,1,5,5
E01000486,16648,12560,21587,22484,29258,1866,13523,20860,6,4,7,7,10,1,5,7
E01000487,11197,8099,12095,15234,26958,2657,13204,10762,4,3,4,5,9,1,5,4
E01000488,9428,8971,11709,13849,25746,3727,5166,4186,3,3,4,5,8,2,2,2
E01000489,12066,9040,18093,15870,25894,4469,7425,6640,4,3,6,5,8,2,3,3
E01000490,7984,9758,11180,10459,21715,2296,4964,2543,3,4,4,4,7,1,2,1
E01000491,9248,7544,11156,13104,29178,2036,7608,6364,3,3,4,5,9,1,3,2
E01000492,16476,15211,19639,21480,25678,3778,15482,9146,6,5,7,7,8,2,5,3
E01000493,18072,15279,24665,25597,26199,3173,16207,10380,6,5,8,8,9,1,5,4
E01000494,9840,8841,10651,13794,29859,2588,11466,4087,4,3,4,5,10,1,4,2
E01000495,4853,6370,4388,5896,27309,1083,5256,2838,2,2,2,2,9,1,2,1
E01000496,9841,5923,11778,18023,16564,1920,14041,14550,4,2,4,6,6,1,5,5
E01000497,10843,6997,11862,20187,21548,3922,11650,8816,4,3,4,7,7,2,4,3
E01000498,9687,5409,16221,20846,13870,2024,10806,9351,3,2,5,7,5,1,4,3
E01000499,7635,2917,12274,18343,15836,2182,8912,9933,3,1,4,6,5,1,3,4
E01000500,7512,3712,9556,15409,14022,2809,8643,11554,3,2,3,5,5,1,3,4
E01000501,4324,893,5236,11034,21182,2624,9900,8065,2,1,2,4,7,1,4,3
E01000502,12468,8837,16142,18823,23138,2112,12973,13130,4,3,5,6,8,1,4,5
E01000503,6738,3633,6506,9983,24758,3609,5962,11331,3,2,3,4,8,2,2,4
E01000504,7944,8852,7472,11126,23369,1826,5673,7549,3,3,3,4,8,1,2,3
E01000505,9898,8305,11005,9307,25267,2785,9481,12231,4,3,4,3,8,1,3,4
E01000506,4949,3325,7521,10839,18046,1015,8416,2059,2,2,3,4,6,1,3,1
E01000507,11003,8444,13169,18234,25214,767,11960,16926,4,3,5,6,8,1,4,6
E01000508,3470,2662,3955,9803,15133,1484,4763,2501,2,1,2,4,5,1,2,1
E01000509,8193,4676,12305,17625,17543,2345,4136,11480,3,2,4,6,6,1,2,4
E01000510,8256,5679,14478,16278,22291,2747,3034,4749,3,2,5,6,7,1,1,2
E01000511,8238,5633,14978,17450,23587,3265,3165,2875,3,2,5,6,8,2,1,1
E01000512,11019,14163,18555,13678,26423,156,8364,9111,4,5,6,5,9,1,3,3
E01000513,13473,10576,19663,21247,21308,4118,8456,8256,5,4,7,7,7,2,3,3
E01000514,14878,11411,18652,22477,23552,2691,18145,10443,5,4,6,7,8,1,6,4
E01000515,5734,2926,7127,12445,14211,3054,6829,5994,2,1,3,4,5,1,3,2
E01000516,12369,10580,13339,17457,22326,4138,13897,7558,4,4,5,6,7,2,5,3
E01000517,16563,14510,21693,25987,29051,3752,8867,9287,6,5,7,9,9,2,3,3
E01000518,9224,7115,12136,10616,16936,3739,7085,11038,3,3,4,4,6,2,3,4
E01000519,11141,7264,12678,19563,24116,4110,7059,12071,4,3,4,7,8,2,3,4
E01000520,9485,5659,10793,17927,26036,2960,12567,5577,3,2,4,6,9,1,4,2
E01000521,2042,1490,2031,8669,17027,1579,2196,2359,1,1,1,3,6,1,1,1
E01000522,6640,3025,7864,17348,14967,2116,12532,6995,3,1,3,6,5,1,4,3
E01000523,3638,2190,4989,6948,17686,3214,2680,3488,2,1,2,3,6,1,1,2
E01000524,1913,1273,2805,8508,15980,1744,1160,1844,1,1,1,3,5,1,1,1
E01000525,5191,4089,5977,10855,16901,2957,4809,2624,2,2,2,4,6,1,2,1
E01000526,1919,1028,3129,3584,15398,1068,3460,4906,1,1,1,2,5,1,2,2
E01000527,3625,1802,3098,14768,16773,3489,3491,3975,2,1,1,5,6,2,2,2
E01000528,2186,1578,2042,13261,14069,1671,2325,1990,1,1,1,5,5,1,1,1
E01000529,1540,958,1435,6392,16794,2642,3582,1337,1,1,1,2,6,1,2,1
E01000530,13264,11908,15681,21837,27407,4023,6938,7764,5,4,5,7,9,2,3,3
E01000531,7004,6125,7287,8469,19668,2944,10852,4229,3,2,3,3,7,1,4,2
E01000532,9425,9574,8139,7935,23343,3309,15215,8681,3,3,3,3,8,2,5,3
E01000533,2916,2785,3792,6079,18441,1748,2016,2082,1,1,2,2,6,1,1,1
E01000534,9365,8552,11110,17182,22987,3235,3975,6412,3,3,4,6,8,1,2,2
E01000535,7752,9195,12093,17854,25994,3330,1940,911,3,3,4,6,9,2,1,1
E01000536,19719,20127,20146,23787,29939,3764,16037,15006,7,7,7,8,10,2,5,5
E01000537,11370,7808,15748,14175,22976,1681,12810,15258,4,3,5,5,8,1,4,5
E01000538,21884,24797,25245,23174,29744,2278,14875,22560,7,8,8,8,10,1,5,7
E01000539,19755,18245,25486,22387,30351,2851,14623,16516,7,6,8,7,10,1,5,6
E01000540,20263,20117,18898,19238,30507,4009,17563,25049,7,7,6,6,10,2,6,8
E01000541,12589,10619,18970,17397,30461,2333,8674,6390,4,4,6,6,10,1,3,2
E01000542,17790,16196,19673,23863,24427,3405,15694,16168,6,5,7,8,8,2,5,5
E01000543,10051,7696,13772,16729,26322,1893,6815,7617,4,3,5,6,9,1,3,3
E01000544,2087,935,3017,7789,18217,1441,6664,895,1,1,1,3,6,1,3,1
E01000545,6168,8925,10156,9101,18795,1972,1657,1833,2,3,4,3,6,1,1,1
E01000546,8913,8590,9639,18033,18899,2229,6969,5725,3,3,3,6,6,1,3,2
E01000547,9424,8989,8980,9104,27271,3945,7126,9404,3,3,3,3,9,2,3,3
E01000548,2523,3717,4160,5164,12849,2113,1225,738,1,2,2,2,4,1,1,1
E01000549,9863,10243,10514,10473,23452,3126,7972,8000,4,4,4,4,8,1,3,3
E01000550,1096,1112,1420,2571,20124,2956,3080,274,1,1,1,1,7,1,1,1
E01000551,727,236,770,4227,16580,811,6652,2176,1,1,1,2,6,1,3,1
E01000552,1891,1039,2407,5686,14131,1924,12175,595,1,1,1,2,5,1,4,1
E01000553,5362,3659,6594,10614,15448,4400,5871,2283,2,2,3,4,5,2,2,1
E01000554,8828,7811,9072,14538,18041,3751,16306,2850,3,3,3,5,6,2,6,1
E01000555,14451,14376,15557,18170,29366,3245,10441,10401,5,5,5,6,10,1,4,4
E01000556,4218,6376,9563,6124,22943,988,929,724,2,2,3,2,8,1,1,1
E01000557,11478,13915,14958,13155,24168,2459,10599,4088,4,5,5,5,8,1,4,2
E01000558,7054,10376,6579,9727,29936,2402,1624,5096,3,4,3,3,10,1,1,2
E01000559,9495,9707,13434,11824,19738,2755,9354,3555,3,3,5,4,7,1,3,2
E01000560,12120,15193,14020,17698,25342,2804,7183,5079,4,5,5,6,8,1,3,2
E01000561,7089,5550,9255,10777,19824,2301,5405,5804,3,2,3,4,7,1,2,2
E01000562,18081,15274,23588,23151,29386,2775,12848,16213,6,5,8,8,10,1,4,5
E01000563,17229,17233,22252,24745,30808,2076,8604,14291,6,6,7,8,10,1,3,5
E01000564,11104,9201,17024,18057,25500,657,13677,7685,4,3,6,6,8,1,5,3
E01000565,8854,6258,7191,17209,24203,3572,8875,8801,3,2,3,6,8,2,3,3
E01000566,13085,13708,18534,19154,29483,565,10057,11690,5,5,6,6,10,1,4,4
E01000567,13011,11109,18542,19943,22215,1938,10369,10378,5,4,6,7,7,1,4,4
E01000568,17352,23785,28413,17143,30856,70,13066,23218,6,8,9,6,10,1,5,8
E01000569,18120,12353,25823,26891,29900,1503,16803,22252,6,4,8,9,10,1,6,7
E01000570,8981,6059,10480,14625,20598,1155,13322,12666,3,2,4,5,7,1,5,4
E01000571,13148,8906,15383,19114,27228,3962,8019,16225,5,3,5,6,9,2,3,5
E01000572,15269,9559,21256,19540,27250,1906,20430,17314,5,3,7,7,9,1,7,6
E01000573,13146,9362,16700,16161,28421,5041,7431,12149,5,3,6,5,9,2,3,4
E01000574,13835,10066,20574,21565,28878,774,14542,15232,5,4,7,7,9,1,5,5
E01000575,13071,10179,20322,20691,24999,3141,8890,6424,5,4,7,7,8,1,3,2
E01000576,16366,13641,21824,25439,30763,4345,6976,10012,6,5,7,8,10,2,3,4
E01000577,7445,3510,10624,15177,21261,326,16954,12126,3,2,4,5,7,1,6,4
E01000578,11730,11612,16383,14188,26195,3257,4815,8419,4,4,6,5,9,2,2,3
E01000579,8751,9708,10335,16418,24772,1410,5113,4577,3,3,4,6,8,1,2,2
E01000580,8068,10369,9015,10714,26223,4739,1759,4001,3,4,3,4,9,2,1,2
E01000581,12741,14158,16057,14454,27136,2683,10394,6100,4,5,5,5,9,1,4,2
E01000582,13255,12779,17298,25448,31609,2930,8857,3352,5,4,6,8,10,1,3,2
E01000583,6131,9293,6798,6865,24292,3247,4138,1082,2,3,3,3,8,1,2,1
E01000584,15200,13211,17462,21767,27695,4204,16342,6254,5,5,6,7,9,2,6,2
E01000585,10651,10680,13449,14636,14660,4332,10976,5419,4,4,5,5,5,2,4,2
E01000586,6847,8839,9805,16158,21766,2320,2607,926,3,3,4,5,7,1,1,1
E01000587,15919,11142,19934,25057,23057,2563,15440,18382,5,4,7,8,8,1,5,6
E01000588,8369,4758,8130,16746,17807,2262,13533,12480,3,2,3,6,6,1,5,4
E01000589,10678,9529,12242,21930,18809,2238,6584,10786,4,3,4,7,6,1,3,4
E01000590,16760,13837,21114,28075,22589,2688,13490,14351,6,5,7,9,7,1,5,5
E01000591,12182,8732,19327,26198,22592,2893,6765,6467,4,3,6,9,7,1,3,2
E01000592,13614,12086,13225,19832,22540,3849,12746,12485,5,4,5,7,7,2,4,4
E01000593,10991,6804,10962,19350,22514,1521,20609,16485,4,3,4,6,7,1,7,6
E01000594,12561,11062,18894,25414,24049,1663,7928,6725,4,4,6,8,8,1,3,3
E01000595,1294,476,2344,3239,14436,1254,5345,2812,1,1,1,1,5,1,2,1
E01000596,1504,352,3220,8026,11168,472,2864,6114,1,1,1,3,4,1,1,2
E01000597,2724,627,3475,16129,12598,934,7268,6125,1,1,2,5,4,1,3,2
E01000598,645,730,792,4086,10153,454,6225,810,1,1,1,2,4,1,2,1
E01000599,2415,1891,3511,7203,13340,483,8953,1182,1,1,2,3,5,1,3,1
E01000600,893,179,433,4602,17710,1844,6503,8237,1,1,1,2,6,1,3,3
E01000601,1437,174,4422,11579,8518,30,1987,11084,1,1,2,4,3,1,1,4
E01000602,1605,919,2450,6431,10248,2,4567,8740,1,1,1,2,4,1,2,3
E01000603,5658,3808,9659,14593,19758,38,8133,4935,2,2,3,5,7,1,3,2
E01000604,1583,453,2120,10722,8489,1,6939,13666,1,1,1,4,3,1,3,5
E01000605,2905,1362,3889,10505,11778,631,5825,6442,1,1,2,4,4,1,2,2
E01000606,10076,6382,15486,16342,23879,1856,8750,8678,4,2,5,6,8,1,3,3
E01000607,12228,9220,14406,20652,22971,1582,11469,16712,4,3,5,7,8,1,4,6
E01000608,10172,6857,17653,23455,23300,2873,3685,5536,4,3,6,8,8,1,2,2
E01000609,9548,7625,15312,18106,19814,1397,4496,9719,3,3,5,6,7,1,2,3
E01000610,9692,7905,13230,18370,28290,1315,8035,5026,3,3,5,6,9,1,3,2
E01000611,7302,4075,7326,11989,15642,2717,15266,10009,3,2,3,4,5,1,5,4
E01000612,12193,8682,15059,17830,17974,2183,16921,15515,4,3,5,6,6,1,6,5
E01000613,8373,8043,10678,19709,25235,88,13114,5067,3,3,4,7,8,1,5,2
E01000614,11275,12146,14614,10442,26405,2665,6033,10512,4,4,5,4,9,1,2,4
E01000615,11393,8511,18593,22688,19231,291,12681,16888,4,3,6,7,6,1,4,6
E01000616,11725,9665,16577,18288,26330,3342,5963,6858,4,3,6,6,9,2,2,3
E01000617,10314,7278,13061,19363,18453,3931,6177,9980,4,3,5,6,6,2,2,4
