ltla21_code,Score,Proportion,Extent
E06000001,33.919750121466976,0.3389830508474576,0.4703723693619409
E06000002,38.94016779766439,0.4659090909090909,0.562968162072389
E06000003,29.690360315590375,0.21739130434782608,0.3320666308436324
E06000004,22.333263692148204,0.1322314049586777,0.2409834099337241
E06000005,24.52254100150975,0.15384615384615385,0.2574835093059582
E06000006,32.60560288789964,0.26582278481012656,0.4541570666754993
E06000007,18.24770956365115,0.09448818897637795,0.16328416500606532
E06000008,35.82349305807292,0.3626373626373626,0.5185943336005214
E06000009,37.658405206484275,0.3191489361702128,0.45547121031224963
E06000010,37.096048611044424,0.437125748502994,0.5021516711728152
E06000011,14.097351269716265,0.02857142857142857,0.06922660483943475
E06000012,29.73276337282013,0.24299065420560748,0.36631368528247277
E06000013,20.742301284007247,0.0891089108910891,0.15961367419222516
E06000014,13.668413728836105,0.008333333333333333,0.07213226626961969
E06000015,26.536124028206657,0.17218543046357615,0.30986042393321506
E06000016,34.40758399346687,0.2604166666666667,0.45419297573177864
E06000017,7.493286069036897,0,0
E06000018,38.42556763665421,0.34594594594594597,0.5807069965924785
E06000019,17.581793533896075,0.008620689655172414,0.048835360387029104
E06000020,22.346814713513837,0.05555555555555555,0.2014384122234029
E06000021,36.03042335134072,0.33125,0.5096485510664391
E06000022,11.432345777426749,0,0.025935873270111626
E06000023,29.02050117434224,0.17490494296577946,0.3182537549522896
E06000024,14.235826494935969,0.05185185185185185,0.07989260274047706
E06000025,9.480307857104211,0,0.00529403648171325
E06000026,26.207153570449297,0.09937888198757763,0.2778267059479258
E06000027,26.414163471215808,0.11235955056179775,0.2283701134780769
E06000030,14.198968047297301,0.06060606060606061,0.10523131510712823
E06000031,21.40111770616788,0.09821428571428571,0.20812493077686228
E06000032,24.727901329021,0.049586776859504134,0.24216084050571995
E06000033,22.472794575169388,0.07476635514018691,0.18740723300056508
E06000034,20.149995024469053,0.05102040816326531,0.14203910046512272
E06000035,19.54723893734519,0.03048780487804878,0.10973542638340508
E06000036,8.938301004288071,0,0
E06000037,8.18692351717551,0,0.0025105442428809584
E06000038,19.706827990648907,0,0.12201759660727284
E06000039,22.4640761673749,0.0125,0.10117027636882603
E06000040,8.660581135307021,0,0
E06000041,5.4435532917102645,0,0
E06000042,14.758853869173766,0.039473684210526314,0.08917027132338863
E06000043,25.554558564962445,0.09090909090909091,0.21588312887481861
E06000044,24.415104714222633,0.104,0.19971346453864844
E06000045,24.453024025673734,0.06,0.22309539143478715
E06000046,20.809526526232936,0,0.07423460761151118
E06000047,26.79023016601134,0.13230769230769232,0.29587074971324756
E06000049,12.50345919925443,0.01282051282051282,0.056167782712247524
E06000050,17.462909607623974,0.04245283018867924,0.13270223304881446
E06000051,16.273312561169615,0.005154639175257732,0.02566069228093544
E06000052,23.991497295275995,0.024390243902439025,0.12684701808031668
E06000053,19.715682983398438,0,0
E06000054,10.336115072492625,0,0.010680342410013515
E06000055,16.788348157690443,0.02912621359223301,0.1020251864240419
E06000056,9.279956724253156,0,0.009998902384801563
E06000057,20.777014611843704,0.075,0.16101413340322554
E06000058,18.882867179875625,0.03862660944206009,0.1155660506773304
E06000059,14.131394504919424,0.00904977375565611,0.03308612007344545
E06000060,8.940411640595208,0,0.007801969882875716
E06000061,16.34088778803861,0.030927835051546393,0.09248919029361388
E06000062,15.164473446067287,0.03056768558951965,0.10243386809607963
E07000008,13.85546392951458,0,0.018831891516433552
E07000009,10.65546405897091,0,0
E07000010,20.78629509702449,0.03636363636363636,0.1059829394135358
E07000011,9.315851764861035,0,0.005984049343369771
E07000012,7.04129142416988,0,0
E07000026,21.627615514465536,0.1,0.164511029663916
E07000027,32.692148570381406,0.24,0.4008169923870415
E07000028,22.699830958551587,0.07352941176470588,0.191224437164778
E07000029,25.72280866345205,0.08163265306122448,0.236390721261015
E07000030,14.635642932316042,0,0
E07000031,11.66593691292118,0,0.0027955867004622018
