msoa11_code,Score,Proportion,Extent
E02000001,13.111166531842546,0,0.029886438086918536
E02000002,40.1457990842788,0.5,0.7161060736538168
E02000003,24.07469639162249,0,0.033752365267362784
E02000004,24.142288826277735,0,0.11667745359463585
E02000005,30.463064192990295,0,0.2859280525909994
E02000007,41.32469984772918,0.2,0.6873547505126452
E02000008,35.80418230556204,0,0.571680824521801
E02000009,31.42621623259785,0,0.3143511464395204
E02000010,33.77988695483174,0,0.46574215052878476
E02000011,23.748930807224422,0,0
E02000012,19.864790005145746,0,0
E02000013,35.479000117638755,0,0.5437672015920735
E02000014,36.91033281072244,0,0.6134847989539065
E02000015,45.238059545229746,0.5,0.906511318874282
E02000016,42.776807436141205,0.25,0.8635962600227505
E02000017,27.309397460434266,0,0.1805808691339656
E02000018,35.823383789803216,0,0.5537976494634644
E02000019,35.49254402783452,0,0.5437142857142856
E02000020,31.76768812733496,0,0.33832335329341306
E02000021,30.065554978151834,0,0.2598670898208694
E02000022,52.78651412179537,1,1
E02000023,47.36629905514601,0.75,0.921783055198973
E02000024,14.165858287943317,0,0
E02000025,20.08465844870266,0,0
E02000026,13.778482319807653,0,0
E02000027,26.249783645856148,0,0.26688210331203355
E02000028,16.65927982081451,0,0
E02000029,18.30021346313005,0,0
E02000030,17.447640155699194,0,0
E02000031,14.543873524884201,0,0
E02000032,13.213446029339211,0,0
E02000033,22.781237683741303,0,0.19034534939159636
E02000034,19.52497986049161,0,0
E02000035,19.49964750888445,0,0
E02000036,21.73374424687564,0,0.10742535005788045
E02000037,20.305452227476543,0.16666666666666666,0.17763371150729335
E02000038,20.63651853051684,0,0
E02000039,14.95285340563336,0,0
E02000040,21.643484086674395,0,0.12927155733477416
E02000041,24.327972920782322,0,0.19999710391164996
E02000042,22.312641594604415,0,0.008750802825947323
E02000043,12.259618956453401,0,0
E02000044,29.161491860218387,0,0.33082721259586895
E02000045,27.72741377640137,0,0.2928413632607632
E02000046,18.719876150719543,0,0
E02000047,33.19739762987906,0,0.4156254500648093
E02000048,15.54809731573237,0,0
E02000049,46.31581634311839,0.6,0.9593018937987374
E02000050,25.15996553121162,0,0.16069521453552843
E02000051,16.942781481619075,0,0
E02000052,21.611397727038263,0.16666666666666666,0.16265912305516267
E02000053,22.80432179129975,0,0.07236593561728272
E02000054,18.117091784698648,0,0
E02000055,21.610258757478316,0,0.08392158180321534
E02000056,12.670631601151776,0,0
E02000057,18.219638639229167,0,0
E02000058,13.460143280535897,0,0
E02000059,31.64442271400756,0.16666666666666666,0.3467757230915125
E02000060,15.519204222883944,0,0
E02000061,13.746121620150513,0,0
E02000062,35.80827264050653,0,0.5298104936422795
E02000063,22.346515740248567,0,0
E02000064,27.296472352752605,0,0.2796612764062456
E02000065,22.999237689810357,0,0.11370227843348898
E02000066,32.209998054734704,0,0.393002525379225
E02000067,26.16247268443354,0,0.1354684512428298
E02000068,29.55194472062935,0,0.2662889626980071
E02000069,20.053249888059472,0,0
E02000070,12.850077365690094,0,0
E02000071,16.78252056655666,0,0
E02000072,33.203017962870646,0,0.47367568259021847
E02000073,8.37767863881448,0,0
E02000074,28.894233310448637,0,0.18870936922782952
E02000075,9.255133802688295,0,0
E02000077,13.831107331194067,0,0
E02000078,10.179395794680739,0,0
E02000079,13.779957254022301,0,0
E02000080,13.46825432342452,0,0.0401280227596017
E02000081,15.471577178744356,0,0
E02000082,10.034166425786106,0,0
E02000083,19.406855243479345,0,0.08638239221997739
E02000084,9.193106038549429,0,0
E02000085,10.748271463978542,0,0
E02000086,6.955233276186891,0,0
E02000087,7.633787129504354,0,0
E02000088,8.782967990094965,0,0
E02000089,6.915045505279209,0,0
E02000090,11.622623647630505,0,0
E02000091,12.076965112229345,0,0
E02000092,27.370241654150103,0,0.23427356617844303
E02000093,20.138784023736996,0,0
E02000094,22.7338940947317,0,0
E02000095,21.563802620581594,0,0.04249633644661805
E02000096,14.571767269683386,0,0
E02000097,20.935834037809443,0,0
E02000098,22.9704604899197,0,0.14204129727303327
E02000099,23.701421704548245,0,0.17238800655223985
E02000100,13.403874749877954,0,0
E02000101,34.99844905392902,0.2,0.44376672181034654
E02000102,29.494540609397422,0,0.2415532842193756
E02000103,28.84552235264739,0,0.22438830501125306
E02000104,22.577151480311166,0,0
E02000105,27.978751556460196,0,0.13333699593451268
E02000106,30.624867436030637,0,0.2676925414759725
E02000107,27.40717432843677,0,0.1837883521589361
E02000108,26.797743177776095,0,0.10568021319120582
E02000109,22.759818376884922,0,0.03192328219961089
E02000110,24.903512511065756,0,0.04859831160261221
E02000111,28.582602742652753,0,0.1912512049354154
E02000112,28.645726447753685,0,0.16322812078880933
E02000113,44.34763864290209,0.3333333333333333,0.8735429116567067
E02000114,30.36264213050456,0,0.2659767477104938
E02000115,26.415499846015685,0,0.10263881423905404
E02000116,43.5947040888299,0.25,0.7747403490787451
E02000117,44.28079893546269,0.3333333333333333,0.8059223230490018
E02000118,28.583869358965458,0,0.19198655904160122
E02000119,54.72914939586419,1,1
E02000120,30.778754669227627,0,0.28451901734321505
E02000121,25.115466713375515,0,0.029429824561403486
E02000122,20.558605562407394,0,0
E02000123,43.6764089044206,0.42857142857142855,0.7807270878213609
E02000124,26.518947229445356,0,0.14443718531681735
E02000125,24.044072425717214,0,0.09060828300258843
E02000126,50.52116345489263,1,1
E02000127,28.176946389762033,0,0.21888141909790088
E02000128,12.45445892132927,0,0
E02000130,19.4573328082414,0,0
E02000131,29.70645411442084,0,0.26395499199042705
E02000132,16.448601344321567,0,0
E02000133,7.325177917001584,0,0
E02000134,16.876334009639923,0,0.015496300432779558
E02000135,39.2823955115922,0.16666666666666666,0.70814651307167
E02000136,19.15554390489497,0,0
E02000137,10.72423463899754,0,0
E02000138,6.213314859318481,0,0
E02000139,13.924411938802615,0,0
E02000140,33.2924232282704,0,0.5198659243992095
E02000141,18.581727441701126,0,0
E02000142,8.361092802336326,0,0
E02000144,10.266557922620535,0,0
E02000145,34.090610737346736,0,0.4901381290741788
E02000146,11.044584675408228,0,0
E02000147,3.8347202640258238,0,0
E02000148,6.099213409636175,0,0
E02000149,21.54509059735105,0,0.009391697492807221
E02000150,10.278325038739958,0,0
E02000151,5.136950151589236,0,0
E02000152,23.951843984494182,0,0.19672761449077236
E02000153,6.127843975973186,0,0
E02000154,13.018438967262826,0,0
E02000155,14.606271437601219,0,0
E02000156,7.242666336854622,0,0
E02000157,4.293876820944713,0,0
E02000158,18.674258835516966,0,0.18353020334928227
E02000159,7.511814076294483,0,0
E02000160,7.959858273985846,0,0
E02000161,4.605888631656934,0,0
E02000162,12.201901477691523,0,0.011699164345403884
E02000163,7.1281564123578205,0,0
E02000165,8.446534541042775,0,0
