lsoa_code,Education_decile,Children_and_young_people_decile,Adult_skills_decile,Housing_and_Access_decile,Geographical_barriers_decile,Wider_barriers_decile,Environment_decile,Indoors_decile,Outdoors_decile,Education_rank,Children_and_young_people_rank,Adult_skills_rank,Housing_and_Access_rank,Geographical_barriers_rank,Wider_barriers_rank,Environment_rank,Indoors_rank,Outdoors_rank
E01031105,4,6,3,9,7,6,3,2,5,12272,16547,8826,28313,22542,19224,7251,5383,14479
E01031106,4,5,4,7,4,7,4,7,1,13005,13836,11824,20873,11591,21243,10205,21636,1642
E01031107,3,4,3,5,2,8,3,2,6,9559,10052,9144,14935,6085,25854,7467,4910,18209
E01031108,5,6,4,5,3,7,8,8,5,14381,16591,12006,14360,6774,22314,25240,26226,15858
E01031109,2,3,2,6,7,4,8,8,6,6114,6599,5721,19278,21895,10034,24032,23044,17638
E01031110,8,9,7,9,6,7,9,8,8,25654,26723,22843,26587,17484,21388,27451,24659,23623
E01031111,10,10,9,8,3,10,10,10,6,30197,31491,27176,23322,9682,29872,29830,31946,19115
E01031112,8,9,7,8,5,7,6,5,8,25226,27995,21085,24035,13795,22307,18838,13777,23866
E01031113,8,8,8,7,4,8,4,3,6,25403,25273,23669,22854,11994,23533,12915,9777,16479
E01031114,5,6,4,4,4,4,8,8,7,15621,18008,12947,12702,10173,13135,25774,24155,19989
E01031115,2,4,2,7,9,3,3,2,5,6546,10774,3996,21922,27920,9447,7302,5654,13394
E01031116,1,1,1,4,7,2,7,7,5,1520,1813,1820,12053,20608,6056,22072,21427,15888
E01031117,2,2,1,5,5,4,6,5,6,3791,4859,3133,14252,13296,11418,17545,14301,17935
E01031118,1,2,1,4,4,4,5,4,4,2750,4262,1945,12888,12941,10504,13777,12412,12053
E01031119,3,5,2,7,10,3,3,2,5,7729,15987,3661,20392,32349,7249,7494,5788,13416
E01031120,8,8,7,5,2,8,9,10,6,24043,25797,20784,14478,6406,23756,28806,30265,18644
E01031121,9,9,8,6,2,10,10,10,7,28211,29185,25377,16638,5928,30130,30430,31345,21633
E01031122,8,9,7,9,6,8,9,8,7,25193,28319,20783,28361,16990,25624,26337,23391,22829
E01031123,9,10,9,5,2,10,10,10,8,29469,29734,27282,14956,5141,30360,31502,32093,24162
E01031124,9,10,8,10,7,9,9,8,7,28445,31592,23822,31496,21515,29315,26774,24025,22880
E01031125,4,3,6,7,4,7,8,7,7,11813,7407,18439,22396,12393,22061,23678,21170,19986
E01031127,3,2,4,8,6,5,6,5,7,7449,5050,11067,23252,19547,14819,19599,15718,20745
E01031129,8,7,8,5,3,8,8,7,7,24712,21976,25761,16111,7222,23975,24461,22023,20444
E01031130,3,2,5,8,7,5,4,3,5,9290,5992,14346,23030,21416,13332,12412,9415,16157
E01031131,5,5,5,7,9,3,3,2,5,15193,15080,14594,21977,27215,9734,8877,6309,16012
E01031132,6,6,6,8,10,3,2,2,4,19528,18307,19564,23124,30337,9393,6096,4823,12937
E01031133,5,5,4,8,9,4,4,3,6,13693,15728,11462,25034,27187,12165,12256,8989,17146
E01031134,10,9,9,8,4,8,8,8,5,29564,29188,28002,23953,12235,24935,24661,25240,15942
E01031135,9,10,8,8,4,8,9,9,7,28780,30840,25050,23156,12408,23160,28810,27906,21976
E01031136,8,9,7,9,7,6,5,4,7,25751,27028,22733,26839,20346,18769,15521,11248,20281
E01031137,6,6,5,8,7,5,6,5,5,16932,16913,16072,24456,19815,16032,16515,13742,16224
E01031138,8,8,7,5,3,7,9,10,6,23265,23379,21509,15972,7852,21915,28868,31897,16892
E01031139,9,9,9,9,6,8,9,10,4,29043,28885,27259,28364,18629,23398,26737,32701,12208
E01031140,3,2,5,8,6,7,8,8,5,9356,6278,13903,25848,17704,19927,23108,23061,15669
E01031141,4,3,5,6,4,5,7,8,3,10697,7733,14661,17813,12372,16081,20960,25992,9138
E01031142,1,1,2,4,7,2,8,8,6,1783,1055,3770,12890,22071,6068,25028,25132,16855
E01031143,10,10,9,3,2,8,9,9,7,29644,30257,27184,9459,3631,26097,29474,28700,22595
E01031144,10,10,9,7,7,4,2,2,3,30239,30107,28526,20341,22779,10372,5814,5627,8766
E01031145,7,6,8,4,6,2,7,7,5,20637,17150,23185,10108,17481,5972,21477,21777,14141
E01031146,3,2,5,9,8,5,8,7,7,9123,5879,14109,26726,24636,15344,23186,19818,21472
E01031147,10,10,9,3,1,9,6,6,5,31083,31674,29017,8986,3208,27902,19621,19690,13240
E01031148,9,9,8,9,9,5,8,7,7,27358,27216,25615,29167,28906,16250,23900,20428,22107
E01031149,10,10,9,1,1,8,4,4,5,30528,30632,28755,2008,879,24245,12542,10429,13526
E01031150,9,10,7,10,9,8,7,6,6,27093,30152,22620,32105,27541,25669,20909,18581,17911
E01031151,8,8,8,10,6,8,6,6,4,25602,25284,24032,29895,19425,26052,18148,18655,11645
E01031152,8,9,6,8,5,8,4,3,3,23024,27142,18174,25454,14794,23134,9991,9463,9418
E01031153,4,3,5,9,8,5,6,6,6,12494,9592,15779,26473,23739,15596,19639,17007,17810
E01031154,8,7,9,7,3,8,5,4,6,25571,22477,26974,20410,9431,25126,15298,11657,18163
E01031155,10,10,9,8,3,9,6,5,6,30414,31619,27617,23000,9818,28863,18462,15469,17758
E01031156,8,7,8,5,2,8,4,3,7,23681,21843,23817,13476,5545,25205,11630,7770,19957
E01031157,9,8,9,8,7,5,8,7,7,26314,23562,27296,24655,20029,16111,23685,21291,19768
E01031158,8,9,6,8,5,7,7,6,7,24534,28677,19469,26250,15875,22930,21934,18563,20770
E01031159,6,5,7,1,1,8,4,4,3,18969,16346,20744,1291,556,24763,12288,13006,8255
E01031160,8,7,8,1,1,6,4,3,5,24724,22819,24838,490,387,19291,11881,9104,15436
E01031161,6,7,6,7,4,7,8,7,8,19419,20830,17011,20107,11358,20526,25808,22124,23923
E01031162,7,7,6,5,3,6,8,8,7,20605,20987,18903,13864,8881,16543,25636,23387,21010
E01031163,5,5,4,5,5,4,8,8,6,14252,15676,12503,15604,14755,11405,25482,24116,19381
E01031164,6,4,7,2,1,7,4,3,6,16446,11892,21618,5110,2504,21078,10912,7745,17093
E01031165,3,2,4,1,1,4,6,4,7,6888,3842,12323,1269,1621,11560,16511,11883,21629
E01031166,10,10,9,1,1,9,4,4,5,30868,30586,29508,315,66,28429,12753,10729,13302
E01031167,5,4,7,10,8,7,4,4,4,15329,10748,20804,30238,25424,20722,12443,10578,12910
E01031168,2,1,5,5,5,4,7,6,6,5921,2319,14428,15041,13849,11651,19743,16614,18900
E01031169,4,3,5,6,7,4,2,2,4,11122,8673,14114,19365,20706,10686,4838,4231,10897
E01031170,4,4,4,8,9,4,3,3,4,11194,12384,10033,22995,27714,10231,9246,7390,12833
E01031171,4,4,5,5,4,5,5,4,5,12663,11779,13172,16263,11201,15838,13463,11332,13676
E01031172,2,2,2,5,4,4,8,8,5,4871,3817,6322,13498,12360,11566,24510,25241,15607
E01031173,3,3,3,5,7,3,5,5,4,7344,7483,7300,13604,20639,6918,15212,14694,11292
E01031174,3,3,3,6,10,2,3,2,4,9091,8473,9801,17911,30052,6561,7360,6428,10588
E01031175,10,10,9,4,2,7,9,10,6,30519,31846,27639,12549,5735,22645,28476,30199,17917
E01031176,2,1,3,5,4,5,7,8,5,4592,2992,7126,16380,12744,14035,22653,23695,14025
E01031177,2,1,3,4,3,5,8,9,4,3957,1691,9166,11033,8737,13218,24612,28887,12040
E01031178,6,6,5,5,3,6,6,5,6,17900,19244,15800,16090,9631,18106,16549,13158,17794
E01031179,8,9,7,7,4,8,5,4,8,25534,26403,22906,19984,9905,23264,16415,11197,23903
E01031180,6,6,6,8,6,6,7,5,7,19685,19646,18526,24851,16662,19640,20555,16396,21861
E01031181,7,6,8,5,2,8,7,5,8,21875,19000,23552,15231,6204,25928,20916,16120,23800
E01031182,8,7,9,2,1,7,3,4,2,24877,21573,26580,3949,1951,21218,8601,10321,5653
E01031183,9,9,8,6,4,6,6,4,9,26624,28396,23218,18935,12891,16720,17333,10989,28972
E01031184,9,9,9,3,2,8,6,4,7,28644,27112,28202,8230,3503,23723,16453,11947,21195
E01031185,2,2,2,6,6,4,9,7,8,5137,5557,4835,19051,19116,11352,26284,22798,23918
E01031186,3,4,3,7,7,4,7,6,6,9826,9944,9781,20458,20978,11382,20440,17574,18712
E01031187,10,10,9,1,1,8,2,1,6,30123,29838,28542,2121,881,25046,4122,2683,19008
E01031188,9,8,9,1,1,7,3,2,5,27357,24717,28199,1754,897,22002,8328,6410,13610
E01031189,6,7,5,3,2,6,2,2,2,19243,22403,15548,8768,5017,18025,4349,5525,5399
E01031190,3,3,3,3,2,5,6,4,9,8852,9314,8445,8554,5562,15960,17915,11908,27413
E01031191,9,10,8,3,1,9,6,4,9,28794,30709,25184,8423,3014,27707,19227,13128,27994
E01031192,8,9,7,6,3,7,4,3,6,25937,29203,21331,18540,9552,21853,10213,6712,19362
E01031193,9,8,8,1,1,7,1,1,7,26447,25781,25198,1280,703,21408,2130,1300,21020
E01031194,9,9,9,1,1,7,1,1,5,27974,26407,27582,748,399,22392,1543,1180,15201
E01031195,9,9,9,2,1,9,5,3,8,28638,26516,28819,3324,1232,26941,14274,9053,24757
E01031196,10,10,9,1,1,8,3,2,7,29751,29955,27674,2703,1098,25295,8470,5134,21607
E01031197,10,9,9,1,1,6,4,3,6,29631,28476,28858,1181,792,18763,10555,7594,16516
E01031198,8,7,9,3,2,7,1,1,6,24408,20687,26720,8968,4097,22297,2560,1717,18197
E01031199,6,5,6,2,2,6,3,3,3,17719,16200,18351,5821,3381,17966,7741,8556,6631
E01031200,7,6,7,10,8,8,6,4,8,21254,18480,22835,31371,26239,23573,16623,11445,23790
E01031201,10,10,10,10,8,9,8,8,7,31642,32325,29668,31856,24515,27330,26042,24706,19796
E01031202,9,8,9,9,5,9,6,5,8,27837,25213,28618,28292,16289,26529,19421,14668,23115
E01031203,5,5,5,4,3,5,5,4,6,14306,14060,14052,11956,9502,13188,16090,12720,17600
E01031204,7,9,5,3,2,7,2,2,5,21911,28203,15897,7131,3500,20756,6057,4355,15465
E01031205,10,10,9,4,2,8,1,1,4,29980,29566,28506,11143,4764,23887,2619,2209,12315
E01031206,7,7,7,4,3,5,4,2,9,22871,22455,21720,12015,8766,14349,10261,5737,26381
E01031207,7,7,7,3,2,5,3,2,10,20711,19813,20216,8248,6050,14256,9222,4691,30381
E01031208,9,10,8,2,1,7,3,2,9,29522,31439,25905,5566,2928,19759,8604,4606,27302
E01031209,9,10,8,1,1,7,1,1,8,29079,31147,25332,138,88,22275,2458,1358,24803
E01031210,10,10,10,2,1,8,5,4,6,31546,31680,30021,4312,1769,24593,14769,10680,19671
E01031211,7,8,6,5,3,5,5,4,6,20803,23349,17297,13191,9155,15186,14329,11008,17061
E01031212,7,6,8,8,5,7,2,1,8,22131,18477,24718,23519,14974,19751,4361,2374,26016
E01031213,8,7,8,2,1,9,3,2,5,24006,21593,24751,4316,1578,26998,7523,5493,14936
E01031214,9,9,8,6,3,8,10,10,9,27497,26815,26251,19022,8635,24924,32074,31140,28410
E01031215,6,5,6,9,9,5,5,3,9,17866,16201,18690,27591,27440,14778,14613,9024,26504
E01031216,5,7,4,7,6,5,10,9,9,15362,22095,10164,21432,16589,15488,29590,26477,27014
E01031217,8,7,9,1,1,7,6,4,8,25737,22227,27611,2922,1370,22700,17516,12204,24445
E01031218,10,10,10,1,1,7,5,4,6,30914,30415,29799,2170,1042,22661,13573,10093,17494
E01031219,8,8,8,6,5,5,9,8,7,26119,25057,25241,19297,13703,16121,26362,24694,20555
E01031220,7,7,6,9,7,7,9,8,8,20340,21606,17911,27976,20675,20295,26987,23739,24050
E01031221,5,6,4,6,5,5,5,4,7,13468,16814,10371,19510,16036,13987,15413,10749,21733
E01031222,9,10,7,9,8,6,4,3,9,26611,29565,22275,27841,24523,16902,11677,6720,26644
E01031223,7,7,6,9,9,5,6,4,8,20621,21212,18734,29000,28637,16138,17263,11894,24536
E01031224,9,9,9,3,2,7,2,2,3,28516,27136,27882,9558,4646,20966,3605,3418,9666
E01031225,10,10,10,7,4,7,7,7,6,31426,31340,30107,21346,12367,20621,22420,20190,18758
E01031227,9,8,9,6,3,8,7,6,9,28173,25342,29145,16649,7853,23049,22594,17051,26884
E01031228,10,10,9,7,4,7,8,8,6,30003,30112,28046,20569,10934,22005,24785,23787,18253
E01031229,8,7,8,7,8,3,1,1,6,23758,20824,25163,19811,24268,9369,2942,1911,18996
E01031230,6,5,7,3,2,5,5,4,6,18532,15982,20307,8544,6079,14642,14880,10883,19351
E01031231,3,3,4,5,6,3,7,6,7,9538,7096,12850,15998,18795,9210,20979,16746,22271
E01031232,9,9,9,5,3,5,8,7,6,29455,28655,28283,14020,9820,15170,23802,21957,18882
E01031233,8,8,7,5,3,5,6,5,8,23698,23844,21853,13218,9210,15121,18430,13475,23230
E01031234,9,8,9,8,10,3,2,1,6,28635,26175,29186,23537,31595,9288,3792,2510,18567
E01031235,9,9,8,8,6,6,8,7,8,26723,26933,24664,23510,16576,17832,24171,20067,23719
E01031236,7,7,6,8,6,6,9,9,7,20638,20747,19175,23912,18439,16533,28817,27520,22618
E01031237,7,6,7,9,5,7,7,6,7,21200,19251,21800,26386,16350,22494,22021,18793,20530
E01031238,3,4,3,6,6,4,7,7,7,9316,10861,8020,18812,19321,11051,22963,20092,20291
E01031239,6,5,7,9,7,6,5,4,7,17661,14382,20528,27034,19946,19411,15464,11172,20340
E01031240,6,7,5,9,8,5,7,6,7,17337,20344,14007,28111,25984,16373,22834,19377,21517
E01031241,7,7,7,7,4,7,6,5,6,22062,22818,19903,20875,11040,22286,16521,13184,17625
E01031242,2,2,4,8,5,6,5,4,7,6153,3318,11265,23020,15587,18330,15161,10759,20801
E01031243,9,9,8,2,1,9,7,6,6,26874,26922,24940,4399,1625,26759,21007,19422,16620
E01031244,8,7,8,1,1,8,2,2,3,23742,22528,23226,1722,693,25767,4311,4558,7753
E01031245,9,8,8,2,1,8,5,3,8,26276,25205,25437,3595,1516,24275,13196,7981,25796
E01031246,10,10,9,2,1,9,3,2,7,30971,31369,29010,3789,1424,26498,8337,5008,21832
E01031247,10,10,9,1,1,7,2,2,6,29962,30008,28045,2637,1272,22319,6118,4251,16495
E01031248,9,10,8,2,1,8,2,1,8,28996,31653,24786,5513,2418,23167,5348,2936,25334
E01031249,3,2,5,3,2,4,9,8,7,7741,4142,14303,7139,5979,12568,27406,25829,21402
E01031250,9,9,9,2,1,6,7,6,8,27602,26390,26876,6074,3180,19706,21264,16605,23606
E01031251,8,7,10,2,1,9,10,10,8,26269,21493,29805,3967,1475,26688,31257,32138,23251
E01031252,9,9,9,1,1,7,4,3,7,28814,26862,28836,2018,1162,19916,12598,8143,22202
E01031253,8,8,7,8,7,5,8,7,8,23354,24462,20717,24985,21013,15736,25069,20889,24556
E01031254,10,10,10,2,1,10,6,5,6,31630,30511,31372,5217,1647,30417,17767,14295,18608
E01031255,10,10,10,7,3,8,8,7,7,31928,30911,31737,21075,9694,25675,24759,21620,22032
E01031256,10,10,10,7,5,6,6,6,5,31993,30806,31995,19836,13553,16908,18829,16935,15810
E01031257,6,4,8,7,8,4,5,3,7,16876,10294,26085,22984,25619,11081,13364,8838,21885
E01031258,10,10,10,8,8,4,6,4,8,31389,31137,30206,23826,25038,12059,16802,11681,23557
E01031259,10,10,9,7,3,9,9,8,8,30332,31256,27732,21689,9840,26403,26972,23526,24433
E01031260,6,7,5,8,6,6,3,4,2,18556,20885,15576,23515,18011,16423,9472,12920,4373
E01031261,2,1,2,6,10,3,6,6,6,4120,2814,6270,18896,30125,7029,19141,16853,16857
E01031262,5,4,5,5,6,3,8,7,9,13698,12519,14429,14274,19345,7805,25659,20907,26346
E01031263,4,4,4,6,10,3,2,2,3,11570,12397,10667,17918,29976,6582,4340,4404,8382
E01031264,2,2,3,4,6,3,6,5,6,6177,5824,6623,12416,17113,7591,19089,15779,19090
E01031265,2,1,3,5,8,2,3,3,3,4638,3048,7136,14117,24823,5943,9638,9840,7999
E01031266,6,5,6,6,10,2,4,4,4,17136,15224,18293,17705,31874,6065,12051,10742,11564
E01031267,10,10,10,4,2,10,6,4,7,31545,31321,30363,10737,3552,30095,16552,11683,22523
E01031268,10,9,10,1,1,7,10,9,10,30037,27984,30265,2699,1406,20951,31045,27856,29982
E01031269,10,10,10,3,2,7,5,5,5,31230,29900,31103,7841,4052,19817,15808,14180,13486
E01031271,8,7,10,7,10,3,4,3,5,25360,19990,29827,20661,29849,8040,12675,9805,15672
E01031272,10,9,10,8,10,4,2,2,6,30186,27658,30923,24081,31073,9864,5971,4125,16665
E01031273,1,1,2,3,4,3,8,7,7,1715,1013,3659,7355,11374,6826,25222,21824,22895
E01031274,4,3,5,6,6,4,7,7,6,10673,8231,13741,16986,18805,9937,22508,20794,17915
E01031275,9,9,8,6,3,7,9,8,8,27763,27464,26130,18181,9449,21538,27508,24401,24296
E01031276,2,2,3,4,4,4,7,6,7,5821,4532,7557,11280,10286,11479,21238,17969,20087
E01031277,9,9,9,10,9,7,7,6,7,28285,27071,27509,30353,26997,19784,21491,17321,22427
E01031278,10,9,9,3,2,9,7,7,5,30117,29181,29178,8757,3288,26577,21879,20846,16337
E01031279,5,4,7,9,7,7,9,8,9,16177,11699,21260,28673,22607,19867,27776,23341,27453
E01031280,10,9,10,1,1,9,7,5,9,30395,28787,30264,1391,463,28594,21736,15762,27916
E01031281,9,9,9,2,1,8,3,2,6,28672,27057,28321,4594,1833,25131,6768,4630,16986
E01031282,9,10,8,2,1,6,1,1,4,28062,29775,24618,3422,1937,19168,167,257,11716
E01031283,10,10,9,1,1,8,1,1,7,29817,29591,28159,1693,705,25192,1853,1118,21095
E01031284,10,10,10,2,1,10,3,4,3,32325,32205,31441,3575,1111,30669,9699,10241,7488
E01031285,10,10,10,3,3,4,4,3,4,32502,32426,31776,8980,7628,12355,9854,8839,10439
E01031286,10,9,9,4,3,5,9,9,7,30304,29499,29316,11993,9516,13212,29203,29396,20816
E01031287,10,10,10,9,6,7,7,6,8,31926,31524,31119,27560,18536,21851,22142,16976,25562
E01031288,10,10,10,5,3,5,9,8,7,32539,32791,31552,13968,9520,15576,26279,24305,21038
E01031289,8,7,9,10,9,7,4,3,8,26002,22255,28136,31165,26581,22535,11347,6635,25399
E01031290,9,8,10,6,6,4,3,2,8,29317,25438,31566,16479,17331,10390,6998,4008,23514
E01031291,9,8,9,6,9,3,2,2,2,28448,26217,28717,16564,26737,6687,5593,6468,6220
E01031292,10,9,10,5,3,7,8,7,8,30742,29170,30637,14028,7117,20770,25587,21563,24557
E01031293,8,6,10,3,3,4,4,4,4,24772,18908,30114,7786,8083,10177,12983,12650,10008
E01031294,10,10,10,7,8,4,6,5,8,32541,32336,31998,20918,24848,9913,18796,13887,23330
E01031295,10,10,10,4,2,8,9,10,6,31981,31374,31380,11853,5101,23827,28755,29693,19252
E01031296,10,10,10,3,2,5,8,7,8,31583,30949,30826,6747,4847,14606,25853,21857,24683
E01031297,8,7,9,3,2,5,6,5,8,25422,21560,27801,7246,5578,13639,19702,14490,24684
E01031298,10,10,10,8,4,7,9,9,8,31119,30804,29927,23591,12957,22895,28976,27287,23478
E01031299,10,10,10,5,2,10,9,10,6,32288,31379,32161,14761,5084,30220,28345,29969,17859
E01031300,10,10,10,4,2,9,7,7,5,31665,30059,31956,10133,3509,28754,21882,21631,15171
E01031301,10,10,9,2,1,8,3,3,3,31435,32342,29185,3644,1450,25322,9762,9804,8302
E01031302,9,9,8,10,10,6,8,7,7,26371,28067,23002,29890,29732,16995,24642,21102,22783
E01031303,7,6,8,8,9,4,6,5,7,21739,19136,23103,25113,27510,12092,18521,14349,20815
E01031304,9,8,9,10,9,7,8,7,8,26359,23452,27508,30971,26425,22007,25121,20864,24788
E01031305,10,10,10,9,5,9,8,8,7,32695,32700,32163,27360,13701,29030,25990,24382,20207
E01031306,8,7,8,9,8,6,5,4,7,25075,22472,25949,28956,24809,18561,16108,11765,20589
E01031307,10,10,10,8,6,6,6,5,7,31728,31713,30470,23529,17261,17150,19132,14504,22693
E01031308,7,5,10,1,1,4,3,2,9,21538,14355,30117,281,875,10224,9297,4929,28196
E01031309,4,3,6,8,9,4,5,4,6,11210,7170,17271,24054,26881,11422,14946,10969,19291
E01031310,7,8,6,9,9,6,7,6,7,22148,23786,19229,28893,27024,16931,21440,17882,20890
E01031311,6,6,5,9,10,4,7,5,8,17553,17951,16289,27208,30256,12941,20329,15386,24002
E01031312,4,5,4,8,9,4,7,6,7,12718,15128,10324,25044,26758,12372,22513,18701,22162
E01031313,8,9,8,7,4,8,9,8,7,26148,27106,23406,22560,11524,23962,26715,24280,22236
E01031314,7,6,7,9,7,7,6,5,7,20317,17239,22407,29109,21919,21330,17855,13930,19910
E01031315,9,7,9,3,2,5,10,10,10,26882,22916,29321,7703,5076,15784,32521,31500,30555
E01031316,9,8,9,3,3,4,5,5,4,28345,26064,28710,8527,7399,12080,15677,16071,10203
E01031317,10,10,10,6,4,6,7,7,4,31696,30776,31295,17322,11279,16996,20616,21403,12919
E01031318,10,10,10,6,3,9,9,8,7,31395,30564,30795,18102,7476,26845,27692,25837,22188
E01031319,8,7,9,5,5,4,3,2,6,25482,21550,27936,15649,13294,12715,7510,5079,17272
E01031320,9,8,9,2,2,5,8,9,4,26607,24389,27009,5358,4338,13292,24395,28306,12211
E01031321,2,2,3,6,7,3,8,6,8,6014,4779,7624,18486,21338,9746,23413,19175,23561
E01031322,6,5,7,3,2,4,6,4,9,17521,13754,21147,7178,6040,12509,18544,12338,28133
E01031323,9,9,9,7,7,4,8,6,8,29288,28065,28551,19886,20335,11292,24082,19051,25992
E01031324,9,7,9,6,9,3,5,3,9,26629,22940,28744,19631,26526,8444,13921,8354,27059
E01031325,3,2,5,5,5,4,4,3,7,9733,5853,16118,15729,15843,10736,12837,8654,20638
E01031327,4,4,4,6,7,3,9,8,8,10526,9918,11134,17785,20217,9785,27648,23899,25795
E01031328,7,7,7,7,5,6,9,7,10,22491,20920,22503,20939,13198,18774,26668,20883,29840
E01031329,8,7,9,7,5,6,9,8,8,24960,21619,26668,20296,14352,16489,28477,25165,25853
E01031330,5,5,5,10,9,6,7,5,8,16372,16156,15834,30035,28374,18116,19967,14935,24132
E01031331,7,7,6,9,7,7,9,8,7,20975,22631,18159,27377,20189,19785,27667,26249,21416
E01031332,4,6,2,6,9,3,8,7,8,10857,19064,6058,19103,28274,7618,26201,22109,25197
E01031333,5,8,3,7,8,3,5,3,8,15267,24813,8899,19729,25725,8776,14208,9023,24630
E01031334,5,7,4,9,9,5,10,9,8,15548,20168,11427,27105,29497,13144,30599,29248,25452
E01031335,10,10,10,7,10,3,3,2,6,31669,31908,30112,22706,30348,9136,9279,6456,16834
E01031336,9,9,9,6,10,2,2,2,4,29150,28498,27843,17426,31774,5949,5804,4900,11419
E01031337,10,10,10,8,9,4,4,3,7,31788,31666,30647,24014,28633,10675,11130,6879,22611
E01031338,8,8,8,10,9,7,7,7,5,25290,24578,24157,30979,26872,21667,22050,22717,14089
E01031339,9,9,9,5,2,7,7,7,5,28679,28602,26798,14194,6552,22746,21417,22216,13455
E01031340,7,7,7,8,4,9,6,8,2,21729,22376,19739,25981,12952,27427,18186,25177,6303
E01031341,1,1,2,6,7,3,4,3,4,1727,454,6312,17302,20151,9464,10058,8615,11531
E01031342,3,4,2,4,3,5,5,5,3,7384,10880,5049,12883,9736,13944,15023,15906,9294
E01031343,3,2,4,10,8,7,5,4,5,7258,4941,10730,30290,23363,22683,13748,11789,13298
E01031344,2,3,2,3,3,4,5,5,3,6090,7225,5190,9534,7993,12427,14131,15244,8554
E01031345,3,2,4,3,1,8,6,5,6,8482,5990,12074,7497,2915,25686,17796,14636,17847
E01031346,4,3,5,9,6,8,6,6,4,9948,7458,13295,27080,16696,23242,16819,17448,10606
E01031347,3,2,3,7,8,4,4,4,3,7013,5540,8969,21226,23729,10626,9992,10273,7984
E01031348,3,3,3,5,6,3,4,4,4,6858,6675,7182,14674,17707,8829,12863,10972,13010
E01031349,5,7,4,9,7,7,6,5,4,16327,20499,12380,27357,19937,20005,16606,16218,11851
E01031350,3,3,2,5,5,4,4,4,3,7074,9679,5227,14507,14375,10759,11793,12071,8632
E01031351,4,4,4,9,6,7,6,6,5,10364,10591,10129,27442,18456,21766,19181,17296,16090
E01031352,4,5,4,7,5,6,6,6,3,12480,15155,9977,21604,13281,19568,16535,17641,9832
E01031353,6,5,7,3,1,8,7,8,3,17050,13460,20459,6694,2563,25930,20072,23793,9622
E01031354,5,4,6,6,3,8,6,7,4,14204,11218,17342,18820,8484,25019,18431,20138,10385
E01031355,2,2,3,9,7,7,5,4,5,6310,4117,9775,28547,20498,21630,13380,11293,13566
E01031356,8,7,8,3,2,5,8,7,7,23471,20382,25105,7424,4983,15550,25297,22490,21788
E01031357,8,7,8,6,4,6,7,6,6,23022,20627,23928,17213,11403,16677,19973,17911,16833
E01031358,2,3,2,3,3,4,4,4,4,6368,6821,6109,7020,7493,9929,11719,10654,10912
E01031359,4,3,4,10,8,8,3,3,3,10590,9516,11730,31132,24359,24447,8538,8671,7923
E01031360,2,1,3,7,6,5,4,3,3,3550,1716,7334,21949,19256,13814,10123,9604,9414
E01031361,1,1,2,6,6,4,3,2,5,2836,1683,5109,17928,18324,10947,8813,6225,16194
E01031362,4,4,4,6,3,8,4,3,5,10783,10538,10967,18027,8670,23161,10985,8294,15224
E01031363,3,4,3,7,4,7,8,8,5,8847,11024,7108,19795,10786,21131,23626,23420,16219
E01031364,4,3,6,8,10,3,4,3,4,12318,7878,18653,24079,31195,9823,11367,9754,12062
E01031365,7,6,7,9,7,6,5,5,5,20470,17112,22899,27146,21535,18157,16402,14332,14625
E01031366,2,1,2,5,5,4,3,3,3,3751,2400,6096,15834,15851,10810,9739,9554,8702
E01031367,9,9,9,9,6,9,7,7,5,29528,27926,29174,29336,17712,26988,22294,22771,14501
E01031368,7,8,6,7,6,5,6,5,5,21238,24753,17017,22477,18992,14510,16497,15243,13156
E01031369,8,7,9,9,9,5,5,5,5,24564,21139,26478,27366,28304,14064,15641,13943,13481
E01031370,3,2,4,7,6,5,5,5,3,7529,4780,11874,21029,16424,15212,15467,16094,9814
E01031371,1,1,2,5,6,3,5,6,4,2251,1257,4606,13249,16496,8450,16381,16774,10628
E01031372,2,1,3,5,5,4,3,3,5,4975,3179,7813,15158,16018,10141,9380,7006,14725
E01031373,5,4,5,6,6,4,5,4,5,13323,12560,13649,19378,18155,12221,13246,10991,13970
E01031374,6,7,5,8,6,6,4,4,4,19046,22754,14998,23356,17621,16594,12074,10853,11376
E01031375,6,6,6,9,9,5,6,7,4,18867,17671,18962,26890,26706,14319,18984,20375,11202
E01031376,4,5,4,4,3,5,4,4,3,12288,13948,10532,10099,7112,14761,11789,11489,9528
E01031377,3,2,3,7,7,4,5,4,5,6618,6498,6893,19713,21182,10701,13679,11666,13368
E01031378,3,2,3,7,6,5,5,4,5,6964,5340,9168,20801,16616,14756,14112,11603,14757
E01031379,4,4,4,8,6,6,5,5,4,11376,10330,12381,23614,17532,16978,14857,14696,10591
E01031380,7,6,8,3,2,6,10,10,8,22704,19643,24454,7018,4284,16977,31436,31302,25154
E01031381,6,6,6,3,3,4,10,10,9,19501,19174,18625,8556,7635,11751,31818,30899,27510
E01031382,4,3,6,6,4,6,10,10,8,10801,6888,16700,17532,11291,17233,31131,30934,24611
E01031383,9,10,8,6,2,9,10,10,9,28533,30088,25174,16485,6495,27331,31717,30701,27465
E01031384,8,8,8,6,3,7,10,10,8,24570,23448,23881,17422,9546,20158,31077,29880,26179
E01031385,3,4,3,6,7,3,9,8,8,8815,10693,7285,17408,20411,9414,27912,25434,23505
