lsoa_code,Education_decile,Children_and_young_people_decile,Adult_skills_decile,Housing_and_Access_decile,Geographical_barriers_decile,Wider_barriers_decile,Environment_decile,Indoors_decile,Outdoors_decile,Education_rank,Children_and_young_people_rank,Adult_skills_rank,Housing_and_Access_rank,Geographical_barriers_rank,Wider_barriers_rank,Environment_rank,Indoors_rank,Outdoors_rank
E01000001,10,10,10,3,7,1,3,5,1,32842,32777,32843,7319,22985,3216,7789,16364,1615
E01000002,10,10,10,4,10,2,4,7,1,32832,32666,32841,11707,30223,3894,13070,22676,2969
E01000003,9,7,10,1,9,1,2,6,1,26386,20837,30999,2157,26719,818,4092,17318,162
E01000005,4,4,5,1,10,1,3,8,1,12370,10914,13658,2217,30865,672,9397,25218,849
E01000006,6,7,5,1,7,1,4,5,2,17511,21932,13244,1033,22527,520,10629,14745,4368
E01000007,7,6,7,1,9,1,4,7,1,20536,18304,21531,274,29432,33,11162,20820,2319
E01000008,4,5,3,1,8,1,3,8,1,10569,14007,7918,981,24033,443,8672,25009,674
E01000009,6,5,6,1,10,1,3,6,1,16819,14445,18554,554,31919,92,9611,18146,2131
E01000010,7,5,8,1,10,1,1,2,1,20182,15696,24261,259,30844,6,2269,4411,2600
E01000011,4,4,4,1,7,1,2,3,1,12224,11826,12319,110,21499,76,4309,7302,2975
E01000012,5,4,6,1,6,1,2,4,1,13896,10384,17915,39,17789,17,5437,10072,2291
E01000013,4,7,2,1,9,1,3,4,2,11346,20313,6191,1018,27232,353,8569,11278,4652
E01000014,3,5,2,1,8,1,4,6,2,7994,13822,4591,872,23504,408,11704,17101,4096
E01000015,4,5,3,1,8,1,4,5,2,10318,14299,7399,278,25404,106,11351,13355,6362
E01000016,3,6,2,1,9,1,4,5,2,8971,19091,4128,1273,26817,474,11815,14857,5657
E01000017,4,7,3,1,9,1,4,4,2,11972,20963,6637,902,27545,300,10141,12152,5857
E01000018,4,6,2,1,9,1,4,5,2,10125,18176,5585,1323,29386,415,11373,14147,5673
E01000019,4,6,2,1,10,1,4,5,2,10264,16871,6179,1855,30000,578,10667,14859,4335
E01000020,4,6,3,1,9,1,3,4,2,11245,16828,7404,1319,29057,424,8756,11307,4860
E01000021,3,3,3,1,10,1,1,2,2,7939,9411,6756,961,31715,227,3095,4754,3861
E01000022,3,5,3,1,8,1,3,4,2,9771,14132,6768,1191,25850,467,8559,10574,5315
E01000023,4,4,4,1,9,1,2,2,2,11907,12213,11429,912,27825,298,4268,5351,5573
E01000024,3,4,3,1,8,1,3,4,2,8860,11023,7137,940,25151,384,8892,10947,5356
E01000025,4,7,2,1,8,1,4,4,2,10465,20333,5282,707,23240,354,9925,12932,4893
E01000027,2,3,2,1,8,1,5,6,3,5869,7727,4503,1062,23733,488,15032,17723,7457
E01000028,3,5,3,1,7,1,6,7,3,9522,13449,6746,494,22948,261,18166,22589,7885
E01000029,5,6,4,1,3,1,5,6,3,15570,19230,12029,627,8769,1504,13867,16797,6637
E01000030,2,2,2,1,10,1,5,6,3,5699,6517,5053,1127,31835,281,14570,17259,7187
E01000031,6,8,5,2,10,1,4,5,2,19087,23145,14798,4505,30815,1391,10136,14325,4133
E01000032,4,6,3,1,8,1,2,2,2,11882,19013,7254,2210,26230,861,4853,5798,5942
E01000033,3,5,2,1,3,1,5,6,3,7805,14782,4060,52,7170,720,14002,16784,6845
E01000034,3,4,2,1,5,1,6,7,3,7148,10220,5044,1044,13977,1095,16800,20169,7859
E01000035,4,4,3,1,8,1,4,5,3,10551,12327,8992,2476,25142,1025,13084,15576,6665
E01000036,6,9,3,2,10,1,4,4,3,16612,27407,9491,5829,30739,1822,10188,11074,7166
E01000037,5,6,4,3,7,2,5,6,3,13611,16504,10773,7168,21566,3370,15997,19566,7243
E01000038,5,8,3,3,10,1,4,5,2,14630,23353,8726,8490,30849,2687,10547,15635,3788
E01000039,5,6,4,1,3,1,6,7,3,13908,16465,11333,1472,8276,2653,17185,20767,7906
E01000040,3,4,2,1,10,1,3,5,1,8063,10328,6320,915,32510,197,9203,15851,2604
E01000041,3,5,2,1,6,1,3,3,2,7142,13820,3658,501,17646,465,7142,9181,4871
E01000042,3,4,2,1,4,1,4,6,2,8009,10945,5889,32,12073,193,11945,17989,3874
E01000043,3,5,2,1,10,1,3,5,1,8996,14911,5395,1445,29917,444,6764,14886,1469
E01000044,4,5,4,1,10,1,1,2,1,12369,13199,11293,1507,32363,399,3119,6093,2310
E01000045,4,5,3,1,10,1,2,5,1,11338,15194,8353,1145,30779,310,6123,13893,1381
E01000046,3,6,2,1,8,1,3,4,2,9321,17811,4804,996,23113,483,8655,10463,5568
E01000048,4,5,2,1,6,1,5,8,2,10073,15567,6486,449,19290,362,14836,25002,3460
E01000049,3,5,2,1,6,1,4,8,1,9454,14660,6083,58,16540,103,10818,26098,1203
E01000050,4,5,4,1,9,1,2,4,1,12144,13872,10379,567,27391,183,5545,11342,1820
E01000051,3,5,2,1,8,1,4,6,1,9315,15262,5648,892,24633,380,10252,18159,2514
E01000052,3,3,3,1,6,1,2,4,1,9645,9636,9722,163,17504,255,4788,12259,1073
E01000053,3,4,3,1,7,1,4,6,2,9519,12584,7220,395,22261,231,10870,16964,3410
E01000054,4,6,2,1,9,1,3,4,2,9978,17398,5665,1537,29422,491,8004,10278,4863
E01000055,3,5,3,1,9,1,3,5,2,9752,14424,6607,1392,29330,441,9167,13530,3672
E01000056,4,7,2,1,6,1,4,6,2,10670,21267,5223,165,16431,301,12777,17777,4751
E01000057,3,3,3,1,10,1,3,5,1,8006,7530,8590,1279,32549,320,8781,15268,2540
E01000058,4,5,3,1,8,1,4,5,2,10397,14195,7571,848,25492,336,10066,13395,4696
E01000059,3,5,2,1,9,1,3,3,2,9341,14264,6093,1021,26300,381,7356,8455,6129
E01000060,4,5,3,1,7,1,4,7,1,10548,15281,7218,509,20889,334,11955,22458,2365
E01000061,2,4,1,1,5,1,6,8,3,5414,11898,2397,375,15540,497,18454,24546,6930
E01000062,3,3,3,1,7,1,5,7,2,8286,9500,7276,1042,22217,540,15164,20172,5836
E01000063,2,3,2,1,10,1,2,3,2,6017,6917,5289,1689,29831,529,6036,8854,3765
E01000064,4,6,2,1,5,1,3,3,2,11115,19147,6325,310,15928,442,6602,8224,5273
E01000065,4,5,3,1,10,1,3,5,2,10220,14838,7011,634,31236,135,9210,13496,3724
E01000066,5,8,3,1,5,1,6,7,3,14926,24280,8701,249,13160,566,16885,21990,6653
E01000067,6,9,3,1,8,1,5,8,1,16594,26697,9732,1551,25210,647,14035,23747,3283
E01000068,5,8,4,1,7,1,3,5,1,16416,23514,10888,1777,21168,959,8062,13601,2693
E01000069,5,9,3,2,10,1,3,5,2,16211,26497,9380,5792,31463,1760,9748,13416,4326
E01000070,6,9,4,2,10,1,4,6,1,17805,26496,11292,3806,30459,1193,10170,17756,2599
E01000071,6,8,4,1,9,1,5,6,2,18062,24713,12477,1935,28692,648,13807,19206,4946
E01000072,3,4,2,1,10,1,3,5,1,7028,11215,4412,722,29842,187,8754,14695,2754
E01000073,3,4,2,1,9,1,4,5,2,6712,10533,4327,1340,29391,420,12681,15294,6399
E01000074,3,4,2,1,8,1,5,6,2,7662,9857,6004,641,24511,290,13256,17623,5343
E01000075,2,3,2,1,8,1,2,3,1,6343,9178,4457,1086,23262,515,4325,8552,2107
E01000076,2,5,1,1,6,1,4,5,2,6380,13198,3062,338,19133,311,10531,13832,4909
E01000077,3,5,2,1,10,1,2,3,2,7276,15103,3444,1218,31890,308,6233,9385,3541
E01000078,3,4,2,1,10,1,3,4,2,7216,10642,4923,1183,32263,289,7156,10560,3643
E01000079,4,7,2,1,7,1,3,4,2,11072,20146,5948,566,21794,337,9200,12225,4590
E01000080,4,6,2,1,9,1,4,6,2,10114,19031,5310,989,26984,351,12095,17552,4240
E01000081,3,5,2,1,9,1,3,4,2,8201,14401,4631,1281,27821,446,7318,10259,4067
E01000082,3,5,2,1,10,1,3,4,2,8160,13315,4983,1396,31015,395,8806,12618,3891
E01000083,3,5,2,1,9,1,2,3,2,9793,15021,6377,1199,28938,375,6063,9339,3387
E01000084,2,3,2,1,10,1,3,5,2,6237,8285,4732,1344,29882,407,9648,14489,3575
E01000085,2,4,2,1,10,1,3,4,1,6360,10790,3787,871,31918,190,7484,11722,3185
E01000086,3,5,2,1,9,1,4,5,2,9185,13796,6098,1477,28655,495,11002,13426,5799
E01000087,3,6,2,1,6,1,3,4,2,9744,19240,4871,506,19396,389,8076,10899,4376
E01000088,5,7,3,1,9,1,2,4,1,13589,21132,8349,1238,29079,388,6458,11152,2612
E01000089,4,6,2,1,6,1,2,2,2,10703,17741,6354,668,18118,551,3962,6291,3475
E01000090,4,6,3,1,8,1,3,5,2,12523,18766,8068,973,23410,461,9116,13462,3661
E01000091,3,5,2,1,9,1,4,7,1,7594,14175,4038,540,29127,134,12738,21552,3098
E01000092,5,6,4,1,3,1,3,4,2,14566,17456,11654,11,6695,339,8818,11071,5141
E01000093,3,4,3,1,10,1,1,3,1,9411,11967,7427,370,30284,51,3282,7927,1366
E01000094,7,7,7,1,2,1,5,6,3,21017,20044,20592,4,5990,178,14763,17879,6965
E01000095,4,5,4,1,2,1,5,8,2,12341,13525,10969,7,4869,432,16305,24123,4932
E01000096,3,3,2,1,8,1,3,6,1,7010,9502,5215,534,25785,203,8823,19379,1451
E01000097,3,4,2,1,9,1,3,5,2,7462,11951,4676,692,26350,259,9628,14400,3606
E01000098,3,5,2,1,10,1,3,5,2,8040,14609,4375,1332,31589,359,9574,14540,3476
E01000099,4,6,2,1,8,1,4,4,2,10808,19704,5805,688,24504,309,10685,12322,6447
E01000100,3,5,2,1,10,1,2,3,2,8731,13758,5509,1444,30876,416,4920,7533,3551
E01000101,3,5,2,1,10,1,2,4,1,8974,16128,4947,1362,30149,410,5302,11709,1518
E01000102,4,6,3,1,9,1,3,4,2,11364,19094,6621,1167,27527,406,6799,10297,3468
E01000103,4,6,2,1,6,1,5,6,3,10205,19574,5238,227,19343,242,15230,18334,7207
E01000104,3,4,2,1,8,1,6,7,3,7929,12257,5131,304,24145,148,16764,21274,6982
E01000105,2,3,2,1,10,1,4,6,2,6402,9004,4641,670,32470,124,11416,17467,3656
E01000106,3,4,3,1,8,1,4,4,3,9725,11307,8417,180,24354,81,11010,12629,6597
E01000107,3,4,2,1,5,1,5,5,3,8851,12115,6463,1156,14364,1142,13252,15782,6722
E01000108,5,7,3,1,10,1,2,3,2,13397,20209,8519,1914,31957,534,6178,7060,6286
E01000109,4,6,3,1,8,1,3,3,2,12247,19385,7479,2272,25228,931,6609,9628,3806
E01000110,6,9,4,2,8,1,5,6,3,19168,26598,12974,5156,23918,2179,14867,18555,6582
E01000111,5,6,3,1,8,1,4,5,2,13216,18864,8911,1179,24068,527,10690,13212,5584
E01000112,5,5,4,1,10,1,2,2,2,14420,16006,12515,1404,29744,431,4026,5533,4655
E01000113,5,6,5,1,8,1,4,5,2,15827,16743,14295,1615,23102,769,10582,15086,4125
E01000114,5,7,3,1,10,1,2,3,2,14308,22575,8695,1978,29661,634,6563,8739,4585
E01000115,9,10,8,7,9,3,5,8,2,28835,32168,24118,20425,26337,9000,16164,23150,5248
E01000116,9,9,9,6,8,3,6,6,3,28684,29020,26423,17651,24292,8025,16614,18140,9457
E01000117,8,8,8,5,8,3,6,6,3,26087,24392,25868,14896,23807,6611,17080,19026,9295
E01000118,8,7,7,5,7,2,6,7,3,23320,22885,22072,13923,22918,6368,18191,21236,8982
E01000119,9,10,8,4,6,3,5,6,2,29365,31704,25404,12644,18875,6990,13884,18979,5155
E01000120,9,10,8,6,8,3,6,8,3,27995,31185,23384,17894,25086,7903,19324,24964,7782
E01000121,4,5,4,1,5,1,7,9,3,12192,13279,10905,3010,16034,2145,20733,27805,7683
E01000122,10,10,9,2,4,3,5,5,3,30583,32547,27162,6494,10554,6579,13971,15547,7956
E01000123,8,8,7,2,3,2,6,7,4,23385,24934,20381,4252,9560,5026,18691,21115,9865
E01000124,6,5,7,2,10,1,5,7,2,17610,13376,21959,6538,31004,2035,14719,22069,4419
E01000125,4,5,3,1,7,1,5,8,2,11445,13714,9466,904,22705,454,14835,24384,3654
E01000126,6,7,5,1,4,1,4,5,3,18871,20658,16217,201,12820,546,12134,14138,6740
E01000127,4,6,3,1,10,1,5,6,2,12944,17247,9357,2978,31730,881,13192,17813,5140
E01000128,4,6,3,2,9,1,4,5,2,12220,19196,7525,4215,26524,1579,10444,15923,3565
E01000129,4,6,3,1,10,1,4,7,1,11367,18602,6805,2603,31804,762,11448,20555,2560
E01000130,5,6,4,1,7,1,2,3,2,14311,18391,10729,1334,20000,807,6102,7149,6001
E01000131,7,9,5,1,6,1,5,8,1,20987,27242,15078,2472,17539,1639,14578,24954,3276
E01000132,4,5,3,2,10,1,4,6,2,12100,14673,9756,3895,32226,1132,11269,16715,3881
E01000133,4,6,3,1,8,1,4,6,2,11075,16848,7172,2166,24207,948,10732,16552,3486
E01000134,5,5,5,1,9,1,4,4,2,13625,13185,13538,1626,28155,562,10405,12012,6400
E01000135,9,8,9,4,8,2,3,4,1,28090,24954,29434,10648,23500,4602,6935,12943,2166
E01000136,10,10,10,3,5,2,2,3,2,32080,31054,31960,8749,14842,6139,5733,8257,3917
E01000137,8,8,7,2,7,1,5,7,2,23802,23574,22297,4917,20885,2434,13240,21330,3529
E01000138,8,9,6,2,7,1,3,4,1,23460,27346,18691,3762,20627,1923,7778,12189,3181
E01000139,9,8,9,4,9,2,3,5,1,27939,24884,29194,10558,26603,3989,9230,14832,3042
E01000140,7,5,9,3,10,1,3,4,2,22414,16092,29018,6833,29819,2222,8608,10832,5122
E01000141,7,7,7,2,10,1,1,2,1,20639,20012,19882,3781,30904,1160,1546,4887,1006
E01000142,8,7,8,2,9,1,3,4,2,23016,20305,24292,6375,26572,2371,9571,12472,4824
E01000143,5,6,5,2,7,1,5,9,2,16148,16531,15040,4795,20833,2391,15838,27180,3494
E01000144,8,6,10,2,9,1,3,6,1,23604,16464,31339,6215,28681,2114,9289,16609,2396
E01000145,9,8,9,3,8,1,3,4,1,27693,25423,28081,7564,23787,3206,7415,11502,3255
E01000146,9,8,10,2,10,1,3,5,1,27554,23214,30424,4289,31989,1262,8905,14257,3051
E01000147,7,9,5,3,9,1,3,4,1,21938,29076,15446,8877,29207,3005,6999,10967,3201
E01000148,6,6,5,1,10,1,3,5,1,16751,18994,14006,1401,31235,390,8909,14432,2972
E01000150,7,8,6,2,7,1,3,3,2,22579,24216,19587,4710,22089,2189,6930,8684,5152
E01000151,5,5,5,1,7,1,5,7,2,14541,15325,13257,1948,19831,1124,15489,21471,5425
E01000152,4,4,4,1,7,1,6,8,2,10713,11018,10354,1193,22163,614,18424,25305,6471
E01000153,2,3,2,1,4,1,6,7,2,6415,7400,5715,407,11035,888,16737,22538,6154
E01000154,4,4,4,1,7,1,5,6,2,12409,12841,11663,1350,22508,679,13307,17263,5629
E01000155,7,6,7,1,9,1,1,1,3,19786,17906,20519,2470,26759,937,2383,2369,9349
E01000156,10,10,10,5,10,2,5,8,2,31256,30888,30150,14049,30178,4806,15291,23048,4494
E01000157,7,5,9,4,9,2,3,4,2,21468,15575,27609,11191,29237,3841,7699,11075,3847
E01000158,7,7,7,3,8,1,3,4,2,21097,20911,19885,8292,25571,3250,8183,10067,5327
E01000159,9,9,8,2,4,2,6,8,2,27445,28716,24417,5117,12167,4583,17292,24215,5846
E01000160,8,6,9,3,6,2,4,5,2,24450,18928,29286,9329,19379,4943,11117,16098,4056
E01000161,9,10,8,3,8,2,5,8,2,28785,29867,25874,8832,25272,3510,15281,24146,4054
E01000162,7,8,6,4,10,2,4,6,1,21882,25535,17532,11836,29740,4012,10428,16597,3235
E01000163,6,6,6,1,5,1,5,7,2,18746,18292,18129,2815,14150,2346,13854,20274,4454
E01000164,7,7,6,2,6,1,3,7,1,20020,20659,18210,3614,17846,2208,9562,22207,1273
E01000165,9,8,9,2,4,2,6,10,2,27089,24835,27462,3791,11228,3856,18378,30570,4297
E01000166,8,8,8,3,4,2,7,8,3,24869,24413,23484,7702,13102,6167,20472,24357,9711
E01000167,4,5,3,2,5,2,6,7,3,12139,15738,9126,4625,13831,3649,16601,20298,7483
E01000168,9,10,9,5,5,4,5,5,3,29243,30064,26562,14471,14718,10482,14193,14535,9532
E01000169,9,10,8,4,7,2,4,4,3,27460,30143,23282,10718,20796,5287,11383,12255,7642
E01000170,7,8,6,5,10,2,4,4,3,21554,25052,17322,13749,29870,4735,11534,13030,6997
E01000171,6,6,7,3,10,1,3,3,3,19665,16457,22071,9720,29741,3238,6704,7431,6671
E01000172,10,10,9,4,4,3,4,4,3,30143,30374,28077,11275,12622,9342,11181,11736,7995
E01000173,9,10,7,6,8,3,4,5,3,26333,30828,20880,17062,24166,7724,13018,15532,6629
E01000174,8,8,7,3,8,1,3,3,3,23885,25549,20735,6828,25509,2660,8830,9253,7452
E01000175,10,10,9,5,6,3,6,8,3,30711,31473,28336,14085,18279,8153,18613,23118,8067
E01000176,5,4,6,1,5,1,6,10,2,14011,10867,17384,1205,15569,1051,16934,30032,3432
E01000177,9,7,10,5,8,2,3,4,2,27761,22550,31792,13256,23616,5824,8862,13079,3644
E01000178,10,10,10,5,9,2,4,5,2,31906,31243,31344,13319,26981,5083,12599,16397,5446
E01000179,10,9,10,4,7,2,5,8,2,30869,27864,32389,11205,21175,5440,15597,24066,4330
E01000180,9,8,9,3,6,2,5,9,2,27500,24556,28664,7258,17848,4203,15732,26677,3552
E01000181,10,10,10,5,10,2,3,5,1,32678,32655,32145,15696,31822,5187,9010,15525,2588
E01000182,10,10,10,5,10,2,2,3,1,32588,32227,32260,13308,29716,4579,5210,9426,2448
E01000183,10,9,10,3,4,2,5,6,2,31018,28703,31830,6841,11639,6224,14718,19128,5986
E01000184,5,6,5,1,3,1,2,4,1,15371,16520,13670,1365,9716,2102,5952,11833,1910
E01000185,6,7,6,2,8,1,5,9,2,19497,20153,17709,5260,24448,2161,15701,27095,3405
E01000186,9,9,9,6,7,3,5,8,2,29202,27891,28553,17370,20870,9177,16097,24967,4408
E01000187,8,8,7,3,9,1,6,8,3,24295,23963,22886,8435,27371,3061,19649,24204,8721
E01000188,10,9,9,5,6,3,4,7,1,30119,28852,29512,15409,19068,8655,10331,20921,1845
E01000189,4,5,3,1,10,1,1,2,2,10515,15283,7170,2658,30277,838,3275,4259,5260
E01000190,9,8,8,4,5,3,6,7,3,26945,25856,26095,10564,14796,7420,18206,21483,8796
E01000191,10,10,10,5,6,3,5,8,2,31153,30819,29975,14254,17953,8417,16169,24497,4654
E01000192,8,7,9,3,10,1,4,4,2,25275,21725,27290,9186,32500,2760,9877,11926,5727
E01000193,8,7,8,3,8,2,3,3,2,23988,21629,24681,7727,23631,3295,7146,8310,5984
E01000194,9,9,7,2,8,1,3,4,2,26490,28894,22559,4831,24569,1983,8938,12335,4218
E01000195,4,5,3,1,6,1,5,7,2,11639,13630,9811,706,17549,600,15323,20465,5812
E01000196,9,7,9,3,10,1,5,6,2,26345,22098,29152,7602,32385,2267,13191,17701,5209
E01000197,10,10,10,3,9,1,2,3,2,31164,30898,29926,9434,28889,3236,6454,9435,3758
E01000198,10,10,9,2,3,2,4,5,2,30790,31012,28917,3536,7110,5876,11317,15611,4550
E01000199,10,10,10,3,4,3,6,9,2,31831,31286,31125,9205,12129,7950,18404,26676,5769
E01000200,10,10,10,4,7,2,5,8,2,31907,31744,30850,13009,22769,5930,15396,23786,4282
E01000201,10,10,10,6,7,3,3,5,1,32270,32494,31012,16487,20888,8589,7463,15603,1637
E01000202,10,10,10,4,7,2,4,6,2,31446,30084,31397,10979,20376,5556,13100,18780,4517
E01000203,9,9,7,1,4,1,4,7,1,26424,28303,22917,3280,11993,3208,11805,22566,2256
E01000204,10,9,10,5,9,2,4,6,1,29593,27117,30212,13199,29273,4612,10412,17907,2721
E01000205,10,10,10,5,5,3,4,6,2,31937,30881,31783,13351,15135,9310,12790,19503,3902
E01000206,10,10,10,1,2,3,4,6,2,31108,29736,30975,2636,3339,9840,12215,18675,3802
E01000207,10,8,10,5,7,3,4,5,2,29862,26238,31846,13623,20342,7032,10436,13611,4976
E01000208,10,10,10,3,4,3,5,9,1,31699,29905,32219,9612,13104,7644,13475,26464,2277
E01000209,10,10,10,4,7,2,5,6,2,32595,32036,32468,12593,21192,6171,13289,19542,4310
E01000210,10,10,10,6,9,2,4,7,1,32505,32000,32207,16778,28206,6426,10330,20048,2043
E01000211,9,9,9,3,9,1,4,6,1,29476,27865,29131,6679,27400,2400,10106,16998,2818
E01000212,10,10,10,4,6,2,4,5,2,32546,32429,31924,10825,17403,6443,11349,14179,5616
E01000213,10,9,10,2,3,3,3,4,2,31659,29556,32488,6517,8613,8112,8092,10078,5176
E01000214,10,10,10,2,3,2,4,6,2,32591,32417,32080,3331,9475,4167,12462,18877,3926
E01000215,8,8,8,2,6,2,5,7,2,26065,24780,25408,6431,19588,3382,13727,21176,3938
E01000216,10,9,10,4,8,2,5,8,1,30600,28891,30631,9956,23934,4213,14375,24518,3278
E01000217,7,6,8,4,8,2,3,4,2,22543,18103,26112,11971,24748,4948,9244,12998,4066
E01000218,7,6,8,3,8,1,4,6,1,22091,17910,25420,7938,25369,3127,11456,19013,3058
E01000219,6,4,8,2,8,1,3,8,1,17613,12118,24217,4298,24893,1739,8190,23851,650
E01000220,8,7,9,3,10,1,3,4,2,24209,20492,26583,7749,29748,2548,9132,13085,3911
E01000221,4,4,4,1,2,1,3,9,1,11630,12732,10499,44,6244,846,8955,28853,456
E01000222,6,7,6,1,5,1,3,6,1,19703,20944,17398,3179,16031,2252,8884,19502,1452
E01000223,4,6,3,1,5,1,3,7,1,13036,19256,8497,582,16016,618,9686,20984,1530
E01000224,6,6,6,3,8,1,4,5,2,18160,18444,16927,7085,26092,2691,10450,14245,4533
E01000225,8,7,9,3,5,2,5,8,1,25545,21355,28327,8226,15793,5423,13328,24973,2523
E01000226,4,6,3,1,8,1,3,3,3,11624,17733,7483,1925,24950,803,8364,8952,7102
E01000227,9,10,8,3,5,2,6,7,2,27735,30416,23539,7533,15596,5047,16456,22061,6122
E01000228,9,9,8,3,4,3,6,8,2,27227,26881,25696,8123,11900,7180,17584,24581,5982
E01000229,7,7,6,1,3,1,6,8,2,20727,20695,19388,1385,8496,2470,16706,23332,5699
E01000230,8,8,7,5,9,2,7,9,3,23054,23654,20914,15942,27051,6290,20064,28339,6689
E01000231,9,9,8,1,2,2,5,7,2,28133,29457,25004,745,4566,3354,13506,20937,3877
E01000232,9,9,8,3,7,2,5,8,2,27272,26487,26151,7095,20697,3492,15093,23740,4061
E01000233,9,9,9,5,10,2,5,7,2,28531,28573,26511,13908,30085,4767,15270,20475,5756
E01000234,9,9,9,4,9,2,6,8,2,28687,27708,27684,11062,29021,3830,16530,23349,5495
E01000235,5,5,5,2,10,1,3,5,1,14759,13951,14952,5689,31887,1699,9812,15619,3163
E01000236,9,9,10,4,9,2,4,7,1,28956,26419,29628,10944,28204,3905,11051,20782,2260
E01000237,10,10,10,3,9,1,3,6,1,31373,31532,29794,9308,29063,3170,9041,18504,1730
E01000238,9,9,9,3,8,1,3,4,2,27606,26633,26646,6642,25325,2615,8164,10814,4563
E01000239,8,7,9,1,2,1,4,7,1,25549,22707,26657,308,6136,1737,11552,22873,2056
E01000240,9,8,8,1,2,1,3,5,1,26426,25477,25466,511,5027,2555,9725,16038,2916
E01000241,10,10,10,2,4,2,4,5,2,31496,31348,30241,4182,13052,3563,11802,16041,4802
E01000242,9,10,9,1,3,1,5,8,2,29017,29627,26529,1516,7318,3082,14489,23323,3742
E01000243,9,8,9,3,10,1,2,4,1,27755,24573,29181,6931,31990,2072,5126,10617,1806
E01000244,8,7,10,3,10,1,1,2,1,25656,20574,29658,7188,30635,2268,2831,6151,1892
E01000245,7,7,6,2,10,1,3,6,1,20172,21011,18114,6032,31911,1805,9019,17351,2003
E01000246,10,10,10,2,3,3,5,5,3,31198,31312,29629,4693,7241,7224,14047,14438,9410
E01000247,10,10,9,3,6,2,7,8,4,30127,30680,27762,7674,16897,4712,20763,23031,11355
E01000248,10,10,10,6,10,3,5,6,2,31482,30966,30587,19451,30404,7234,15516,19697,6534
E01000249,10,10,10,5,5,4,6,7,3,31821,32242,30182,15076,14705,10997,18222,21232,9032
E01000250,9,9,9,4,7,2,5,6,3,29054,28353,27798,10078,20747,4970,14715,17370,7309
E01000251,8,9,7,4,10,2,5,5,3,24848,26879,21295,11258,30613,3672,13305,15237,7293
E01000252,10,10,9,2,5,2,7,9,3,30730,30370,29395,6516,14595,4711,20457,26308,8270
E01000253,9,10,8,2,1,4,7,9,3,29154,31700,25033,3340,2995,12909,22627,29062,9210
E01000254,10,9,10,3,4,4,3,3,3,30689,28976,30717,9693,9981,10162,9273,9690,7543
E01000255,8,9,7,3,8,1,4,5,3,25354,27755,21486,6713,24667,2720,12365,13159,8215
E01000256,9,8,10,2,3,2,6,7,2,29160,26079,30449,5455,9141,6522,16810,22032,6548
E01000257,5,5,5,1,8,1,5,6,2,15743,14792,16021,2609,25591,1048,14265,19674,5161
E01000258,9,9,10,5,8,2,4,6,2,29064,26398,29872,14493,25275,6010,11644,16443,4399
E01000259,9,9,9,3,6,2,5,7,2,28639,27887,27405,6797,18084,3880,15873,21204,5993
E01000260,7,6,7,1,2,1,4,8,1,21242,18593,22673,791,5269,2949,12152,23530,2227
E01000261,10,10,10,2,2,3,5,6,4,31884,31962,30581,3667,5450,7833,16408,17055,10312
E01000262,8,7,8,2,4,2,6,7,3,24324,22075,24890,4163,11110,4216,19041,22015,9669
E01000263,10,10,10,3,3,4,5,7,2,31787,31447,30860,8614,7253,12417,14624,21584,4548
E01000264,9,9,8,2,9,1,3,5,1,26596,26681,24650,6377,27369,2291,8899,14352,3002
E01000265,8,9,7,3,9,1,5,6,3,25897,27568,22533,8086,26607,3026,14393,16723,7444
E01000266,10,10,9,5,5,4,5,8,2,30659,31985,27771,13452,13427,10607,14994,24331,3782
E01000267,10,10,9,2,3,3,3,3,3,30360,31634,27473,4885,8148,6652,8426,8870,7365
E01000268,7,6,9,4,9,2,5,5,3,22903,16873,28938,11269,27726,4098,13285,15136,7370
E01000269,9,10,7,3,3,3,5,6,2,26465,30256,21493,8504,9796,9115,13616,16589,6459
E01000270,10,10,9,3,5,3,5,7,2,30040,29966,28268,9672,15046,6684,14508,21124,4647
E01000271,10,10,9,3,3,3,6,8,2,30811,31989,28100,7162,8727,8689,17600,25578,5513
E01000272,10,10,10,5,5,4,7,8,3,31830,32533,29929,13878,14107,10456,19802,26137,7589
E01000273,9,9,9,4,9,2,5,7,3,28957,27129,28855,10384,28474,3643,16080,20418,6729
E01000274,8,8,7,4,9,2,5,5,3,24193,25671,21191,10967,29249,3762,13334,15246,7327
E01000275,10,9,10,2,3,2,7,9,3,29716,27888,29647,3323,7929,5010,19792,26887,7146
E01000276,10,10,10,4,3,4,7,9,3,32273,32285,31221,10019,9395,11143,20649,26945,8101
E01000277,9,9,9,2,6,1,5,7,3,28453,27453,27444,3486,16577,2332,15787,20077,6611
E01000278,10,10,10,3,3,3,5,5,3,32060,31991,30976,7633,8324,9712,14479,16192,8073
E01000279,10,10,9,1,1,5,7,9,3,31123,31600,29179,2872,2519,13484,21169,26426,9111
E01000280,10,10,10,5,4,5,6,8,3,32085,32324,30708,14821,11796,13456,18824,24844,7230
E01000281,8,9,7,4,9,2,6,8,2,25974,27727,22527,9960,26638,3753,16789,25139,4939
E01000282,10,10,9,4,5,3,5,8,1,30925,31768,28549,11718,16165,7566,14307,24918,3118
E01000283,10,10,10,3,3,4,7,8,3,32446,32401,31592,8383,8199,10760,19864,25455,8085
E01000284,9,8,9,3,8,2,6,7,3,27035,25120,27048,9370,24660,3826,17083,22208,6754
