msoa_code,Children_and_young_people_Proportion,Children_and_young_people_Extent,Adult_skills_Proportion,Adult_skills_Extent,Geographical_barriers_Proportion,Geographical_barriers_Extent,Wider_barriers_Proportion,Wider_barriers_Extent,Indoors_Proportion,Indoors_Extent,Outdoors_Proportion,Outdoors_Extent
E02001980,0,0,0,0,0,0,0,0,0,0.048502137940624336,0,0
E02001981,0,0.43222752739215625,0.6666666666666666,0.6958691958001979,0,0,0.3333333333333333,0.8914340124038466,0,0.4664138058833502,0.16666666666666666,0.6268433275112268
E02001982,0,0,0,0,0,0.23733059095750536,0,0,0,0.049270638214517444,0,0
E02001983,0,0.10836652591681349,0,0.027466170163247646,0,0.033043521627821905,0,0.11735545433387637,0.2,0.41849818798417393,0,0
E02001984,0,0.08127914392656252,0,0,0,0,0,0.11552809317692322,0.8333333333333334,0.9452099408234531,0,0.1691265186207473
E02001985,0.25,0.6273476206078297,0,0,0,0,0,0.7800732731659368,1,1,0,0.45812706639263684
E02001986,0.2,0.5354455445544554,0.2,0.37493225638353306,0,0,0,0.4312646560708702,0,0.10829729025534131,0,0
E02001987,0,0.13000552079499447,0,0,0,0,0,0.33321358275591684,1,1,0,0.14758125170024478
E02001988,0,0.3985632295154952,0,0.14009649445423047,0,0.06801818586554652,0,0.7517416426317725,0.25,0.7188374692708231,0,0.22145114302859023
E02001989,0.25,0.25074037512339586,0,0,0,0,0,0,0.25,0.7405807831523528,0,0
E02001990,0,0,0,0,0,0.30952163730327825,0,0,0,0.03041683587469889,0,0
E02001991,0,0,0,0,0,0.17738536421818962,0,0.09531278999455184,0.5,0.5497428590244808,0,0.041950798963054314
E02001992,0,0.4145273657960362,0.3333333333333333,0.6999595747473422,0,0,0,0.363556634728967,0,0,0,0.041917574484840514
E02001993,0.25,0.5440424439614363,0,0.4878585334631232,0.25,0.24461616417532303,0,0.46667055591855233,0,0.03532596375661727,0,0
E02001994,0,0,0,0.07998134453474122,0,0,0,0.14856944283563067,0.2,0.3345040755485377,0,0.08574015253586299
E02001995,0,0.04659615594362372,0,0.015817043760679612,0,0.06845044051528774,0,0.2952673388513881,0.5,0.9168598591805326,0,0.01985954409394425
E02001996,0.5,0.8964657346874242,0.75,0.9547987616099072,0,0,0,0.8030831059764822,0,0.05634674922600618,0,0
E02001997,0,0,0,0,0,0,0,0,0,0,0,0
E02001998,0,0,0,0,0,0.06469098681993152,0,0,0,0.22843825945044607,0,0
E02001999,0,0,0,0,0.25,0.5776736990452778,0,0.13607652612505694,0.25,0.4667028705244085,0,0
E02002000,0.4,0.5191432903714935,0.6,0.8404350052538473,0,0,0,0,0.2,0.43540394770094304,0,0.062015016692603356
E02002001,0,0.2900841020075962,0,0.290895366950799,0,0.047147883009819175,0,0,0.25,0.687740447727233,0,0
E02002002,0,0,0,0,0,0.06945071853019644,0,0,0,0,0,0
E02002003,0,0.21877384306768236,0,0.422940074906367,0,0,0,0,0,0.3208404355237068,0,0.04117154253777204
E02002004,0.6,0.6936371667145752,0.2,0.6549669431337769,0,0,0,0,0.2,0.35715332356467294,0,0
E02002005,0.6,0.8184407135111949,0.6,0.7946879877983389,0,0.013138233857226263,0,0,0,0.3151439414701571,0,0.009735114330993874
E02002006,0.5,0.46914909986151715,0.25,0.49938290101311134,0,0,0,0,0,0.22160332358824436,0,0
E02002007,0.16666666666666666,0.3517243113404014,0.3333333333333333,0.3904386359333586,0,0.039129354411207865,0,0,0,0.3086369391329042,0,0
E02002008,0,0,0,0,0,0.03278354991781161,0,0,0,0,0,0
E02002009,0.25,0.552517806212303,0.75,0.9023736421301997,0,0,0,0,0,0.2674594392406838,0,0.10705468883936223
E02002010,0,0.3329127757501033,0.25,0.6357016259536101,0,0,0,0,0,0.4115445508487043,0,0.2421234772009219
E02002011,0,0,0,0,0,0.17168688592647258,0,0,0,0.1523474329996771,0,0
E02002012,0.2,0.6221679765023418,0.4,0.8421479320473129,0,0,0,0,0.2,0.5160425101214575,0,0.020340160355640225
E02002013,0,0,0,0,0,0.07497281842709298,0,0,0,0,0,0
E02002014,0.25,0.564627449855912,0.5,0.7134686518803136,0,0,0,0,0.25,0.7489458630231257,0,0
E02002015,0,0.2545584227559189,0.25,0.34401209334014643,0,0.1290981093510475,0,0,0.25,0.43371870209504343,0,0
E02002016,0.6,0.8899776601686126,1,1,0,0.04278443392462965,0,0,0,0.4173303236616048,0,0
E02002017,0,0.522858073788962,0.4,0.778553027442478,0,0.026445206397154634,0,0,0.2,0.3975834054007965,0,0.10691543136944419
E02002018,0,0,0,0.0662207594161598,0,0.1089704488315542,0,0,0,0.022085362191696926,0,0
E02002019,0.4,0.6882446029883026,0.8,0.9287228500969286,0,0,0,0,0.4,0.6719282860119479,0,0
E02002020,0,0,0,0.029650642225731345,0,0,0,0,0,0.3778482317764718,0,0
E02002021,0.25,0.4380893239479981,0.5,0.8163838704711792,0,0,0,0,0.5,0.7130459424285254,0,0
E02002022,0.4,0.6074851087017794,0.2,0.5679895024959758,0,0.09192362376845362,0,0,0.6,0.8741586651383905,0,0
E02002023,0,0.20501019761593597,0,0.23054780008712528,0,0.04086075798978256,0,0,0,0.18715149895053654,0,0
E02002024,0.2,0.4058616409475929,0.2,0.6692880577837103,0,0,0,0,0,0.6849714948665809,0,0
E02002025,0,0.2649702987268999,0,0.15833053132643707,0,0,0,0,0.4,0.6248300665229402,0,0
E02002026,0,0.08530056296520194,0,0.1657003060414856,0,0.04797181395700304,0,0,0.2,0.30823213813428035,0,0
E02002027,0,0,0,0,0,0.47297899457163084,0,0,0,0,0,0
E02002028,0,0.11400084339727598,0,0.10141179320616575,0,0,0,0,0,0.26191747267931154,0,0
E02002029,0,0,0,0,0,0,0,0,0,0.21484943120455033,0,0
E02002030,0.25,0.2506536165950165,0,0.34153094870403605,0,0.1422392420384824,0,0,0,0.12400642764723069,0,0
E02002031,0.25,0.23388704318936876,0.25,0.42566095471236226,0,0.19572040566532606,0,0,0,0.43642332575625103,0,0
E02002032,0,0.2877275275553292,0,0.4882539462111743,0,0,0,0,0.16666666666666666,0.35695685270049937,0,0
E02002033,0,0,0,0.06977550703397783,0,0.1428512092498666,0,0,0,0.30942748890704885,0,0
E02002034,0,0.06825337504878193,0,0.06825337504878193,0,0.1318918132329693,0,0,0.2,0.6482884980454151,0,0
E02002035,0,0,0,0,0,0.27434851332877647,0,0,0,0.17117011278195488,0,0
E02002036,0.25,0.6490168437209677,0.5,0.8604350284767944,0,0,0,0,0,0.32656662762047095,0,0
E02002037,0,0,0,0,0,0.025115131578947358,0,0,0,0.33381356685632996,0,0
E02002038,0.16666666666666666,0.18107389686337055,0.16666666666666666,0.31858613839223254,0,0,0,0,0,0.3268197207532388,0,0
E02002039,0,0.11499983506242883,0,0.06420236190601857,0,0.080489122367184,0,0,0,0.12769920335153143,0,0
E02002040,0,0,0,0,0,0.5445856774804142,0,0,0,0.012712287712287695,0,0
E02002041,0.25,0.2682572948573271,0.25,0.2682572948573271,0,0.1731288765198503,0,0,0,0,0,0
E02002042,0,0,0,0,0.4,0.4959950597589059,0,0,0,0,0,0
E02002043,0,0.2762997613591841,0.6,0.8705866289907037,0,0,0,0.1143012335711826,0,0.5814067935460125,0.2,0.8193649304854738
E02002044,0,0.06083378070291636,0,0.4872088321213684,0,0.22824075687961454,0,0.1928645132502736,0,0.029948198088279362,0,0.5317786949822563
E02002045,0.2,0.16980654950056898,0.4,0.7165640742392078,0,0,0,0.09392065002562036,0,0.21767340338455185,0,0.7059589009190063
E02002046,1,1,1,1,0,0,0,0.5467084639498432,0,0.49089259198152113,0,0.7494307869988449
E02002047,0,0.2020407263398404,0.75,0.9735258748546919,0,0,0,0.2624964925642362,0,0.17425341724455845,0,0.7051994227762856
E02002048,0,0,0,0,0,0.2435226144262887,0,0,0,0.23367337726821338,0.5,0.9419854407576714
E02002049,0.5,0.5692990802410403,0.25,0.57759485535914,0,0.17263174587276944,0,0.1561253275910995,0,0.16582995309396228,0.25,0.6603694059124976
E02002051,0.25,0.6794120718462823,1,1,0,0,0,0.4218386876281613,0,0.1032410571884256,0.25,0.7701583504215083
E02002052,0,0.33876715864561086,0.6666666666666666,0.949069854752798,0,0,0,0.3732958678461646,0.3333333333333333,0.4505403946781801,0.16666666666666666,0.7938348546354741
E02002053,0,0,0,0.1684762334069077,0,0,0,0.12182127646345632,0,0.5109529953057481,0,0.7564134050424347
E02002054,0,0,0,0.12892561592660892,0,0,0,0.058319856244384516,0,0.4267229394240317,0.25,0.7017113538563389
E02002055,0,0.30417814788736297,0.5,0.8974030726241495,0,0,0,0.21478346925989783,0,0.2437078290374625,0.6666666666666666,0.9403887629111756
E02002056,0.4,0.7607415628990125,0.8,0.8974234774561599,0,0,0,0.33098855529654314,0,0.2743568943502759,0.2,0.7782459849824873
E02002057,0,0.3780248612602935,0.5,0.7924420426065162,0,0,0,0.26973460436806296,0.16666666666666666,0.228515485141425,0.3333333333333333,0.8471183539205156
E02002058,0.16666666666666666,0.18322910010766144,0.16666666666666666,0.6232658187961172,0,0.06452401375966108,0,0.2673952051257363,0,0.006415266921669707,0.5,0.810502026311413
E02002059,0,0.12842357227999107,0.5,0.7797059279574373,0,0.09638333543304033,0,0.3772483016600606,0,0.3264238436267431,0.3333333333333333,0.8117287210846117
E02002060,0,0.4688342488304998,1,1,0,0,0,0.6231960359244347,0,0.549304819807338,0.3333333333333333,0.9070190379944907
E02002061,0.25,0.22426594667566654,1,1,0,0,0,0.6794100929001544,0,0.7418539176155033,0.75,0.9781635788763168
E02002062,0,0.03216374269005845,1,1,0,0.03673019998556058,0.25,0.8009421702404158,0,0.30183380261352966,0.75,0.956519384881958
E02002063,0,0,0,0.5317196504525679,0,0.13263017730744972,0,0.22863739036210823,0,0.15734567135856642,0.2,0.7789576111743046
E02002064,0,0.14939238478320152,0.42857142857142855,0.5558098411508045,0,0,0,0.20077208890100895,0,0.5167754635942187,0,0.5595710049086446
E02002065,0,0.14839782421604095,1,1,0,0,0,0.7497877691529983,0.2857142857142857,0.5376195887400673,0.42857142857142855,0.9009395810529658
E02002066,0,0.33875998280738723,0.5,0.9253483583827852,0,0,0,0.572300482502357,0.25,0.4352757057290222,0.75,0.9109446924740724
E02002067,0,0.23697852490758667,0.5,0.7074043106651803,0,0,0,0.08774423516986445,0,0.060691584032545126,0,0.4497007569089948
E02002068,0,0.11432642906266431,0.6666666666666666,0.8959779926372425,0,0,0,0.8714033739228932,0,0.29745378049273835,0.5,0.829397831627493
E02002069,0,0.059257151888730826,0.5,0.8646127706654022,0,0,0,0.30727675043464514,0.25,0.270049786628734,0.5,0.773501264422317
E02002070,0,0.20081904415452703,0.6,0.9159021887108598,0,0,0,0.8036782578500916,0.2,0.6483745886866081,0.4,0.8265740143635872
E02002071,0,0.3303079340141398,0.75,0.9398915946582874,0,0,0,0.1672215239591516,0,0.24582246661429688,0,0.5863095051060486
E02002072,0,0.1327662164333115,0,0.212810951421757,0,0,0,0.10795868810321177,0,0.6247883738460966,0.4,0.8774724731528281
E02002073,0,0.2010966907715147,0.6,0.9457127805865894,0,0,0,0.31655161561775225,0,0.5351396005938412,0,0.7874092647451202
E02002074,0,0.1593927373581011,0.6,0.7353889318885448,0,0,0,0.14295310887512894,0,0.8174322755417955,0,0.574251160990712
E02002075,0,0.11604979871775754,0.6,0.6962993886983749,0,0,0,0.19089637691963618,0,0.1343271209184434,0,0.6716508125838675
E02002076,0,0.08786621247977296,0,0.006056689133044032,0,0,0,0.19737498117003335,0.8571428571428571,0.9767295628046203,0,0.764300570001312
E02002077,0,0.04145981027443173,0.16666666666666666,0.7414978975806943,0,0.10647661947226228,0,0.1571672692924902,0,0.21228264843892827,0,0.6374982225923743
E02002078,0,0,0,0,0,0,0,0,0,0.42063632954119257,0.25,0.8205650706338292
E02002079,0,0.29122398720957215,0.2,0.48489743159957704,0,0,0,0.09080623533355679,0,0.5264576188143067,0.2,0.7858576807034734
E02002080,0.25,0.331267383787937,0.25,0.6623949289281598,0,0.023254706108336527,0,0.1798870533999231,0,0.26989396849788705,0,0.668285824049174
E02002081,0,0,0,0.35688803512623485,0,0,0,0,0,0,0,0
E02002082,0.5,0.8426438482218573,1,1,0,0.20365732638074444,0,0.4528183245223102,0,0,0,0
E02002083,0,0,0,0.012600874243443158,0,0,0,0,0,0.1588406540898311,0,0
E02002084,0.25,0.627753557888242,0.75,0.984999228752121,0,0.06897635110450813,0,0.37637667746413694,0,0,0,0
E02002085,0.5,0.5902017972568185,0.5,0.9242584033787764,0,0.011035787482263897,0,0.3512043944007899,0,0,0,0
E02002086,0.5,0.6456863078536406,0.75,0.9720710634961123,0,0.009648178064979345,0,0.5734442460486163,0,0,0,0
E02002087,0,0.6046161051937688,0.75,0.9724326059050065,0,0,0,0.3926994067237969,0,0,0,0
E02002088,0.5,0.7190111762416008,0.8333333333333334,0.990454496730625,0,0,0,0.5276294633034511,0,0,0,0
E02002089,0,0.008630875931158476,0,0.2787513350548217,0.2,0.4458163775737829,0,0,0,0.03826807900820635,0,0
E02002090,0,0.13006299813002667,0,0,0,0.1906056534921297,0,0,0,0.5224914217243695,0,0.10668197745138974
E02002091,0,0.037550098947654174,0,0,0,0.14442463903752864,0,0,0,0.2731530366570695,0,0.08204439427603893
E02002092,0,0.15771443047028663,0,0.10765855039637597,0,0,0,0.1825736126840317,0.2,0.2721072748405555,0,0.010546432616081526
E02002093,0,0,0,0,0,0,0,0.23906607760276602,0,0.0777641183250096,0,0
E02002094,0,0,0,0,0,0.058270370751096486,0,0,0,0,0,0
E02002095,0.2,0.27281801042475323,0,0,0.2,0.30878661942646346,0,0.05240977568686047,0,0.04273185736882963,0,0
E02002096,0,0,0,0,0,0.21501070740056866,0,0.02453724191603972,0,0.036352769427192205,0,0
E02002097,0,0.02245992952142775,0,0,0.5,0.6863601227691258,0,0,0,0.2191360691144708,0,0
E02002098,0,0.03467706586891964,0,0.0483954655533274,0,0.07583226492214294,0,0.11310913135430703,0,0.05848510251268394,0,0
E02002099,0,0,0,0,0.25,0.49922455775559493,0,0,0,0,0,0
E02002101,0,0,0,0.11987951807228915,0,0,0,0.043975903614457815,0,0.2758530690266788,0,0
E02002102,0,0,0,0,0,0.15408859268518407,0,0.01014501027631878,0,0.20215982980973785,0,0
E02002103,0,0,0,0,0,0.2778895472040825,0,0,0,0.04798685291700902,0,0
E02002104,0,0,0,0,0.25,0.7801187236563109,0,0,0,0,0,0
E02002105,0,0,0,0,0.4,0.5868032894736842,0,0,0,0,0,0
E02002106,0,0,0,0,0.16666666666666666,0.4232033462881233,0,0,0,0.10184468524251804,0,0
E02002107,0,0,0,0,0,0.40723907074597054,0,0,0,0,0,0
E02002108,0,0,0,0,0,0.29258130081300815,0,0,0,0.035872379118528024,0,0
E02002109,0,0,0,0,0,0.1430105845496848,0,0.07822267994543268,0,0.04533293072862465,0,0
E02002110,0.25,0.237474587756946,0.25,0.3835780438220013,0,0.20681801069196593,0,0,0,0.04232362020932157,0,0
E02002111,0.25,0.5817241231638902,0.75,0.8509481392659843,0,0.18949809430002998,0,0.05650721596505502,0,0.05911823904757825,0,0.027713160035972753
E02002112,0,0.23010320488548433,0.25,0.2848182992067884,0,0,0,0,0,0,0,0
E02002113,0,0.17921572419795467,0,0.5654824359935207,0,0.053240819089524445,0,0,0,0,0,0
E02002114,0,0,0,0.044147636562497206,0,0,0,0,0,0,0,0
E02002115,0.25,0.40282800040611993,0.75,0.8465386087268921,0,0,0,0.06108551167204254,0,0.11434267148803895,0,0.02616622800509211
E02002116,0,0.009446326019731987,0,0.07209038278216524,0,0.16516442040161508,0,0,0,0,0,0
E02002117,0.25,0.43838766814679375,0.5,0.5544354838709677,0,0.25474198445866525,0,0.14208036763745588,0,0.04808590178921247,0,0.331017777850333
E02002118,0.6,0.9391768466719945,0.8,0.9845551718232675,0,0,0,0.115651044639799,0,0.1736656581801575,0,0.04774696026943712
E02002119,0,0.27044039934742514,0,0.500436232089658,0,0,0,0,0,0.10150154277202439,0,0
E02002120,0,0.2706448508180943,0.25,0.2848893166506256,0,0,0,0,0,0,0,0.023881346774057368
E02002121,0.75,0.7513711014012354,1,1,0,0,0,0.10281119402393278,0,0.299850519020166,0,0.4094680538924529
E02002122,1,1,1,1,0,0,0,0.13581879003427894,0,0.3380584121382555,0,0.18504039039453002
E02002123,0,0.25875378934468524,0.25,0.6506945788183695,0,0,0,0,0,0.29531491873065013,0,0.5217758320433435
E02002124,0,0.24402262554646129,0,0.2757266911441615,0,0.12120828461418154,0,0,0,0.17995315513915677,0,0
E02002125,0,0.44037268426251663,0,0.3320096008873022,0,0.051183214044330405,0,0,0,0.4513794776701384,0,0
E02002126,1,1,1,1,0,0,0,0.24834677259185692,0,0.2829040714995034,0,0.20302919563058583
E02002127,0.75,0.9494611979690625,1,1,0,0,0,0.34389683169019913,0,0.26622412507544996,0,0.2188770075627566
E02002128,0,0.43043171340760655,0,0.5791519400691509,0,0,0,0,0,0.14858768728390317,0,0.3309004033807145
E02002129,0,0.17371394588165326,0,0.4954788743816397,0,0.08538327070887283,0,0,0,0.059377449787797666,0,0.21079123077338957
E02002130,0.5,0.7209933998984599,0.75,0.8675864244065292,0,0.16834489761380944,0,0.1493942214495607,0,0.3788227511192479,0,0.3011592486038246
E02002131,0,0,0,0,0.2,0.4333687969445358,0,0,0,0,0,0
E02002132,0,0.594585849870578,0.75,0.9748974392368177,0,0.050776124505510604,0,0.06360435964640952,0,0.10906116202972632,0,0.22949680108095788
E02002133,0,0.032786173354177495,0,0.17714758317937052,0.25,0.27529726656876213,0,0.26570222811754857,0,0.4308963791115953,0,0.18787760354982863
E02002134,0.4,0.7050762656025813,1,1,0,0.03333240964819911,0,0.052506573559205134,0.2,0.309045340624288,0,0.10850282955546112
E02002135,0,0.3894228788773394,0.75,0.9708758427506282,0,0,0,0.45795446743652757,0,0.5920057121671907,0.25,0.620764276985184
E02002136,0,0.28008047417758986,0,0.6721500673396184,0,0,0,0.07069493152694249,0,0.18310809008840823,0,0.19576593815422766
E02002137,0,0,0,0,0,0,0,0,0,0,0,0
E02002138,0.25,0.2759199877843946,0,0.22291430592055034,0,0,0,0,0,0.5072614541392417,0,0.35195288955324633
E02002139,0.2,0.2960326933473213,0.4,0.7520826754162943,0,0,0,0.5445114999437983,0,0.29969196101205925,0,0.31831828375984195
E02002140,0.2,0.40890929070673765,0.8,0.8355502740828765,0,0,0,0.45488557519070794,0,0.5361907591265126,0.4,0.8376320900576276
E02002141,0,0,0,0,0,0.23341870974402956,0,0,0,0,0,0
E02002142,0,0.3506942530847187,1,1,0,0,0,0.2583268271026606,0,0.26923126971005173,0,0.6400523560209422
E02002143,0.16666666666666666,0.28471018325992115,0.8333333333333334,0.9560417114035961,0,0,0,0.5381931168851574,0.16666666666666666,0.47830734663307684,0.3333333333333333,0.6932402281452462
E02002144,0,0,0,0,0,0.25095676079811835,0,0,0,0,0,0.1616287129483964
E02002145,0.5,0.6178919865670778,0.5,0.9526482253488506,0,0,0,0.09597084708470843,0,0.5775584795321638,0,0.1535920039372358
E02002146,0,0.15755829036547003,0.5,0.6050215650030807,0,0,0,0.12337938191134024,0,0.39456294386613483,0,0.38935977883711126
E02002147,0.2,0.5056011500093262,1,1,0,0,0,0.037233159888600875,0,0.30065797513458575,0,0.24841134058413777
E02002148,0,0,0,0.0904269838626101,0,0.2662796561551558,0,0,0.14285714285714285,0.27599725183211193,0,0.039183599822340646
E02002149,0,0.12610576346798275,0.42857142857142855,0.5187149848082926,0,0.22719445906577515,0,0.09235828456178567,0,0.2009537161052944,0,0.04719122789645665
E02002150,0,0.1685381239211077,0.25,0.36617603849120356,0,0.10798931207992066,0,0.14455641458845997,0,0.45189885040584704,0,0
E02002151,0,0.41184500200543694,0,0.49643210481750516,0,0.037820312848166115,0,0.3383256829626988,0,0,0,0
E02002152,0.25,0.5808807300509338,0.75,0.8384923599320883,0,0,0,0.35498726655348045,0,0.07460950764006785,0,0
E02002153,0,0.32258366704805486,0.6,0.7726022597254004,0,0,0,0.18024671052631575,0,0.13420409038901598,0,0
E02002154,0,0.35595343844844174,0,0.3866505662891405,0,0.17355189133170476,0,0.1994411133318528,0,0.21466429787549038,0,0
E02002155,0,0.35182856037151694,0.75,0.9835757672634271,0,0,0,0.5867941512989634,0,0.23426142482164486,0,0.03259817943195582
E02002156,0,0.044185141720029575,0,0.467186902058831,0,0,0,0,0,0.5168967012781589,0,0.07034435033293363
E02002157,0,0,0,0,0,0,0,0,0,0.30540708578651954,0,0
E02002158,0,0.30315925509597685,0.4,0.5643915256785685,0,0,0,0.018451123728243198,0,0.3611112702174426,0,0
E02002159,0,0.36733218348751717,0.75,0.8693966793846583,0,0,0,0.5095576577989164,0,0.34951523545706364,0,0.08297182877750482
E02002160,0,0.11084783575506156,0.25,0.43605106407798133,0,0,0,0.09456150071813411,0,0.40753822150611324,0,0
E02002161,0,0.32559458353065823,0.25,0.683551126558198,0,0.14892481317675763,0,0.5750331104564828,0,0.15186462037356618,0,0
E02002162,0,0,0,0,0.2,0.2074278941129988,0,0,0,0,0,0
E02002163,0,0.12059852821658394,0.3333333333333333,0.852338243719162,0,0,0,0.5819948571961504,0,0.31722150917755104,0,0.093336338483539
E02002164,0.25,0.574631191105493,0.25,0.8531864082969431,0,0,0,0.8601952137439669,0,0.34646381578947366,0,0.08227921742128244
E02002165,0,0.01969150505474279,0,0.03885080727016821,0,0,0,0.5521552015807066,0.8,0.9803084949452572,0,0.03541770986994355
E02002166,0,0.49712822622794034,1,1,0,0,0,0.38558219444660663,0,0.14164516774717265,0,0.16001173173796523
E02002167,0,0.05475439655583268,0,0,0,0.20044958457114714,0,0,0,0.033093316599679075,0,0
E02002168,0.16666666666666666,0.37695987567638406,0.16666666666666666,0.4354179539029002,0,0,0,0.703308431163287,0.5,0.8281471755696604,0,0.16795366885730867
E02002169,0,0,0,0,0,0.13251992698509277,0,0,0,0.08881442044417401,0,0
E02002170,0.25,0.4317281799461429,0.5,0.7379350879971988,0,0.04512784813292536,0,0.2744199521455309,0,0.34013689379475925,0,0.05921865490591675
E02002171,0,0.30545133108521505,1,1,0,0,0,0.1922005947553392,0,0.1400602581067429,0,0.21235362331213267
E02002174,0,0,0,0,0,0,0,0.03178979537602974,0,0.30485859546554395,0,0
E02002175,0,0.33445373931010725,0.75,0.9416331860184813,0,0,0,0.5647506170005165,0.25,0.23391494002181026,0.25,0.4643628393502841
E02002176,0,0.2699299585016246,0,0.20231081521099045,0,0.10049985104923687,0,0.10903161220149227,0,0.16421094199233766,0,0
E02002177,0,0.33651036421505004,0.6,0.8231911765497854,0,0.11412861428102127,0,0.5248237625681926,0,0.2736489361129212,0,0.1705054742658344
E02002178,0,0,0,0.09477631415839709,0,0,0,0,0,0.03798809966530305,0,0.022196668689201615
E02002179,0,0,0,0,0,0.10880649831108248,0,0,0,0.29393090253379944,0,0
E02002180,0,0.10051482986990767,0.25,0.48284158391645415,0,0,0,0.20168582344268035,0,0.18553385087855062,0,0
E02002181,0,0.41048787126186503,0.75,0.9605926581158779,0,0,0,0.24298064164937225,0,0.08898275099513485,0,0.18994488483652566
E02002182,0,0.3224498516511868,0.5,0.7287433888028896,0,0.17987938596491226,0,0,0,0.25598958333333327,0,0.08750886867905051
E02002183,0,0,0,0,0,0.06236736765494519,0,0,0,0.11179901172144333,0,0
E02002184,0,0.08726733234359785,0,0,0,0.22132720335871522,0,0,0.125,0.23878905065210795,0,0
E02002185,0,0,0,0,0,0,0,0,0,0.18497275531338056,0,0
E02002186,0,0.025723623350698662,0,0,0,0.09409842251326742,0,0,0.25,0.48022785919470273,0,0
E02002187,0,0,0,0,0,0.36325485688211856,0,0,0,0.11290342394833364,0,0
E02002188,0,0,0,0,0.25,0.5201699303203062,0,0,0.25,0.2975639648571979,0,0
E02002189,0,0.37247116531883867,0.5,0.5208178989479922,0.25,0.4336108273350438,0,0.024280790136550434,0.75,0.7627796710623796,0,0
E02002190,0.14285714285714285,0.5314518410823187,0.5714285714285714,0.6369670350717584,0,0.026231559794366394,0,0.2878689673484845,0.7142857142857143,0.890709488136021,0,0.31233801566193203
E02002191,0.5,0.8840757067770747,0.6666666666666666,0.9103228558770926,0,0.07047342715095958,0,0.08496502349086887,0.5,0.6091390145320695,0,0
E02002192,0,0,0,0,0,0.2240306288693385,0,0,0,0.024471654862147217,0,0
E02002193,0.75,0.9774236850821987,0.25,0.5363034117257369,0,0.05774655253569498,0,0.12638813828210804,0.5,0.8063884869510644,0,0
E02002194,0.2,0.5620097332372026,0,0.42253388608507564,0,0.13946034607065608,0,0,0.2,0.2600054073540014,0,0
E02002195,0,0,0,0,0,0.2604785670392453,0,0,0,0.25747454784009566,0,0
E02002196,0.25,0.24609618988132417,0,0.09390512508629474,0,0.09390512508629474,0,0,0.25,0.4641704198034123,0,0
E02002197,0,0.17413566908473527,0,0,0,0,0,0,0.4,0.7628420815178031,0,0
E02002198,0,0.12969009716902416,0,0.03114796102727169,0,0.12484642826639683,0,0,0,0.09578474334631984,0,0.010485582324304068
E02002199,0,0,0,0,0,0.08876236846238415,0,0,0.25,0.40019673811511663,0,0
E02002200,0,0.07443052259295452,0,0.017562473823816833,0,0.3000500255944902,0,0,0.16666666666666666,0.37214795942109913,0,0.023586195262692525
E02002201,0.2857142857142857,0.27514768283551044,0,0.20997828000402866,0,0.00547050503369664,0,0,0.14285714285714285,0.2892956765822535,0,0.06467632389068184
E02002202,0.2,0.41881598445797913,0,0.1612076972709289,0,0,0,0,0.8,0.9300332536852032,0.2,0.359246864298021
E02002203,0.4,0.7268822515554062,0.2,0.7367867552267249,0,0,0,0.03370536965416736,0,0.3311228350428787,0,0.2550004203800235
E02002204,0,0,0,0.02009710556004694,0.14285714285714285,0.29139638343450397,0,0,0,0.1544378063095776,0,0
E02002205,0,0,0,0,0,0.24622068041987163,0,0,0.6666666666666666,0.7837368262889017,0,0
E02002206,0.2,0.2845893716873797,0.2,0.36476404126014655,0,0.079669845972643,0,0,0.2,0.5706677149674277,0,0.12701762480951484
E02002207,0,0.13822746117630522,0,0.2760104701004848,0,0,0,0.0507065561099009,1,1,0,0.12405382615417043
E02002208,0.4,0.4526458019105078,0.2,0.4673119922732925,0,0,0,0,0.4,0.5202197613188325,0,0.26887717975179276
E02002209,1,1,0.75,0.9509741750585851,0,0,0,0.08701469377414654,0,0.2201441668250047,0,0.1231573405535499
E02002210,0,0.2735055425679043,0,0.2683701550795756,0,0.1742258306831504,0,0,0.2,0.5636219400040718,0,0.29382103718680447
E02002211,0,0.28755060728744936,0.25,0.3596051903416538,0,0,0,0.049222322546820824,0.5,0.5184742084874611,0,0
E02002212,0.5,0.5830771015442144,0.5,0.6975611919725412,0,0.03088770155649721,0,0.12626904679044942,0,0.11826205927108707,0,0
E02002213,0,0.0870090553089345,0,0,0,0,0,0,0.25,0.5738115387870348,0,0
E02002214,0,0.3822859387274155,0,0.16175569520816963,0,0,0,0,0.5,0.9095116522649908,0,0.34870384917517666
E02002215,0.2,0.46491686984034797,0.8,0.9855517229295059,0,0,0,0.2828442980370168,0.4,0.6838478174891237,0,0.3306332510625941
E02002216,0,0.5211974056486705,1,1,0,0,0,0.6487690067671535,0.8,0.9912291732159697,0,0.6038824269097768
E02002217,0.4,0.7477850921938594,0.6,0.9484380201677424,0,0,0,0.1758752241755173,1,1,0,0.7278391090969619
E02002218,0.16666666666666666,0.48358665592404676,0.3333333333333333,0.4464916817281101,0,0.09255492890272848,0,0.08582355246826208,0,0.23795483744528884,0,0
E02002219,0.25,0.6682658887785501,1,1,0,0,0,0.3454865285109496,0.75,0.7939139836930956,0,0.34735633460513243
E02002220,0,0.62859186681696,1,1,0,0,0,0.2790910141911615,0.4,0.7661724327292696,0.2,0.5606419260672273
