msoa_code,Score,Proportion,Extent,Income_Score,Income_Proportion,Income_Extent,Employment_Score,Employment_Proportion,Employment_Extent,Education_Score,Education_Proportion,Education_Extent,Health_Score,Health_Proportion,Health_Extent,Crime_Score,Crime_Proportion,Crime_Extent,Housing_Score,Housing_Proportion,Housing_Extent,Access_Score,Access_Proportion,Access_Extent,Environment_Score,Environment_Proportion,Environment_Extent
W02000011,17.60175023233657,0,0.12301139055777721,19.243307423663904,0.2,0.17248829672308247,13.72937743460521,0,0,15.383957914133957,0,0.1556933836210981,18.166765388775655,0,0.17248829672308247,26.91090798093506,0,0.25641358527756186,23.564361636683472,0,0.14103696403414007,22.88697328614932,0,0.14959504450719882,3.704852088097827,0,0
W02000012,17.57595625558351,0,0,17.29640548093431,0,0,16.525860195940137,0,0,7.78335606931167,0,0,12.015782525200558,0,0,20.401099133438155,0,0.044240317775570984,33.63038820986723,0,0.47429536454693677,34.96432061730258,0,0.4982456140350877,7.448127693449569,0,0
W02000013,8.437814423283797,0,0,5.565479355301736,0,0,4.263634259497156,0,0,4.728488074134753,0,0,9.189360829551408,0,0,5.646561359670701,0,0,25.643806242455007,0.25,0.17383695493656118,20.505519542184047,0,0.1651451071897331,2.1414102728567888,0,0
W02000014,16.344339256787435,0,0,15.419222981110345,0,0,10.70622480939854,0,0,5.910000833813197,0,0,11.936887327318365,0,0,16.86926926491197,0,0,35.96852575794048,0.25,0.38860072070243107,43.52935531409699,0.25,0.7136650691337795,5.292234618413693,0,0
W02000015,28.125047811966002,0.25,0.4480249275004627,33.67776047999918,0.25,0.4824100697229592,31.338654838577963,0.25,0.4709483556487937,27.13615757849156,0.25,0.33340778675880794,24.94716285747128,0,0.27066915530326396,46.95035390223681,0.25,0.7730511507373358,17.168033980538336,0,0,26.69035677631653,0,0.2580036404022953,1.2396840107470106,0,0
W02000016,17.589016998190377,0,0,13.468568189138074,0,0,12.033579340148686,0,0,10.653265117297968,0,0,9.556424876559921,0,0,27.219615218235507,0.25,0.2517931858936043,32.727178194609984,0,0.46108039450089655,45.11532087786611,0.25,0.6986220782080725,17.804167466454274,0,0.2239122911882216
W02000017,19.21356262054669,0,0.012781198944325733,18.761779328823927,0,0,14.51521259443798,0,0,10.556243937976372,0,0,12.030178715197058,0,0,14.964241002603872,0,0,45.35814960897197,0.5,0.5445519668216665,43.70728291635277,0.5,0.7178680804058657,6.324252457559758,0,0
W02000018,21.391035192683717,0,0.028906015616764903,19.76568330870128,0,0,17.965496670734556,0,0,20.590751097499613,0,0.03510042244727516,15.880787670098906,0,0,23.230212076641504,0,0.2327550697727217,37.57439320074257,0.25,0.5809079778478703,37.34299507037252,0.25,0.6333169814074547,5.986693201447543,0,0
W02000019,13.200236826041875,0,0,9.539933948350663,0,0,7.365085823312919,0,0,10.560565476254949,0,0,7.029920991982766,0,0,13.111596930269336,0,0.022438698940771662,33.27917827618715,0.2,0.3900156672838627,33.36684755285287,0.6,0.5043441105255662,12.527161637373734,0,0
W02000020,14.305611161054955,0,0,11.820186172709073,0,0,8.440123308183182,0,0,8.850589547892687,0,0,6.618035375340978,0,0,6.335587519327131,0,0,42.2656576534118,0.25,0.5960547192299225,40.980138606465026,0.5,0.7236910428385981,4.863319238707629,0,0
W02000021,13.449535036364372,0,0,15.507552432568172,0,0,12.020036703403088,0,0,10.597328432499287,0,0,8.61890230907886,0,0,15.35369821564038,0,0.09184835604450554,21.97278635279335,0,0.11502000250031252,18.234135221240617,0.2,0.16128266033254157,9.75621242927696,0,0
W02000022,13.216147778541385,0,0,10.075154239848418,0,0,7.89772479118035,0,0,12.724020749158816,0,0,8.733683527669584,0,0,4.980820192648385,0,0,24.205005985653095,0.25,0.24189850888999076,39.530856742193805,0.25,0.6529113834384075,5.484437144737551,0,0
W02000023,14.786710556535057,0,0,8.124176662297822,0,0,3.8450938122998637,0,0,6.043785850550034,0,0,1.5049305331729068,0,0,3.2724976261480596,0,0,56.2218596545303,0.3333333333333333,0.6836059259790047,68.25019377161334,0.6666666666666666,0.863492888108631,3.1485403501436355,0,0
W02000024,16.559210661395735,0,0,10.924226338661226,0,0,8.50642344613058,0,0,9.185036337254996,0,0,7.508368130987009,0,0,9.043263495002497,0,0,50.773796910060625,0.75,0.6465689540306462,52.33452065922918,0.75,0.6465689540306462,12.65052756384377,0,0
W02000025,16.3943995833152,0,0,11.702840017907526,0,0,13.38043213635358,0,0,17.91122732777274,0,0,8.63722909878785,0,0,17.03971904520701,0,0.06697523500501024,34.04175601530191,0.2,0.3415422054683399,34.1624931544104,0.2,0.42497057466876614,8.43530663149849,0,0
W02000026,16.574359220064455,0,0,14.478938103945213,0,0,13.32683299948167,0,0,12.798118671643346,0,0,11.570684213258225,0,0.010259164764334618,7.314364502869612,0,0,19.5036612445562,0,0.026371975998812656,44.52185128522223,0.5,0.6724572947071585,14.931813839977172,0,0
W02000027,25.206259877705158,0,0.15743579232537827,24.274067906487186,0,0.0957578079978137,31.150987363124507,0,0.3720061667884577,17.04328417524935,0,0.11480355986478215,19.953429059377807,0,0.13384931173175063,44.78761259756632,0.4,0.6302713268100831,35.459975456577496,0.2,0.43974489220002255,20.208589894616097,0,0.08161726700768174,17.824713505713966,0,0
W02000028,23.418560385426265,0.25,0.2281227694503926,28.573935512571595,0.25,0.29034148540516175,27.071818279306783,0.25,0.26572748788459366,23.01567786135974,0,0.25582253277733946,21.80017503615175,0.25,0.2281227694503926,27.895078149549892,0.25,0.2281227694503926,14.15547221404454,0,0.11144671099590515,18.62167833789479,0,0.10865847702768698,8.729371929107353,0,0
W02000029,4.43797290976886,0,0,2.5975604322543027,0,0,2.62429138636175,0,0,4.756018072096831,0,0,2.9927457422674926,0,0,4.47429625507753,0,0,6.199619961018016,0,0,14.847057626065789,0,0.20649026861830466,0.640342912120637,0,0
W02000030,12.869717365927954,0,0,16.872279819319303,0,0.11682021192748925,17.472817407377704,0,0.0935852526490936,7.575460915816306,0,0,10.326168690865558,0,0,15.949924464702164,0,0,7.0629918057036605,0,0,10.896428784954242,0,0,6.455152344057571,0,0
W02000031,28.317520731987788,0,0.2629212385532145,29.1491599592923,0,0.2023763306001802,28.186451615470002,0,0.19996218543004615,34.46269953921326,0.2,0.35792624898373343,35.113539624248595,0,0.49262458325192693,31.378154772775716,0,0.41412468724199425,7.16366475908933,0,0,17.905201087173992,0,0.07560897213696435,35.01985852852353,0,0.4540354448569033
W02000032,7.874891373030052,0,0,7.6926568063864,0,0,6.533294038227098,0,0,12.307029480139752,0,0,6.244723887444317,0,0,8.916580883056671,0,0,6.447952955922846,0,0,10.112191198421337,0,0,3.5416921391286267,0,0
W02000033,37.28769140799226,0.25,0.5811241589383744,44.50661196126874,0.25,0.5966005413339894,58.14800575373673,0.5,0.6082001917578082,23.89214176079091,0,0.17517627294093688,32.731350161487505,0.25,0.23230694825084633,54.89151531675964,0.5,0.7627972882391373,39.28051230505626,0.5,0.4617120748025149,8.654592574600192,0,0,1.788045140858939,0,0
W02000034,13.251425833261894,0,0,15.963467982033217,0,0.0751364869270844,18.14953252422512,0,0.14427379242887764,7.925008331945169,0,0,11.281006671095557,0,0,18.141236970248055,0,0.06271634998924752,10.090130298974826,0,0.028615429439553787,12.715327585445895,0,0.05586772387671431,1.2001965499240808,0,0
W02000035,21.90094546563351,0.16666666666666666,0.3024841132293472,29.32307914703697,0.3333333333333333,0.3024841132293472,24.755263647067938,0.16666666666666666,0.24826902611815496,21.337467743245522,0,0.2290291586852747,16.49577607562299,0,0.08674328802943232,22.50730026757585,0,0.13364012283742283,26.59925119163605,0.16666666666666666,0.23877010550640032,14.997523509263779,0,0.08495119948919092,1.1006641466239169,0,0
W02000036,21.460875153582315,0.14285714285714285,0.2277445477132603,26.401723213034874,0.14285714285714285,0.3361299056050912,27.301322086390634,0.14285714285714285,0.25209349406459924,17.311413175628047,0,0.031960353169663815,18.975524914352352,0.14285714285714285,0.1952792859114751,23.348863107814022,0.14285714285714285,0.2730369103950638,11.172885355547345,0,0.029822543383396367,19.030644116600993,0,0.059236558775239374,10.473381287935492,0,0.030275871421444923
W02000037,17.39107540186892,0,0,17.604167238405505,0,0.026521252716202544,13.75507264502085,0,0,26.85788617644911,0,0.31089708191995175,14.591963205286415,0,0,17.632334742763454,0,0.03500584476588662,19.253268030130943,0,0.06152709748208917,20.605106172703366,0,0.22077115052244317,5.0657593422279605,0,0
W02000038,11.077125820800196,0,0,10.735276235349167,0,0.07574869287552634,8.843853670819952,0,0,11.224293273811126,0,0,5.089545023501751,0,0,11.994567548526833,0,0,15.2708644909745,0,0.16466671091347532,24.004829530553316,0.25,0.28835645229087853,7.314251675896175,0,0.030550577789576913
