ward_code,Proportion,Extent,Income_Proportion,Income_Extent,Employment_Proportion,Employment_Extent,Education_Proportion,Education_Extent,Health_Proportion,Health_Extent,Crime_Proportion,Crime_Extent,Housing_Proportion,Housing_Extent,Access_Proportion,Access_Extent,Environment_Proportion,Environment_Extent
W05000587,0.75,0.933035254315482,0.75,0.9440936526854024,0.75,0.8998600592057205,1,1,0.75,0.9219768559455616,0,0.1291422859559417,0,0,0,0.1982934143247087,0,0
W05000590,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11737999959373538,0,0,0,0.09416197769607342
W05000591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000592,0,0.37782006545046914,0,0.4507521379883924,0,0.6402258221989187,0,0.1857428266647381,0,0.7312037823862301,0,0,0,0.19583612070368295,0,0,0,0.27797374749136666
W05000593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
W05000594,1,1,1,1,0,0.9499999999999998,1,1,1,1,0,0,0,0,0,0,0,0
W05000595,0,0.5393991176287826,0,0.6921301186851425,0,0.6655657739389796,0,0.6184210526315789,0,0.46082458211644806,0,0,0,0.1904181942459454,0,0.21218852917417508,0,0
W05000596,0,0.14473684210526305,0,0,0,0,0,0,0,0.95,0,0,1,1,0,0,0,0
W05000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000599,0,0,0,0.09736842105263155,0,0,0,0.4289473684210525,0,0.3815789473684211,0,0,0,0,0,0,0,0.47631578947368414
W05000601,0.4,0.7753897740537246,0.6,0.7080341410101041,0.6,0.7657675407617788,0.4,0.7256195121225864,0.8,0.873328079345135,0.2,0.17022178273767483,0.2,0.2793622352250169,0,0.12139500821555228,0,0.029646619727734344
W05000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
W05000605,0,0.3177713869928277,0,0.38714944042132976,0,0.3267773119434531,0,0.3263282630539482,0.25,0.4206714944042133,0,0,0,0,0,0,0,0
W05000607,0,0.03852953699761185,0,0.01978543791769255,0,0.03852953699761185,0,0,0,0.30094692411648183,0,0,0,0,0,0,0.5,0.8839124719995556
W05000608,0,0,0,0,0,0,0,0,0,0.10831733963239093,0,0,0,0,0,0,0,0.2368697866686351
W05000609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000610,0,0,0,0,0,0,0,0.2868421052631578,0,0.5710526315789473,0,0,0,0.7605263157894736,0,0.2394736842105263,0,0
W05000611,0,0.11554121151936443,0,0.22981273939565894,0,0.3440842672719534,0,0,0,0.2755213505461767,0,0,0,0,0,0,0,0.22981273939565894
W05000612,0,0,0,0,0,0.11442215198570838,0,0,0,0.2049539645458293,0,0,0,0,0,0.19925793596262195,0,0
W05000613,0,0.39029577713127034,0,0.31321299479855413,0,0.43591862822886357,0,0.05743850833112931,0.6666666666666666,0.6641541038525963,0,0.22582209292074404,0,0.19122807017543858,0,0.09992726791854005,0,0
W05000614,0,0.4481260804001618,0,0.35026113501783807,0,0.5975137003935415,0,0.28381606532053405,0.25,0.692882231784913,0,0.3324846445253595,0,0.10934293280370737,0,0.1992993490014344,0,0.15406506307697965
W05000615,0.3333333333333333,0.7207164830247775,0.3333333333333333,0.5392466021589574,0.6666666666666666,0.7751457016611667,0.3333333333333333,0.49219755019855693,0,0.5184389507243133,0.3333333333333333,0.5416298450696347,0,0.27284691537558026,0,0.3708238715811845,0,0.18719223670227636
W05000616,0,0.29415241504264433,0,0.2716215917627822,0,0.2716215917627822,0,0.5213774360334084,0,0.6611759246983958,0,0,0,0.4518681780016792,0,0,0,0
W05000617,0,0.07102907223295479,0,0.14108514347641707,0,0,0,0,0,0.36974037600716203,0,0.2957051312255572,0,0,0,0,0,0.2048381472930311
W05000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09654230155479923,0,0
W05000619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000620,0,0.21680376220751127,0,0.19524316707085268,0,0.38928852330077995,0,0.08744019138755978,0,0.06587959625090117,0,0,0,0.2599249524808284,0,0,0.5,0.9341204037490987
W05000622,0,0,0,0,0,0,0,0,0,0.04999999999999993,0,0,0,0,0,0,0,0
W05000623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000625,0,0.3029313378369572,0,0.023854725546842728,0,0.5667126441775093,0,0.2272476486304494,0.5,0.7509318591567652,0,0,0.5,0.8857484197493319,0,0,0,0
W05000626,0,0.0991658450318481,0,0.1158559869790444,0,0.4855274895535001,0,0,0,0.047106280420051,0,0.3925880714274535,0,0.17252140163074944,0,0,0.5,0.5162057686589355
W05000627,0,0.07500960430272757,0,0.09955820207452935,0,0.46778716865155584,0,0,0,0.05046100653092584,0,0.09955820207452935,0,0.34504417979254703,0,0,0,0
W05000628,0,0.24830459358657037,0,0.43001104588131805,0,0.3941838661948302,0.2,0.1737271667314419,0,0.34078930322307904,0,0.185227156503774,0,0,0,0,0,0
W05000629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000630,0.5,0.5026937422295897,0,0.5026937422295897,0,0.4775590551181102,0.5,0.5275590551181102,0.5,0.5026937422295897,0,0,0,0,0,0,0,0
W05000631,0,0.17691110269678992,0,0.15494972443098148,0,0.2208338592284067,0,0,0.5,0.4636290967226219,0,0,0,0,0,0,0,0.08906558963355628
W05000632,0,0,0,0,0,0,0,0,0,0,0,0.2923246822955956,0.25,0.18591510474090409,0,0,0,0
W05000633,0.25,0.23270440251572327,0,0.21004634227077124,0.25,0.23270440251572327,0,0.16595498179410786,0.25,0.23270440251572327,0,0.37926627429134263,0.5,0.5190980211688909,0,0,0,0.10751649025924219
W05000634,0,0.36378054282403843,0.16666666666666666,0.34520825002307054,0,0.39128677186830313,0,0.1785349185353799,0.16666666666666666,0.26583176966378536,0.16666666666666666,0.35928255765070183,0.16666666666666666,0.18854240364206834,0,0,0.16666666666666666,0.351820265157341
W05000635,0,0.6914899236939933,0,0.7103140285658384,0.3333333333333333,0.6777758755625123,0,0.3835213265505771,0,0.7300097828213656,0.3333333333333333,0.696158775190765,0.3333333333333333,0.522768538446488,0,0,0,0.37262913324202696
W05000636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2482825588010279,0,0,0,0
W05000637,0.3333333333333333,0.6476367244927962,0.3333333333333333,0.723991368085017,0.3333333333333333,0.6933039652203132,0,0.5043852648380728,0.3333333333333333,0.5713860419204435,0,0.6863926576217079,0,0.2296136640483891,0,0,0.3333333333333333,0.6330727307094552
W05000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4209321043643108,0,0
W05000640,0,0.09333791791093984,0,0.17040592352547737,0,0.18581952464838483,0,0,0,0.06251071566512484,0,0.07792431678803236,0,0,0,0,0,0
W05000641,0.25,0.6821313764187773,0.75,0.7769772392336662,0.25,0.586572354416416,0.75,0.7769772392336662,0.25,0.49198288417950065,0,0.2497436074220265,0,0.15092258236880887,0,0,0,0.0322796101109167
W05000642,0,0,0,0.059413208291336166,0,0,0,0,0,0,0,0,0,0.00957535387177351,0,0,0.16666666666666666,0.2285949052481328
W05000644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000645,0,0,0,0.013543999843503943,0,0,0,0,0,0,0,0,0,0,0,0.047575778323340395,0,0.05755435792603604
W05000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.26820652173913045,0,0
W05000649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1942388790640729,0,0,0,0
W05000651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40866366167307433,0,0
W05000652,0,0,0,0.09211693682876392,0,0,0,0,0,0,0,0,0,0.16219287127832252,0,0,0,0.03977664376403617
W05000654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2576256608537836,0,0
W05000655,0,0.37918361989762434,0.3333333333333333,0.4769947600634042,0.3333333333333333,0.518102516986885,0,0.152491241531798,0,0.3956904297959553,0,0,0,0.012488010742374815,0,0,0,0.2066806667541672
W05000657,0.25,0.3130091286441612,0.25,0.32626674125239163,0.25,0.2592421441774492,0.25,0.2592421441774492,0.25,0.4853580925511561,0,0.0989213444887635,0,0.3527154878879268,0,0.1480409086487012,0,0
W05000658,0,0.21053867243310034,0,0.13647295053481098,0,0.24757964242962502,0,0.18585009846700384,0,0.09944008958566629,0.25,0.5559551299378306,0.5,0.5263389581804843,0,0,0.25,0.7027184615978684
W05000659,0,0.12301422340643119,0,0.1701488123206872,0,0.30609981260261243,0,0.1025613740263904,0,0.1975021973587471,0,0,0,0.10100249310388668,0,0.019512545674658228,0,0.14945936682900401
W05000661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000663,0,0,0,0,0,0,0,0,0,0.10946184665816788,0,0,0,0.20716171917683482,0,0,0,0.15276543434711343
W05000664,0.5,0.520332743839145,0.5,0.46859021183345506,0,0.4776825189342969,0,0.6257391103763791,0,0.40076794433124446,0,0,0.5,0.595848871631233,0,0,0,0
W05000666,0.5,0.49374329638898823,0.5,0.49374329638898823,0.5,0.49374329638898823,0.5,0.49374329638898823,0.5,0.5071773328566321,0,0.1274890390079596,0,0,0,0.14679826129499648,0,0.0794003913967973
W05000667,0,0.08739720394736838,0,0.04409950657894734,0,0.3708913702713815,0,0,0,0.11988396895559206,0,0,0.3333333333333333,0.8368183336759868,0,0,0,0
W05000668,0.5,0.513271783035199,0,0.4632953199501928,0.5,0.513271783035199,0.5,0.513271783035199,0.5,0.5837192881222096,0,0,0,0,0,0.12291508488474502,0,0
W05000669,0.5,0.6801383019592777,0.5,0.6573813432053923,0.5,0.7939230957287046,0.5,0.5891104669437361,0.5,0.8394370132364753,0,0,0,0,0,0.36994900988370055,0,0
W05000671,0,0.23410759040458284,0,0.1177005012531328,0,0.30395184389545293,0,0.466921768707483,0,0.44364035087719295,0,0,0,0,0,0,0,0.5493823845327603
W05000672,0.3333333333333333,0.2756395482830145,0.3333333333333333,0.2756395482830145,0.3333333333333333,0.32207275506119526,0,0.37121577855678606,0.3333333333333333,0.2756395482830145,0,0.11823485886876674,0,0,0,0,0,0.38337174464162244
W05000677,0.5,0.6244998461064942,0.5,0.5609536662168241,0.5,0.6868906409072614,0,0.2983912209673982,0.5,0.64529677770675,0,0.50288727892606,0,0.7284845041077728,0,0,0,0
W05000678,1,1,1,1,1,1,0.5,0.8938089931276699,1,1,0,0.3156636779629535,0,0.080006922986002,0,0.04354558195295745,0,0
W05000680,0.3333333333333333,0.6228915448999858,0.3333333333333333,0.5400606469002696,0.6666666666666666,0.8213215822575305,0.3333333333333333,0.32816711590296493,0.3333333333333333,0.7475286092589964,0,0,0,0.30698798884002454,0,0.07858738828202581,0,0
W05000681,0.25,0.684532065457762,0.25,0.6575280849181777,0.5,0.7531676249447147,0.5,0.6929420610349403,0.25,0.8477341884122069,0,0,0,0.3842905793896505,0,0.150187969924812,0,0
W05000682,0.25,0.2849746934879234,0,0.2338958107530303,0.25,0.3222662503604562,0,0.28234709198842556,0,0.2930344944166575,0.25,0.20196485924806348,0,0.4090044447979953,0,0,0.5,0.9509988365964979
W05000683,0.25,0.40453730375231306,0.25,0.394493618969497,0.25,0.43466835810076115,0.25,0.45088132618607046,0.25,0.41458098853512904,0,0.07449066213921897,0,0.44869994849392414,0,0,0,0.39050094427805643
W05000684,1,1,1,1,1,1,1,1,1,1,0,0.09977234623097403,0,0,0,0.39498915151714387,0,0
W05000686,0,0,0,0,0,0,0,0,0,0,0.5,0.5388947553678283,0,0,0,0,0,0.15457770614498226
W05000687,0,0.14489233457086695,0,0.09720157239571955,0,0.20359772876173832,0,0.1445621314697532,0,0.16874033631797333,0,0.01148547717842322,0,0.10594583970299187,0,0,0,0.3232954793623061
W05000688,0,0,0,0,0,0,0,0.14473684210526305,0,0.23947368421052628,0,0.14473684210526305,0,0,0,0.95,0,0
W05000689,0,0.10199773149332232,0,0.23674702814505097,0,0,0,0,0,0.25165300743936747,0,0,0,0,0,0.1561205199773149,0,0.2298753433340375
W05000690,0.6666666666666666,0.9836389748121962,0.6666666666666666,0.9526391376142521,0.6666666666666666,0.875139544619392,1,1,1,1,0,0.3180309091331953,0,0.06286078098471984,0,0.24757483080214895,0,0
W05000691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13487826098965594,0,0,0,0.3091155795550276
W05000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16901625091954792
W05000694,0,0.12341848557592236,0,0.10303745126063245,0,0.1845615885217922,0,0.16418055420650227,0,0.20494262283708212,0,0,0.5,0.7135332399017581,0,0,0.5,0.6727711712711781
W05000695,0.25,0.26675558519506504,0.25,0.32185289833453257,0.25,0.3000561590705673,0,0.3085151190747793,0.25,0.2782594198066022,0,0.153419560906267,0,0,0,0.23726505326336844,0,0
W05000696,0.25,0.28572372284204345,0,0.2480514262756127,0.25,0.29606383471891706,0.25,0.2748091603053435,0.25,0.3374242822264116,0,0,0,0.021254674413573562,0,0.04533524430571433,0,0.034016982414933374
W05000697,0,0.050529656593215344,0,0,0,0,0,0.16628850624312697,0,0.07948676902518129,0.3333333333333333,0.34911399100766993,0.3333333333333333,0.4486003424323835,0,0,0.3333333333333333,0.5543820209078635
W05000698,0.3333333333333333,0.5459108640652068,0.3333333333333333,0.48668631678651997,0.3333333333333333,0.5249355035706718,0,0.5619558308511036,0.3333333333333333,0.6816337849121976,0,0.2543951045029101,0.3333333333333333,0.4906321273228062,0,0.16199882847065564,0,0.121685755948004
W05000699,0,0,0,0,0,0,0,0.7046489987344599,0,0.09312513958162733,0,0.13272165562420904,0.3333333333333333,0.9686784145654093,0,0.3625261881719858,0,0.39135657389584283
W05000700,0.25,0.7011811129666541,0.25,0.6263144427086139,0.5,0.8130865161881161,0.5,0.6282650074521,0,0.6717839250121208,0,0,0,0.5829082044928082,0,0.11549183860367394,0.25,0.5538297509382464
W05000701,0,0.10636321332521263,0,0.10531619322653268,0,0.25009238412635404,0,0.04834598197483043,0,0.15524981352093012,0,0.06356575354652393,0,0.1973256506237639,0,0,0.4,0.5173476859487165
W05000702,0.6666666666666666,1,0.6666666666666666,0.8825645308409443,0.6666666666666666,0.9601365838634398,0.6666666666666666,0.8676374426951917,0.6666666666666666,0.9601365838634398,0.3333333333333333,0.48746283331556445,0.6666666666666666,0.9858991672293497,0,0.1744050369001504,0,0.1756145089259272
W05000704,0.5,0.4853163790493491,0.5,0.4853163790493491,0.5,0.4853163790493491,0.5,0.4853163790493491,0.5,0.5110505600968817,0,0,0,0.18518651305830422,0,0.3231185365775929,0,0.4889494399031184
W05000705,0,0.26526901733705577,0,0.2449505394133664,0,0.28558749526074517,0,0.395750755408495,0,0.3465429290318133,0,0,0,0.2449505394133664,0,0.266300164294167,0,0.0633221889038247
W05000706,0.25,0.3555620365346356,0.25,0.37901835775004517,0.25,0.32073702296979556,0,0.5189206909025139,0,0.4435146500271296,0,0.1600189907759088,0,0.3378648941942485,0,0,0.25,0.536495749683487
W05000707,0,0.10471159136114203,0,0,0,0.07012794650792081,0,0.2702866453187377,0,0.3325135070321206,0,0,0.5,0.39679710533369067,0,0.1565870586409739,0,0
W05000708,0.25,0.2582550601931472,0.25,0.24619658685011245,0.25,0.30395032759833174,0,0.24619658685011245,0.25,0.3153741444496278,0,0.34709269535792114,0,0,0,0.1989009267446961,0,0.05775374074821926
W05000709,0.25,0.38343294370006525,0,0.2633117791525476,0.25,0.3708214163583797,0,0.22217567693599027,0.5,0.6255082848882395,0,0.3658547579817826,0,0.6310115957347592,0,0.03349123325146887,0.25,0.23139397519196692
W05000710,1,1,1,1,1,1,0.6666666666666666,0.9475178886632376,0.6666666666666666,0.9830778939776414,0.3333333333333333,0.7783010989428132,0,0,0,0.5917816539184239,0,0
W05000711,0.3333333333333333,0.44638673713168753,0.3333333333333333,0.3248316803011655,0.3333333333333333,0.27840440165061897,0.3333333333333333,0.5991746905089409,0.3333333333333333,0.46158111923550277,0,0.11942083544487074,0.6666666666666666,0.8090805762687323,0,0.23810902772750306,0.3333333333333333,0.29444291609353507
W05000712,0.3333333333333333,0.3661112414926074,0.3333333333333333,0.3661112414926074,0.3333333333333333,0.3934868266653491,0,0,0.3333333333333333,0.3661112414926074,0,0.5778338418211687,0.3333333333333333,0.4600760878963426,0,0.1570424535876184,0.3333333333333333,0.6116182265097148
W05000713,0.25,0.4375035742198669,0.25,0.44934139041918447,0.25,0.41382794182123184,0.25,0.3664766770239616,0.5,0.580126384414495,0,0.06758087268152269,0.5,0.45617529880478086,0,0.2863803160563487,0,0
W05000714,0,0.11150126527649723,0,0.0561351197598917,0,0.20715616846813267,0,0.09765972889734584,0,0.09765972889734584,0,0.0422935833807403,0.3333333333333333,0.5621721560703846,0,0.10201953822312021,0.3333333333333333,0.7512927398630755
W05000715,0,0.20716078825153758,0,0.05861415179721613,0,0.2400279442172646,0,0,0,0.13604936151096958,0.25,0.22455127400527175,0.25,0.23471821262708673,0,0.14727692521123315,0.25,0.3209327290864289
W05000716,0,0.02468236713977498,0,0,0,0.11059740603275107,0,0.18880783315285227,0,0.22431740966992633,0,0,0,0.15637828275730944,0,0,0,0.02468236713977498
W05000718,0.5,0.8312485988210315,0.5,0.7474547996149229,0.5,0.8940939482256128,0,0.823371665194055,0,0.80336085138931,0.5,0.8521970486225586,0.5,0.5577549486344274,0,0,0,0
W05000719,0,0,0,0,0,0.013994956772334276,0,0.16364278401334745,0,0,0,0.24757270969209763,0,0.44497573183679656,0,0,0,0
W05000720,0,0.30904692286271235,0,0.47322472848788627,0,0.3112708468702621,0,0.3152460626875831,0,0.4536967418546365,0,0,0.25,0.5527646276184288,0,0,0,0
W05000721,0,0.5158417630057803,0.5,0.5429913294797688,0,0.5429913294797688,0.5,0.5429913294797688,0,0.4386798372376027,0,0,0.5,0.6899233723760266,0,0.3692148996045026,0,0
W05000722,0.25,0.3685028766247603,0.25,0.23838056680161943,0.25,0.5075197102066907,0.25,0.4167462177711485,0.25,0.4736415938632005,0.5,0.8914101853824845,0.25,0.31180524184956315,0,0.1474195610483699,0,0
W05000723,0.14285714285714285,0.2645476545048399,0.14285714285714285,0.2960443037974683,0.14285714285714285,0.28817014147431125,0.14285714285714285,0.22517684288905437,0.14285714285714285,0.28817014147431125,0,0.05924775639769564,0,0,0,0.033076968295646034,0,0.0777084884586746
W05000724,0,0.10569738713783033,0,0.15825409897432055,0,0.13723141423972446,0,0.1897881260762147,0,0,0.2,0.5391876294577125,0,0,0,0,0,0
W05000726,0,0,0,0,0,0.04803967111069818,0,0,0,0.21163422678496768,0,0,0,0,0,0,0,0
W05000728,0.5,0.4663782933543059,0,0.28841815510068913,0.5,0.4663782933543059,0.5,0.4663782933543059,0.5,0.4663782933543059,0,0,0,0.4816638036301922,0,0,0,0
W05000729,0,0.2868421052631578,0,0.04999999999999993,0,0.8552631578947368,0,0,0,0.23947368421052628,0,0.3342105263157894,0,0.19210526315789467,0,0,0,0
W05000730,0.3333333333333333,0.32474669414391205,0.3333333333333333,0.32474669414391205,0.3333333333333333,0.39343348066198464,0.3333333333333333,0.46102569664759524,0.3333333333333333,0.4459764816471885,0,0.2387515026618581,0,0.13643265815233602,0,0,0,0
W05000734,0.3333333333333333,0.7987082604109922,0.3333333333333333,0.6124995653635299,0.6666666666666666,0.8921046836426014,0.3333333333333333,0.7325218187507968,0.6666666666666666,0.9685659314549311,0.6666666666666666,0.677163620347941,0,0.1263099943207501,0,0.017308962783527834,0,0.2360441127041342
W05000735,0,0.03143771569152268,0,0.12320185879110239,0,0.016143691841592707,0,0.09261381109124246,0,0,0,0.09261381109124246,0,0,0,0,0,0
W05000736,0,0.23089686098654705,0,0.20787113523719614,0,0.20787113523719614,0,0.2430493273542601,0.25,0.2430493273542601,0,0.21106679254189284,0,0.08760915742270474,0,0.17333254661316966,0,0.17461411375973562
W05000737,0.3333333333333333,0.6281847116221186,0.3333333333333333,0.5357567647933392,0.3333333333333333,0.5658687679651105,0.3333333333333333,0.5809247695509961,0.6666666666666666,0.7066799925110957,0.6666666666666666,0.9539955507097939,0,0.6950094161958569,0,0.36014911730047017,0,0
W05000742,0,0.6657894736842105,0,0.5710526315789471,1,1,0,0.8078947368421052,0,0.3342105263157894,0,0.9026315789473683,0,0,0,0,0,0
W05000745,0,0.2793591473753417,0,0.2429966434824734,0,0.26013322260285815,0,0.3335727879857434,0,0.4505349666078411,0.2,0.34233399079552923,0,0,0,0,0,0.06548807917228966
W05000748,0.5,0.6660232211053071,0.5,0.6216573021377464,0.5,0.8656698564593301,0.5,0.5316930775646372,0.5,0.5316930775646372,1,1,0,0,0,0.10214103858478553,0,0.37857644528335005
W05000749,0,0,0,0,0,0,0,0,0,0.08790209080880948,0,0,0,0.3180457467446018,0,0,0,0
W05000750,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4343035642845845,0,0.1809560581673381,0,0,0.3333333333333333,0.36522287245424856
W05000751,0,0.3396144202168195,0,0.1077091373927579,0.3333333333333333,0.3222793087342363,0,0.4014964723813269,0,0.11059699107647679,0.3333333333333333,0.6539934609995328,0.6666666666666666,0.9005229971238231,0,0,0,0.23599830379311187
W05000760,0,0,0,0,0,0.04674939227768669,0,0,0,0,0,0.09223528746678723,0,0.42000113064616423,0,0,0,0
W05000761,0,0.8861001123200327,0,0.696932755471347,0.6666666666666666,0.9518583859951669,0.3333333333333333,0.6050214996426181,0.3333333333333333,0.6494100361920104,0,0.33659080337187,0.3333333333333333,0.33261478766975644,0,0.44855231957885655,0,0.23942376419600409
W05000764,0.25,0.36251100724784935,0.25,0.3235032562100231,0.25,0.41452134196495094,0.25,0.3105006725307477,0.25,0.2714929214929215,0.5,0.6886313273531318,0,0.14787160952574485,0,0.4185981362673092,0,0.2648706708857085
W05000765,0,0.3770103411020219,0,0.25830154565298874,0,0.35722554186051636,0,0.3967951403435274,0,0.15937754944546115,0,0.44150883072784597,0.5,0.7226313584547879,0,0.020883954754922468,0,0
W05000766,0.25,0.7512527928503031,0.25,0.7398764426226754,0.75,0.7776891158633897,0.25,0.31152544223629614,0.5,0.6629563055420229,0.75,0.7518113629109479,0,0.10589018428612225,0,0.16819048499000452,0,0.2674752633258857
W05000768,0,0.30143815055307205,0,0.23231311384474823,0,0.34036039416582364,0.25,0.4854431102554899,0,0.13376186902470064,0.25,0.6457426501778314,0,0.3930645740202956,0,0,0,0.2767285541814859
W05000769,0,0.5236842105263158,0,0.3342105263157894,0,0.47631578947368414,0,0.47631578947368414,0,0.6184210526315789,0,0.9026315789473683,0,0.8552631578947368,0,0,0,0
W05000770,0,0,0,0,0,0,0,0,0,0,0,0.09736842105263155,0,0,0,0,0,0
W05000772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000773,0,0.95,0,0.381578947368421,0,0.5710526315789473,1,1,0,0.5236842105263158,0,0.9026315789473683,0,0.7605263157894736,0,0.7605263157894736,0,0.8552631578947367
W05000774,0,0.17765964979718177,0,0.28488726139777654,0,0.14676047219721414,0,0.22835105253042273,0,0.26509503626450326,0,0.48297338579969046,0,0,0,0,0,0.0695191033513054
W05000776,0,0.2355469356089992,0,0.15333387775101054,0.3333333333333333,0.24794414274631496,0,0.035886652239598194,0,0.18856804540443425,0.3333333333333333,0.24794414274631496,0,0.18673390224980602,0,0,0,0
W05000780,0,0.03502207353245498,0,0.026386493757329082,0,0.05229323308270675,0,0,0,0.10410671173346207,0,0.06259329516451678,0,0.1335652203904256,0,0.13001345105883974,0,0
W05000782,0,0,0,0,0,0,0,0.049999999999999926,0,0,0,0.2868421052631578,0,0.5710526315789473,0,0,0,0
W05000783,0,0.19210526315789467,0,0,0,0.6657894736842105,0,0.23947368421052628,0,0,1,1,0,0,0,0,0,0
W05000784,0,0.6184210526315788,0,0.713157894736842,0,0.3342105263157894,1,1,0,0.6657894736842105,1,1,0,0,0,0,0,0
W05000787,0.5,0.842451410388717,0.5,0.7084730822153422,0.5,0.7084730822153422,0.5,0.8871108531131751,0.5,0.8201216890264879,1,1,0,0.06822970416236665,0,0.0765071379428964,0,0.13521886824905396
W05000788,0,0.21934147424125053,0,0.17835725414080925,0,0.13737303404036796,0.25,0.2884074747808831,0,0.26032569434169184,0,0.17835725414080925,0,0,0,0,0,0
W05000790,0,0.06954964286484965,0,0,0,0,0,0,0,0.16059644806974382,0,0.0505804794890054,0,0.6165760341813944,0,0.297166655877085,0,0
W05000791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0
W05000792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713157894736842,0,0
W05000793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04999999999999993
W05000794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23947368421052628,0,0.7605263157894736
W05000795,0,0,0,0,0,0.19210526315789467,0,0,0,0.04999999999999993,0,0,0,0,0,0.381578947368421,0,0
W05000796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6657894736842105,1,1,0,0
W05000797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000799,0,0,0,0,0,0,0,0,0,0,0,0.027764774722059647,0,0.31710295340457634,0,0,0,0.6709171260509378
W05000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8552631578947368,0,0.04999999999999993
W05000801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.792942880794702,0,0
W05000802,0,0,0,0,0,0,0,0,0,0.47631578947368414,0,0,0,0,0,0,0,0.19210526315789467
W05000803,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3342105263157894
W05000804,0,0.26341002206114084,0,0.4301922470847778,0,0.35803655846202326,0,0,0,0.3825401827923101,0,0.2872360542073747,0,0,0,0.09547746612039076,0,0
W05000805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19210526315789467,1,1,0,0.5236842105263158
W05000807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.35319351763584367,0,0
W05000808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0,0.2394736842105263
W05000809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09736842105263156,1,1,0,0
W05000810,0,0,0,0,0,0.26853771819762706,0,0,0,0,0,0,0.5,0.5979352396046578,1,1,0,0
W05000811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713157894736842,0,0
W05000813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713157894736842
W05000815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9026315789473683,1,1,0,0
W05000816,0,0.2359825064092896,0,0.20992308852360123,0,0.31416076006635496,0,0.33665359674257267,0,0.053566581209470644,0,0,0,0,0,0.15780425275222434,0.5,0.9203740009048409
W05000817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2394736842105263,0,0.4763157894736842
W05000818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
