ltla21_code,Score,Proportion,Extent
E06000001,33.25300806305443,0.3559322033898305,0.4567717658844381
E06000002,37.620199974773364,0.4659090909090909,0.5491738581588527
E06000003,28.54519573843553,0.21739130434782608,0.3308081610334784
E06000004,21.440964968237328,0.1487603305785124,0.23166922522596306
E06000005,25.743226417706236,0.16923076923076924,0.28172322153472207
E06000006,32.53797216436877,0.26582278481012656,0.4613908372361959
E06000007,18.930364966041278,0.09448818897637795,0.18209155452655676
E06000008,35.227590585099826,0.34065934065934067,0.5044170398171437
E06000009,40.38874251458411,0.3723404255319149,0.5029823837502752
E06000010,36.136567614803774,0.4251497005988024,0.4899593261906217
E06000011,14.877715908515471,0.04285714285714286,0.07906272216420941
E06000012,29.299282506236,0.2523364485981308,0.3664509184537397
E06000013,21.550386833670967,0.12871287128712872,0.18236444452461564
E06000014,13.173982602326376,0.008333333333333333,0.06699262923163625
E06000015,24.406457370452532,0.1456953642384106,0.2846244155708901
E06000016,33.2019596500421,0.24479166666666666,0.4225452326991593
E06000017,8.619840964737891,0,0
E06000018,35.00691697869895,0.25405405405405407,0.5192475373778633
E06000019,17.91256039375834,0.008620689655172414,0.055340186025433676
E06000020,23.62791323095814,0.12962962962962962,0.23705897118753383
E06000021,35.31884611496713,0.3125,0.5035639294473608
E06000022,12.052031821491736,0,0.03283072262314293
E06000023,26.2885820309989,0.1482889733840304,0.2845393171844419
E06000024,14.006451148028738,0.06666666666666667,0.08061504588386004
E06000025,10.504274483866409,0,0.005972236167356485
E06000026,25.717269297324847,0.10559006211180125,0.27117990418753196
E06000027,26.81773487710185,0.1348314606741573,0.238691589372419
E06000030,11.982473573169619,0.06818181818181818,0.07788957420496133
E06000031,21.892135481996878,0.11607142857142858,0.2222447758732386
E06000032,25.779223627188053,0.0743801652892562,0.2601051327298642
E06000033,23.118612195972133,0.08411214953271028,0.2111710739341608
E06000034,18.152312378246428,0.05102040816326531,0.11849670900976625
E06000035,20.535961129700475,0.04878048780487805,0.1481617003079988
E06000036,9.739785142495007,0,0
E06000037,9.980185431672158,0,0.005505221661249049
E06000038,21.02990587488513,0,0.12705054722557724
E06000039,24.27854824302639,0.0125,0.1402037753473897
E06000040,8.966901110274536,0,0.0015952715896907523
E06000041,5.527411096841761,0,0
E06000042,14.4306719019674,0.046052631578947366,0.09243552521963355
E06000043,26.021047226369763,0.11515151515151516,0.2357199356433862
E06000044,25.50289537485057,0.12,0.22280798418098344
E06000045,25.038052380635445,0.06,0.23346983199587779
E06000046,20.892329188684602,0,0.09003365779819288
E06000047,26.000249886739727,0.12,0.2790183816064738
E06000049,13.099015564959167,0.021367521367521368,0.07278168368049007
E06000050,16.94582246494329,0.05660377358490566,0.13343199261707356
E06000051,16.40679211597169,0.005154639175257732,0.03544277416591024
E06000052,22.508923278895544,0.024390243902439025,0.10332263779210157
E06000053,17.47596,0,0
E06000054,12.088352521297747,0.003484320557491289,0.02292641073291431
E06000055,17.678283776674707,0.038834951456310676,0.11049325002280397
E06000056,10.518656014761081,0,0.020819233944583983
E06000057,20.141900529071478,0.08,0.15833742544112248
E06000058,19.31127146722478,0.055793991416309016,0.12556181609953498
E06000059,14.772396329541818,0.01809954751131222,0.044053241082233574
E06000060,10.087553918395487,0,0.0070192264794364636
E06000061,17.60615669747091,0.05154639175257732,0.12434766048455836
E06000062,16.09762657856659,0.034934497816593885,0.11618353835403909
E07000008,15.567122457894564,0,0.039270815219393185
E07000009,10.147648701406139,0,0
E07000010,22.65086868601921,0.05454545454545454,0.13944158287929
E07000011,10.554915212856875,0,0.010052846239804005
E07000012,7.659571884798845,0,0
E07000026,22.295249004642336,0.1,0.18316315516132434
E07000027,30.91572274718942,0.26,0.36558836253675825
E07000028,22.564867781338638,0.07352941176470588,0.18397510141881135
E07000029,25.20892016014368,0.10204081632653061,0.21881752873563218
E07000030,14.066411624908085,0,0
E07000031,12.423809399399804,0,0.002964633174610726
E07000032,17.891017014058736,0.01282051282051282,0.0951062423277661
E07000033,27.235724264162116,0.10416666666666667,0.27523292508296493
E07000034,24.523671057389592,0.07246376811594203,0.2573307776004531
E07000035,12.563776802686649,0,0.019628916673164017
E07000036,19.186647664401413,0.0410958904109589,0.14641899518500348
E07000037,15.810895184737864,0.03389830508474576,0.06839112721360917
E07000038,16.93665022655811,0.015873015873015872,0.08109629453597422
E07000039,13.039490445898586,0,0.02595688381755949
E07000040,13.865172811270105,0,0.011704371275661499
E07000041,19.111788309221353,0.02666666666666667,0.11079136168823826
E07000042,17.134748119703026,0,0.033491562871340225
E07000043,19.959907505010218,0.034482758620689655,0.09880017046758384
E07000044,13.909945900187694,0,0.00693616595555382
E07000045,16.06654555797107,0,0.04544680488561629
E07000046,20.589697762840945,0,0.052620005806732574
E07000047,16.79247754768966,0,0.001526834401607192
E07000061,24.75972324362422,0.09836065573770492,0.18698826911676636
E07000062,34.49286778350754,0.2830188679245283,0.44103142500606857
E07000063,15.814541546482793,0,0.02708557856298326
E07000064,19.786747404507313,0.034482758620689655,0.10531896563384124
E07000065,11.807051602590391,0,0.021486015423560573
E07000066,20.560547904670194,0.03636363636363636,0.18329945406589257
