lad_code,Children_and_young_people_Proportion,Children_and_young_people_Extent,Adult_skills_Proportion,Adult_skills_Extent,Geographical_barriers_Proportion,Geographical_barriers_Extent,Wider_barriers_Proportion,Wider_barriers_Extent,Indoors_Proportion,Indoors_Extent,Outdoors_Proportion,Outdoors_Extent
E06000059,0.1004566210045662,0.18788757195937184,0,0.027287300440554395,0.2785388127853881,0.4499597605307947,0,0.027514285401966668,0.1780821917808219,0.26154859989503243,0,0.010384402276010816
E07000004,0.09565217391304348,0.17037497074027524,0.017391304347826087,0.0861778744276461,0.24347826086956523,0.4010377870049212,0,0.09470095859629661,0.0782608695652174,0.13793512789236237,0,0.0035365674988871477
E07000005,0,0.018074028482501173,0,0.005055771837529425,0.21052631578947367,0.3627362838864925,0,0.011563968868739633,0,0.03278584526220158,0,0
E07000006,0,0.030304943755206613,0,0.0011319202966511303,0.25,0.3750739463546251,0,0.03219656554779534,0,0,0.075,0.25101785875657734
E07000007,0.018691588785046728,0.14220027111586483,0.018691588785046728,0.0502464457059323,0.09345794392523364,0.24295581919226977,0.009345794392523364,0.13641324488000126,0.018691588785046728,0.04545342066278586,0,0.00815567758345031
E07000008,0.043478260869565216,0.10976579673074616,0,0,0.014492753623188406,0.09051163338585061,0,0.37131964938924983,0.08695652173913043,0.3169460810813653,0.028985507246376812,0.12043165845952557
E07000009,0.06,0.15127341524584845,0,0.03041630168171873,0.26,0.45764393897151884,0,0.010848222021168221,0,0.11744882866062663,0,0
E07000010,0.2727272727272727,0.49225034431023984,0.12727272727272726,0.41392581090813363,0.16363636363636364,0.33716645781544113,0,0.014578341682031766,0.07272727272727272,0.14879801750069824,0,0
E07000011,0.10476190476190476,0.1610063723520294,0.01904761904761905,0.06591309852218237,0.18095238095238095,0.37139313997721785,0,0.03867337843431703,0.009523809523809525,0.061159381316831886,0.01904761904761905,0.07032177507319591
E07000012,0,0.012443037646936977,0,0,0.3020833333333333,0.4165700487041746,0,0.010290715817818583,0.041666666666666664,0.12120413372253065,0,0.004803711547004841
E07000026,0.2,0.2839356895587598,0.13333333333333333,0.24880252224260263,0.31666666666666665,0.4315787297836554,0,0,0.35,0.45053487774999945,0,0
E07000027,0.2653061224489796,0.363456375734537,0.04081632653061224,0.20308155577192877,0,0.07731365546675957,0,0,0.46938775510204084,0.5680190598548501,0,0.005708429638432031
E07000028,0.2647058823529412,0.4046583345950554,0.14705882352941177,0.2548599585895521,0.16176470588235295,0.31933416615102395,0,0,0.17647058823529413,0.2817109048324036,0,0.007702435797009935
E07000029,0.2857142857142857,0.38596595264611866,0.08163265306122448,0.2685667545394822,0.2653061224489796,0.44192058560900577,0,0,0.1836734693877551,0.27614934369435784,0,0
E07000030,0.05555555555555555,0.14985069233110163,0,0.04176805706826408,0.5277777777777778,0.6826019776884389,0,0,0.6388888888888888,0.7705626141205112,0,0
E07000031,0.01694915254237288,0.08453262695360046,0,0.005823220458639659,0.3050847457627119,0.4088767355194184,0,0,0.423728813559322,0.6354749653098982,0,0
E07000032,0.1282051282051282,0.26632728308354225,0.1282051282051282,0.23995237271844214,0.11538461538461539,0.29005050492207907,0,0,0.0641025641025641,0.15791370214598238,0,0
E07000033,0.1875,0.4372207470432437,0.22916666666666666,0.4634445695588355,0.020833333333333332,0.2231173792895679,0,0,0,0.014670367861077541,0.041666666666666664,0.16484379802259216
E07000034,0.08695652173913043,0.2677506566162685,0.11594202898550725,0.263900010933108,0.028985507246376812,0.12449567890318253,0,0.0015547181903237453,0.014492753623188406,0.06996894392726309,0,0
E07000035,0.023255813953488372,0.04939799656464825,0.023255813953488372,0.04280417826698163,0.27906976744186046,0.45836492554881336,0,0,0.16279069767441862,0.4004388130882,0,0
E07000036,0.1917808219178082,0.31569298429184817,0.1232876712328767,0.24367275112024067,0.0410958904109589,0.08931877341674789,0,0,0.0958904109589041,0.22527232725530472,0,0.019004670040697638
E07000037,0.11864406779661017,0.15690591436032472,0.05084745762711865,0.06761961474164964,0.0847457627118644,0.24102707573649879,0,0,0.11864406779661017,0.30341007178523427,0,0
E07000038,0.09523809523809523,0.23144602307084172,0.06349206349206349,0.23841322081857494,0.09523809523809523,0.24844361860390934,0,0,0.015873015873015872,0.019391737991792175,0,0.07806112722128013
E07000039,0.15517241379310345,0.23966202561740316,0.017241379310344827,0.11163625113036683,0.1724137931034483,0.3583562502388099,0,0,0.017241379310344827,0.08857421999380155,0.05172413793103448,0.09781234212012242
E07000040,0.037037037037037035,0.11281229794387689,0,0.008600649622321448,0.2222222222222222,0.3933510698990575,0,0,0.2345679012345679,0.3813975627752717,0,0
E07000041,0.0945945945945946,0.2056960035150888,0.02702702702702703,0.09471638214180599,0,0.12362802947911783,0,0.03850535774329956,0.21621621621621623,0.37290872340728826,0,0
E07000042,0.09302325581395349,0.21176267709307448,0,0.07633053758519844,0.3953488372093023,0.5058810905401776,0,0,0.5116279069767442,0.6029302778068036,0,0
E07000043,0.08620689655172414,0.19433582549223677,0,0.0806804398690275,0.3103448275862069,0.4315539344846898,0,0.020717011779251653,0.41379310344827586,0.47422929576016254,0,0
E07000044,0,0.016989690197503276,0,0.008502176913433124,0.32653061224489793,0.5174533770989451,0,0,0.3877551020408163,0.49213837257895104,0,0
E07000045,0.03571428571428571,0.1281049267227939,0,0.02701555396911361,0.21428571428571427,0.3539013137380401,0,0,0.3333333333333333,0.4097737884233502,0,0
E07000046,0.08108108108108109,0.2759764446857281,0,0.05430881764672266,0.4594594594594595,0.5670152580147437,0,0,0.5405405405405406,0.5974120743407559,0,0
E07000047,0,0.046047582576796045,0,0,0.3548387096774194,0.5319097911615631,0,0,0.5806451612903226,0.6534453707723753,0,0
E07000061,0.19672131147540983,0.34796372167944806,0.01639344262295082,0.11061947312804729,0.06557377049180328,0.19890335428214775,0,0.13755224329462845,0,0.0883781199211484,0,0
E07000062,0.22641509433962265,0.45782071590213663,0.1320754716981132,0.20849497625089947,0.03773584905660377,0.14145395903258695,0,0.5335168018374138,0.18867924528301888,0.37169182787068716,0,0
E07000063,0.14516129032258066,0.2712629757604369,0,0.0600929094279622,0.14516129032258066,0.35857164315494283,0,0.029439288043301898,0.08064516129032258,0.1679368527821014,0,0.002335950903291919
E07000064,0.08620689655172414,0.16375101092933206,0.05172413793103448,0.07935425335809262,0.27586206896551724,0.42241244448360143,0,0.06828737275844775,0.1724137931034483,0.3290134176866322,0,0
E07000065,0.05263157894736842,0.08554741340243906,0,0.03244314386322973,0.3157894736842105,0.48958976304208446,0,0.012721608856633575,0.16842105263157894,0.24655519786774802,0,0.04050122356084739
E07000066,0.16363636363636364,0.3525496453787876,0.22727272727272727,0.44886445714563405,0.08181818181818182,0.21026110557816458,0,0.22888281952139222,0,0.0014823539825210312,0.00909090909090909,0.05915275338733475
E07000067,0.05747126436781609,0.1643569038520036,0.022988505747126436,0.12901491921526395,0.13793103448275862,0.308462747415273,0,0,0.05747126436781609,0.14875251305037987,0,0
E07000068,0,0.05739878635242346,0,0.023236377463822372,0.13043478260869565,0.2857676779018735,0,0.07112885481901025,0,0.001961310419747913,0,0.036022352387650794
E07000069,0.05263157894736842,0.19013396903858135,0.22807017543859648,0.45641034266236097,0.03508771929824561,0.155744067852624,0,0.024210001085868592,0,0.019675584952693895,0,0
E07000070,0.018691588785046728,0.06420245333235663,0.009345794392523364,0.05326223308793905,0.1308411214953271,0.3022582835830006,0,0.12462536168186644,0.04672897196261682,0.10483373316729541,0,0
E07000071,0.08571428571428572,0.1728173161981941,0.0380952380952381,0.10465525740848475,0.14285714285714285,0.29117744500774745,0.009523809523809525,0.19699667331169426,0.0380952380952381,0.11555174127427417,0,0.011864263261497966
E07000072,0.01282051282051282,0.06865036971654656,0.02564102564102564,0.1781878230083307,0.14102564102564102,0.2672522581574998,0,0.03391562026963536,0.01282051282051282,0.08049070395561284,0.01282051282051282,0.09036334900248594
E07000073,0,0.09859143376105932,0.018518518518518517,0.381346735620912,0.018518518518518517,0.13203393437011404,0.018518518518518517,0.44985829840905656,0,0,0,0
E07000074,0.05,0.14919394699980562,0,0.06240855824458636,0.3,0.421415215103849,0,0,0.075,0.29400689981033057,0,0
E07000075,0.03773584905660377,0.1214718703510584,0.03773584905660377,0.09715648491827747,0.05660377358490566,0.18670300769531112,0,0.039686145474494755,0,0.016230520780305534,0,0
E07000076,0.19101123595505617,0.3581305377485607,0.1797752808988764,0.48781236892216434,0.11235955056179775,0.20802255745153134,0,0.014418357764076595,0.06741573033707865,0.17459617818790577,0.033707865168539325,0.08758807502570516
E07000077,0,0.012244493929501294,0,0,0.41304347826086957,0.5629009293376037,0,0,0.021739130434782608,0.10298379450180523,0,0
E07000078,0.10666666666666667,0.2056241784215582,0.06666666666666667,0.1300862025380454,0.02666666666666667,0.16101156619936005,0,0.026844827306017196,0.05333333333333334,0.14044445588033483,0,0
E07000079,0.0196078431372549,0.041960807475273955,0,0.017865285847526655,0.47058823529411764,0.5876400875593387,0,0,0.19607843137254902,0.33135952607708075,0,0.012526085693965591
E07000080,0.12,0.2704476322759225,0.02,0.12538184280223827,0.34,0.49146364154569167,0,0,0.24,0.4543711853057729,0,0.01911432507915646
E07000081,0.16666666666666666,0.32993366473375046,0.08974358974358974,0.20394462652475298,0.01282051282051282,0.18863224279667626,0.01282051282051282,0.1730549608457208,0.08974358974358974,0.19245450831901684,0,0.0020091374470193202
E07000082,0.028985507246376812,0.05614860643996995,0,0.027334919543193194,0.15942028985507245,0.3458444697044133,0,0,0.043478260869565216,0.16620300301166532,0,0
E07000083,0.1,0.1431463466651156,0,0.04834361511597754,0.28,0.4377330214263383,0,0.004096414887197268,0.04,0.16319509576538388,0,0.0036400661136194532
E07000084,0.08256880733944955,0.19940112484377168,0,0.07333010813715485,0.26605504587155965,0.48349723468358863,0,0.006471700790349164,0.03669724770642202,0.08038115177239875,0,0.03266605483537914
E07000085,0.027777777777777776,0.07562265374119917,0.013888888888888888,0.02490519628979605,0.19444444444444445,0.4270384793094671,0,0.002485072184733319,0.05555555555555555,0.09850515655914856,0.027777777777777776,0.15473728109344417
E07000086,0.06493506493506493,0.13305444503977248,0,0.028212251633604194,0.07792207792207792,0.2784083698317489,0,0,0.012987012987012988,0.026147624035782795,0.03896103896103896,0.12846554036766245
E07000087,0.0410958904109589,0.06459349459756596,0,0.021027613963804648,0.136986301369863,0.34052156815438084,0,0.003438722607424952,0,0.028546469706067005,0.0273972602739726,0.24789157479832827
E07000088,0.3018867924528302,0.5140149268838531,0,0.12838424151273328,0.018867924528301886,0.07388705047184427,0,0.09167052185722277,0.09433962264150944,0.24613849624592407,0,0.0015738492023326125
E07000089,0,0.00827176394824659,0,0.0030343656694572906,0.19298245614035087,0.43319893170077584,0,0,0,0.00982877103771665,0,0.023353182734366502
E07000090,0.32051282051282054,0.3787504734285805,0.1794871794871795,0.29435055430685353,0.08974358974358974,0.20329491330379196,0,0,0,0.07280555700422088,0,0.13476737664567193
E07000091,0.03508771929824561,0.13881750324773026,0.008771929824561403,0.028237212750185318,0.2631578947368421,0.4441638177160933,0,0.008301315972961267,0.06140350877192982,0.08038412025042385,0,0.03593216830949217
E07000092,0.034482758620689655,0.13528792348439345,0.034482758620689655,0.1256837913142354,0.034482758620689655,0.1421257813217237,0.017241379310344827,0.22534040242147513,0.017241379310344827,0.030134075969192885,0.017241379310344827,0.05912148522747509
E07000093,0.07042253521126761,0.08263813230584537,0.014084507042253521,0.047194525018129076,0.323943661971831,0.5335201250125776,0,0,0.1267605633802817,0.1917528303916228,0,0.04535498731831886
E07000094,0.07142857142857142,0.10022350360920952,0,0.020492171631704182,0.24285714285714285,0.45770637844415485,0,0.018482069225232264,0.08571428571428572,0.14095418165177293,0,0.12224780710782644
E07000095,0.017857142857142856,0.11491847408805572,0.017857142857142856,0.31109505991828007,0.03571428571428571,0.10276929071336333,0.2857142857142857,0.6864930988371553,0,0.039955648067745445,0,0.051782848218135426
E07000096,0.0425531914893617,0.13669506587932426,0.010638297872340425,0.09799030981182394,0.07446808510638298,0.14705386511788218,0,0.17590494877727816,0.010638297872340425,0.04055694037462696,0,7.900890511322573e-4
E07000098,0,0.047415334724841995,0,0.0652273259512965,0.03225806451612903,0.15463792287994332,0.03225806451612903,0.3125239861774311,0,0.007659964397650387,0.016129032258064516,0.05988970312497608
E07000099,0.06097560975609756,0.11125407850647583,0,0.0510517038049531,0.13414634146341464,0.2972538089721344,0,0.01794892764122659,0.012195121951219513,0.09711372309705354,0,0.009696897835687225
E07000102,0,0.08288930437469862,0.018867924528301886,0.09792399476419078,0.05660377358490566,0.24194008174788417,0,0.06246724035815869,0,0.012090493726718507,0,0.02146524109548357
E07000103,0,0.03179963859081006,0,0.06286209202168454,0,0.01775171363456592,0.09433962264150944,0.5198273582823667,0.05660377358490566,0.17562317957054796,0,0.12908530043504574
E07000105,0.10256410256410256,0.24021211399923542,0.0641025641025641,0.13624655425596324,0.2948717948717949,0.4176845745649038,0,0.07790113933895174,0.08974358974358974,0.22744227251725047,0,0
E07000106,0.1,0.18916204096984535,0.011111111111111112,0.09517058462280915,0.15555555555555556,0.333309318937222,0,0.10337416275134763,0.022222222222222223,0.12628702823743562,0,0
E07000107,0.034482758620689655,0.1187967092490477,0.017241379310344827,0.13465880293164162,0.10344827586206896,0.2241822306972384,0,0.2534595028491339,0.017241379310344827,0.08247979628781411,0.39655172413793105,0.7234715358583165
E07000108,0.16417910447761194,0.30122567008463097,0.05970149253731343,0.1652870319938909,0.1791044776119403,0.2785299196371656,0,0.10698602720329727,0.05970149253731343,0.1774297439913448,0,0
E07000109,0.078125,0.2739183056728991,0.078125,0.2735557867852244,0.046875,0.11547716427236089,0,0.0363902199807327,0.015625,0.09544423063997788,0,0.09378445522594261
E07000110,0.11578947368421053,0.1582956792048685,0.06315789473684211,0.09959140545054786,0.1368421052631579,0.24102042473341392,0,0.18067848636847517,0.14736842105263157,0.2817104522104026,0.010526315789473684,0.03983825049425071
E07000111,0,0.0645523543127696,0.02702702702702703,0.08303313609203901,0.25675675675675674,0.4318218280860616,0,0.003071285245653378,0.0945945945945946,0.11967750268914785,0,0.05670545423771844
E07000112,0.13432835820895522,0.3357830814951397,0,0.16186134412306732,0.19402985074626866,0.31638853776039544,0,0.0626390684462572,0.08955223880597014,0.28012589833256824,0,0.0020859667970340996
E07000113,0.25882352941176473,0.3772224376416725,0.18823529411764706,0.35490579196906324,0.12941176470588237,0.258196330298534,0,0.10158449099496887,0.1411764705882353,0.2381760123842525,0,0.018081169301757072
E07000114,0.23809523809523808,0.40258738742265543,0.14285714285714285,0.2941654012733483,0.023809523809523808,0.11975007321338632,0,0.21903841651302516,0.047619047619047616,0.21507702650512792,0,0.004511807870006148
E07000115,0.05555555555555555,0.16726721178876397,0.013888888888888888,0.09193376352256945,0.20833333333333334,0.35572411677792415,0,0.01630514423585896,0.05555555555555555,0.11954899173613201,0.013888888888888888,0.05656983573109225
E07000116,0.058823529411764705,0.10486538574375222,0,0.044263424189493535,0.11764705882352941,0.2903739635943473,0,0.025641003073673372,0.1323529411764706,0.2697199391584183,0,0.001029500042877968
E07000117,0.25,0.4258583346703032,0.21666666666666667,0.3786406695384378,0.05,0.09021573265749003,0,0.003513556874699181,0.4166666666666667,0.5256426502643582,0,0.15374778796823596
E07000118,0.07575757575757576,0.17149704215392156,0.015151515151515152,0.09053550787954291,0.12121212121212122,0.30564875707985,0,0,0.06060606060606061,0.1634733935852275,0,0.016958980179733282
E07000119,0,0.11297733509433444,0,0.011441226587467237,0.0784313725490196,0.2200954635972326,0,0,0.09803921568627451,0.21441589280704032,0,0
E07000120,0.21153846153846154,0.3310113609263757,0.15384615384615385,0.34273808640032793,0.019230769230769232,0.08248115983541668,0,0,0.46153846153846156,0.6317284401572253,0,0.11696577268818319
E07000121,0.15730337078651685,0.27302057637250843,0.02247191011235955,0.10255175228526325,0.0898876404494382,0.22498583902023275,0,0.0038073716621351513,0.3707865168539326,0.5110796818637424,0,0.015823535060710277
E07000122,0.15789473684210525,0.37597143818679307,0.24561403508771928,0.4107498939174458,0.05263157894736842,0.11536616771286012,0,0,0.631578947368421,0.7410900311663228,0,0.2030427110311224
E07000123,0.10465116279069768,0.2709624393174547,0.20930232558139536,0.35229740097122053,0.046511627906976744,0.12912970183146696,0,0.006681610635528438,0.313953488372093,0.45672838393382176,0.03488372093023256,0.2788564640660762
E07000124,0,0.015383262835912043,0,0,0.3,0.4519583383174695,0,0,0.125,0.3091381926337914,0,0
E07000125,0.13953488372093023,0.2122187708026585,0.023255813953488372,0.12255205308497263,0.06976744186046512,0.22211075240609515,0,0,0.20930232558139536,0.3964046940653948,0,0.016357315181410554
E07000126,0.02857142857142857,0.10699781431515608,0.02857142857142857,0.03627221972970444,0.04285714285714286,0.18160766597169403,0,0,0.11428571428571428,0.2819710510720892,0.014285714285714285,0.09277694738281633
