iz_code,Proportion,Extent,Income_Proportion,Income_Extent,Employment_Proportion,Employment_Extent,Education_Proportion,Education_Extent,Health_Proportion,Health_Extent,Crime_Proportion,Crime_Extent,Housing_Proportion,Housing_Extent,Access_Proportion,Access_Extent
S02001353,0.16666666666666666,0.5159912957200198,0.16666666666666666,0.5745625310061787,0.16666666666666666,0.6080187615568484,0.16666666666666666,0.43114824335904023,0.16666666666666666,0.2771490100572768,0.5,0.7681978081450412,0,0.10997045956794298,0,0
S02001354,0,0.22087566622251828,0.14285714285714285,0.3044314207195203,0,0.27165431379080607,0,0.1646105721185876,0,0.07155646235842768,0.14285714285714285,0.2189378955696202,0,0.3307518945702864,0,0
S02001355,0.14285714285714285,0.3328245691354874,0.14285714285714285,0.403543179234998,0.14285714285714285,0.36152664053257866,0.2857142857142857,0.34560610980956136,0,0.17123297998190715,0.14285714285714285,0.3374417202106191,0,0.23097063394493283,0,0.1516039989793788
S02001356,0,0,0,0,0,0,0,0,0,0,0.25,0.24635669673837612,0,0,0.5,0.7249863033711968
S02001357,0,0.1629328756674294,0,0.2256698131197559,0,0.2773035850495804,0,0.08820604500381385,0,0.1070342295957284,0.2857142857142857,0.3744493707093821,0,0.14855072463768113,0,0
S02001358,0,0.046866952789699566,0,0.10248927038626608,0,0.1458222272419245,0,0.02832618025751071,0,0,0,0,0,0.013894849785407722,0,0.07673142082674494
S02001359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5965911937432157
S02001360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.8959721336043802
S02001361,0,0.38641111747318896,0,0.34635478729166336,0.4,0.5435785140593323,0,0.25841470774849495,0,0.11510546433711445,0.2,0.5233839892291741,0,0.08954796576858197,0,0
S02001362,0,0,0,0,0,0,0,0,0,0,0,0.18929783346384754,0,0,0,0
S02001363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9521154108853892
S02001364,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.15320427550648033,0,0.014721774241015192,0,0.03080730791416025
S02001365,0,0.2084160045652078,0,0.23856942188665992,0,0.18145274570914352,0.16666666666666666,0.45883137263509055,0,0.006630525437864879,0.5,0.7158103243931346,0,0.07228666432553442,0,0
S02001366,0,0.08338972172058917,0,0.08338972172058917,0,0.1165613237309893,0,0.24157057070124666,0,0.017046517699788946,0,0.08338972172058917,0,0.06680392071538913,0,0
S02001367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03223753878165231,0.6,0.7867213480223679
S02001368,0,0.07165095838187016,0,0.08351997952628049,0,0.15056964594585054,0,0.03924600232976807,0,0.05868897596102932,0.125,0.25187793427230043,0,0,0,0.03961311730029298
S02001369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.7320970042796006
S02001370,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20717810459781266,0.8,0.7400579404793258
S02001371,0.125,0.11621307345164596,0.125,0.08671751709626511,0.125,0.1295190896757939,0,0.1577175447825244,0.125,0.1287323384737488,0.125,0.22516496396171912,0.125,0.2327814538977638,0.125,0.17793958858218664
S02001372,0,0,0,0,0,0,0,0,0,0.053810518206147094,0.25,0.405134417322196,0,0.5749574243775849,0,0.12957282458843564
S02001373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.9339868232273653
S02001374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24872447771092898,1,1
S02001375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01566147859922177,0.75,0.7464332036316472
S02001376,0,0.04826144524559964,0,0.03871522530690959,0,0.1628160845098801,0,0,0,0.04826144524559964,0,0.1485104270109235,0,0.11484679705827323,0,0.34898032612293656
S02001377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.533305750930906
S02001378,0,0,0,0,0,0,0,0.010468478889531518,0,0.0807700123489597,0,0,0,0.11898379003642161,0.6,0.5844965844965845
S02001379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S02001380,0,0.2622758883600573,0.14285714285714285,0.31885887897971443,0.2857142857142857,0.29725809805461856,0,0.10763192551176005,0,0.197787763966545,0.14285714285714285,0.15014382422254055,0,0.09634490088258396,0,0
S02001381,0,0.05799730751971278,0,0.08672991858452463,0,0.13461760369254439,0,0,0,0,0,0,0,0,0.25,0.6919043955809133
S02001382,0.2857142857142857,0.5773852105993138,0.2857142857142857,0.700769399226221,0.42857142857142855,0.7168705744944887,0,0.29710635812833053,0,0.3352018395503321,0.14285714285714285,0.2976779326958172,0,0.10167238484560914,0,0
S02001383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.893010818038167
S02001384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010248547449967707,1,1
S02001385,0,0.11827734155332928,0.14285714285714285,0.1555203798971112,0,0.11827734155332928,0,0.09617707704163454,0,0.11865692624914084,0,0,0,0.08249588653073124,0,0.05177243663174555
S02001386,0.2857142857142857,0.36328785678548325,0.2857142857142857,0.3829688701233724,0.2857142857142857,0.5442609247440418,0,0.0929008993617826,0.14285714285714285,0.2760009518347224,0.2857142857142857,0.34962658791658024,0,0.14608039342501858,0,0
S02001387,0,0.030091121918920403,0,0.04794739206860944,0,0.05389948211850577,0,0.05524266334549868,0,0,0,0,0,0.018186941819127705,0.25,0.5369816258483561
S02001388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.48516914649492926
S02001389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156203632003597
S02001390,0,0.1412508777931829,0,0.18677188180852403,0,0.25566109080432864,0,0.0473855267659398,0,0.15254244917802545,0.25,0.3502691899094297,0,0.16422655166825717,0,0
S02001391,0.16666666666666666,0.25010829542993285,0.16666666666666666,0.26521550790556636,0.16666666666666666,0.24255468919211606,0.16666666666666666,0.25010829542993285,0.16666666666666666,0.2803227203811999,0,0.1367412551440329,0,0.036278292181069954,0,0.13733958739441193
S02001392,0,0,0,0,0,0,0,0,0,0,0,0.10820704830180644,0,0,0.4,0.9017514284700288
S02001393,0.16666666666666666,0.33760641272603,0.16666666666666666,0.3081675262536507,0,0.31265084198098547,0.3333333333333333,0.4016311439756416,0.16666666666666666,0.3081675262536507,0.16666666666666666,0.20472255017709562,0,0.06664636798608088,0,0.14421363325669545
S02001394,0.16666666666666666,0.3643775359113897,0.16666666666666666,0.40672701574909137,0.16666666666666666,0.2147073245774282,0.6666666666666666,0.5434782608695652,0,0.21274493779205045,0,0.3186388285291233,0,0.019582524085148927,0,0.31713506913062706
S02001395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2315916646985084
S02001396,0,0.060527450824603,0,0.10722676866849026,0,0.18605325584826848,0,0.067761597221434,0,0.07085173036105467,0,0.04064617549913167,0,0.06609706820426091,0,0
S02001397,0,0.17334406675888342,0,0.15301707521712507,0,0.24873466518515153,0,0.20383455407152087,0,0.09203610059185013,0,0.13269008367536678,0,0.010728134424816875,0,0.019021973287376107
S02001398,0,0.21698374480014465,0.125,0.23965850515463916,0,0.31545317869415807,0.125,0.16723469433894012,0,0.07322131036353771,0,0.2564184300958582,0,0.09971344275637546,0,0.025037868511484877
S02001399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.22554555333646614
S02001400,0,0.17639372369719952,0,0.08507975268873069,0,0.20373928404426658,0.16666666666666666,0.4784283264924403,0,0.05725567620927937,0.16666666666666666,0.19570686340728424,0,0.09080999636306955,0,0.18549280407336208
S02001401,0,0.47929039624045583,0,0.3754248346024852,0.14285714285714285,0.5041127659357574,0.42857142857142855,0.470042407005311,0,0.27206540465049894,0,0.3382335851249273,0,0,0,0.09477914717065761
S02001402,0.8333333333333334,0.9173378447243983,0.8333333333333334,0.9023838869860985,0.8333333333333334,0.9472457602009978,0.8333333333333334,0.857522013771199,0.6666666666666666,0.8554723331634648,1,1,0,0.4205199160928667,0,0.02271596013226038
S02001403,0,0.17802453488264514,0,0.1679099092431377,0,0.27764106169801367,0,0.1678081431386517,0,0.13595165184890506,0,0.31114061300200757,0,0.006152223589383011,0,0.28228992238021666
S02001404,0,0,0,0,0,0,0,0,0,0,0,0.04913527157146862,0,0,0,0.17598937396777908
S02001405,0.3333333333333333,0.5083932483289333,0.3333333333333333,0.468885861933382,0.5,0.5578968432286693,0.3333333333333333,0.38676346683143287,0.3333333333333333,0.4460863337639724,0.3333333333333333,0.4535998146379824,0,0.05573709487165082,0,0.15747416165814748
S02001406,0.3333333333333333,0.31189461449050754,0,0.29629988376598215,0,0.3165725239095414,0,0.31189461449050754,0,0.29629988376598215,0.3333333333333333,0.8989008748139236,0,0.08946450784069819,0,0
S02001407,0,0.11836668116572419,0,0.22493863791710675,0,0.10467050891692037,0,0.12614024731249607,0,0.0635439321444106,0,0,0,0,0,0.21246815385571363
S02001408,0,0.019804666304937595,0,0,0,0,0,0.044277104016659075,0,0,0.2,0.26230001026528427,0,0,0.8,0.9512912261148833
S02001409,0,0.04883122610996764,0,0.012709497206703894,0,0,0,0,0,0,0,0,0,0,1,1
S02001410,0,0.05570853411769612,0,0.009710661910424086,0,0.03730938523478731,0,0,0,0,0,0,0,0,1,1
S02001411,0,0.0672687319112445,0,0.14155322113838567,0,0.07469718083395861,0,0.01526958945224568,0,0,0,0.09247132597277306,0,0.03755493622038803,0.5714285714285714,0.5801977703933968
S02001412,0,0.042288535561616276,0,0.13141985338207698,0,0.07574759666531265,0,0.005420801176038214,0,0,0.125,0.1949249501924602,0,0,0.25,0.2581771407570746
S02001413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5724536693847294
S02001414,0,0,0,0,0,0,0,0,0,0,0,0.11319659442724457,0,0,0.5,0.45644796380090497
S02001415,0,0,0,0.06054103257314784,0,0.10053143941045653,0,0,0,0,0,0.0701232939432259,0,0,0,0.18041414119391266
S02001416,0,0,0,0.020421229247615677,0,0.06015983751324618,0,0,0,0.09245281828732904,0,0.10983309784528435,0,0,0,0
S02001417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S02001418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.7506659563132658
S02001419,0.14285714285714285,0.28407857607987846,0.14285714285714285,0.2893840037471582,0.14285714285714285,0.3411239189791278,0.14285714285714285,0.20752173466007104,0.14285714285714285,0.26123233523356904,0,0.06275690311082677,0,0.030541053088549458,0.14285714285714285,0.11453223355762969
S02001420,0,0,0,0,0,0,0,0,0,0,0.2,0.16728349370836418,0,0,0.4,0.545947121690236
S02001421,0,0,0,0,0,0,0,0,0,0,0,0.054921273577226315,0,0,1,1
S02001422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.44537516218997475
S02001423,0.625,0.7600077757583708,0.5,0.7768024770006183,0.625,0.6760295853553427,0.625,0.7713720934589946,0.5,0.797945513481104,0.375,0.6881775683423582,0,0.39604138951865236,0,0.004182983268066922
S02001424,0.16666666666666666,0.3324003849414568,0.16666666666666666,0.40394507710285726,0.16666666666666666,0.3079016107966913,0,0.22560032536718375,0.16666666666666666,0.3247158765437756,0.5,0.8559098824553765,0,0.10408370185367641,0,0
S02001425,0,0.05616203766022044,0,0.09325989739908166,0,0.037613107790789836,0,0.06543650259493575,0,0,0,0.037613107790789836,0,0.09325989739908166,0,0
S02001426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7916566985645932
S02001427,0,0,0,0,0,0,0,0,0,0,0.25,0.33624031007751937,0,0,0.5,0.5457160342717258
S02001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S02001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027240398293029867
S02001430,0.25,0.5128618712414339,0.25,0.5340287166099482,0.25,0.6395692508507762,0,0.17652556990350096,0.25,0.8053797025779683,0.25,0.5824406010597796,0,0.2672556057992634,0,0
S02001431,0,0.06409516943042537,0,0.02775775054073538,0,0.1458543619322278,0,0,0,0.12768565248738284,0,0.2332183944076988,0,0,0,0
S02001432,0,0.008554873892297194,0,0,0,0,0,0.25233738743586986,0,0.09590643274853798,0,0,0,0,0,0.1607648979298963
S02001433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3644539755236879
S02001434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3766266904822659
S02001435,0,0,0,0,0,0,0,0,0,0,0,0.09117537110013858,0,0,0.5,0.6277526829800159
S02001436,0,0,0,0.019175657629777215,0,0,0,0,0,0.008789770438985087,0.16666666666666666,0.39364944782415157,0,0,0.16666666666666666,0.14800644381796213
S02001437,0,0,0,0,0,0,0,0,0,0,0,0.14942739446788025,0,0,0.2,0.29968361597916254
S02001438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3786252777855917
S02001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6964403344312136
S02001440,0,0,0,0,0,0,0,0,0,0,0,0.2163802363050483,0,0,0.75,0.983453381352541
S02001441,0,0.0758641710311668,0,0.02735210783892847,0,0.17290375203915165,0,0.15032454709367216,0,0.06047394178758478,0.5,0.5164248304284366,0,0,0,0
S02001442,0,0.16979268652034638,0,0.1643859965970552,0,0.14765263348003382,0.125,0.3102549356957501,0,0.13240782106974133,0,0.13713011986350196,0,0.047918785585962374,0.125,0.16671530279554767
S02001443,0,0.02450331125827814,0,0,0,0,0,0.11986754966887414,0,0,0,0,0,0,0,0.5152409605400744
S02001444,0,0.07706859627490427,0,0.08416899214744625,0,0.0196657797391135,0.16666666666666666,0.3484100201181128,0,0,0,0.2643078720228437,0,0,0.16666666666666666,0.16374845869297164
S02001445,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.16913946587537093,0,0.0678487106227779
S02001446,0,0.04428716153353134,0,0.01917947940428522,0,0,0.16666666666666666,0.22127006333432112,0,0.10705636685664666,0.16666666666666666,0.531065174393362,0.8333333333333334,0.9886287671516095,0,0
S02001447,0,0.15366729890588351,0,0.13736206751567356,0,0.12706279723808012,0.16666666666666666,0.27663907238360413,0,0.1180062040419707,0,0.20458435721827198,0.5,0.6705107122501798,0,0
S02001448,0.3333333333333333,0.36974058774426916,0.3333333333333333,0.2936152907686051,0.3333333333333333,0.3016063440422936,0.3333333333333333,0.3773110592667109,0.3333333333333333,0.43030435992380306,0.6666666666666666,0.6699193082339847,0.6666666666666666,0.8169629288756661,0,0
S02001449,0.14285714285714285,0.4165584166394842,0.14285714285714285,0.3955681447512328,0.14285714285714285,0.36508001228006215,0.14285714285714285,0.5574687721856592,0.14285714285714285,0.384513210660629,0.2857142857142857,0.48367663142544653,0.8571428571428571,0.9412418212867202,0,0.017145077421954442
S02001450,0.6666666666666666,0.8714468964138558,0.6666666666666666,0.8660293644006619,0.5,0.8236842105263158,0.6666666666666666,0.7677785675414533,0.6666666666666666,0.9382131473439878,0.5,0.776284692528959,0.8333333333333334,0.9344837351873035,0,0
S02001451,0.6666666666666666,0.6984960850294575,0.6666666666666666,0.7214599191958792,0.6666666666666666,0.7220997092358457,0.16666666666666666,0.6749371100003267,0.6666666666666666,0.7300554303200584,0.5,0.6267546582159931,0.3333333333333333,0.6353463578250406,0,0
S02001452,0.2857142857142857,0.648401203629014,0.14285714285714285,0.604843972338285,0.14285714285714285,0.593941522481941,0.5714285714285714,0.7239293774301433,0.2857142857142857,0.4841253296837755,0.14285714285714285,0.6498105734458411,0.8571428571428571,0.9926295849836404,0,0
S02001453,0,0,0,0,0,0,0,0,0,0,0,0.1150346733832717,0,0,0,0
S02001454,0,0.0822988730535116,0,0.15061358691666463,0,0.19019788789204778,0,0,0,0.1474594812623756,0,0,0,0.03319236316522843,0,0
S02001455,0.3333333333333333,0.8062310881322817,0.3333333333333333,0.8022855066593599,0.3333333333333333,0.8195367039146076,0.6666666666666666,0.7090973529341688,0.3333333333333333,0.6633109766267185,0,0.3940053846703676,0.3333333333333333,0.5904922446451121,0,0
S02001456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14591477090676064
S02001457,0.5,0.8421585995390213,0.5,0.8880869383012362,0.5,0.8242261462559766,0.25,0.8272234603882127,0,0.7617778158751928,0,0.1465150389546069,0,0.5232308512867402,0,0
S02001458,0,0,0,0,0,0,0,0,0,0,0,0.1924192059095106,0,0.1374884579870729,0,0
S02001459,0,0.030016447368421042,0,0.0966282894736842,0,0.030016447368421042,0,0,0,0.11883223684210525,0,0,0,0,0,0
S02001460,0,0.05104954468282142,0,0.05104954468282142,0,0.17222209030358437,0,0,0,0.1015381053581393,0,0,0,0,0,0.022952853598014872
S02001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.5153665628078719
S02001462,0.6666666666666666,0.7099346636515855,0.6666666666666666,0.7336659128963767,0.5555555555555556,0.6790647494433032,0.7777777777777778,0.9000267559683072,0.5555555555555556,0.6733678859332655,0.2222222222222222,0.42110398577618197,0.1111111111111111,0.6492383179989988,0,0.04893321365072241
S02001463,0.2222222222222222,0.30123749795048366,0.2222222222222222,0.31731472372520086,0.1111111111111111,0.20231144449909821,0.3333333333333333,0.5231726512543039,0.2222222222222222,0.2827283161173963,0.1111111111111111,0.1802496310870634,0,0.2716953598950647,0.1111111111111111,0.25588416133792424
S02001464,0.7142857142857143,0.8103677749614829,0.7142857142857143,0.798398190944784,0.5714285714285714,0.7089195368023458,0.7142857142857143,0.8821852790616769,0.5714285714285714,0.7770871229064162,0.14285714285714285,0.4849252025247254,0.14285714285714285,0.5768505541474082,0,0
S02001465,0.25,0.4723319714812145,0.25,0.48334855403348553,0.25,0.3841993110630457,0.5,0.4949771689497717,0.5,0.4949771689497717,0,0.5352655611631819,0,0.13774092766161974,0,0.09950012016342223
S02001466,0.2,0.5632385190918472,0.2,0.5778089525283797,0.2,0.35467814757481936,0.6,0.7140886222910217,0.2,0.4725651444788442,0.2,0.49117582559339523,0,0.3628611971104231,0,0
S02001467,0,0.05668066404125235,0,0.05668066404125235,0,0.037960444724875426,0,0.16439590087247882,0,0.08476099301581774,0,0.11585257065773152,0,0,0,0.03592937490481059
S02001468,0.2,0.17959848073792728,0.2,0.17959848073792728,0,0.15360396378901678,0.2,0.17959848073792728,0.2,0.17959848073792728,0,0.27248050946683033,0,0.21054487820201617,0,0
S02001469,0,0.5669105274301569,0,0.6204971193599073,0.16666666666666666,0.7510096169918762,0,0.32520476503560397,0.16666666666666666,0.7023496439595707,0,0.3180605547321617,0.16666666666666666,0.3829468335246331,0,0
S02001470,0,0.1494606511008818,0,0.17738755476679052,0,0.16807858687815427,0,0.11222477954633685,0,0.11222477954633685,0,0.03481781376518218,0,0.18669652265542674,0,0
S02001471,0.3333333333333333,0.5147012977811366,0.3333333333333333,0.4768023097906309,0.3333333333333333,0.6128071749938004,0.16666666666666666,0.4581994024774748,0.16666666666666666,0.492197371373239,0.3333333333333333,0.5454872878854079,0.3333333333333333,0.7851003152935063,0,0
S02001472,0.6,0.8036559312405839,0.6,0.8365648694707204,0.6,0.7867179974807972,0.4,0.8066937933759787,0.6,0.6740540640667836,0.2,0.389755859616192,0.2,0.8147009064190274,0,0
S02001473,0.7142857142857143,0.664756446991404,0.7142857142857143,0.664756446991404,0.7142857142857143,0.664756446991404,0.42857142857142855,0.7730635462222891,0.2857142857142857,0.654798013120193,0.42857142857142855,0.6307518662343539,0.14285714285714285,0.27948414643341873,0,0
S02001474,0.25,0.6784015594541909,0.25,0.6218167641325536,0.5,0.7494541910331384,0.25,0.4896777128005198,0.375,0.5411574615551223,0,0.28113277019709765,0,0.3703751353692874,0,0.04395711500974655
S02001475,0,0,0,0,0,0,0,0,0,0,0,0.24609611091238756,0,0,0,0.33771785921330155
S02001476,0.4,0.5524987547733687,0.4,0.5814129171509215,0.4,0.55300929769218,0.4,0.4438917482981902,0.6,0.8120496430350324,0.2,0.5208699983396978,0,0,0,0.15973186119873817
S02001477,0.16666666666666666,0.41216519271216073,0,0.30537022020626914,0.16666666666666666,0.4254497884093961,0.3333333333333333,0.35016217722930343,0.16666666666666666,0.4288320705470947,0,0,0,0,0.3333333333333333,0.5334693256974888
S02001478,0.14285714285714285,0.279203797696375,0.14285714285714285,0.276581225562396,0.14285714285714285,0.27177476608775814,0,0.1233917539974357,0.2857142857142857,0.41134116749494026,0.14285714285714285,0.24196751189429178,0,0.07136469117226323,0.42857142857142855,0.5129470293410192
S02001479,0,0.2942399284719476,0,0.22010007049639782,0,0.1812118502725287,0.25,0.4131217868257707,0,0.24096012654963117,0,0.01479134785673756,0,0,0,0.4903230798328719
S02001480,0,0.1317655270540544,0,0.08489241466328404,0,0.11301628209774627,0,0.1598893944885166,0.2,0.19790869676103034,0,0,0,0.07551779218513,0,0
S02001481,0.125,0.4431293445878848,0.25,0.4126286449399657,0.25,0.4623149318407511,0.25,0.34387074568926607,0,0.3234799584725106,0,0.009373589419517917,0,0,0.375,0.6825183939694863
S02001482,0.5,0.5223396443597682,0.5,0.6064132333095181,0,0.44085496546796854,0.25,0.4144320076208621,0.25,0.619891640866873,0,0.27431531316980234,0,0,0,0
S02001483,0.14285714285714285,0.3851988144948933,0.2857142857142857,0.4477226402829347,0.14285714285714285,0.5516879124753478,0.14285714285714285,0.3670857067307162,0.14285714285714285,0.2975122021087888,0,0.07262595991758755,0,0.05037460198539051,0,0.04597468131286977
S02001484,0,0.25415877330258346,0,0.22539672734261312,0,0.3327354968014716,0,0.24621324437855197,0,0.29386719929714733,0.2,0.25124371962770775,0,0,0,0
S02001485,0.5,0.6370113246843406,0.25,0.613034234390593,0.5,0.6234217034755065,0.5,0.7049594307285113,0,0.6320497244760706,0,0.6155313055929188,0,0.21099275393760575,0,0
S02001486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.8143133462282398
S02001487,0,0,0,0.0808593250262262,0,0.06547731750377402,0,0,0,0,0,0.14899956502827313,0,0.04691681805388531,0,0
S02001488,0,0.11229279115908944,0,0.16524438376037373,0,0.20971348110852728,0,0.1680519702173959,0,0,0,0,0,0,0,0
S02001489,0,0,0,0,0,0.13676323333744836,0,0.055608822682194144,0,0,0,0,0,0,0,0.19917150185863405
S02001490,0.25,0.5390540050743022,0.25,0.46529730451536594,0.25,0.6303399401003414,0,0.21777722668396252,0,0.49651380172068443,0,0.15799584136128647,0,0,0,0.2310724709562961
S02001491,0.3333333333333333,0.2871578947368421,0.3333333333333333,0.33404432132963985,0.16666666666666666,0.272993351800554,0,0.2036349030470914,0.16666666666666666,0.2871578947368421,0.16666666666666666,0.1416842105263158,0,0.06077506925207755,0,0
S02001492,0,0.31803776759839203,0,0.3593063475740862,0.14285714285714285,0.256584088996915,0,0.15756146583154151,0.14285714285714285,0.32061138637001024,0.14285714285714285,0.361109189492381,0,0.07168084509675608,0.14285714285714285,0.3978676264373188
S02001493,0.6666666666666666,0.9637295867056176,0.8333333333333334,0.9907074613284803,0.5,0.8683498156218571,0.8333333333333334,0.9520856280829463,0.5,0.8300434605622337,0.16666666666666666,0.5363344667400987,0,0.1443836502083233,0,0.16257662468272588
S02001494,0,0.25527868160254336,0,0.30426901964680453,0,0.23570142321353166,0,0.18290529296341365,0.2,0.3220753334492436,0,0.20264275601698914,0,0.07052668835846104,0,0.12916966791684262
S02001495,0.25,0.5550734437807581,0.25,0.4853563244299185,0.25,0.5182876892445245,0,0.2981488786205342,0,0.5303251436943537,0.5,0.7076768473646643,0,0.05384311957624253,0,0.13849036402569592
S02001496,0,0.0497300313459045,0,0.033305433837165395,0,0.09900382387212181,0,0,0,0.06615462885464361,0.2,0.38536097024600785,0,0.05794233010027406,0,0
S02001497,0,0.3163323782234957,0,0.34293470064846926,0,0.39451063188056096,0,0.27642889458603526,0,0.14705172673804856,0.25,0.29489141909214295,0,0,0,0
S02001498,0,0.11207193748563547,0,0.1930195644679384,0,0.043398069409331184,0,0.06056653642840725,0,0.08631923695702136,0,0.21818475637784415,0,0.009061135371179026,0,0.41210210296483557
S02001499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.796856649863588
S02001500,0.3333333333333333,0.659679092606681,0.3333333333333333,0.6669202572792032,0.3333333333333333,0.5818751873112479,0.5,0.6926164787790765,0.3333333333333333,0.6090013140604468,0.16666666666666666,0.39399105516748506,0.16666666666666666,0.24574371210549367,0,0.35752760679622836
S02001501,0.7142857142857143,0.7794184979153073,0.7142857142857143,0.720056181639221,0.7142857142857143,0.821820152398226,0.5714285714285714,0.7189386315125911,0.7142857142857143,0.6946151889494696,0.2857142857142857,0.6524573937470277,0,0.11177768438747632,0,0.15157872618086504
S02001502,0,0.2944663761662136,0,0.3341633996748944,0,0.36730367314601053,0,0.05631018891636045,0,0.3105058259456062,0.2,0.32809499091616917,0,0.18996953843211714,0,0
S02001503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.22963789054656877
S02001504,0,0.011631111971662543,0,0,0,0,0,0.08519003633298784,0,0.08117290629733821,0.2,0.11945466349275048,0,0,0,0.6311421542386587
S02001505,0,0,0,0.029500029712972674,0,0.029500029712972674,0,0,0,0,0,0,0,0,0,0
S02001506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22555638550524784
S02001507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03273708819096248,0,0.101658771417146
S02001508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20671721948795224
S02001509,0,0.04182139585295672,0,0.03150927084811807,0,0.1655668959110205,0,0,0,0.07275777086747266,0,0.07275777086747266,0,0,0,0.24049689681423464
S02001510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16738477036645583
S02001511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14362957711235297
S02001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4120027418489598
S02001513,0,0,0,0.03212508839276693,0,0.02420383372057782,0,0,0,0,0,0,0,0,0,0
S02001514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27336901786713413
S02001515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49357401808359713
S02001516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S02001517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06085798173118747
S02001518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.9655614973262031
S02001519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06416833004105861
S02001520,0,0,0,0,0,0,0,0,0,0,0.125,0.31350701889235,0,0,0,0
S02001521,0,0.18895162633985593,0,0.252706555343688,0,0.26441953459096207,0,0.0454352333524631,0,0.32615843160486513,0,0.09675981635411073,0,0.14708286280245103,0,0
S02001522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S02001523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S02001524,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.1272264631043257,0,0.0511476136024147
S02001525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09657363825100239
S02001526,0,0.03864477944935931,0,0.08908479618238999,0,0.13883767410873368,0,0,0,0.23918008149605685,0,0.07658692654509394,0,0.07658692654509394,0,0.0554095719132981
S02001527,0,0.10987621337607976,0,0.10987621337607976,0,0.33544584812284517,0,0,0,0.33886174827932775,0.2,0.49341437349719475,0,0.09164790147958728,0,0
S02001528,0.4,0.6669605389554578,0.4,0.6936820617826988,0.6,0.6746833763082056,0,0.25731015218160674,0.6,0.7780088730471713,0,0.3437421002072905,0,0.3559716113049193,0,0
S02001529,0,0.04182618571511774,0,0.08319274301578364,0,0.05009949717525091,0,0,0,0.008732939874585012,0,0,0,0.0170062513347182,0.25,0.5497971228329029
S02001530,0,0,0,0,0,0,0,0.17284158672543426,0,0,0,0,0,0.22982147486943955,0.25,0.6617643246046149
