msoa11_code,Score,Proportion,Extent
E02000001,14.526849775784754,0,0.041214302572574926
E02000002,37.07744816586922,0.25,0.6823931839167297
E02000003,21.407726787620064,0,0.008751334044823894
E02000004,21.20860162601626,0,0.0477920410783055
E02000005,27.196302729528536,0,0.16573070393104344
E02000007,36.08752223634053,0.2,0.49899351300742323
E02000008,32.82377923292797,0,0.40785534931810347
E02000009,30.419747126436782,0,0.28134301270417417
E02000010,31.769823455233293,0,0.35290701533151914
E02000011,21.19289156626506,0,0
E02000012,16.397617135207497,0,0
E02000013,31.557597911227155,0,0.3424969080665109
E02000014,34.804108352144475,0,0.5170547701081145
E02000015,41.42338257016248,0.25,0.8223470419031329
E02000016,40.75802065404475,0.5,0.7480659480025365
E02000017,25.216906946264743,0,0.08258950127612606
E02000018,31.454047936085217,0,0.33163851706496594
E02000019,31.653694779116467,0,0.3373176918199111
E02000020,29.299467213114756,0,0.1957003163646821
E02000021,28.070503978779843,0,0.17309437386569873
E02000022,50.04792973651192,1,1
E02000023,43.29656357388316,0.5,0.8937059142702116
E02000024,10.57220338983051,0,0
E02000025,14.7839641943734,0,0
E02000026,8.565429936305732,0,0
E02000027,20.471968586387433,0,0.13743179939377237
E02000028,11.190522648083624,0,0
E02000029,12.582909783989836,0,0
E02000030,12.365840611353711,0,0
E02000031,10.299754098360655,0,0
E02000032,9.986748299319729,0,0
E02000033,17.65197333333333,0,0.10126666666666666
E02000034,13.077184343434343,0,0
E02000035,13.729407114624507,0,0
E02000036,15.356420395421438,0,0
E02000037,14.597596048298573,0,0.14082269339649892
E02000038,16.95006629834254,0,0
E02000039,11.427648,0,0
E02000040,14.721894060995186,0,0.023443440060826215
E02000041,19.16165172855314,0,0.06932407844194352
E02000042,16.93411316648531,0,0
E02000043,8.393446327683616,0,0
E02000044,23.428054830287206,0,0.0793768036278686
E02000045,22.79251670378619,0,0.13313210643535336
E02000046,13.082508250825082,0,0
E02000047,26.942303552206674,0,0.208954166902725
E02000048,10.532655654383735,0,0
