lsoa_code,"IMD Deciles, 1: most deprived, 10: least deprived"
E01024065,5
E01024066,2
E01024067,6
E01024068,9
E01024069,7
E01024070,6
E01024071,6
E01024072,6
E01024073,7
E01024074,10
E01024075,5
E01024076,8
E01024077,8
E01024078,2
E01024079,6
E01024080,2
E01024081,1
E01024082,5
E01024083,2
E01024084,6
E01024085,9
E01024086,5
E01024087,4
E01024088,9
E01024089,9
E01024090,3
E01024091,2
E01024092,3
E01024093,2
E01024094,7
E01024095,5
E01024096,7
E01024097,7
E01024098,8
E01024099,3
E01024100,8
E01024101,7
E01024102,9
E01024103,3
E01024104,9
E01024105,8
E01024106,9
E01024107,10
E01024108,2
E01024109,7
E01024110,5
E01024111,4
E01024112,9
E01024113,7
E01024114,10
E01024115,10
E01024116,10
E01024117,6
E01024118,5
E01024119,3
E01024120,4
E01024121,7
E01024122,5
E01024123,9
E01024124,7
E01024126,2
E01024127,7
E01024128,2
E01024129,7
E01024130,6
E01024131,7
E01024132,4
E01024133,7
E01024134,4
E01024135,2
E01024136,6
E01024137,7
E01024138,4
E01024139,9
E01024140,7
E01024141,6
E01024142,5
E01024143,9
E01024144,10
E01024145,8
E01024146,9
E01024147,9
E01024148,1
E01024149,5
E01024150,10
E01024151,10
E01024152,6
E01024153,10
E01024154,2
E01024155,2
E01024156,5
E01024157,7
E01024158,7
E01024159,9
E01024160,9
E01024161,5
E01024162,4
E01024163,5
E01024164,5
E01024165,2
E01024166,3
E01024167,4
E01024168,4
E01024169,3
E01024170,2
E01024171,5
E01024172,6
E01024173,6
E01024174,5
E01024175,8
E01024176,3
E01024177,2
E01024178,4
E01024179,5
E01024180,6
E01024181,5
E01024182,4
E01024183,8
E01024184,8
E01024185,7
E01024186,9
E01024187,6
E01024188,7
E01024189,6
E01024190,4
E01024191,4
E01024192,2
E01024193,1
E01024194,4
E01024195,3
E01024196,1
E01024197,4
E01024198,5
E01024200,4
E01024201,5
E01024202,5
E01024203,8
E01024204,4
E01024205,6
E01024206,5
E01024207,5
E01024208,4
E01024209,8
E01024212,6
E01024213,9
E01024214,2
E01024215,1
E01024216,5
E01024217,3
E01024218,2
E01024219,3
E01024220,5
E01024221,8
E01024222,4
E01024223,5
E01024224,7
E01024225,5
E01024226,4
E01024227,5
E01024228,5
E01024229,5
E01024230,7
E01024231,5
E01024232,7
E01024233,10
E01024234,6
E01024235,8
E01024236,7
E01024237,8
E01024238,5
E01024239,3
E01024240,1
E01024241,2
E01024242,7
E01024243,5
E01024244,9
E01024245,7
E01024246,2
E01024247,2
E01024248,3
E01024249,2
E01024250,6
E01024251,7
E01024252,7
E01024253,9
E01024254,5
E01024255,8
E01024256,9
E01024257,2
E01024258,4
E01024259,9
E01024260,7
E01024261,8
E01024262,4
E01024263,2
E01024264,3
E01024265,9
E01024266,6
E01024267,6
E01024268,8
E01024269,9
E01024270,10
E01024271,7
E01024272,10
E01024273,7
E01024274,7
E01024275,9
E01024276,6
E01024277,2
E01024278,1
E01024279,4
E01024280,3
E01024281,4
E01024282,6
E01024283,5
E01024284,4
E01024285,7
E01024286,8
E01024287,4
E01024288,7
E01024290,4
E01024291,3
E01024292,6
E01024293,4
E01024294,2
E01024295,2
E01024296,4
E01024297,9
E01024298,9
E01024299,9
E01024300,9
E01024301,6
E01024302,7
E01024303,6
E01024304,5
E01024305,2
E01024306,2
E01024307,3
E01024308,1
E01024309,3
E01024310,3
E01024311,2
E01024312,4
E01024313,8
E01024314,6
E01024315,2
E01024316,7
E01024317,7
E01024318,7
E01024319,5
E01024320,10
E01024321,10
E01024322,10
E01024323,10
E01024324,10
E01024325,10
E01024326,10
E01024327,10
E01024328,8
E01024329,10
E01024330,10
E01024331,9
E01024332,6
E01024333,7
E01024334,8
E01024335,5
E01024336,10
E01024337,10
E01024338,9
E01024339,4
E01024340,6
E01024341,10
E01024342,5
E01024343,8
E01024344,8
E01024345,5
E01024346,6
E01024347,5
E01024348,10
E01024349,10
E01024350,7
E01024351,8
E01024352,3
E01024353,9
E01024354,8
E01024355,7
E01024356,5
E01024357,5
E01024358,4
E01024360,7
E01024361,6
E01024362,7
E01024363,6
E01024364,4
E01024365,9
E01024366,5
E01024367,6
E01024369,9
E01024371,6
E01024372,4
E01024373,4
E01024374,2
E01024375,7
E01024376,9
E01024377,4
E01024378,6
E01024379,5
E01024380,7
E01024381,4
E01024382,5
E01024383,5
E01024384,3
E01024385,8
E01024386,9
E01024387,4
E01024388,6
E01024389,1
E01024390,2
E01024391,2
E01024392,3
E01024393,5
E01024394,9
E01024395,3
E01024396,3
E01024397,1
E01024398,2
E01024399,3
E01024400,5
E01024401,6
E01024402,10
E01024403,7
E01024404,10
E01024405,7
E01024406,6
E01024407,7
E01024408,9
E01024409,8
E01024410,6
E01024411,6
E01024413,5
E01024414,8
E01024415,9
E01024416,8
E01024417,7
E01024418,10
E01024419,8
E01024420,5
E01024421,5
E01024422,7
E01024423,10
E01024424,10
E01024425,6
E01024426,10
E01024427,5
E01024428,5
E01024429,4
E01024430,7
E01024431,9
E01024432,6
E01024433,7
E01024434,8
E01024435,6
E01024436,6
E01024437,6
E01024438,8
E01024439,8
E01024440,8
E01024441,10
E01024442,8
E01024443,10
E01024444,4
E01024445,10
E01024446,10
E01024447,6
E01024448,7
E01024449,10
E01024450,9
E01024451,8
E01024452,5
E01024453,10
E01024454,8
E01024455,7
E01024456,7
E01024457,6
E01024458,7
E01024459,7
E01024460,6
E01024461,10
E01024462,9
E01024463,10
E01024464,10
E01024465,7
E01024466,6
E01024467,10
E01024468,10
E01024469,10
E01024470,10
E01024471,10
E01024472,6
E01024473,8
E01024474,10
E01024475,8
E01024476,2
E01024477,2
E01024478,6
E01024479,7
E01024480,3
E01024481,4
E01024482,3
E01024483,9
E01024484,8
E01024485,5
E01024486,3
E01024487,3
E01024488,3
E01024489,4
E01024490,7
E01024491,6
E01024492,4
E01024493,3
E01024494,4
E01024495,5
E01024496,1
E01024497,3
E01024498,1
E01024499,3
E01024500,2
E01024501,3
E01024502,2
E01024503,4
E01024504,1
E01024505,2
E01024507,1
E01024508,3
E01024509,3
E01024510,4
E01024511,8
E01024512,5
E01024513,6
E01024514,8
E01024515,7
E01024516,5
E01024517,2
E01024518,6
E01024519,7
E01024520,5
E01024521,7
E01024522,6
E01024523,10
E01024524,2
E01024525,6
E01024526,9
E01024527,8
E01024528,5
E01024529,3
E01024530,6
E01024531,5
E01024532,5
E01024533,2
E01024534,2
E01024535,3
E01024536,6
E01024537,5
E01024538,7
E01024539,3
E01024540,6
E01024541,4
E01024542,8
E01024544,5
E01024545,8
E01024546,5
E01024547,7
E01024548,2
E01024549,2
E01024550,7
E01024551,5
E01024552,3
E01024553,7
E01024554,6
E01024555,5
E01024556,5
E01024557,4
E01024558,7
E01024559,3
E01024560,3
E01024561,5
E01024562,5
E01024563,1
E01024564,7
E01024565,4
E01024566,4
E01024567,4
E01024568,7
E01024569,7
E01024570,3
E01024571,5
E01024572,6
E01024573,7
E01024575,8
E01024576,7
E01024577,4
E01024578,6
E01024579,4
E01024580,1
E01024581,1
E01024582,4
E01024583,3
E01024584,1
E01024585,2
E01024586,4
E01024587,4
E01024588,5
E01024589,6
E01024590,1
E01024591,3
E01024592,6
E01024593,4
E01024594,5
E01024595,5
E01024596,2
E01024597,1
E01024598,6
E01024599,2
E01024600,2
E01024601,4
E01024602,7
E01024603,8
E01024604,2
E01024605,8
E01024606,5
E01024608,3
E01024609,1
E01024610,1
E01024611,1
E01024612,1
E01024613,1
E01024614,1
E01024615,1
E01024616,1
E01024618,1
E01024619,5
E01024620,3
E01024621,1
E01024622,3
E01024623,4
E01024624,4
E01024625,8
E01024626,9
E01024627,2
E01024628,5
E01024629,8
E01024630,6
E01024631,10
E01024632,10
E01024633,2
E01024634,3
E01024635,7
E01024636,8
E01024637,8
E01024638,5
E01024639,5
E01024640,4
E01024641,3
E01024642,8
E01024643,5
E01024644,10
E01024645,4
E01024646,2
E01024647,5
E01024648,2
E01024649,1
E01024650,7
E01024651,4
E01024652,8
E01024653,6
E01024654,5
E01024655,7
E01024656,4
E01024657,1
E01024658,1
E01024659,2
E01024660,1
E01024661,1
E01024662,1
E01024663,1
E01024664,2
E01024665,4
E01024666,1
E01024667,1
E01024668,3
E01024669,3
E01024670,2
E01024671,1
E01024672,1
E01024673,4
E01024674,5
E01024675,7
E01024676,1
E01024677,2
E01024678,1
E01024679,5
E01024680,6
E01024681,4
E01024682,1
E01024683,1
E01024684,2
E01024685,2
E01024686,2
E01024687,1
E01024688,3
E01024689,7
E01024690,5
E01024691,7
E01024692,6
E01024693,8
E01024694,4
E01024695,3
E01024696,4
E01024697,1
E01024698,4
E01024699,2
E01024700,6
E01024701,4
E01024702,4
E01024703,5
E01024704,5
E01024705,4
E01024706,8
E01024707,7
E01024708,8
E01024709,6
E01024710,1
E01024711,5
E01024712,7
E01024713,3
E01024714,4
E01024715,3
E01024716,6
E01024717,2
E01024718,10
E01024719,6
E01024720,9
E01024721,7
E01024722,10
E01024723,7
E01024724,9
E01024725,10
E01024726,7
E01024727,6
E01024728,5
E01024729,6
E01024730,8
E01024731,10
E01024732,7
E01024733,10
E01024734,7
E01024735,9
E01024736,6
E01024737,7
E01024740,7
E01024741,2
E01024742,3
E01024743,7
E01024744,8
E01024745,9
E01024746,5
E01024747,4
E01024748,10
E01024749,5
E01024750,8
E01024751,10
E01024752,10
E01024753,9
E01024754,9
E01024755,10
E01024756,5
E01024757,9
E01024758,7
E01024760,8
E01024761,8
E01024762,8
E01024763,6
E01024764,6
E01024765,9
E01024766,6
E01024767,4
E01024768,10
E01024771,4
E01024772,8
E01024773,9
E01024774,4
E01024775,2
E01024776,4
E01024777,3
E01024778,9
E01024779,8
E01024780,7
E01024781,10
E01024782,10
E01024783,6
E01024784,7
E01024785,10
E01024786,5
E01024787,5
E01024788,5
E01024789,7
E01024790,6
E01024791,9
E01024792,8
E01024793,6
E01024794,7
E01024795,3
E01024796,5
E01024797,9
E01024798,7
E01024799,9
E01024800,10
E01024801,8
E01024802,9
E01024803,7
E01024804,6
E01024805,7
E01024806,6
E01024807,6
E01024808,9
E01024809,7
E01024810,7
E01024811,10
E01024812,6
E01024813,7
E01024814,9
E01024815,5
E01024816,8
E01024817,10
E01024818,10
E01024819,10
E01024820,10
E01024821,9
E01024822,8
E01024823,10
E01024824,10
E01024825,9
E01024826,9
E01024827,8
E01024828,8
E01024829,9
E01024830,6
E01024831,4
E01024832,10
E01024833,6
E01024834,9
E01024835,10
E01024836,6
E01024837,10
E01024838,10
E01024839,7
E01024840,2
E01024841,4
E01024842,4
E01024843,4
E01024844,8
E01024845,8
E01024846,7
E01024847,6
E01024848,6
E01024849,9
E01024850,10
E01024851,9
E01024852,10
E01024853,10
E01024854,10
E01024855,1
E01024856,1
E01024857,1
E01024858,1
E01024859,5
E01024860,6
E01024861,6
E01024862,8
E01024863,1
E01024864,3
E01024865,1
E01024866,3
E01024867,9
E01024868,7
E01024869,8
E01024870,6
E01024871,4
E01024872,1
E01024873,5
E01024874,7
E01024875,1
E01024876,1
E01024877,1
E01024878,1
E01024879,3
E01024880,4
E01024881,2
E01024882,1
E01024883,2
E01024884,3
E01024885,1
E01024886,1
E01024887,3
E01024888,5
E01024889,3
E01024890,2
E01024891,4
E01024892,3
E01024893,2
E01024894,4
E01024895,1
E01024896,4
E01024897,2
E01024898,1
E01024899,1
E01024900,1
E01024901,8
E01024902,2
E01024903,2
E01024904,2
E01024905,7
E01024906,1
E01024907,1
E01024908,1
E01024909,1
E01024910,1
E01024911,3
E01024912,8
E01024913,8
E01024914,7
E01024915,6
E01024916,9
E01024917,5
E01024918,9
E01024919,6
E01024920,8
E01024921,7
E01024922,7
E01024923,8
E01024924,7
E01024925,1
E01024926,3
E01024927,4
E01024928,5
E01024929,1
E01024930,4
E01024931,3
E01024932,7
E01024933,3
E01024934,8
E01024935,9
E01024936,4
E01024937,9
E01024938,7
E01024939,8
E01024940,2
E01024941,2
E01024942,2
E01024943,3
E01024944,8
E01024945,4
E01024946,9
E01024947,9
E01024948,8
E01024949,8
E01024950,10
E01024951,2
E01024952,3
E01024953,1
E01024954,5
E01024955,7
E01024956,8
E01024957,6
E01024958,5
E01024959,2
E01024960,4
E01024961,6
E01024962,8
E01024963,10
E01024964,9
E01024965,10
E01024966,9
E01024967,9
E01024968,10
E01024969,4
E01024970,10
E01024971,8
E01024972,9
E01024973,8
E01024974,10
E01024975,4
E01024976,9
E01024977,10
E01024978,7
E01024979,9
E01024980,9
E01024981,10
E01024982,5
E01024983,9
E01024984,7
E01024985,6
E01024986,2
E01024987,1
E01024988,3
E01024989,4
E01024990,7
E01024991,7
E01024992,9
E01024993,7
E01024994,9
E01024995,7
E01024996,2
E01024997,9
E01024998,4
E01024999,7
E01025000,8
E01025001,4
E01025002,6
E01025003,7
E01025004,7
E01025005,8
E01025006,1
E01025007,10
E01025008,9
E01025009,5
E01025010,8
E01025011,3
E01025012,8
E01025013,5
E01025014,6
E01025015,10
E01025016,10
E01025017,4
E01025018,8
E01025019,10
E01025020,6
E01025021,9
E01025022,9
E01025023,9
E01025024,5
E01025025,5
E01025026,6
E01025027,6
E01025028,7
E01025029,7
E01025030,4
E01025031,5
E01025032,2
E01025033,7
E01025034,3
E01025035,4
E01025036,1
E01025037,2
E01025038,8
E01025039,9
E01025040,7
E01025041,1
E01025042,1
E01025044,2
E01025045,1
E01025046,1
E01025048,7
E01025049,1
E01025050,3
E01025051,2
E01025052,7
E01025053,5
E01025054,3
E01025055,2
E01025056,8
E01025057,4
E01025058,3
E01025059,2
E01025060,2
E01025061,5
E01025062,1
E01025063,3
E01025064,9
E01025065,3
E01025066,6
E01025067,1
E01025068,1
E01025069,2
E01025070,1
E01025071,3
E01025072,2
E01025073,4
E01025074,8
E01025075,2
E01025076,3
E01025077,2
E01025078,6
E01025079,7
E01025080,5
E01025081,7
E01025082,1
E01025083,1
E01025084,1
E01025085,5
E01025086,8
E01025087,3
E01025088,8
E01025089,7
E01025090,9
E01025091,2
E01025092,1
E01025093,4
E01025094,3
E01025095,5
E01025096,7
E01025097,3
E01025098,5
E01025099,3
E01025100,4
E01025101,2
E01025102,7
E01025103,10
E01025105,8
E01025106,7
E01025107,6
E01025108,8
E01025109,8
E01025110,1
E01025111,3
E01025112,1
E01025113,4
E01025114,6
E01025115,2
E01025116,2
E01025117,1
E01025118,1
E01025119,4
E01025120,1
E01025121,6
E01025122,6
E01025123,6
E01025124,2
E01025125,7
E01025126,10
E01025127,9
E01025128,5
E01025129,6
E01025130,7
E01025131,7
E01025132,6
E01025133,9
E01025136,1
E01025137,4
E01025138,3
E01025139,1
E01025140,1
E01025141,7
E01025142,8
E01025143,3
E01025144,6
E01025145,6
E01025146,10
E01025147,7
E01025148,9
E01025149,3
E01025150,3
E01025151,1
E01025152,2
E01025153,5
E01025154,1
E01025155,7
E01025156,1
E01025157,2
E01025158,10
E01025159,7
E01025160,10
E01025161,6
E01025162,7
E01025163,8
E01025164,6
E01025165,9
E01025166,8
E01025167,6
E01025168,5
E01025169,7
E01025170,4
E01025171,1
E01025172,3
E01025173,2
E01025174,7
E01025175,8
E01025176,6
E01025177,9
E01025178,8
E01025179,5
E01025180,8
E01025181,1
E01025182,1
E01025183,1
E01025184,1
E01025185,1
E01025186,1
E01025187,4
E01025188,1
E01025189,1
E01025190,4
E01025191,8
E01025192,3
E01025193,5
E01025194,4
E01025195,6
E01025196,3
E01025197,7
E01025198,4
E01025199,7
E01025200,4
E01025201,4
E01025202,6
E01025203,7
E01025204,8
E01025205,2
E01025206,5
E01025207,1
E01025208,2
E01025209,3
E01025210,2
E01025211,9
E01025212,4
E01025213,3
E01025214,8
E01025215,1
E01025216,4
E01025217,1
E01025218,1
E01025219,1
E01025220,2
E01025221,3
E01025222,6
E01025223,3
E01025224,1
E01025225,3
E01025226,1
E01025227,1
E01025228,5
E01025229,1
E01025230,1
E01025231,5
E01025232,2
E01025233,8
E01025234,3
E01025235,5
E01025236,1
E01025237,2
E01025238,1
E01025239,5
E01025240,9
E01025241,8
E01025242,8
E01025243,5
E01025244,2
E01025245,2
E01025246,3
E01025247,2
E01025248,1
E01025249,3
E01025250,1
E01025251,7
E01025252,4
E01025253,10
E01025254,8
E01025255,10
E01025256,9
E01025257,9
E01025258,10
E01025259,10
E01025260,1
E01025261,4
E01025262,3
E01025263,2
E01025264,2
E01025265,4
E01025266,7
E01025267,3
E01025268,2
E01025269,2
E01025270,7
E01025271,3
E01025272,8
E01025273,9
E01025274,2
E01025275,2
E01025276,4
E01025277,8
E01025278,10
E01025279,6
E01025280,8
E01025281,9
E01025282,4
E01025283,1
E01025284,2
E01025285,2
E01025286,1
E01025287,1
E01025288,4
E01025289,2
E01025290,1
E01025291,2
E01025292,2
E01025293,1
E01025294,3
E01025295,1
E01025296,1
E01025297,1
E01025298,1
E01025299,9
E01025300,3
E01025301,7
E01025302,8
E01025303,9
E01025304,4
E01025305,2
E01025306,2
E01025308,3
E01025309,4
E01025310,2
E01025311,3
E01025312,3
E01025313,2
E01025314,4
E01025315,6
E01025316,9
E01025317,7
E01025318,9
E01025319,9
E01025320,5
E01025321,9
E01025322,7
E01025323,8
E01025324,8
E01025325,5
E01025326,7
E01025327,10
E01025328,9
E01025329,6
E01025330,6
E01025331,5
E01025332,10
E01025333,7
E01025334,6
E01025335,4
E01025336,10
E01025337,10
E01025338,6
E01025339,7
E01025340,9
E01025341,10
E01025342,9
E01025343,9
E01025344,8
E01025345,10
E01025346,9
E01025347,8
E01025348,9
E01025349,8
E01025350,10
E01025351,6
E01025352,10
E01025353,9
E01025354,9
E01025355,10
E01025356,3
E01025357,5
E01025358,8
E01025359,3
E01025360,4
E01025361,7
E01025362,7
E01025363,5
E01025364,9
E01025365,8
E01025366,2
E01025367,6
E01025368,3
E01025369,1
E01025370,4
E01025371,3
E01025373,7
E01025374,3
E01025375,7
E01025376,3
E01025377,10
E01025378,9
E01025379,3
E01025380,9
E01025381,1
E01025382,1
E01025383,6
E01025384,6
E01025385,1
E01025387,5
E01025388,2
E01025389,1
E01025390,2
E01025391,3
E01025392,3
E01025393,4
E01025394,4
E01025395,5
E01025396,1
E01025397,2
E01025398,3
E01025399,3
E01025400,7
E01025401,5
E01025402,4
E01025403,10
E01025404,9
E01025405,3
E01025406,9
E01025407,3
E01025408,9
E01025409,8
E01025410,10
E01025411,7
E01025412,5
E01025413,8
E01025414,10
E01025415,5
E01025416,8
E01025417,7
E01025418,6
E01025419,6
E01025420,8
E01025421,6
E01025422,4
E01025423,1
E01025424,10
E01025425,8
E01025426,10
E01025427,4
E01025428,5
E01025429,3
E01025430,8
E01025431,4
E01025433,6
E01025434,10
E01025435,5
E01025436,8
E01025437,9
E01025438,10
E01025439,10
E01025440,10
E01025441,10
E01025442,3
E01025443,8
E01025444,5
E01025445,1
E01025446,7
E01025447,1
E01025448,5
E01025449,9
E01025450,3
E01025451,9
E01025452,3
E01025453,8
E01025454,10
E01025455,9
E01025456,6
E01025457,6
E01025458,5
E01025459,4
E01025460,3
E01025461,9
E01025462,7
E01025463,7
E01025464,10
E01025465,7
E01025466,10
E01025467,9
E01025468,10
E01025469,3
E01025470,9
E01025471,2
E01025472,10
E01025473,7
E01025474,5
E01025475,10
E01025476,10
E01025477,9
E01025478,10
E01025479,5
E01025480,2
E01025481,2
E01025482,1
E01025483,6
E01025484,9
E01025485,7
E01025486,6
E01025487,7
E01025488,8
E01025489,8
E01025490,9
E01025491,9
E01025492,4
E01025493,1
E01025494,1
E01025495,6
E01025496,7
E01025497,8
E01025498,8
E01025499,7
E01025500,6
E01025501,10
E01025502,10
E01025503,2
E01025504,1
E01025505,3
E01025506,8
E01025507,7
E01025508,5
E01025509,5
E01025510,10
E01025511,9
E01025512,9
E01025513,8
E01025514,6
E01025515,6
E01025516,8
E01025517,4
E01025518,4
E01025519,9
E01025520,2
E01025521,2
E01025522,5
E01025523,4
E01025524,2
E01025525,5
E01025526,4
E01025527,1
E01025528,1
E01025529,2
E01025530,10
E01025531,6
E01025532,9
E01025533,9
E01025534,10
E01025535,6
E01025536,3
E01025537,7
E01025538,9
E01025539,9
E01025540,8
E01025541,6
E01025542,8
E01025543,4
E01025544,4
E01025545,9
E01025546,7
E01025547,8
E01025548,6
E01025549,8
E01025550,8
E01025551,8
E01025552,9
E01025553,9
E01025554,3
E01025555,6
E01025556,4
E01025557,7
E01025558,9
E01025559,7
E01025560,9
E01025561,8
E01025562,6
E01025563,7
E01025564,8
E01025565,7
E01025566,9
E01025567,4
E01025568,7
E01025569,9
E01025570,1
E01025571,3
E01025572,4
E01025573,5
E01025574,1
E01025575,1
E01025576,7
E01025577,3
E01025578,2
E01025579,1
E01025580,5
E01025581,2
E01025582,1
E01025583,1
E01025584,1
E01025585,6
E01025586,7
E01025587,4
E01025588,4
E01025589,5
E01025590,1
E01025591,5
E01025592,1
E01025593,6
E01025594,7
E01025595,9
E01025596,8
E01025597,7
E01025598,5
E01025599,7
E01025600,9
E01025601,8
E01025602,8
E01025603,7
E01025604,5
E01025605,4
E01025606,1
E01025607,6
E01025608,6
E01025609,7
E01025610,5
E01025611,8
E01025612,8
E01025613,8
E01025614,9
E01025615,10
E01025616,10
E01025617,9
E01025618,7
E01025619,9
E01025620,7
E01025621,8
E01025622,8
E01025623,7
E01025624,10
E01025625,5
E01025626,7
E01025627,6
E01025629,6
E01025630,8
E01025631,8
E01025632,10
E01025633,8
E01025634,9
E01025635,7
E01025636,7
E01025637,8
E01025638,10
E01025639,9
E01025640,9
E01025641,10
E01025642,9
E01025643,8
E01025644,8
E01025645,8
E01025646,5
E01025647,7
E01025648,10
E01025649,10
E01025650,10
E01025651,10
E01025652,6
E01025653,5
E01025654,7
E01025655,5
E01025656,5
E01025657,6
E01025658,8
E01025659,6
E01025660,8
E01025661,10
E01025662,5
E01025663,8
E01025664,7
E01025665,10
E01025666,4
E01025667,5
E01025668,9
E01025669,9
E01025670,6
E01025671,9
E01025672,9
E01025673,7
E01025674,7
E01025675,9
E01025676,10
E01025677,7
E01025678,10
E01025679,8
E01025680,10
E01025681,8
E01025682,7
E01025683,6
E01025684,8
E01025685,8
E01025686,9
E01025687,8
E01025688,9
E01025689,5
E01025690,7
E01025692,8
E01025693,9
E01025695,10
E01025696,10
E01025697,3
E01025698,9
E01025699,1
E01025700,2
E01025701,2
E01025702,7
E01025703,4
E01025704,6
E01025705,3
E01025706,3
E01025707,10
E01025708,10
E01025709,10
E01025710,10
E01025711,10
E01025712,10
E01025713,10
E01025714,10
E01025715,3
E01025716,5
E01025717,3
E01025718,4
E01025719,8
E01025720,7
E01025721,8
E01025722,5
E01025723,6
E01025724,7
E01025725,1
E01025726,9
E01025727,3
E01025728,8
E01025729,10
E01025730,8
E01025731,8
E01025732,8
E01025733,9
E01025734,10
E01025735,7
E01025736,9
E01025737,10
E01025738,9
E01025739,8
E01025740,6
E01025741,10
E01025742,4
E01025743,7
E01025744,9
E01025745,7
E01025746,6
E01025747,5
E01025748,7
E01025749,5
E01025750,9
E01025751,7
E01025752,6
E01025753,3
E01025754,9
E01025755,8
E01025756,6
E01025757,7
E01025758,9
E01025759,6
E01025760,8
E01025761,10
E01025762,5
E01025763,6
E01025764,8
E01025765,7
E01025766,4
E01025767,7
E01025768,9
E01025769,10
E01025770,8
E01025771,8
E01025772,10
E01025773,10
E01025774,10
E01025775,8
E01025776,10
E01025777,8
E01025778,9
E01025779,9
E01025780,10
E01025781,9
E01025782,10
E01025783,10
E01025784,8
E01025785,9
E01025786,8
E01025787,10
E01025788,6
E01025789,4
E01025790,10
E01025791,8
E01025792,8
E01025793,8
E01025794,10
E01025795,8
E01025796,6
E01025797,10
E01025798,10
E01025799,10
E01025800,10
E01025801,7
E01025802,10
E01025803,10
E01025804,8
E01025805,9
E01025806,3
E01025807,8
E01025808,8
E01025809,9
E01025810,8
E01025812,7
E01025813,10
E01025814,10
E01025815,6
E01025816,9
E01025817,9
E01025818,5
E01025819,7
E01025820,9
E01025821,6
E01025822,3
E01025823,4
E01025824,5
E01025825,7
E01025826,7
E01025827,4
E01025828,9
E01025829,3
E01025830,7
E01025831,9
E01025832,10
E01025833,9
E01025834,10
E01025835,10
E01025836,9
E01025837,9
E01025838,10
E01025839,8
E01025840,7
E01025841,7
E01025842,5
E01025843,4
E01025844,3
E01025845,10
E01025846,10
E01025847,10
E01025848,7
E01025849,4
E01025850,6
E01025851,8
E01025852,3
E01025853,8
E01025854,8
E01025855,7
E01025856,2
E01025857,8
E01025858,5
E01025859,10
E01025860,9
E01025861,8
E01025862,9
E01025863,5
E01025864,8
E01025865,5
E01025866,3
E01025867,5
E01025868,8
E01025869,9
E01025870,9
E01025871,7
E01025872,10
E01025873,8
E01025874,6
E01025875,5
E01025876,9
E01025877,9
E01025878,5
E01025879,5
E01025880,10
E01025881,8
E01025882,7
E01025883,9
E01025884,6
E01025885,10
E01025886,9
E01025887,5
E01025888,8
E01025889,7
E01025890,8
E01025891,10
E01025892,9
E01025893,9
E01025894,4
E01025895,7
E01025896,10
E01025897,6
E01025898,7
E01025899,6
E01025900,3
E01025901,9
E01025902,10
E01025903,6
E01025904,10
E01025905,3
E01025906,10
E01025907,4
E01025908,9
E01025909,7
E01025910,7
E01025911,8
E01025912,6
E01025913,8
E01025914,10
E01025915,9
E01025916,10
E01025917,9
E01025918,4
E01025919,6
E01025920,5
E01025921,9
E01025923,8
E01025924,7
E01025925,6
E01025926,8
E01025927,5
E01025928,10
E01025929,6
E01025930,4
E01025931,4
E01025932,1
E01025933,4
E01025934,1
E01025935,8
E01025936,4
E01025937,7
E01025938,7
E01025939,7
E01025940,6
E01025941,7
E01025942,8
E01025943,4
E01025944,10
E01025945,9
E01025946,8
E01025947,9
E01025948,9
E01025949,3
E01025950,3
E01025951,8
E01025952,7
E01025953,4
E01025954,8
E01025955,9
E01025956,7
E01025957,5
E01025958,7
E01025959,8
E01025960,7
E01025961,9
E01025962,4
E01025963,7
E01025964,7
E01025965,5
E01025966,5
E01025967,8
E01025968,9
E01025969,7
E01025970,10
E01025971,9
E01025972,9
E01025973,10
E01025974,9
E01025975,9
E01025976,4
E01025977,7
E01025978,7
E01025979,9
E01025980,9
E01025981,9
E01025982,10
E01025983,8
E01025984,9
E01025985,7
E01025986,6
E01025987,3
E01025988,4
E01025989,3
E01025990,8
E01025991,9
E01025992,3
E01025993,7
E01025994,3
E01025995,6
E01025997,3
E01025998,9
E01025999,5
E01026000,9
E01026001,9
E01026003,5
E01026004,10
E01026005,6
E01026006,3
E01026007,8
E01026008,3
E01026009,3
E01026010,1
E01026011,3
E01026012,3
E01026013,7
E01026014,7
E01026015,8
E01026016,4
E01026017,3
E01026018,5
E01026019,4
E01026020,6
E01026021,6
E01026022,9
E01026023,3
E01026024,3
E01026025,4
E01026026,2
E01026027,5
E01026028,4
E01026029,7
E01026030,2
E01026031,6
E01026032,4
E01026033,3
E01026034,4
E01026035,8
E01026036,4
E01026037,2
E01026038,8
E01026039,6
E01026040,6
E01026041,3
E01026042,3
E01026043,3
E01026044,4
E01026045,4
E01026046,2
E01026047,6
E01026048,1
E01026049,2
E01026050,2
E01026051,7
E01026052,5
E01026053,8
E01026054,5
E01026055,4
E01026056,2
E01026057,4
E01026058,6
E01026059,3
E01026060,3
E01026061,9
E01026062,7
E01026063,9
E01026064,3
E01026065,8
E01026066,7
E01026067,4
E01026068,3
E01026069,1
E01026070,4
E01026071,4
E01026072,1
E01026073,1
E01026074,1
E01026075,3
E01026076,5
E01026077,3
E01026078,3
E01026079,4
E01026080,7
E01026081,4
E01026082,4
E01026083,1
E01026084,2
E01026085,3
E01026087,2
E01026088,7
E01026089,7
E01026090,4
E01026091,7
E01026092,1
E01026093,1
E01026094,1
E01026095,2
