msoa_code,Score,Proportion,Extent,Income_Score,Income_Proportion,Income_Extent,Employment_Score,Employment_Proportion,Employment_Extent,Education_Score,Education_Proportion,Education_Extent,Health_Score,Health_Proportion,Health_Extent,Crime_Score,Crime_Proportion,Crime_Extent,Housing_and_Access_Score,Housing_and_Access_Proportion,Housing_and_Access_Extent,Environment_Score,Environment_Proportion,Environment_Extent
E02000014,36.55000135163235,0,0.6677545391863939,0.20303701393221044,0,0.4890468529402108,0.13555645664379287,0,0.29649505860721664,30.793461738407153,0,0.26717640170294726,0.33797847785402374,0,0.1804604305523634,0.9375598877105429,0.5,0.7457962592069693,44.956863797047205,1,1,29.416811083385323,0,0.17936653861728555
E02000015,39.60161035457348,0.25,0.785418807810894,0.23574139260020555,0.25,0.7417891626548385,0.14832181397738953,0,0.4624634878563314,30.707961587872557,0,0.2362829285443825,0.5999624871531346,0,0.33192277005463294,0.6691239722507707,0.25,0.5372177070373776,49.76852376670092,1,1,22.9623081963001,0,0
E02000016,33.661131007315696,0,0.517228030684477,0.21084400675295442,0,0.5272668305541568,0.1000243106359032,0,0.09230044723513905,15.919490489589196,0,0,0.024208778840742826,0,0,0.8222217220033765,0.25,0.5939584752539763,50.98097231288689,1,1,37.10898998311762,0.25,0.545045463969434
E02000017,27.270586768504998,0,0.1985433650395786,0.14476682017297543,0,0.10322511040039724,0.08008929574300797,0,0,18.255241042345276,0,0,-0.07614388408401661,0,0.009968549926990889,0.6344870268448837,0.2,0.5562613430127041,46.05074480512187,1,1,34.10093462877682,0.2,0.4234297132249921
E02000018,36.41188683602772,0,0.6356757682575112,0.208729792147806,0,0.5206509608053305,0.1294434180138568,0,0.23888416190591952,30.50648477850094,0,0.25399350254704567,0.37576558891454964,0,0.061637954849332,0.612370774721814,0.4,0.4012177199244174,48.58554881377283,1,1,30.49484558051648,0,0.2637131617622683
E02000019,32.065294026890015,0,0.4261754231291254,0.196407317610756,0,0.44589747456585027,0.11262673572845493,0,0.07875537974316438,25.430412938064798,0,0.009279259422525886,0.15674509587833368,0,0.009180074939387247,0.4759083094555874,0,0.22343247914805747,49.418236279479835,1,1,26.1623482477408,0,0.08474154031762232
E02000020,33.22273172595296,0,0.48956640050759376,0.19539222344851007,0,0.43373197617526277,0.10798531284489346,0,0.014143591851689665,24.110735716104934,0,0.06935290727029812,0.09751736140589183,0,0.05484582285155114,0.5943387384328042,0,0.3425045017671949,52.6834940996689,1,1,33.021758892945066,0,0.4025185320887752
E02000021,31.823478887744592,0,0.39176378123475525,0.18192276004119465,0,0.29136357887509706,0.10664812907655338,0,0.06731078468571014,24.25092722279437,0,0.026885829403581026,0.13468188579929052,0,0.091022699212845,0.5604858679482778,0.2,0.3484009973440295,46.78778761872067,1,1,32.87532280581302,0,0.3827075842713546
E02000022,38.646125014415865,0.2,0.7712696283437228,0.2568748702571791,0.4,0.7649263424967677,0.13799907738438472,0,0.3390402976649327,24.944526467535464,0,0.03443996625169196,0.30930884557721144,0,0.05872266296001792,0.47168446545957793,0,0.21492755646468262,53.34530515511475,1,1,28.10855887440895,0,0.22854342059739358
E02000023,39.06830407275603,0.25,0.7025098333021164,0.2326965862659813,0,0.701588936754698,0.14221839989455648,0,0.4332067317364188,25.83917964940029,0,0.2079772880203672,0.2713401871622512,0,0.15084909783355183,0.9442874654013445,0.5,0.7605394962297003,53.25737287465401,1,1,28.704160669566363,0.25,0.2687807399082919
E02000024,9.191532295006871,0,0,0.06424141090242785,0,0,0.051686211635364174,0,0,2.3448734768666974,0,0,-1.454861658268438,0,0,0.13647796610169494,0,0.03131060587795645,22.1657642693541,0,0.007311039853412725,20.926651397159873,0,0.014237288135593216
E02000025,15.932634441805227,0,0.031051693961745206,0.11203990498812351,0,0.07699118639829977,0.08396852731591449,0,0.023395111888986107,6.704949762470309,0,0,-0.8567840855106889,0,0,0.11974097387173398,0,0.057626890861357645,29.99816947743468,0,0.43950243780472553,17.99542672209026,0,0
E02000026,10.84753755904312,0,0,0.07903352125552339,0,0,0.05461968611915283,0,0,4.510184976382752,0,0,-1.3104819442328206,0,0,-0.03389593173853418,0,0.02376721172121221,25.285802224592413,0,0.0835144390001363,21.704685966783483,0,0
E02000027,22.82809512461523,0,0.221906046020622,0.15735527752954026,0,0.2868541251848716,0.11399771621487438,0,0.24392288436312703,16.011487737066826,0,0.01843725339562788,-0.5162675007447125,0,0,0.16580041703902296,0,0.17583577651307294,34.00768841227286,0.3333333333333333,0.49061871240508176,17.420161850858904,0,0
E02000028,12.807654082259054,0,0,0.10075414364640882,0,0,0.06116728054020872,0,0,5.241215316144874,0,0,-1.2857800798035606,0,0,-0.12364303253529775,0,0,27.962170810313076,0,0.24558011049723755,24.147281614487415,0,0.05652402184097444
E02000029,16.010651527016446,0,0,0.124092068464034,0,0.10651697764379625,0.07798008725808256,0,0,7.953840474325988,0,0,-0.777604989372413,0,0,0.130170488869001,0,0.03668460501292384,24.38402807920349,0,0.11109096154638748,26.13030473207294,0,0.1468120182994683
E02000030,13.464058337801609,0,0,0.07779356568364612,0,0.03440383801326371,0.06002520107238606,0,0.008954423592493285,5.744036139410188,0,0,-1.2572377479892762,0,0,0.32741040214477213,0,0.18691717228728652,32.66854691689008,0.3333333333333333,0.6519768590376745,15.632113458445039,0,0
E02000031,8.982775245199614,0,0,0.06548984666390385,0,0,0.047311368973615146,0,0,2.768588755352949,0,0,-1.4775786710871666,0,0,-0.11258171018096422,0,0,25.73201657687526,0,0.0936229924168066,18.155968642077635,0,0
E02000032,8.4463009985734665,0,0,0.06850680845545325,0,0,0.04828699260796265,0,0,3.522092854363896,0,0,-1.5363006095188692,0,0,-0.2792860848139022,0,0.08422349480236709,21.886758137725327,0,0.09929014599785678,19.218518739463107,0,0
E02000033,17.063479789497258,0,0.11167311964829776,0.12329940656141529,0,0.18682943502525207,0.09339368491770239,0,0.1958247146249904,11.560104243645728,0,0,-0.9147508677639682,0,0,-0.06914343298622776,0,0.027485576554756034,28.704057552345763,0.2,0.4358175839329597,16.796612137498602,0,0
E02000034,12.823898695749945,0,0,0.10314133123454014,0,0,0.06530796042275691,0,0,4.218829548009895,0,0,-1.2165993928491117,0,0,-0.11875489093771083,0,0.04863479814895907,26.557999437823252,0,0.1555143621365083,22.731585113559703,0,0.020187471151456325
E02000035,13.702045025078736,0,0,0.11022092616353668,0,0,0.07241537384812785,0,0,3.600334771958474,0,0,-1.0999330456083052,0,0,-0.5688281815000583,0,0,30.796885804269216,0,0.4621206726135296,19.619129942843813,0,0.059088202250639994
E02000036,16.323700460429155,0,0.008717748240813124,0.11195447832508036,0,0.04175342578494712,0.07492381200590739,0,0,9.512212058031448,0,0,-1.109727912431587,0,0,-0.014761271826948141,0,0,35.11460741899054,0.5,0.5757625429223305,19.221376161932064,0,0
E02000037,11.128158463756177,0,0,0.08124063014827018,0,0,0.0544375,0,0,7.514289126853377,0,0,-1.3909962932454696,0,0,-0.3695962726523888,0,0.02356146492673197,25.62937273476112,0.16666666666666666,0.19603691580681523,22.789079283360792,0.16666666666666666,0.15249176276771004
E02000038,15.568224800070306,0,0,0.10431848141312945,0,0,0.07129993848317075,0,0,6.622555936374022,0,0,-0.7453488004218297,0,0,0.4824683188329379,0,0.17569853978473732,27.408382810440287,0,0.20554784667971004,23.58761516829247,0,0.04003034213532776
E02000039,10.702963094393187,0,0,0.07097444996451384,0,0,0.04676408800567778,0,0,3.5357405251951737,0,0,-1.4924627395315826,0,0,0.07503193754435769,0,0,28.31490872959546,0,0.35626984423443275,23.514889567068842,0,0.03730902842628214
E02000040,15.441477714748785,0,0,0.11217179902755267,0,0.0365165344479513,0.0702013776337115,0,0.012614802809292258,8.369357779578605,0,0,-1.241916936790924,0,0,-0.2478319827120475,0,0,35.1987424365208,0.25,0.830880178566351,19.191398703403568,0,0
E02000041,18.284720521720836,0,0.08085344316929904,0.12145492794782792,0,0.1254964486002004,0.07720711055012097,0,0.01835323556603721,9.52114105396024,0,0,-0.9694314715472809,0,0,0.2393531082360366,0,0.2452456084990007,31.735731461028713,0.2,0.5115596264248503,27.979561060271376,0,0.15931391274019693
