lsoa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile
W01001382,1182,1053,821,670,1232,1389,1559,1673,905,7,6,5,4,7,8,9,9,5
W01001383,984,806,681,1073,627,1269,1796,1561,913,6,5,4,6,4,7,10,9,5
W01001384,488,554,320.5,444,457,665,1734,1657,276,3,3,2,3,3,4,10,9,2
W01001385,312,431,237.5,189,245,1050,1202,1740,466,2,3,2,1,2,6,7,10,3
W01001386,60,91,44,128,17,1181,1660,746,135,1,1,1,1,1,7,9,4,1
W01001387,231,290,202.5,125,288,980,1010,862,375,2,2,1,1,2,6,6,5,2
W01001388,439,248,427.5,655,461,1420,912,969,529,3,2,3,4,3,8,5,6,3
W01001389,946,910,619.5,1059,939,1632,1013,695,1019,5,5,4,6,5,9,6,4,6
W01001390,1734,1656,1386.5,1270,1425,1663,1224,1397,1600,10,9,7,7,8,9,7,8,9
W01001391,767,924,744.5,258,561,1319,1692,1542,564,5,5,4,2,3,7,9,9,3
W01001392,1535,1551,1066,1378,1211,1787,933,1368,1143,9,9,6,8,7,10,5,8,7
W01001393,499,508,427.5,853,276,846,1049,536,687,3,3,3,5,2,5,6,3,4
W01001394,1830,1680,1616,1752,1469,1810,860,1786,1696,10,9,9,10,8,10,5,10,9
W01001395,757,495,681,770,789,919,1522,963,748,4,3,4,5,5,5,9,6,4
W01001396,138,117,202.5,108,186,652,1103,167,608,1,1,1,1,1,4,6,1,4
W01001397,1012,941,900.5,1087,736,747,802,1378,1075,6,5,5,6,4,4,5,8,6
W01001398,1748,1592,1616,1591,1653,1887,974,552,1362,10,9,9,9,9,10,6,3,8
W01001399,1380,1260,1066,1609,978,1148,1494,430,1178,8,7,6,9,6,7,8,3,7
W01001400,93,87,108,134,45,1393,958,1155,382,1,1,1,1,1,8,6,7,3
W01001401,590,526,553,724,435,1193,991,616,637,4,3,3,4,3,7,6,4,4
W01001402,316,236,320.5,524,227,1180,1020,893,408,2,2,2,3,2,7,6,5,3
W01001403,871,960,744.5,544,773,1501,1495,649,490,5,6,4,3,5,8,8,4,3
W01001404,1660,1701,1273.5,1829,1577,1861,695,559,1399,9,9,7,10,9,10,4,3,8
W01001405,589,455,619.5,865,464,1246,890,389,684,4,3,4,5,3,7,5,3,4
W01001406,243,394,136,159,334,1491,1584,378,369,2,3,1,1,2,8,9,2,2
W01001407,1294,1213,1165.5,1319,1113,891,677,1421,692,7,7,6,7,6,5,4,8,4
W01001408,410,276,488.5,549,383,338,921,972,550,3,2,3,3,3,2,5,6,3
W01001409,1407,1154,1066,1623,1058,1289,1460,780,889,8,7,6,9,6,7,8,5,5
W01001410,623,761,427.5,808,573,1198,1271,838,156,4,5,3,5,4,7,7,5,1
W01001411,640,707,681,304,825,1055,966,325,833,4,4,4,2,5,6,6,2,5
W01001412,816,752,681,1041,916,877,1760,96,672,5,4,4,6,5,5,10,1,4
W01001413,607,728,553,517,668,1518,922,110,923,4,4,3,3,4,9,5,1,5
W01001414,185,260,84.5,253,330,974,787,1006,206,1,2,1,2,2,6,5,6,2
W01001415,558,778,553,224,539,1541,1109,243,916,3,5,3,2,3,9,6,2,5
W01001416,894,795,681,1079,777,1350,872,979,817,5,5,4,6,5,8,5,6,5
W01001417,1395,1415,1165.5,1479,1153,1794,745,302,1456,8,8,6,8,7,10,4,2,8
W01001418,269,432,237.5,117,321,1252,651,784,556,2,3,2,1,2,7,4,5,3
W01001419,951,1156,1066,1391,1162,1287,101,371,1196,6,7,6,8,7,7,1,2,7
W01001420,1324,1315.5,1273.5,1254,1472,1102,1107,74,1122,7,7,7,7,8,6,6,1,6
W01001421,2,8,8,6,24,1088,1033,120,29,1,1,1,1,1,6,6,1,1
W01001422,79,96,30,319,152,1470,1238,185,51,1,1,1,2,1,8,7,1,1
W01001423,1556,1666,1273.5,1614,1458,1708,1029,119,1473,9,9,7,9,8,10,6,1,8
W01001424,836,591,821,693,1131,895,1657,627,405,5,4,5,4,6,5,9,4,3
W01001425,1452,1215,1165.5,1246,1526,1595,1403,370,1002,8,7,6,7,9,9,8,2,6
W01001426,1617,1792,1503,1788,1677,1813,421,255,1367,9,10,8,10,9,10,3,2,8
W01001427,1797,1863,1802.5,1892,1812,1881,576,328,1780,10,10,10,10,10,10,4,2,10
W01001428,3,6,3,17,5,1293,784,747,41,1,1,1,1,1,7,5,4,1
W01001429,484,847,320.5,383,543,1486,749,251,499,3,5,2,3,3,8,4,2,3
W01001430,384,504,744.5,84,438,1151,495,347,553,3,3,4,1,3,7,3,2,3
W01001431,764,926,681,806,620,816,405,1259,874,5,5,4,5,4,5,3,7,5
W01001432,825,907,681,554,572,1349,1257,968,1018,5,5,4,3,4,8,7,6,6
W01001433,993,906,619.5,961,1065,941,1885,884,718,6,5,4,6,6,5,10,5,4
W01001434,1596,1800,1503,921,1585,1858,936,240,1498,9,10,8,5,9,10,5,2,8
W01001435,468,579,488.5,234,466,809,1735,364,317,3,4,3,2,3,5,10,2,2
W01001436,438,430,237.5,711,604,355,1843,1052,185,3,3,2,4,4,2,10,6,1
W01001437,885,851,553,1024,648,1003,1665,1510,658,5,5,3,6,4,6,9,8,4
W01001438,862,709,619.5,658,954,1723,1303,773,1262,5,4,4,4,6,10,7,5,7
W01001439,1118,1232,900.5,820,889,1859,962,928,727,6,7,5,5,5,10,6,5,4
W01001440,519,576,373,424,665,1682,522,1432,711,3,4,2,3,4,9,3,8,4
W01001441,118,147,65.5,143,237,1568,642,666,217,1,1,1,1,2,9,4,4,2
W01001442,1141,1182,981,610,1352,1435,1302,459,709,7,7,5,4,8,8,7,3,4
W01001443,295,425,167.5,405,327,1174,1590,429,145,2,3,1,3,2,7,9,3,1
W01001444,427,451,427.5,301,242,957,1206,948,836,3,3,3,2,2,6,7,5,5
W01001445,458,523,488.5,384,390,1203,600,756,392,3,3,3,3,3,7,4,4,3
W01001446,818,955,981,206,1109,1724,1261,278,788,5,6,5,2,6,10,7,2,5
W01001447,189,180,167.5,454,102,1689,747,990,158,1,1,1,3,1,9,4,6,1
W01001448,793,964,619.5,652,746,804,1893,569,290,5,6,4,4,4,5,10,3,2
W01001449,515,625,320.5,512,494,1159,1731,572,352,3,4,2,3,3,7,10,4,2
W01001450,550,688,373,552,346,1675,1550,331,954,3,4,2,3,2,9,9,2,6
W01001451,248,393,320.5,270,185,615,926,202,148,2,3,2,2,1,4,5,2,1
W01001452,1219,1031,900.5,1107,1298,1578,1006,611,1312,7,6,5,6,7,9,6,4,7
W01001453,173,156,167.5,311,145,1286,778,1152,125,1,1,1,2,1,7,5,7,1
W01001454,452,561,553,264,352,630,611,1000,621,3,3,3,2,2,4,4,6,4
W01001455,407,412,320.5,269,605,271,1480,1228,433,3,3,2,2,4,2,8,7,3
W01001456,385,330,237.5,377,521,819,1470,1303,449,3,2,2,2,3,5,8,7,3
W01001457,54,40,44,249,25,1456,734,1540,133,1,1,1,2,1,8,4,9,1
W01001458,1026,1046,821,727,745,1656,1373,1233,676,6,6,5,4,4,9,8,7,4
W01001459,76,138,65.5,18,140,1422,972,1614,85,1,1,1,1,1,8,6,9,1
W01001460,621,792,488.5,497,718,1066,773,1199,301,4,5,3,3,4,6,5,7,2
W01001461,393,373,320.5,345,340,1348,1762,1291,173,3,2,2,2,2,8,10,7,1
W01001462,700,667,488.5,781,816,1579,746,1227,620,4,4,3,5,5,9,4,7,4
W01001463,1025,976,744.5,1061,794,1364,1159,1350,657,6,6,4,6,5,8,7,8,4
W01001464,163,219,84.5,90,253,1437,1100,1562,531,1,2,1,1,2,8,6,9,3
W01001465,274,306,202.5,297,254,1270,830,1161,593,2,2,1,2,2,7,5,7,4
W01001466,400,414,273.5,628,178,994,1627,793,713,3,3,2,4,1,6,9,5,4
W01001467,265,280,273.5,404,119,1333,1048,717,363,2,2,2,3,1,8,6,4,2
W01001468,375,502,237.5,486,235,1207,1168,701,385,2,3,2,3,2,7,7,4,3
W01001469,130,162,108,286,62,876,598,1401,306,1,1,1,2,1,5,4,8,2
W01001470,802,912,744.5,1007,942,1746,467,69,1402,5,5,4,6,5,10,3,1,8
W01001471,134,149,136,170,233,1421,918,27,320,1,1,1,1,2,8,5,1,2
W01001472,1070,1148,744.5,908,1247,1714,640,871,1101,6,7,4,5,7,10,4,5,6
W01001473,11,33,11,9,10,1764,618,795,123,1,1,1,1,1,10,4,5,1
W01001474,328,458,273.5,411,354,1444,208,596,797,2,3,2,3,2,8,2,4,5
W01001475,606,913,427.5,852,512,1301,671,402,372,4,5,3,5,3,7,4,3,2
W01001476,257,293,202.5,349,243,467,1280,393,650,2,2,1,2,2,3,7,3,4
W01001477,942,818,744.5,707,993,1106,1572,774,973,5,5,4,4,6,6,9,5,6
W01001478,742,834,681,831,575,1047,1105,815,196,4,5,4,5,4,6,6,5,2
W01001479,16,39,24,19,8,1214,1209,864,39,1,1,1,1,1,7,7,5,1
W01001480,94,114,24,127,213,1382,986,1050,610,1,1,1,1,2,8,6,6,4
W01001481,238,456,136,121,431,1573,1650,769,40,2,3,1,1,3,9,9,5,1
W01001482,270,324.5,237.5,412,201,1054,418,1613,409,2,2,2,3,2,6,3,9,3
W01001483,386,301,273.5,796,366,938,961,1021,346,3,2,2,5,2,5,6,6,2
W01001484,978,947,821,783,1045,1380,893,1333,455,6,5,5,5,6,8,5,8,3
W01001485,496,501,373,596,384,1173,777,1548,659,3,3,2,4,3,7,5,9,4
W01001486,758,732,619.5,642,743,1120,1663,887,299,4,4,4,4,4,6,9,5,2
W01001487,851,706,744.5,1015,851,1441,854,896,443,5,4,4,6,5,8,5,5,3
W01001488,150,177,167.5,48,180,730,1437,1604,312,1,1,1,1,1,4,8,9,2
W01001489,678,487,553,809,622,848,1532,1355,591,4,3,3,5,4,5,9,8,4
W01001490,1269,1088,1066,1120,792,1165,1771,1813,444,7,6,6,6,5,7,10,10,3
W01001491,507,563,427.5,467,299,871,1634,1748,284,3,3,3,3,2,5,9,10,2
W01001492,1265,1034,1066,1406,1018,1638,655,1525,862,7,6,6,8,6,9,4,9,5
W01001493,853,855,821,858,750,805,1124,259,934,5,5,5,5,4,5,6,2,5
W01001494,1658,1339,1273.5,1517,1263,1711,1449,1358,1388,9,8,7,8,7,10,8,8,8
W01001495,1662,1411,1386.5,1129,1382,1637,1549,1420,1187,9,8,7,6,8,9,9,8,7
W01001496,262,172,237.5,374,368,1160,810,1214,351,2,1,2,2,2,7,5,7,2
W01001497,594,467,553,794,351,1511,1568,1323,273,4,3,3,5,2,8,9,7,2
W01001498,540,281,553,1395,304,1560,1405,869,387,3,2,3,8,2,9,8,5,3
W01001499,1114,920,1066,1282,778,1233,842,965,961,6,5,6,7,5,7,5,6,6
W01001500,1641,1770,1616,997,1487,1744,466,1495,1625,9,10,9,6,8,10,3,8,9
W01001501,403,315,553,482,193,1418,999,1245,182,3,2,3,3,2,8,6,7,1
W01001502,1567,1515,1386.5,1071,1331,1394,840,1477,1174,9,8,7,6,8,8,5,8,7
W01001503,482,319,553,687,280,1321,1233,1312,313,3,2,3,4,2,7,7,7,2
W01001504,763,738,553,930,747,1299,875,588,841,5,4,3,5,4,7,5,4,5
W01001505,1393,1426,1503,991,1237,1425,483,568,1616,8,8,8,6,7,8,3,3,9
W01001506,389,540,167.5,354,660,811,1546,380,509,3,3,1,2,4,5,9,2,3
W01001507,1449,1168,1066,1249,1259,1462,1488,748,1425,8,7,6,7,7,8,8,4,8
W01001508,1589,1586,1273.5,888,1679,1492,934,1056,1567,9,9,7,5,9,8,5,6,9
W01001509,1731,1828,1802.5,1471,1864,1831,552,245,1846,10,10,10,8,10,10,3,2,10
W01001510,1170,1002,981,1173,1070,1510,907,685,859,7,6,5,7,6,8,5,4,5
W01001511,1003,901,821,897,819,997,1319,765,1224,6,5,5,5,5,6,7,5,7
W01001512,1799,1882,1716.5,1725,1805,1853,679,396,1855,10,10,9,10,10,10,4,3,10
W01001513,1664,1864,1616,1709,1595,1815,451,299,1533,9,10,9,10,9,10,3,2,9
W01001514,1586,1544,1386.5,1062,1485,1616,1158,538,1200,9,9,7,6,8,9,7,3,7
W01001515,1339,1247,1066,1216,1141,757,1733,484,1015,8,7,6,7,7,4,10,3,6
W01001516,559,611,553,361,492,1367,703,1100,671,3,4,3,2,3,8,4,6,4
W01001517,1507,1542,1616,944,1400,995,930,397,1220,8,9,9,5,8,6,5,3,7
W01001518,1631,1509,1503,1188,1431,1796,739,1546,1084,9,8,8,7,8,10,4,9,6
W01001519,182,195,136,174,339,551,1620,268,302,1,2,1,1,2,3,9,2,2
W01001520,1008,991,900.5,981,1119,1681,1166,124,715,6,6,5,6,6,9,7,1,4
W01001521,807,692,821,753,671,1070,1608,448,524,5,4,5,4,4,6,9,3,3
W01001522,666,545,553,715,666,1087,1353,779,495,4,3,3,4,4,6,8,5,3
W01001523,637,652,619.5,675,566,1121,541,821,775,4,4,4,4,3,6,3,5,5
W01001524,867,695,619.5,1055,944,1361,1506,818,355,5,4,4,6,5,8,8,5,2
W01001525,362,358,273.5,597,176,917,1144,1806,340,2,2,2,4,1,5,7,10,2
W01001526,263,210,202.5,618,295,801,1214,1121,109,2,2,1,4,2,5,7,6,1
W01001527,454,466,373,365,406,1363,1314,691,402,3,3,2,2,3,8,7,4,3
W01001528,704,503,681,829,678,843,1030,1061,778,4,3,4,5,4,5,6,6,5
W01001529,518,593,427.5,438,617,1232,1228,391,326,3,4,3,3,4,7,7,3,2
W01001530,37,53,65.5,14,55,1164,501,1784,87,1,1,1,1,1,7,3,10,1
W01001531,399,498,427.5,280,444,927,604,981,180,3,3,3,2,3,5,4,6,1
W01001532,378,387,373,323,291,851,1167,802,461,2,3,2,2,2,5,7,5,3
W01001533,1753,1766,1716.5,1834,1718,1770,274,1648,1623,10,10,9,10,10,10,2,9,9
W01001534,1055,1084,900.5,1260,808,1782,493,922,963,6,6,5,7,5,10,3,5,6
W01001535,1208,1079,1165.5,1215,1032,1315,363,1646,1328,7,6,6,7,6,7,2,9,7
W01001536,115,88,273.5,30,155,802,1399,1157,64,1,1,2,1,1,5,8,7,1
W01001537,1366,1451,1165.5,1227,986,1505,664,1244,1025,8,8,6,7,6,8,4,7,6
W01001538,352,212,427.5,348,336,440,1397,1352,456,2,2,3,2,2,3,8,8,3
W01001539,593,550,619.5,708,183,1200,1498,1641,582,4,3,4,4,1,7,8,9,4
W01001540,1312,1191,1066,1075,1062,996,1539,1218,554,7,7,6,6,6,6,9,7,3
W01001541,715,812,744.5,816,615,1216,281,995,1055,4,5,4,5,4,7,2,6,6
W01001542,1635,1714,1716.5,1723,1633,1524,196,1062,1644,9,10,9,10,9,9,2,6,9
W01001543,1805,1780,1802.5,1776,1570,1877,601,829,1771,10,10,10,10,9,10,4,5,10
W01001544,1093,928,981,1214,904,1249,1296,579,572,6,5,5,7,5,7,7,4,4
W01001545,1606,1738,1616,1089,1845,1773,488,323,1714,9,10,9,6,10,10,3,2,10
W01001546,459,302,488.5,740,413,509,1317,503,502,3,2,3,4,3,3,7,3,3
W01001547,710,669,681,937,818,1387,759,182,623,4,4,4,5,5,8,4,1,4
W01001548,1319,1571,1616,1549,1671,1371,34,1165,1557,7,9,9,9,9,8,1,7,9
W01001549,1683,1681,1802.5,1877,1756,1556,141,1732,1887,9,9,10,10,10,9,1,10,10
W01001550,800,618,744.5,1070,414,1395,1282,1070,925,5,4,4,6,3,8,7,6,5
W01001551,805,655,681,992,416,1566,1732,823,854,5,4,4,6,3,9,10,5,5
W01001552,1814,1865,1802.5,1886,1866,1834,288,1571,1881,10,10,10,10,10,10,2,9,10
W01001553,1248,1249,1165.5,1574,1292,1405,323,460,1100,7,7,6,9,7,8,2,3,6
W01001554,1632,1577,1503,1526,1789,511,1667,351,696,9,9,8,9,10,3,9,2,4
W01001555,1764,1885,1858.5,1851,1808,1704,214,1286,1686,10,10,10,10,10,9,2,7,9
W01001556,1354,1195,1165.5,1414,1341,1836,342,1643,1254,8,7,6,8,8,10,2,9,7
W01001557,934,781,681,1058,1274,265,1763,778,737,5,5,4,6,7,2,10,5,4
W01001558,545,484,373,580,779,1154,1267,578,512,3,3,2,4,5,7,7,4,3
W01001559,1261,1279,1066,1298,865,1390,1003,674,689,7,7,6,7,5,8,6,4,4
W01001560,1493,1741,1802.5,1518,1742,1257,131,385,1475,8,10,10,9,10,7,1,3,8
W01001561,1744,1784,1503,1304,1688,1768,794,966,1613,10,10,8,7,9,10,5,6,9
W01001562,790,1035,744.5,1196,973,837,230,749,328,5,6,4,7,6,5,2,4,2
W01001563,1423,1087,1066,1183,1207,1658,1138,1750,1384,8,6,6,7,7,9,6,10,8
W01001564,1156,1010,1165.5,1642,1388,1593,285,491,725,7,6,6,9,8,9,2,3,4
W01001565,1490,1706,1716.5,1578,1824,1583,56,1079,1779,8,9,9,9,10,9,1,6,10
W01001566,803,1186,553,1474,1627,1250,24,999,1823,5,7,3,8,9,7,1,6,10
W01001567,1183,1387,1386.5,1198,1459,1340,105,637,1193,7,8,7,7,8,8,1,4,7
W01001568,1230,1704,1616,1855,1661,1053,2,917,1867,7,9,9,10,9,6,1,5,10
W01001569,1279,1233,1066,1178,1424,1544,388,1168,1112,7,7,6,7,8,9,3,7,6
W01001570,286,416,320.5,316,163,358,895,654,537,2,3,2,2,1,2,5,4,3
W01001571,1102,1452,900.5,1106,1543,1550,153,744,1341,6,8,5,6,9,9,1,4,8
W01001572,1600,1497,1503,1821,1518,1816,990,112,1198,9,8,8,10,9,10,6,1,7
W01001573,1704,1796,1802.5,1768,1574,1856,436,308,1671,9,10,10,10,9,10,3,2,9
W01001574,1666,1752,1802.5,1863,1545,1729,578,109,1608,9,10,10,10,9,10,4,1,9
W01001575,1480,1490,1802.5,1785,1699,1044,98,1189,1168,8,8,10,10,9,6,1,7,7
W01001576,1187,959,1165.5,1505,1077,1122,1335,118,940,7,6,6,8,6,6,8,1,5
W01001577,520,347,553,919,503,861,1370,210,555,3,2,3,5,3,5,8,2,3
W01001578,1676,1585,1616,1803,1404,1736,505,850,1477,9,9,9,10,8,10,3,5,8
W01001579,1577,1484,1273.5,1663,1776,1153,1187,495,473,9,8,7,9,10,7,7,3,3
W01001580,1145,1113,981,967,1222,1002,1181,304,936,7,6,5,6,7,6,7,2,5
W01001581,1585,1650,1802.5,1697,1575,1451,161,797,1733,9,9,10,9,9,8,1,5,10
W01001582,1571,1354,1503,1628,1264,1475,705,812,1183,9,8,8,9,7,8,4,5,7
W01001583,1515,1734,1716.5,1617,1647,1373,128,642,1577,8,10,9,9,9,8,1,4,9
W01001584,1054,889,1273.5,1122,791,1273,485,973,942,6,5,7,6,5,7,3,6,5
W01001585,1892,1866,1858.5,1693,1848,1892,1114,1136,1839,10,10,10,9,10,10,6,6,10
W01001586,1881,1841,1802.5,1658,1825,1821,1028,1087,1614,10,10,10,9,10,10,6,6,9
W01001587,1092,1076,981,1231,1378,464,1604,168,469,6,6,5,7,8,3,9,1,3
W01001588,1626,1620,1616,1588,981,1784,1354,220,1300,9,9,9,9,6,10,8,2,7
W01001589,750,699,619.5,959,775,1385,1146,151,892,4,4,4,6,5,8,7,1,5
W01001590,1742,1809,1802.5,1778,1843,1732,206,1407,1794,10,10,10,10,10,10,2,8,10
W01001591,1743,1838,1858.5,1882,1830,1866,291,446,1766,10,10,10,10,10,10,2,3,10
W01001592,563,334,681,912,514,1339,564,544,869,3,2,4,5,3,8,3,3,5
W01001593,1122,1094,1165.5,1540,788,1118,412,601,1324,6,6,6,9,5,6,3,4,7
W01001594,1332,1581,1802.5,918,1598,1450,60,1338,1821,8,9,10,5,9,8,1,8,10
W01001595,1713,1785,1858.5,1811,1817,1760,156,1186,1875,10,10,10,10,10,10,1,7,10
W01001596,1738,1591,1883.5,1394,1730,1514,1583,99,1440,10,9,10,8,10,8,9,1,8
W01001597,1783,1727,1716.5,1839,1826,1342,1036,234,1649,10,10,9,10,10,8,6,2,9
W01001598,630,567,744.5,657,436,842,1675,222,579,4,3,4,4,3,5,9,2,4
W01001599,1060,962,1165.5,1396,961,988,590,221,1250,6,6,6,8,6,6,4,2,7
W01001600,1719,1700,1716.5,1148,1858,1751,693,696,1386,10,9,9,7,10,10,4,4,8
W01001601,329,154,373,641,371,832,1111,580,429,2,1,2,4,2,5,6,4,3
W01001602,1725,1548,1503,1522,1881,1828,646,881,1799,10,9,8,9,10,10,4,5,10
W01001603,908,979,744.5,418,1534,1063,1502,379,653,5,6,4,3,9,6,8,2,4
W01001604,1711,1658,1616,1795,1694,1827,690,412,1161,10,9,9,10,9,10,4,3,7
W01001605,701,661,488.5,788,1102,830,1853,218,447,4,4,3,5,6,5,10,2,3
W01001606,1247,1351,1165.5,1324,1328,1306,577,198,878,7,8,6,7,7,7,4,2,5
W01001607,65,34,273.5,111,33,768,1341,92,23,1,1,2,1,1,5,8,1,1
W01001608,1355,1312,1165.5,1585,1199,1654,1205,187,636,8,7,6,9,7,9,7,1,4
W01001609,74,50,136,492,40,549,1301,52,50,1,1,1,3,1,3,7,1,1
W01001610,420,364,619.5,784,195,1185,984,305,101,3,2,4,5,2,7,6,2,1
W01001611,863,672,900.5,1345,765,762,1809,169,336,5,4,5,8,5,5,10,1,2
W01001612,850,787,744.5,741,1130,822,1661,333,347,5,5,4,4,6,5,9,2,2
W01001613,1311,1140,1165.5,1142,1244,1523,1694,261,604,7,7,6,7,7,9,9,2,4
W01001614,332,273,202.5,643,513,1029,668,1436,237,2,2,1,4,3,6,4,8,2
W01001615,895,689,900.5,1093,841,1472,833,1239,268,5,4,5,6,5,8,5,7,2
W01001616,1514,1211,1066,1503,1407,1460,1246,1257,1036,8,7,6,8,8,8,7,7,6
W01001617,126,106,84.5,606,84,399,1595,1151,72,1,1,1,4,1,3,9,7,1
W01001618,197,191,273.5,431,106,351,1012,898,95,2,2,2,3,1,2,6,5,1
W01001619,139,155,202.5,221,87,292,1164,1321,52,1,1,1,2,1,2,7,7,1
W01001620,258,134,320.5,685,311,417,869,1130,177,2,1,2,4,2,3,5,6,1
W01001621,266,267,320.5,320,160,484,1461,1433,164,2,2,2,2,1,3,8,8,1
W01001622,597,671,821,251,501,416,1406,1153,442,4,4,5,2,3,3,8,7,3
W01001623,1661,1543,1616,1158,1822,1625,1602,225,876,9,9,9,7,10,9,9,2,5
W01001624,1737,1867,1858.5,1451,1840,1759,299,849,1657,10,10,10,8,10,10,2,5,9
W01001625,1693,1671,1716.5,1700,1863,1634,626,317,962,9,9,9,9,10,9,4,2,6
W01001626,1495,1155,1165.5,1423,1622,1774,1016,620,1230,8,7,6,8,9,10,6,4,7
W01001627,1700,1781,1616,1735,1809,1837,592,241,1494,9,10,9,10,10,10,4,2,8
W01001628,1388,1017,1386.5,998,1428,1693,1427,342,1221,8,6,7,6,8,9,8,2,7
W01001629,1284,1296,1386.5,782,1076,1571,1218,236,924,7,7,7,5,6,9,7,2,5
W01001630,336,211,202.5,625,630,1316,1468,318,384,2,2,1,4,4,7,8,2,3
W01001631,1643,1277,1386.5,1365,1297,1660,1551,1071,1360,9,7,7,8,7,9,9,6,8
W01001632,511,321,619.5,588,536,1507,1099,216,810,3,2,4,4,3,8,6,2,5
W01001633,211,110,373,246,244,1105,1268,175,315,2,1,2,2,2,6,7,1,2
W01001634,561,438,821,870,396,1291,1310,30,535,3,3,5,5,3,7,7,1,3
W01001635,1618,1625,1616,1817,1854,1750,409,160,1854,9,9,9,10,10,10,3,1,10
W01001636,1558,1829,1858.5,1775,1796,1700,310,37,1474,9,10,10,10,10,9,2,1,8
W01001637,1458,1217,1503,1550,1668,1757,1005,63,1048,8,7,8,9,9,10,6,1,6
W01001638,1684,1846,1802.5,1867,1846,1883,500,72,1621,9,10,10,10,10,10,3,1,9
W01001639,1715,1851,1858.5,1866,1749,1852,261,492,1467,10,10,10,10,10,10,2,3,8
W01001640,1709,1746,1716.5,1878,1816,1807,178,1430,1790,10,10,9,10,10,10,1,8,10
W01001641,1611,1617,1386.5,1887,1833,1842,207,1362,1520,9,9,7,10,10,10,2,8,9
W01001642,304,295,427.5,487,591,256,1256,12,204,2,2,3,3,4,2,7,1,2
W01001643,177,101,427.5,371,301,201,1338,4,128,1,1,3,2,2,2,8,1,1
W01001644,461,472,681,838,475,301,1343,3,212,3,3,4,5,3,2,8,1,2
W01001645,572,535,900.5,934,520,444,964,23,448,4,3,5,5,3,3,6,1,3
W01001646,127,98,136,559,198,1326,973,1,118,1,1,1,3,2,7,6,1,1
W01001647,1254,1562,1386.5,1489,1343,1229,497,8,1530,7,9,7,8,8,7,3,1,9
W01001648,794,828,981,874,1021,894,1501,2,432,5,5,5,5,6,5,8,1,3
W01001649,947,1043,981,1306,1037,1473,202,271,1562,5,6,5,7,6,8,2,2,9
W01001650,513,516,681,233,375,654,985,1365,880,3,3,4,2,2,4,6,8,5
W01001651,1851,1759,1716.5,1661,1538,1737,1095,1135,1602,10,10,9,9,9,10,6,6,9
W01001652,142,78,167.5,479,74,1347,1443,851,97,1,1,1,3,1,8,8,5,1
W01001653,1717,1649,1503,1686,1314,1686,980,676,1483,10,9,8,9,7,9,6,4,8
W01001654,1637,1407,1503,1384,1087,1480,1637,782,1156,9,8,8,8,6,8,9,5,7
W01001655,1459,1469,1503,546,1403,1285,1307,669,1256,8,8,8,3,8,7,7,4,7
W01001656,1255,1496,1616,1269,1413,1596,242,51,1521,7,8,9,7,8,9,2,1,9
W01001657,1695,1871,1883.5,1830,1769,1817,228,500,1319,9,10,10,10,10,10,2,3,7
W01001658,1292,1487,1616,660,1492,1428,471,311,909,7,8,9,4,8,8,3,2,5
W01001659,28,27,65.5,47,107,143,1750,59,43,1,1,1,1,1,1,10,1,1
W01001660,368,235,619.5,603,345,495,1606,24,379,2,2,4,4,2,3,9,1,2
W01001661,20,7,53.5,114,61,83,1592,28,131,1,1,1,1,1,1,9,1,1
W01001662,27,31,44,60,92,190,1823,76,48,1,1,1,1,1,1,10,1,1
W01001663,557,369,681,950,363,586,1359,810,304,3,2,4,6,2,4,8,5,2
W01001664,200,145,237.5,478,130,418,1699,334,262,2,1,2,3,1,3,9,2,2
W01001665,634,546,900.5,351,875,1226,603,386,774,4,3,5,2,5,7,4,3,5
W01001666,158,163,320.5,305,76,194,1014,638,82,1,1,2,2,1,2,6,4,1
W01001667,100,67,136,449,90,146,1133,528,150,1,1,1,3,1,1,6,3,1
W01001668,159,192,202.5,470,139,502,1153,127,24,1,2,1,3,1,3,7,1,1
W01001669,1788,1890,1858.5,1874,1894,1893,356,570,1583,10,10,10,10,10,10,2,4,9
W01001670,1615,1697,1802.5,1730,1806,1865,492,53,1635,9,9,10,10,10,10,3,1,9
W01001671,538,582,619.5,367,901,1404,896,44,665,3,4,4,2,5,8,5,1,4
W01001672,1152,1044,1165.5,1113,1392,1424,897,57,1435,7,6,6,6,8,8,5,1,8
W01001673,1690,1819,1716.5,1442,1847,1812,544,267,1383,9,10,9,8,10,10,3,2,8
W01001674,955,790,821,1336,1042,1558,1140,134,864,6,5,5,8,6,9,7,1,5
W01001675,1104,934,1066,1167,1221,680,1877,195,520,6,5,6,7,7,4,10,2,3
W01001676,444,357,619.5,696,541,407,1624,34,201,3,2,4,4,3,3,9,1,2
W01001677,1442,1324,1386.5,1675,1073,1142,1092,272,950,8,7,7,9,6,7,6,2,6
W01001678,582,509,553,1133,868,966,643,400,96,4,3,3,6,5,6,4,3,1
W01001679,1593,1343,1386.5,1560,1501,1618,1433,585,483,9,8,7,9,8,9,8,4,3
W01001680,1390,963,1165.5,1590,1374,1471,1865,312,822,8,6,6,9,8,8,10,2,5
W01001681,239,251,320.5,321,425,291,1331,45,169,2,2,2,2,3,2,8,1,1
