lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01006557,5,7,9,5,2,4,8,1,13973,21103,28079,15947,5793,10046,24370,895
E01006558,1,1,1,1,1,1,7,1,13,109,36,733,10,1102,21779,29
E01006560,1,1,1,1,1,1,6,6,168,120,48,1777,79,2006,17833,19056
E01006562,1,1,1,1,1,1,7,1,37,237,274,355,173,759,22506,1207
E01006563,1,1,1,1,1,1,7,3,43,49,52,584,71,1331,21992,6705
E01006564,1,2,1,2,1,3,7,5,2711,3628,1992,3882,651,8355,22843,14877
E01006565,2,2,2,3,1,2,9,1,3535,5558,3783,8141,2404,3349,27621,1332
E01006566,3,4,3,6,1,3,10,1,7323,10751,7558,16739,2392,9409,32256,1527
E01006567,1,1,1,2,1,2,7,3,1676,2841,1350,4608,170,5607,19727,7361
E01006568,3,3,3,5,2,3,3,3,8033,9602,9544,15840,3585,9010,7650,7688
E01006569,1,1,1,2,1,1,5,1,1163,1723,1052,4369,1677,2776,15271,1529
E01006570,4,5,2,6,1,8,9,3,10735,14091,6228,19697,2972,24277,27331,8725
E01006571,1,1,1,2,1,1,9,1,1431,2099,1526,3659,1331,1418,27810,2654
E01006572,1,1,1,1,1,2,9,4,597,377,782,747,823,4494,27326,10129
E01006573,1,1,1,3,1,3,10,1,1907,2590,1713,9350,810,9290,29577,269
E01006574,1,1,1,2,1,2,10,2,1769,1928,1292,5938,804,4042,31270,4961
E01006575,2,3,2,5,2,2,7,1,6220,7868,5978,15619,4735,5982,20846,1703
E01006576,5,6,6,8,4,3,5,1,14643,19575,18048,23131,12590,8901,14411,2038
E01006577,6,8,7,8,6,5,8,1,18337,24427,20652,25854,17311,13182,24888,1119
E01006578,5,6,5,7,3,8,10,1,16222,17953,15197,22437,9242,23257,31363,2660
E01006579,7,8,7,8,5,6,10,2,22156,24969,20461,26016,15935,17777,31092,4986
E01006580,8,7,8,9,4,5,9,5,23437,21323,23173,28841,12052,15114,28738,15476
E01006581,8,8,8,9,5,7,10,2,23942,24354,24454,28484,15433,20284,32380,5643
E01006582,8,10,8,10,6,5,10,3,25907,29853,25047,31493,17763,14293,31182,7078
E01006583,10,10,10,10,7,9,9,6,31562,31937,29953,30500,21698,28733,28959,17831
E01006584,3,4,3,6,3,2,4,1,8580,12592,8171,19461,8466,5570,10901,2337
E01006585,1,1,1,2,1,2,7,2,1169,1896,458,4442,644,5556,22545,5138
E01006586,2,2,2,4,1,2,6,3,4751,5887,4036,11622,1828,5929,18281,7102
E01006587,3,3,3,6,3,3,6,5,9560,9457,6830,16765,6854,7643,16585,14899
E01006588,2,3,3,7,1,2,9,1,6206,9490,9004,20203,1694,5516,28540,639
E01006589,7,7,7,8,4,6,10,3,20894,20768,19859,25467,12213,17616,32684,7206
E01006590,4,5,5,8,4,4,10,1,12199,15322,15979,26260,9957,11461,32106,142
E01006591,6,7,7,10,4,6,10,1,16739,19752,21509,30654,11648,17911,32012,416
E01006592,8,8,8,10,6,6,10,2,24149,24729,23629,32053,16737,16791,29708,6309
E01006593,5,6,6,8,3,4,10,1,13810,17744,18676,25580,8151,12607,32587,501
E01006594,9,9,9,10,5,10,7,6,28228,29479,26519,31178,13218,30359,21295,16674
E01006595,5,5,4,8,3,7,10,1,14769,15648,12638,25158,9035,22171,32071,2303
E01006596,6,7,5,9,4,6,10,2,18828,20640,14714,26289,12384,17922,31095,5690
E01006597,8,9,7,10,6,7,9,2,24488,27326,21330,31932,17375,21836,26670,5856
E01006598,1,1,1,1,1,1,8,3,468,484,631,1660,322,2187,24912,7250
E01006599,1,1,1,1,1,1,7,2,1433,2101,2378,838,1478,2066,22577,5294
E01006600,1,1,1,2,1,2,9,1,993,1320,807,4336,790,3358,29117,1951
E01006603,1,1,1,2,1,1,8,1,1068,1715,1921,4160,539,2758,25211,425
E01006604,1,1,1,2,1,2,9,1,1822,2503,2334,3401,1041,4721,26278,1525
E01006605,1,1,1,2,1,3,7,2,2300,2202,2187,3874,1217,8148,22861,6030
E01006606,1,2,1,1,1,1,8,1,1642,3484,1793,3048,799,2391,25225,2042
E01006607,1,1,1,1,1,2,9,1,1151,1351,879,2034,1512,5893,28948,2771
E01006608,1,2,2,4,1,3,6,1,2924,4029,3823,9930,1268,7684,18796,556
E01006609,1,1,1,2,1,3,10,1,1416,2100,1414,4935,926,6703,29822,373
E01006610,1,1,1,1,1,1,9,1,132,463,610,2138,110,811,28354,63
E01006611,1,1,1,1,1,1,9,1,18,29,74,1552,30,813,26757,3
E01006612,1,1,1,1,1,2,7,3,525,713,418,2386,134,4154,20892,7979
E01006613,1,1,1,2,1,1,9,1,1632,2875,1657,6557,701,2072,27448,1362
E01006614,1,1,1,2,1,1,9,1,354,1002,500,3660,583,1358,27767,62
E01006615,1,1,1,2,1,1,9,1,425,631,653,3563,255,2894,27367,764
E01006616,1,2,1,2,1,2,8,1,2556,4036,2754,5920,2083,4180,24328,814
E01006617,4,5,4,7,2,2,10,2,11443,13985,11983,21282,4654,5770,29934,6041
E01006618,1,1,1,3,1,3,7,1,2626,3237,2993,7889,1037,7296,20682,1689
E01006619,3,5,3,6,3,3,10,1,9726,13944,9643,19451,7802,8599,31660,608
E01006620,4,4,3,7,2,3,10,2,10423,9926,9003,21834,5894,7500,29653,6526
E01006621,6,7,6,8,4,3,6,2,16696,20103,16890,24696,12190,9317,17288,5713
E01006622,8,9,9,8,7,5,9,3,25534,28434,27691,23090,20548,15976,28717,6734
E01006623,6,7,5,6,3,6,7,7,19293,20891,16266,19597,8327,19134,20887,20800
E01006624,2,2,1,3,1,4,6,3,4213,5600,2947,6904,1607,12176,17495,8772
E01006625,4,4,5,6,2,4,10,2,11227,12800,14044,17278,3566,13008,32544,3356
E01006626,3,4,3,6,2,3,10,2,9492,12679,8581,18881,3885,7038,31080,4156
E01006627,3,4,3,4,2,1,9,2,6670,11893,8077,11956,3438,1525,27437,3432
E01006628,4,5,5,9,3,5,4,1,12745,14498,15188,27649,7204,13489,11241,3139
E01006629,3,3,2,5,1,4,6,4,7284,7617,5639,13684,2795,11806,18132,12217
E01006630,1,1,1,1,1,2,7,5,247,398,256,122,188,4952,20368,15420
E01006632,1,1,1,1,1,3,7,3,1582,1401,1015,3211,1214,9550,20517,7542
E01006633,1,1,1,1,1,3,8,3,298,256,306,198,565,8375,23282,9310
E01006637,1,1,1,1,1,1,8,4,1277,974,1183,3110,1164,2743,23138,10737
E01006638,1,1,1,1,1,1,9,3,245,199,319,715,445,1746,27018,9267
E01006639,3,2,2,3,3,2,8,4,6713,5965,5421,8329,7136,5065,25052,11539
E01006640,4,5,3,5,2,6,9,4,12861,13858,9165,15224,6393,18063,27339,11681
E01006641,4,5,5,6,1,4,9,6,12042,13370,13194,19676,1762,12009,27610,17257
E01006642,1,1,1,1,1,2,8,2,485,486,527,995,744,3910,23686,6188
E01006643,1,1,1,2,1,2,8,2,811,776,1026,3765,285,3289,24224,4183
E01006644,1,1,1,2,1,2,8,4,1898,2167,1496,4573,473,4947,24309,11165
E01006645,1,1,1,1,1,3,7,5,471,279,388,1406,204,7248,21547,16181
E01006646,1,1,1,1,1,1,3,4,521,783,865,2496,162,1274,9625,12107
E01006647,1,1,1,1,1,1,5,6,121,163,138,641,140,1283,14882,19321
E01006648,1,1,2,1,1,2,4,5,2388,3272,4115,1744,916,3300,11028,15581
E01006651,7,8,6,7,3,9,7,7,21700,23154,18468,21565,7784,27758,21052,22654
E01006652,3,4,3,4,2,4,10,1,8152,10716,7921,11103,4524,11337,31495,2240
E01006653,1,2,1,2,1,2,9,3,2846,3431,2533,4324,1046,6126,26593,8873
E01006654,3,3,3,4,1,4,8,2,7111,9282,7203,11848,2743,10421,23986,3679
E01006655,2,2,2,3,1,7,10,1,4416,5129,3308,9850,1281,21584,29632,2824
E01006656,2,3,3,5,1,3,10,1,5473,7573,6838,14467,3154,9127,31631,127
E01006657,2,2,2,3,1,4,10,1,3495,4728,3464,8081,3022,12904,30390,119
E01006658,1,1,1,1,1,2,7,5,804,577,607,2236,501,6160,20728,13462
E01006659,1,1,1,2,1,1,5,4,815,943,1383,3752,14,2015,13454,10470
E01006660,1,1,1,3,1,1,9,2,1383,1800,1196,7002,614,1892,26910,3442
E01006661,1,1,1,1,1,5,8,3,746,693,751,765,362,15933,25853,6893
E01006662,1,1,1,2,1,1,7,5,566,496,563,4899,57,1413,22337,13495
E01006663,1,1,1,2,1,3,5,3,2353,3152,2858,3836,382,9600,15749,6744
E01006664,1,1,1,1,1,2,7,2,495,800,431,2188,151,4743,20006,4570
E01006665,5,6,4,6,3,7,3,8,14894,17986,11422,18597,6911,21622,7876,23103
E01006666,7,7,6,8,3,9,4,8,20752,21374,18937,23045,9001,28047,10093,25897
E01006667,2,2,2,3,1,3,6,6,5647,5877,4506,7822,3163,6602,17713,17472
E01006668,8,7,6,7,3,10,10,8,23517,22610,19058,22603,8438,31531,30434,24009
E01006669,5,4,4,5,3,4,5,7,13388,11798,12381,16203,7450,11442,15962,22950
E01006670,5,5,4,6,3,7,10,7,16109,15270,10699,17417,6976,20246,32202,22387
E01006671,3,2,2,4,1,5,6,7,6888,5184,6037,10172,2409,16020,17376,22902
E01006672,1,1,1,1,1,2,7,3,1104,876,1301,2700,523,6111,20222,7090
E01006673,1,1,1,2,1,1,5,5,1512,607,2073,5382,1176,2745,16042,13164
E01006674,1,1,1,2,1,2,3,2,196,26,194,3370,391,3338,8995,5697
E01006675,1,1,1,7,1,2,5,1,1625,2258,1911,20345,289,3409,15320,581
E01006676,1,1,1,1,1,2,6,2,515,99,456,3114,1141,5658,18304,5899
E01006677,1,1,1,1,1,3,6,2,143,19,184,806,381,7360,18793,3949
E01006678,1,1,1,2,1,3,7,6,1278,675,900,4914,267,9846,22274,18262
E01006679,1,1,1,1,1,2,5,4,511,127,402,3056,736,5501,13830,12850
E01006680,8,8,7,8,5,9,10,3,23378,23884,20813,25926,14392,26312,31650,6876
E01006681,3,3,2,6,1,5,9,3,8168,8975,4899,18383,3259,14924,28218,7371
E01006682,8,10,7,9,4,10,10,3,26062,30015,22352,29547,11089,29867,32579,9740
E01006683,7,8,6,9,4,8,10,3,22111,24456,18211,28087,10436,26042,32349,7466
E01006684,8,9,8,10,5,5,6,5,25216,26371,24353,29849,16290,16216,18088,15123
E01006685,6,6,5,9,3,6,10,2,17486,19549,14082,28049,8441,19168,31429,5379
E01006686,7,8,6,8,4,8,10,3,21518,23938,18135,24356,11406,23720,32629,7279
E01006687,5,5,4,10,2,5,4,6,14413,14180,11626,30265,6078,14455,12060,17896
E01006688,4,4,3,7,2,6,10,2,11454,12255,8890,21153,6507,17145,30229,3556
E01006689,7,6,6,10,7,7,8,2,21926,19515,19203,30036,20454,22865,25796,5078
E01006690,1,1,1,2,1,1,7,1,796,1346,1121,4164,595,1515,20203,1327
E01006691,1,1,1,1,1,1,7,1,299,669,2221,777,525,678,21984,57
E01006692,1,1,1,2,1,3,5,1,1505,1486,1656,5535,1166,9475,14899,1115
E01006693,1,1,1,2,1,1,8,3,565,734,398,3652,301,1751,23231,7705
E01006694,1,1,1,1,1,1,7,1,785,939,1213,3149,2343,3227,21635,24
E01006695,1,1,1,2,1,1,7,1,105,268,76,5398,99,338,19862,1716
E01006696,1,1,1,2,1,1,7,1,1390,1674,2719,4932,862,1156,22713,1450
E01006697,1,1,1,1,1,1,7,1,710,1368,2696,2187,1032,508,21489,74
E01006698,1,1,1,2,1,1,10,1,1017,1581,1736,5039,563,2655,30642,178
E01006699,1,1,1,1,1,3,9,2,325,550,255,1369,31,7126,26397,4330
E01006700,1,1,1,2,1,1,9,1,276,667,525,4376,225,1356,27648,30
E01006701,1,1,1,2,1,1,8,1,1276,2715,1233,6330,654,933,25884,1663
E01006702,1,1,1,1,1,2,8,1,158,218,302,435,374,3991,25876,2842
E01006703,1,1,1,1,1,1,7,3,165,388,116,1379,77,1224,21707,8200
E01006705,1,1,1,3,1,1,9,1,676,1160,968,6619,1241,764,28526,33
E01006706,1,1,1,1,1,6,4,6,343,381,273,375,211,16570,10063,18616
E01006707,1,1,1,1,1,5,5,6,860,819,515,649,877,13959,15144,19201
E01006708,1,1,1,2,1,4,6,6,2573,2541,2189,3518,755,11141,16952,18525
E01006709,1,1,1,2,1,6,8,4,2753,2547,2162,4204,619,18355,23343,12661
E01006710,2,2,2,2,2,8,3,1,4472,4978,3964,5927,4643,25809,7100,3111
E01006711,1,1,1,3,1,2,9,1,901,2212,770,9734,201,3633,29286,27
E01006712,2,2,2,4,1,4,10,1,4172,5943,5238,11033,1834,11857,31695,124
E01006713,2,3,2,4,2,4,9,1,4884,6962,5488,11629,3780,10293,29091,68
E01006716,1,1,1,2,1,4,8,1,2338,2450,2637,4906,1642,12585,24112,856
E01006717,3,3,3,6,2,2,10,1,7831,9436,7664,16973,5952,4362,30401,2285
E01006718,2,2,2,3,2,4,10,1,4032,4394,4150,9773,4108,11651,31712,215
E01006719,3,3,3,4,2,4,10,1,7677,8568,8107,13095,5893,12891,31976,854
E01006720,1,1,1,1,1,1,6,1,764,1009,2869,1124,1040,842,19270,1377
E01006721,1,1,1,2,1,2,7,1,644,407,905,4083,708,3926,21780,1910
E01006722,2,3,5,3,1,2,8,1,5768,8461,14092,7476,2291,5664,23761,486
E01006723,2,2,3,3,1,2,8,1,4164,6065,8764,7971,2109,4958,24180,214
E01006724,5,7,8,5,4,3,7,1,13760,20582,24148,14916,10533,6864,21850,943
E01006725,2,2,2,3,1,5,8,1,3938,3776,4123,6926,1930,16330,25022,2507
E01006726,1,2,2,3,1,1,6,1,2881,4311,5855,7602,2246,2952,17529,148
E01006727,2,3,3,4,2,2,7,1,5608,9515,8475,10238,4807,5579,20720,108
E01006728,1,1,1,1,1,2,6,1,460,793,1370,2224,254,5602,17563,75
E01006729,1,1,1,1,1,4,7,1,1028,993,877,2096,1098,10538,22875,2659
E01006730,1,1,1,1,1,3,8,1,1204,1828,571,2724,1226,7843,24209,3038
E01006731,1,1,1,1,1,2,9,2,798,1387,620,1279,486,4554,27181,5815
E01006732,1,1,1,1,1,2,6,2,469,298,545,2220,785,3306,16695,5636
E01006734,1,1,1,2,1,3,8,2,809,596,660,4181,221,6686,26129,6224
E01006735,1,1,1,1,1,3,7,2,301,290,265,1741,180,6854,19750,4466
E01006736,1,1,1,2,1,2,7,2,2419,2260,2414,3943,2126,4383,21595,6335
E01006737,1,1,1,2,1,4,6,3,1599,2033,1322,3634,181,11347,19622,7689
E01006738,1,1,1,1,1,5,7,1,1280,1364,1279,1839,1400,14003,20228,1683
E01006739,1,1,1,1,1,6,8,5,1187,835,915,1697,383,17279,25053,14227
E01006740,1,1,1,1,1,1,6,2,1359,1464,1861,1210,2402,2386,18770,5172
E01006741,1,1,1,1,1,6,9,2,1506,1816,1031,1632,728,18543,27311,4926
E01006742,2,2,2,3,1,2,9,1,3553,4602,4924,6755,1916,4677,27277,1570
E01006743,3,3,3,2,2,6,8,2,7096,7046,6676,6183,5494,16577,23671,5334
E01006744,2,3,3,3,2,5,9,1,5324,6894,6920,6813,3293,13705,26773,717
E01006745,1,2,2,2,1,2,7,1,2874,5080,3917,5668,1733,5473,22951,435
E01006746,1,1,1,2,1,1,5,2,1527,1712,2374,4824,622,2858,14775,3863
E01006747,4,7,9,3,1,6,8,1,11477,21053,28806,6721,1929,17336,23368,1733
E01006748,2,4,5,2,1,6,5,1,6451,11658,14972,5539,2024,17299,15375,382
E01006751,2,2,3,1,1,4,5,3,4262,4725,9146,2485,1095,12450,15031,7450
E01006752,1,2,1,3,1,1,6,1,1788,3547,2264,6622,1668,144,16550,2717
E01006753,1,1,1,1,1,3,7,3,852,1170,1005,397,993,6931,19724,6873
E01006754,1,1,1,1,1,3,6,4,802,815,1103,698,307,8302,18992,12512
E01006755,1,1,1,1,1,3,8,2,559,714,1283,377,219,6815,24235,4685
E01006756,1,1,1,1,1,2,7,2,923,1016,1074,1032,1220,5217,21038,4739
E01006757,1,1,1,1,1,4,7,4,1055,532,943,1319,1264,10684,22394,11512
E01006758,1,1,1,1,1,4,8,2,1099,977,1158,1345,932,12289,23422,4198
E01006759,1,3,2,3,1,1,8,1,2433,6780,4329,7572,2966,20,24046,64
E01006760,1,1,1,2,1,1,6,1,34,517,109,3756,12,113,17297,15
E01006761,1,1,1,2,1,1,8,1,763,1987,775,4797,330,2136,25871,531
E01006762,1,1,1,1,1,2,9,1,1463,1978,2795,1437,1779,5087,26293,487
E01006763,1,1,1,3,1,4,9,1,2714,2818,2892,6991,1525,10755,27903,1095
E01006764,1,1,1,2,1,1,9,1,554,856,977,5959,390,649,27021,841
E01006765,2,2,2,3,1,2,10,1,3528,4559,4042,8561,2900,4667,29626,769
E01006766,1,1,1,1,1,1,9,1,118,201,361,1853,613,701,27384,431
E01006767,1,1,1,3,1,1,8,1,617,847,1014,7195,372,444,24940,1538
E01006768,1,2,1,4,1,2,7,1,1982,3871,1425,10395,1064,4498,20248,536
E01006769,1,1,1,2,1,7,9,5,2819,2485,1456,4663,959,20010,27085,15169
E01006770,1,1,1,2,1,3,6,4,2344,2097,1234,4138,2064,9561,18469,12369
E01006771,1,1,1,1,1,2,2,4,462,990,254,1865,266,6456,5192,12078
E01006772,2,2,1,3,1,5,6,5,5080,5683,2485,9600,2164,15143,17753,16373
E01006773,6,6,5,7,3,5,8,2,16445,16917,16422,22389,9707,15088,24111,5773
E01006774,8,7,7,8,5,8,8,6,23016,20305,19709,23096,14631,23802,23602,17534
E01006775,1,1,1,1,1,5,7,5,367,248,262,702,143,15115,20128,15498
E01006776,1,1,1,1,1,3,8,6,2641,2865,2085,2420,1044,8978,25077,18648
E01006778,1,1,1,1,1,2,7,2,266,241,219,2170,49,3796,20982,6520
E01006779,1,1,1,1,1,2,5,6,173,171,147,492,70,5061,15309,19313
E01006780,3,4,3,4,2,3,10,1,6754,10368,7601,10639,4141,8217,30758,817
E01006781,5,6,4,5,3,6,10,4,15131,17954,10929,14418,7416,18754,31139,11371
E01006782,2,3,2,3,1,3,10,1,4426,6955,4433,9536,2917,7891,30660,455
E01006783,2,2,2,4,1,5,10,1,3981,5695,4360,9949,1377,13553,32061,515
E01006784,2,3,3,6,1,5,10,1,5617,7768,6935,16623,2116,14456,32509,85
E01006785,2,2,2,4,1,3,6,1,3399,5376,4443,10214,2566,6893,17119,141
E01006786,2,4,2,5,1,1,10,1,5317,12102,6428,13986,821,2515,31460,2263
E01006787,1,2,1,1,1,2,5,1,1543,4350,3039,2565,311,3664,15528,687
E01006788,2,2,3,4,1,3,9,1,5240,5867,7058,11553,2222,9386,28199,1100
E01006790,1,1,1,2,1,1,7,1,170,240,210,4302,92,731,22694,2811
E01006791,1,1,1,2,1,1,9,2,410,501,338,3326,232,2318,26721,4301
E01006792,7,8,6,10,5,3,6,4,20588,23788,17985,30992,16302,9378,16569,10617
E01006793,3,2,2,6,2,7,6,4,8125,6257,5277,18766,3635,20379,19421,12568
E01006794,6,6,4,7,5,6,9,3,18018,17716,12720,22637,13846,19620,27305,8773
E01006795,7,7,6,9,4,6,10,3,20576,21344,16989,26553,10646,19415,31743,9225
E01006796,9,10,8,10,8,9,4,6,28772,30154,25236,30897,23566,29200,11229,19175
E01006797,2,2,1,3,1,4,6,3,3618,4272,1826,8230,2349,11816,18849,7165
E01006798,7,6,6,9,4,6,9,4,20182,18763,16637,26804,12510,17729,28769,10697
E01006799,3,2,2,6,1,7,8,3,7354,5168,5458,16465,3050,21433,25227,9302
E01006800,7,7,4,8,4,7,9,6,20777,20447,13013,25712,11919,22970,28607,17795
E01006801,6,6,6,7,4,8,7,4,18740,16514,16537,22787,10138,25674,20850,12405
E01006802,5,5,3,7,2,5,9,6,13978,14038,8593,20453,6142,16358,27776,19604
E01006803,6,7,6,8,3,3,7,4,18235,22750,16626,25480,8796,8829,22498,12151
E01006804,5,4,3,6,2,8,9,8,14163,12836,7820,19261,6032,25053,28329,24299
E01006805,3,3,2,5,2,5,10,8,9172,6840,5782,13432,4295,16107,30062,23206
E01006806,9,10,7,9,4,7,10,8,27591,30023,21300,27824,12884,20052,32583,25824
E01006807,9,9,8,9,4,5,9,8,27038,28196,24525,29144,12957,14781,28479,24834
E01006808,7,7,6,7,4,10,10,4,22335,22366,18683,21948,11855,29596,30314,10858
E01006809,8,7,6,6,5,9,10,5,23669,22565,18532,18272,16232,27282,32681,15891
E01006810,7,8,6,6,3,9,10,7,22219,26181,16715,19133,7797,28351,32452,19977
E01006811,2,3,2,3,1,4,7,8,6263,8466,4058,8450,1327,12142,22492,23483
E01006812,1,1,1,1,1,2,5,8,1910,1448,1977,2807,1305,3294,16234,23596
E01006813,2,2,2,3,1,7,10,4,6074,6075,3897,6868,2757,20400,31602,10489
E01006814,7,8,5,5,4,8,7,8,20981,24029,16067,14538,11845,26083,19909,23248
E01006815,3,3,2,4,1,3,9,6,7749,8990,5478,10261,2847,8567,28356,17871
E01006816,1,1,1,1,1,3,6,7,924,1306,490,906,479,7807,18665,22722
E01006817,1,1,1,1,1,1,7,6,119,278,83,150,119,2204,21165,18943
E01006818,6,6,4,5,3,10,10,7,16992,18093,10935,14885,7300,29926,29738,19836
E01006819,2,3,2,2,2,2,9,6,6294,6799,4648,6334,4553,5506,27173,17024
E01006820,1,1,1,1,1,2,9,6,1093,928,878,1193,711,6264,27493,18094
E01006821,1,1,1,1,1,1,9,4,281,355,260,339,544,2402,27581,11771
E01006822,8,8,6,10,5,7,10,7,25053,24337,16529,31004,14891,21983,31171,20408
E01006823,9,9,7,9,4,10,10,8,27845,28069,20626,29286,11257,31542,32611,25910
E01006824,8,9,6,10,3,10,10,8,25964,27176,19636,29632,8385,30750,31902,24156
E01006825,9,10,9,10,6,8,9,6,29500,29782,26422,31582,16754,23311,27997,19183
E01006826,2,2,1,3,1,8,6,9,3537,4179,1225,7198,781,24789,18098,29009
E01006827,8,7,6,9,6,5,6,8,23600,22954,19026,27087,17119,15945,16639,24378
E01006828,9,9,8,10,5,9,7,7,27423,27083,24121,29854,13285,26293,21944,22704
E01006829,7,9,6,9,3,5,6,7,22826,27854,19284,27833,9604,15763,19413,20393
E01006830,1,1,1,1,1,5,5,7,1615,1206,1085,2245,832,15110,14341,20941
E01006831,3,3,2,3,2,5,9,2,7413,7732,6455,9781,4103,13907,27660,5148
E01006832,2,2,2,4,1,1,6,8,4793,6464,4264,10539,1334,1967,19219,23551
E01006833,4,5,4,8,2,6,9,1,13086,15523,11797,24072,5997,16689,27463,3168
E01006834,1,2,1,1,1,1,7,1,1310,3403,1852,2017,518,1608,22777,2295
E01006835,3,4,2,6,2,2,9,3,8632,11295,5671,17532,5209,5690,27025,7382
E01006836,3,2,2,2,2,8,5,5,6655,6218,4912,6054,4046,25366,14866,14518
E01006837,4,4,3,3,2,6,10,7,10241,9951,7216,9487,4078,17552,31109,21569
E01006838,2,2,2,3,1,6,9,5,6001,4680,4569,8142,2338,16851,29244,15427
E01006839,3,4,2,3,2,4,10,8,9537,13047,6384,7425,3482,10352,32255,24292
E01006840,5,5,3,4,2,10,9,5,13702,14768,9317,12284,6081,30543,27701,13779
E01006841,8,8,7,8,5,9,5,9,25808,23529,22358,24947,15675,26480,15768,29243
E01006842,2,2,2,2,1,6,10,7,4478,3869,3744,5323,847,16709,30414,22144
E01006843,4,3,2,4,2,8,9,6,9870,9168,6422,10831,3859,24642,29415,17278
E01006844,1,1,1,2,1,1,10,3,1100,1386,907,5295,222,1759,30515,8626
E01006845,2,2,2,3,1,3,10,2,5205,6178,4666,7537,3065,7709,30244,3984
E01006846,4,5,4,4,2,2,10,4,11403,15671,11831,12822,6265,3346,31472,10237
E01006847,1,1,1,2,1,1,8,9,1371,656,833,4301,1265,2910,24346,28196
E01006848,4,4,3,5,2,5,9,4,10942,12654,7349,13298,4886,15813,27950,12414
E01006849,1,1,1,2,1,4,6,7,1434,960,517,3807,1105,10523,18106,22568
E01006850,1,1,1,2,1,2,9,7,2460,3217,981,5101,1346,3716,27525,21766
E01006851,4,4,3,6,3,4,5,5,11232,11398,7338,18830,7651,12551,14743,15664
E01006852,7,8,7,7,3,6,9,5,21421,25012,20032,21680,8273,18857,28414,13565
E01006853,4,5,3,6,2,3,8,8,12727,13784,8720,19505,5269,9045,25899,23286
E01006854,3,4,3,4,2,5,6,3,9516,11553,7739,11818,4357,15137,18166,9506
E01006855,3,3,1,4,2,4,8,5,6721,7107,2165,12824,6513,11444,24955,16273
E01006856,7,7,6,8,3,6,10,5,20664,21379,18781,24707,7335,17890,32747,14859
E01006857,9,9,7,9,4,7,7,8,26375,28882,22952,26410,12461,21929,20113,25129
E01006858,2,2,2,2,2,3,6,4,4310,4401,3718,3731,3588,8662,18549,12214
E01006859,8,9,8,9,5,6,7,7,26237,27732,24101,27521,15500,17187,20581,20061
E01006860,3,3,2,2,2,4,9,6,8244,8220,6155,5519,5380,12488,29338,19021
E01006861,1,1,1,1,1,3,7,7,2168,1758,1562,2132,1366,9472,20454,22574
E01006862,2,2,2,2,1,5,5,8,5727,4916,5273,4755,2697,15995,14116,26259
E01006863,1,2,1,1,1,2,8,4,1687,3498,1459,1600,493,3584,25412,10147
E01006864,5,5,4,6,2,4,10,6,14962,15536,12611,18735,6039,10306,31683,16813
E01006865,1,1,1,1,1,2,5,7,1616,1516,1402,2152,780,6077,14787,22601
E01006866,2,2,1,2,1,3,8,8,4324,4429,2948,5371,1617,9511,24566,23364
E01006867,6,6,5,8,3,6,7,6,18954,18298,15565,25675,7943,17697,22730,19647
E01006868,2,2,2,3,2,5,9,8,6023,4176,3883,6792,4005,13456,26645,25949
E01006869,2,2,1,3,1,3,10,9,3751,3393,2054,6710,1558,6918,30654,27585
E01006870,1,2,1,2,1,2,10,1,2784,3375,3178,6122,1402,3496,31379,2870
E01006871,1,1,1,1,1,2,5,7,922,1309,670,2218,84,6065,13780,20732
E01006872,1,1,1,1,1,2,8,3,516,710,311,2180,65,5907,25868,8284
E01006873,1,1,1,1,1,1,8,6,98,188,144,164,45,1637,24355,18392
E01006874,1,1,1,1,1,1,8,5,27,24,27,130,63,255,23354,14061
E01006875,1,1,1,1,1,2,5,5,1421,1907,1438,1020,1163,4578,15011,13716
E01006876,2,3,2,5,1,2,10,1,4840,7411,4273,15008,2273,5465,30675,1187
E01006877,1,1,1,2,1,1,9,2,503,1444,137,5790,53,869,27031,5600
E01006878,3,3,3,4,3,5,10,2,9412,9844,6713,12408,7398,14787,30956,4682
E01006879,2,2,1,3,1,5,6,4,3907,4435,2327,7614,1483,14130,17593,12143
E01006880,1,1,1,1,1,2,8,2,176,299,62,1246,76,3671,23848,6380
E01006881,1,1,1,2,1,2,8,4,1005,613,657,3428,1086,3872,25751,11229
E01006882,9,10,6,10,3,9,10,9,26288,29611,17386,30608,9030,28074,30534,29281
E01006883,7,7,5,8,4,6,10,5,20204,21445,14171,26163,10415,16856,31506,14929
E01006884,6,6,4,9,3,8,10,7,19537,16702,12369,26394,9362,24467,31082,22264
E01006885,7,8,7,8,4,9,2,6,21102,25700,22494,25251,12735,26914,3854,17868
E01006886,8,8,6,8,5,9,7,6,24168,24928,19430,23330,13649,29452,21015,17578
E01006887,4,5,3,6,2,7,7,7,13050,13525,8514,17143,4682,22856,21359,21678
E01006888,8,8,6,10,3,9,10,8,23963,23895,17103,29814,8707,26545,32303,23517
E01006889,8,9,7,10,4,9,8,6,25869,28494,21916,29594,10126,26657,23702,19128
E01006890,3,4,3,5,1,8,9,4,9756,11340,9018,16332,1204,24248,29397,10150
E01006891,6,6,4,7,2,6,9,7,16772,18309,11345,22937,5482,18110,29126,21075
