msoa11_code,Score,Proportion,Extent
E02000001,11.151917303935349,0,0
E02000002,43.01803688511327,0.5,0.7378453415091125
E02000003,25.605007670814004,0,0.09351456192146326
E02000004,22.69610185625733,0,0.08381858902575585
E02000005,32.45417666666667,0,0.3600796345702966
E02000007,40.59614171201232,0.2,0.7215257889333189
E02000008,35.56260461024703,0,0.5595377281263543
E02000009,30.787961198022025,0,0.306284380878021
E02000010,34.88289352517106,0,0.5217510418274424
E02000011,25.69070316724138,0,0.051276315789473635
E02000012,20.240290293831958,0,0
E02000013,36.93617609166885,0,0.6268889774711
E02000014,36.6174142455043,0,0.612707002063407
E02000015,44.49352924798187,0.5,0.9170238299331389
E02000016,39.75698299844102,0.25,0.7691978083090977
E02000017,25.974164596211367,0,0.16118519441674972
E02000018,36.77828573481464,0,0.6187814210081415
E02000019,33.55859837265965,0,0.45159285106842506
E02000020,32.03471837892968,0,0.3543310219392974
E02000021,30.277852217285947,0,0.25248030212850375
E02000022,46.71470449940048,0.4,0.9225848268753418
E02000023,45.02287916079331,0.75,0.8543400995522735
E02000024,8.924198364827035,0,0
E02000025,16.17977927427598,0,0
E02000026,9.592871261769965,0,0
E02000027,21.496955172894868,0,0.13917761518894392
E02000028,13.055678680459769,0,0
E02000029,13.68132780324748,0,0
E02000030,12.860622429226122,0,0
E02000031,10.234241175942305,0,0
E02000032,7.99316594253018,0,0
E02000033,18.61140986271935,0,0.0746577408065945
E02000034,15.044348812770945,0,0
E02000035,14.123925317387082,0,0
E02000036,16.967246569213525,0,0.0308093346573982
E02000037,15.248691847938417,0,0.14700821969507763
E02000038,15.433512396018136,0,0
E02000039,10.910829749442046,0,0
E02000040,18.230635097003486,0,0.07184045479552538
E02000041,17.665311428066037,0,0.020070754716981127
E02000042,16.250194379111843,0,0
E02000043,8.205493631185032,0,0
E02000044,23.104363845582064,0,0.04957786205112346
E02000045,22.16238856804612,0,0.1252519423945905
E02000046,14.183845473387498,0,0
E02000047,26.37286140606992,0,0.1957457993812807
E02000048,12.48925160116253,0,0
